method,task,n,energy_res68_frac,energy_res68_frac_ci_low,energy_res68_frac_ci_high,energy_bias_frac,energy_bias_frac_ci_low,energy_bias_frac_ci_high,timing_sigma68_samples,timing_sigma68_samples_ci_low,timing_sigma68_samples_ci_high
ML_gradient_boosted_trees,saturation,13383,0.022272704823616464,0.021401395159906293,0.023086472328005647,0.0005955560649320013,0.0002363226310313438,0.0009511762910479726,0.1583250575582548,0.14710238458100314,0.17016896883526644
ML_mlp,saturation,13383,0.07298368469664339,0.0704069295446091,0.07598252182145887,0.003951713456088468,0.000692697245570878,0.007555756233940291,0.15832496643066407,0.14621306061744688,0.16868674397468578
ML_ridge,saturation,13383,0.039624095805008926,0.038847663861905406,0.04045815432791812,0.001486263495180662,0.00041072112263583764,0.003101948711321838,0.15832496643066407,0.1456000335216522,0.17028687310218812
NN_1d_cnn_feature_mlp,saturation,13383,0.06869147785566032,0.06615509545945103,0.07268673917443597,0.0018258554283996364,-0.0015738983101998172,0.005188402488496283,0.15832496643066407,0.14560225009918212,0.1694360315799715
NN_causal_attention_mlp_new,saturation,13383,0.08631508631404895,0.08058445374137785,0.09319978128935505,0.007616304990168077,0.003707070777339999,0.011631408305334538,0.15832496643066407,0.146041041135788,0.17119715356826787
traditional_template_deconvolution_cfd,saturation,13383,0.1352173972522397,0.1313994029543539,0.1381598034537981,-0.15120543369785222,-0.15315226848884375,-0.1487089533782852,0.15832505755825435,0.14677805295956697,0.16955212648974446
