method,task,n,pileup_auc,pileup_auc_ci_low,pileup_auc_ci_high,pileup_ap,pileup_ap_ci_low,pileup_ap_ci_high
ML_gradient_boosted_trees,pileup,26766,0.995542525969267,0.9947191166393515,0.9963743298039976,0.9960379855582678,0.9953653850777727,0.996711214565527
ML_mlp,pileup,26766,0.9971524698607973,0.996578925175381,0.9977582001479463,0.9975337443474849,0.9969202452302864,0.9980475837829926
ML_ridge,pileup,26766,0.9267644355196083,0.9240363069420375,0.9296161710703325,0.9328725546135194,0.9298697559690847,0.9360445456524654
NN_1d_cnn_feature_mlp,pileup,26766,0.997480897889837,0.9969268112031416,0.9979830301160594,0.9974858011050233,0.9967562840564461,0.9980590365790714
NN_causal_attention_mlp_new,pileup,26766,0.9976104059453186,0.9970336470752673,0.9981390728045265,0.997891440760704,0.9973087744974397,0.9983197049667629
traditional_template_residual_cfd,pileup,26766,0.5198024324198458,0.5138112827331869,0.5251260358569227,0.4932673613563907,0.4900420770156576,0.497349176924727
