run,group,event_index,eventno,evt,stave,stave_idx,amplitude_adc,peak_sample,baseline_adc
34,sample_i_calib,571,531064,11298,B2,0,6240.5,6,6720.5
34,sample_i_calib,719,531212,11436,B6,2,3596.0,7,6942.0
34,sample_i_calib,729,531222,11445,B4,1,3576.5,8,7038.5
34,sample_i_calib,865,531358,11571,B8,3,3328.5,7,6885.5
34,sample_i_calib,920,531413,11619,B2,0,5818.5,6,6737.5
34,sample_i_calib,1101,531594,11785,B6,2,2437.0,7,6928.0
34,sample_i_calib,1318,531811,11986,B2,0,2305.5,8,6763.5
34,sample_i_calib,1489,531982,12144,B2,0,6858.5,6,6774.5
34,sample_i_calib,1559,532053,12214,B2,0,6281.0,6,6781.0
34,sample_i_calib,1707,532201,12354,B2,0,5059.5,7,6762.5
34,sample_i_calib,1794,532288,12434,B6,2,3691.5,7,6952.5
34,sample_i_calib,1802,532296,12442,B6,2,2481.5,6,6922.5
34,sample_i_calib,1802,532296,12442,B8,3,5002.0,5,6897.0
34,sample_i_calib,1844,532338,12479,B8,3,2514.0,8,6888.0
34,sample_i_calib,1864,532358,12499,B2,0,6469.0,6,6780.0
34,sample_i_calib,1946,532440,12575,B2,0,6240.5,6,6722.5
34,sample_i_calib,2050,532544,12675,B4,1,3250.0,7,7020.0
34,sample_i_calib,2310,532804,12916,B8,3,2576.5,10,6905.5
34,sample_i_calib,2377,532871,12981,B4,1,2288.0,7,7031.0
34,sample_i_calib,2837,533331,13426,B2,0,6371.5,6,6757.5
34,sample_i_calib,2999,533493,13572,B4,1,2801.0,7,7207.0
34,sample_i_calib,2999,533493,13572,B6,2,3243.0,5,6966.0
34,sample_i_calib,3062,533556,13630,B2,0,5469.0,5,6802.0
34,sample_i_calib,3233,533727,13793,B4,1,3445.5,8,7035.5
34,sample_i_calib,3315,533809,13872,B2,0,5571.5,6,6725.5
34,sample_i_calib,3469,533963,14016,B6,2,4539.0,7,6944.0
34,sample_i_calib,3560,534054,14098,B6,2,3408.0,7,6906.0
34,sample_i_calib,3612,534106,14146,B2,0,5857.5,5,6787.5
34,sample_i_calib,3744,534238,14303,B6,2,2063.0,8,6936.0
34,sample_i_calib,3749,534243,14308,B4,1,3716.5,6,6988.5
34,sample_i_calib,3841,534335,14392,B6,2,3686.0,6,6937.0
34,sample_i_calib,3900,534394,14448,B4,1,4970.0,9,7017.0
34,sample_i_calib,4002,534496,14544,B4,1,5120.5,9,7006.5
34,sample_i_calib,4049,534543,14590,B6,2,4290.0,6,6948.0
34,sample_i_calib,4294,534788,14816,B2,0,5599.5,6,6780.5
34,sample_i_calib,4507,535001,15014,B2,0,5011.5,6,6738.5
34,sample_i_calib,4549,535043,15051,B2,0,4934.0,6,6768.0
34,sample_i_calib,4621,535115,15118,B4,1,1592.0,7,7038.0
34,sample_i_calib,4924,535418,14915,B8,3,4113.5,7,6897.5
34,sample_i_calib,5003,535497,14986,B2,0,5569.5,6,6719.5
34,sample_i_calib,5017,535511,14999,B4,1,5821.0,6,7006.0
34,sample_i_calib,5032,535526,15013,B2,0,6593.5,6,6739.5
34,sample_i_calib,5155,535649,15130,B4,1,2680.0,8,7049.0
34,sample_i_calib,5196,535690,15166,B2,0,6053.0,6,6738.0
34,sample_i_calib,5361,535855,15315,B4,1,3619.0,8,7017.0
34,sample_i_calib,5369,535863,15320,B8,3,2990.0,10,6903.0
34,sample_i_calib,5773,536267,15695,B8,3,2355.5,6,6958.5
34,sample_i_calib,6032,536526,15932,B4,1,3149.5,8,7008.5
34,sample_i_calib,6160,536654,16050,B4,1,5427.0,4,7177.0
34,sample_i_calib,6188,536682,16075,B6,2,1849.0,8,6939.0
34,sample_i_calib,6208,536702,16095,B4,1,3606.0,7,7024.0
34,sample_i_calib,6290,536784,16168,B2,0,5364.0,6,6723.0
34,sample_i_calib,6359,536853,16233,B2,0,6409.5,6,6748.5
34,sample_i_calib,6382,536876,16256,B2,0,6012.0,6,6775.0
34,sample_i_calib,6617,537111,93,B6,2,3665.0,6,6935.0
34,sample_i_calib,6632,537126,108,B6,2,4038.5,7,6910.5
34,sample_i_calib,6880,537375,346,B4,1,2858.0,7,7036.0
34,sample_i_calib,6967,537462,426,B6,2,1718.0,8,6899.0
34,sample_i_calib,7293,537788,743,B4,1,3116.5,9,7034.5
34,sample_i_calib,7293,537788,743,B6,2,3656.5,9,6947.5
34,sample_i_calib,7367,537862,808,B6,2,2885.5,7,6918.5
34,sample_i_calib,7367,537862,808,B8,3,4998.5,6,6963.5
34,sample_i_calib,7798,538293,1206,B2,0,3179.0,7,6754.0
34,sample_i_calib,7830,538325,1236,B4,1,3300.5,6,6991.5
34,sample_i_calib,7845,538340,1249,B4,1,3451.0,10,7024.0
34,sample_i_calib,7910,538405,1311,B2,0,6964.0,6,6737.0
34,sample_i_calib,7910,538405,1311,B6,2,1693.0,7,6964.0
34,sample_i_calib,7972,538467,1368,B8,3,1600.0,9,6892.0
34,sample_i_calib,8025,538520,1417,B2,0,4307.5,6,6744.5
34,sample_i_calib,8037,538532,1428,B4,1,6834.0,4,7208.0
34,sample_i_calib,8179,538674,1559,B4,1,2695.5,5,7133.5
34,sample_i_calib,8179,538674,1559,B6,2,3267.5,5,6972.5
34,sample_i_calib,8434,538929,1795,B4,1,3366.0,5,7115.0
34,sample_i_calib,8546,539041,1900,B4,1,3013.0,11,7052.0
34,sample_i_calib,8546,539041,1900,B6,2,4253.0,11,6923.0
34,sample_i_calib,8585,539080,1939,B6,2,2637.0,4,7828.0
34,sample_i_calib,8631,539126,1982,B4,1,2198.0,8,7042.0
34,sample_i_calib,8681,539176,2028,B6,2,3513.5,6,6912.5
34,sample_i_calib,9005,539501,2327,B4,1,3112.5,9,7033.5
34,sample_i_calib,9005,539501,2327,B6,2,2474.0,10,6931.0
34,sample_i_calib,9372,539868,2701,B2,0,5105.5,6,6753.5
34,sample_i_calib,9833,540329,3167,B4,1,4584.0,8,6997.0
34,sample_i_calib,10022,540518,3342,B6,2,3350.5,8,6927.5
34,sample_i_calib,10162,540658,3473,B2,0,6144.0,6,6746.0
34,sample_i_calib,10220,540716,3530,B6,2,2066.0,4,8066.0
34,sample_i_calib,10251,540747,3559,B2,0,4219.5,6,6772.5
34,sample_i_calib,10296,540792,3601,B2,0,6030.5,6,6746.5
34,sample_i_calib,10414,540910,3709,B6,2,3256.5,7,6919.5
34,sample_i_calib,10520,541016,3809,B6,2,3742.5,11,6953.5
34,sample_i_calib,10756,541252,4035,B4,1,3902.5,7,7034.5
34,sample_i_calib,10812,541308,4087,B4,1,2771.5,6,7031.5
34,sample_i_calib,10812,541308,4087,B6,2,2508.5,7,6937.5
34,sample_i_calib,10960,541456,4226,B2,0,6766.5,6,6742.5
34,sample_i_calib,11419,541915,4639,B4,1,3708.0,10,7075.0
34,sample_i_calib,11419,541915,4639,B6,2,2596.5,11,6927.5
34,sample_i_calib,11476,541972,4691,B2,0,6793.5,5,6725.5
34,sample_i_calib,11525,542021,4737,B2,0,6652.5,5,6728.5
34,sample_i_calib,11561,542057,4772,B2,0,6624.5,6,6758.5
34,sample_i_calib,11584,542080,4792,B6,2,4090.0,7,6916.0
34,sample_i_calib,11625,542121,4829,B6,2,3141.0,7,6927.0
34,sample_i_calib,11978,542474,5157,B4,1,3441.0,9,6996.0
34,sample_i_calib,12078,542574,5251,B2,0,6057.5,6,7497.5
34,sample_i_calib,12087,542583,5260,B6,2,4480.5,6,6958.5
34,sample_i_calib,12193,542689,5352,B4,1,2263.5,7,7023.5
34,sample_i_calib,12268,542764,5422,B8,3,5044.5,7,6899.5
34,sample_i_calib,12272,542768,5426,B2,0,5771.5,6,6748.5
34,sample_i_calib,12388,542884,5526,B4,1,4051.5,11,6988.5
34,sample_i_calib,12609,543105,5725,B6,2,2323.5,10,6926.5
34,sample_i_calib,12621,543117,5735,B4,1,2076.5,10,7041.5
34,sample_i_calib,12621,543117,5735,B6,2,2542.5,10,6946.5
34,sample_i_calib,12621,543117,5735,B8,3,3295.5,10,6896.5
34,sample_i_calib,12770,543266,5875,B2,0,4184.5,5,6750.5
34,sample_i_calib,12846,543342,5947,B4,1,1792.0,5,7218.0
34,sample_i_calib,12846,543342,5947,B8,3,4449.0,4,7022.0
34,sample_i_calib,12851,543347,5951,B2,0,6740.5,5,6805.5
34,sample_i_calib,12859,543355,5959,B2,0,6895.5,6,6767.5
34,sample_i_calib,12863,543359,5963,B4,1,2503.5,6,7050.5
34,sample_i_calib,12899,543395,5997,B6,2,2541.0,8,6938.0
34,sample_i_calib,12989,543485,6079,B8,3,1907.5,8,6925.5
34,sample_i_calib,13068,543564,6150,B4,1,1478.5,7,7010.5
34,sample_i_calib,13117,543613,6197,B2,0,5206.5,6,6750.5
34,sample_i_calib,13175,543671,6252,B6,2,1417.5,9,6970.5
34,sample_i_calib,13175,543671,6252,B8,3,2794.5,8,6927.5
34,sample_i_calib,13261,543757,6334,B2,0,5784.0,6,6739.0
34,sample_i_calib,13294,543790,6366,B2,0,5384.0,5,6768.0
34,sample_i_calib,13453,543949,6515,B4,1,3152.0,11,7007.0
34,sample_i_calib,13618,544114,6665,B8,3,3296.5,7,6874.5
34,sample_i_calib,13698,544194,6737,B4,1,2550.5,10,7007.5
34,sample_i_calib,13738,544234,6774,B2,0,6665.5,5,6734.5
34,sample_i_calib,14106,544602,7112,B2,0,6650.5,6,6829.5
34,sample_i_calib,14144,544640,7149,B6,2,4735.0,6,6920.0
34,sample_i_calib,14170,544666,7172,B4,1,3501.5,4,7335.5
34,sample_i_calib,14265,544761,7261,B8,3,3027.0,10,6919.0
34,sample_i_calib,14321,544817,7311,B4,1,1630.0,7,7014.0
34,sample_i_calib,14332,544828,7320,B4,1,4870.5,5,7031.5
34,sample_i_calib,14383,544879,7371,B6,2,1503.5,4,7527.5
34,sample_i_calib,14385,544881,7373,B2,0,6689.5,6,6775.5
34,sample_i_calib,14445,544941,7427,B6,2,3813.5,7,6922.5
34,sample_i_calib,14502,544998,7480,B4,1,4158.0,6,7016.0
34,sample_i_calib,14537,545033,7513,B8,3,3228.0,7,6926.0
34,sample_i_calib,14602,545098,7575,B6,2,3558.0,7,6930.0
34,sample_i_calib,14637,545133,7607,B6,2,3184.0,6,7036.0
34,sample_i_calib,15005,545501,7952,B4,1,2228.0,4,7779.0
34,sample_i_calib,15134,545630,8075,B4,1,4003.5,11,7018.5
34,sample_i_calib,15430,545926,8343,B6,2,4235.0,7,6949.0
34,sample_i_calib,15471,545967,8382,B4,1,4667.5,5,7035.5
34,sample_i_calib,15487,545983,8396,B4,1,1357.5,11,7001.5
34,sample_i_calib,15660,546156,8560,B2,0,6709.0,5,6729.0
34,sample_i_calib,16087,546583,8955,B4,1,3757.5,8,7021.5
34,sample_i_calib,16123,546619,8988,B6,2,4196.0,6,6920.0
34,sample_i_calib,16237,546733,9096,B6,2,4711.0,6,6910.0
34,sample_i_calib,16296,546792,9151,B2,0,2966.0,7,6732.0
34,sample_i_calib,16307,546803,9160,B2,0,6154.0,6,6732.0
34,sample_i_calib,16455,546951,9301,B2,0,5925.5,6,6765.5
34,sample_i_calib,16619,547115,9451,B2,0,5445.5,5,6723.5
34,sample_i_calib,16802,547298,9617,B4,1,3285.5,8,6990.5
34,sample_i_calib,16802,547298,9617,B6,2,3466.0,8,6911.0
34,sample_i_calib,16869,547365,9679,B2,0,6936.5,6,6734.5
34,sample_i_calib,17367,547863,10131,B6,2,3952.0,7,6918.0
34,sample_i_calib,17398,547894,10161,B6,2,3732.5,7,6921.5
34,sample_i_calib,17575,548071,10325,B8,3,1381.5,4,7439.5
34,sample_i_calib,17620,548116,10369,B4,1,3176.0,10,7025.0
34,sample_i_calib,17620,548116,10369,B6,2,4375.5,11,6937.5
34,sample_i_calib,17624,548120,10373,B2,0,5504.0,6,6757.0
34,sample_i_calib,17696,548192,10439,B4,1,5070.5,6,6997.5
34,sample_i_calib,17843,548339,10577,B6,2,4231.0,6,6926.0
34,sample_i_calib,17852,548348,10586,B4,1,3444.5,5,7051.5
34,sample_i_calib,17954,548450,10679,B8,3,4108.0,11,6974.0
34,sample_i_calib,18102,548599,10821,B2,0,4835.0,6,6756.0
34,sample_i_calib,18263,548760,10971,B4,1,2946.0,9,7043.0
34,sample_i_calib,18263,548760,10971,B6,2,3226.5,6,6943.5
34,sample_i_calib,18500,548997,11194,B2,0,6742.5,6,6745.5
34,sample_i_calib,18576,549073,11264,B8,3,3361.0,7,6878.0
34,sample_i_calib,18599,549096,11285,B6,2,3967.0,7,6907.0
34,sample_i_calib,18733,549230,11409,B4,1,2181.0,5,7050.0
34,sample_i_calib,18733,549230,11409,B6,2,2840.0,6,6921.0
34,sample_i_calib,18837,549334,11502,B4,1,3147.0,6,7049.0
34,sample_i_calib,18837,549334,11502,B6,2,3589.5,6,6926.5
34,sample_i_calib,18851,549348,11516,B4,1,4749.0,6,6995.0
34,sample_i_calib,18858,549355,11523,B2,0,5003.0,6,6751.0
34,sample_i_calib,18923,549420,11582,B4,1,3267.0,5,7012.0
34,sample_i_calib,18976,549473,11633,B4,1,1994.5,9,7011.5
34,sample_i_calib,18976,549473,11633,B8,3,4147.0,9,6911.0
34,sample_i_calib,19006,549503,11662,B4,1,3744.0,11,6992.0
34,sample_i_calib,19073,549570,11724,B6,2,2036.5,7,6922.5
34,sample_i_calib,19208,549705,11846,B2,0,6666.5,6,6730.5
34,sample_i_calib,19355,549852,11980,B8,3,2687.0,7,6923.0
34,sample_i_calib,19449,549946,12070,B8,3,1888.0,8,6908.0
34,sample_i_calib,19562,550059,12177,B4,1,4497.0,6,7029.0
34,sample_i_calib,19600,550097,12213,B4,1,5018.5,6,7028.5
34,sample_i_calib,19682,550179,12289,B4,1,2694.5,11,7005.5
34,sample_i_calib,19723,550220,12327,B2,0,6237.0,6,6753.0
34,sample_i_calib,19767,550264,12367,B6,2,1716.5,8,6900.5
34,sample_i_calib,19943,550440,12531,B2,0,5139.5,6,6731.5
34,sample_i_calib,20170,550667,12742,B6,2,4368.5,6,6975.5
34,sample_i_calib,20256,550753,12822,B4,1,1817.5,11,7062.5
34,sample_i_calib,20256,550753,12822,B8,3,4115.5,10,6879.5
34,sample_i_calib,20332,550829,12895,B6,2,2790.5,10,6970.5
34,sample_i_calib,20332,550829,12895,B8,3,2638.0,11,6936.0
34,sample_i_calib,20445,550942,12998,B2,0,6718.5,5,6732.5
34,sample_i_calib,20525,551022,13077,B2,0,6886.5,6,6764.5
34,sample_i_calib,20613,551110,13159,B6,2,2838.0,9,6910.0
34,sample_i_calib,20673,551170,13217,B2,0,5175.0,6,6739.0
34,sample_i_calib,20842,551339,13376,B2,0,5752.5,6,6760.5
34,sample_i_calib,20863,551360,13394,B6,2,2305.0,5,7217.0
34,sample_i_calib,20863,551360,13394,B8,3,4207.5,4,7485.5
34,sample_i_calib,21021,551518,13544,B6,2,3706.0,5,6946.0
34,sample_i_calib,21109,551606,13629,B8,3,1645.0,8,6927.0
34,sample_i_calib,21237,551734,13748,B4,1,2911.0,9,7011.0
34,sample_i_calib,21583,552080,14075,B4,1,3074.0,8,7002.0
34,sample_i_calib,21796,552293,14267,B4,1,2542.5,7,7006.5
34,sample_i_calib,21803,552300,14274,B4,1,2806.0,11,7005.0
34,sample_i_calib,21803,552300,14274,B6,2,3217.0,11,6924.0
34,sample_i_calib,21849,552346,14318,B2,0,6750.0,5,6763.0
34,sample_i_calib,21905,552402,14370,B4,1,2476.0,5,7240.0
34,sample_i_calib,21985,552482,14446,B6,2,2914.5,11,6950.5
34,sample_i_calib,22000,552497,14460,B2,0,6920.5,6,6785.5
34,sample_i_calib,22044,552541,14501,B6,2,3852.5,7,6955.5
34,sample_i_calib,22112,552609,14561,B2,0,1726.5,8,6738.5
34,sample_i_calib,22138,552635,14586,B8,3,1537.0,8,6901.0
34,sample_i_calib,22236,552733,14672,B6,2,2875.5,10,6912.5
34,sample_i_calib,22236,552733,14672,B8,3,2223.0,10,6886.0
34,sample_i_calib,22339,552836,14764,B2,0,6786.0,6,6737.0
34,sample_i_calib,22565,553062,14977,B4,1,3001.5,9,7030.5
34,sample_i_calib,22649,553146,15054,B2,0,6713.5,6,6746.5
34,sample_i_calib,22701,553198,15101,B4,1,2908.5,5,7058.5
34,sample_i_calib,22852,553349,15234,B2,0,3171.0,7,6728.0
34,sample_i_calib,22906,553403,15286,B4,1,3306.0,6,6993.0
34,sample_i_calib,22980,553477,15355,B6,2,4340.0,6,6909.0
34,sample_i_calib,23008,553505,15380,B4,1,2385.5,10,7061.5
34,sample_i_calib,23008,553505,15380,B6,2,2560.5,10,6922.5
34,sample_i_calib,23116,553613,15476,B4,1,6699.0,5,7061.0
34,sample_i_calib,23333,553830,15682,B6,2,3589.0,6,6928.0
34,sample_i_calib,23637,554134,15965,B6,2,4422.5,7,6923.5
34,sample_i_calib,23789,554286,16110,B8,3,3471.0,6,6902.0
34,sample_i_calib,23942,554439,16251,B4,1,3212.0,6,6991.0
34,sample_i_calib,24183,554680,92,B2,0,5240.0,6,6747.0
34,sample_i_calib,24208,554705,114,B4,1,2958.5,7,6988.5
34,sample_i_calib,24208,554705,114,B6,2,3094.5,10,6899.5
34,sample_i_calib,24228,554725,133,B8,3,1379.5,6,6915.5
34,sample_i_calib,24535,555032,415,B2,0,3272.0,7,6772.0
34,sample_i_calib,24543,555040,423,B6,2,4048.0,7,6923.0
34,sample_i_calib,24567,555064,443,B2,0,5954.5,6,6747.5
34,sample_i_calib,24572,555069,448,B4,1,3390.5,4,7172.5
34,sample_i_calib,24722,555219,590,B2,0,5699.5,6,6746.5
34,sample_i_calib,24807,555304,672,B4,1,3163.0,10,6986.0
34,sample_i_calib,24836,555333,696,B4,1,2809.5,11,7018.5
34,sample_i_calib,24836,555333,696,B6,2,3281.0,11,6913.0
34,sample_i_calib,24871,555368,728,B6,2,2800.0,6,6910.0
34,sample_i_calib,24938,555435,789,B4,1,3993.5,6,7024.5
34,sample_i_calib,24979,555476,826,B6,2,2727.0,7,6936.0
34,sample_i_calib,25037,555534,879,B2,0,6950.0,6,6751.0
34,sample_i_calib,25041,555538,883,B2,0,6049.0,6,6733.0
34,sample_i_calib,25196,555693,1028,B2,0,6009.5,6,6733.5
34,sample_i_calib,25263,555760,1087,B6,2,2224.5,7,6921.5
34,sample_i_calib,25555,556052,1354,B2,0,6970.0,5,6769.0
34,sample_i_calib,25622,556119,1414,B4,1,1564.5,5,7322.5
34,sample_i_calib,25699,556196,1484,B2,0,4092.0,10,6742.0
34,sample_i_calib,25738,556235,1522,B6,2,2947.0,7,6907.0
34,sample_i_calib,25878,556375,1655,B2,0,6126.0,6,6743.0
34,sample_i_calib,26093,556590,1857,B2,0,6328.0,5,6761.0
34,sample_i_calib,26094,556591,1858,B4,1,6382.0,8,6987.0
34,sample_i_calib,26170,556667,1929,B6,2,3803.0,6,6919.0
34,sample_i_calib,26198,556695,1955,B6,2,2691.0,6,6974.0
34,sample_i_calib,26224,556721,1977,B2,0,6379.0,5,6762.0
34,sample_i_calib,26279,556776,2031,B6,2,3789.0,8,6918.0
34,sample_i_calib,26316,556813,2063,B8,3,4183.0,6,6893.0
34,sample_i_calib,26355,556852,2099,B6,2,3217.5,7,6967.5
34,sample_i_calib,26385,556882,2127,B8,3,1726.5,8,6909.5
34,sample_i_calib,26531,557028,2264,B2,0,6316.5,6,6730.5
34,sample_i_calib,26653,557150,2376,B6,2,4211.0,6,6919.0
34,sample_i_calib,27264,557761,2945,B6,2,3681.5,7,6903.5
34,sample_i_calib,27339,557836,3016,B2,0,6740.5,6,6735.5
34,sample_i_calib,27423,557920,3093,B4,1,2985.5,7,7012.5
34,sample_i_calib,27423,557920,3093,B6,2,2428.5,7,6934.5
34,sample_i_calib,27681,558178,3332,B4,1,3997.5,6,7058.5
34,sample_i_calib,28026,558523,3660,B4,1,3459.0,5,7033.0
34,sample_i_calib,28026,558523,3660,B6,2,5227.0,5,6908.0
34,sample_i_calib,28077,558574,3706,B4,1,2459.0,6,7023.0
34,sample_i_calib,28077,558574,3706,B6,2,2410.0,6,6932.0
34,sample_i_calib,28077,558574,3706,B8,3,6525.5,5,6906.5
34,sample_i_calib,28098,558595,3726,B6,2,2198.5,8,6926.5
34,sample_i_calib,28160,558657,3780,B4,1,2398.5,11,7008.5
34,sample_i_calib,28306,558803,3918,B2,0,6805.5,6,6746.5
34,sample_i_calib,28332,558829,3942,B2,0,3696.0,6,6745.0
34,sample_i_calib,28377,558874,3984,B2,0,6963.0,6,6722.0
34,sample_i_calib,28607,559104,4199,B2,0,3571.5,6,6727.5
34,sample_i_calib,28673,559170,4262,B4,1,4028.5,6,7006.5
34,sample_i_calib,28827,559324,4400,B2,0,5993.0,6,6737.0
34,sample_i_calib,28841,559338,4414,B2,0,6390.0,6,6725.0
34,sample_i_calib,29159,559656,4705,B4,1,4129.5,10,7001.5
34,sample_i_calib,29300,559797,4834,B4,1,2137.5,7,7010.5
34,sample_i_calib,29386,559883,4913,B2,0,4100.0,6,6762.0
34,sample_i_calib,29427,559924,4953,B4,1,3344.5,7,7009.5
34,sample_i_calib,29460,559957,4983,B2,0,6812.0,6,6790.0
34,sample_i_calib,29513,560010,5031,B4,1,3162.0,8,7049.0
34,sample_i_calib,29513,560010,5031,B8,3,3170.5,9,6903.5
34,sample_i_calib,29785,560283,5287,B4,1,1952.0,7,7035.0
34,sample_i_calib,30081,560579,5570,B6,2,2400.0,10,6930.0
34,sample_i_calib,30287,560785,5759,B2,0,5894.5,6,6752.5
34,sample_i_calib,30291,560789,5762,B2,0,4898.0,6,6748.0
34,sample_i_calib,30352,560850,5819,B6,2,3613.0,6,6924.0
34,sample_i_calib,30763,561261,6199,B6,2,3999.0,6,6939.0
34,sample_i_calib,30863,561361,6296,B6,2,4627.5,7,6925.5
34,sample_i_calib,30909,561407,6337,B4,1,2442.0,5,7238.0
34,sample_i_calib,30909,561407,6337,B6,2,3345.0,5,6967.0
34,sample_i_calib,31043,561541,6460,B6,2,3033.0,7,6971.0
34,sample_i_calib,31212,561710,6618,B4,1,4811.0,6,7021.0
34,sample_i_calib,31243,561741,6647,B4,1,3102.0,11,7018.0
34,sample_i_calib,31329,561827,6728,B2,0,6373.5,6,6755.5
34,sample_i_calib,31624,562122,7003,B4,1,1959.0,4,7822.0
34,sample_i_calib,31624,562122,7003,B6,2,2452.0,5,7292.0
34,sample_i_calib,31624,562122,7003,B8,3,2790.0,4,7342.0
34,sample_i_calib,31653,562151,7030,B6,2,2268.5,7,6905.5
34,sample_i_calib,31653,562151,7030,B8,3,1586.5,8,6922.5
34,sample_i_calib,31902,562400,7261,B4,1,1663.5,7,6994.5
34,sample_i_calib,31927,562425,7282,B2,0,6710.5,6,6731.5
34,sample_i_calib,32192,562690,7519,B2,0,5267.5,6,6746.5
34,sample_i_calib,32302,562800,7627,B2,0,3389.0,6,6765.0
34,sample_i_calib,32478,562976,7790,B6,2,1839.5,9,6954.5
34,sample_i_calib,32863,563361,8152,B8,3,3385.0,7,6895.0
34,sample_i_calib,32987,563485,8267,B4,1,2565.5,7,7033.5
34,sample_i_calib,32987,563485,8267,B6,2,3476.5,6,6931.5
34,sample_i_calib,33019,563517,8294,B6,2,2149.5,7,6922.5
34,sample_i_calib,33036,563534,8311,B4,1,3820.5,10,6991.5
34,sample_i_calib,33143,563641,8411,B2,0,6988.5,6,6744.5
34,sample_i_calib,33212,563710,8476,B6,2,1780.5,8,6904.5
34,sample_i_calib,33273,563771,8531,B8,3,2481.5,7,6927.5
34,sample_i_calib,33401,563899,8653,B4,1,2054.0,4,7808.0
34,sample_i_calib,33401,563899,8653,B6,2,3202.5,4,7667.5
34,sample_i_calib,33409,563907,8661,B2,0,6713.5,6,6766.5
34,sample_i_calib,33426,563924,8677,B2,0,6048.0,6,6723.0
34,sample_i_calib,33435,563933,8686,B4,1,1404.5,6,7027.5
34,sample_i_calib,33547,564045,8790,B6,2,2172.5,11,6914.5
34,sample_i_calib,33657,564155,8897,B2,0,6994.5,6,6742.5
34,sample_i_calib,33716,564214,8952,B6,2,1946.0,4,8102.0
34,sample_i_calib,33783,564281,9015,B6,2,3469.0,6,6905.0
34,sample_i_calib,33800,564298,9032,B2,0,6578.0,6,6761.0
34,sample_i_calib,33838,564336,9064,B6,2,1861.0,4,7552.0
34,sample_i_calib,33953,564451,9170,B4,1,3505.0,7,7743.0
34,sample_i_calib,33964,564462,9179,B6,2,1646.0,7,6973.0
34,sample_i_calib,33964,564462,9179,B8,3,2695.0,7,6918.0
34,sample_i_calib,34037,564535,9247,B4,1,1796.0,9,7001.0
34,sample_i_calib,34084,564582,9290,B8,3,2042.0,8,6901.0
34,sample_i_calib,34101,564599,9305,B6,2,1442.5,8,6923.5
34,sample_i_calib,34318,564816,9537,B4,1,3925.0,11,7019.0
34,sample_i_calib,34324,564822,9543,B6,2,2986.5,7,6917.5
34,sample_i_calib,34324,564822,9543,B8,3,2616.5,8,6879.5
34,sample_i_calib,34343,564841,9557,B6,2,3069.0,7,6951.0
34,sample_i_calib,34360,564858,9572,B2,0,5313.0,7,6742.0
34,sample_i_calib,34478,564976,9682,B4,1,3506.0,6,7058.0
34,sample_i_calib,34478,564976,9682,B6,2,1529.5,8,6977.5
34,sample_i_calib,34741,565239,9928,B2,0,5771.0,6,6762.0
34,sample_i_calib,34745,565243,9932,B2,0,6270.5,6,6744.5
34,sample_i_calib,34801,565299,9983,B2,0,5748.0,6,6824.0
34,sample_i_calib,34968,565466,10136,B2,0,5325.5,6,6742.5
34,sample_i_calib,35037,565535,10200,B6,2,3953.0,7,6967.0
34,sample_i_calib,35060,565558,10222,B4,1,3435.5,6,7054.5
34,sample_i_calib,35320,565819,10468,B2,0,5644.0,5,6783.0
34,sample_i_calib,35409,565909,10549,B6,2,1963.0,8,6959.0
34,sample_i_calib,35481,565981,10614,B2,0,6448.5,6,6759.5
34,sample_i_calib,35673,566173,10797,B4,1,4099.0,7,7033.0
34,sample_i_calib,35706,566206,10829,B4,1,3401.0,6,7029.0
34,sample_i_calib,35823,566323,10937,B2,0,5553.0,6,6761.0
34,sample_i_calib,35844,566344,10955,B4,1,5805.5,6,7029.5
34,sample_i_calib,35919,566419,11025,B6,2,2906.0,11,6947.0
34,sample_i_calib,35919,566419,11025,B8,3,4512.5,11,6896.5
34,sample_i_calib,36056,566556,11149,B6,2,5363.5,6,6967.5
34,sample_i_calib,36120,566620,11208,B2,0,5378.5,6,6729.5
34,sample_i_calib,36308,566808,11385,B2,0,6340.5,6,6744.5
34,sample_i_calib,36365,566865,11437,B4,1,2850.0,9,6992.0
34,sample_i_calib,36436,566936,11505,B2,0,3297.5,7,6732.5
34,sample_i_calib,36672,567172,11723,B2,0,3512.0,5,6764.0
34,sample_i_calib,36683,567183,11734,B2,0,6657.5,6,6741.5
34,sample_i_calib,36744,567244,11793,B6,2,2504.5,7,6940.5
34,sample_i_calib,36965,567465,11996,B4,1,3648.0,5,7060.0
34,sample_i_calib,37015,567515,12040,B4,1,2388.0,7,6998.0
34,sample_i_calib,37206,567706,12222,B2,0,6879.5,6,6735.5
34,sample_i_calib,37617,568117,12603,B2,0,6782.5,6,6764.5
34,sample_i_calib,37623,568123,12608,B4,1,2088.0,11,6996.0
34,sample_i_calib,37632,568132,12617,B2,0,6830.5,6,6762.5
34,sample_i_calib,37690,568190,12672,B6,2,4413.5,6,6928.5
34,sample_i_calib,37855,568355,12827,B4,1,4660.5,11,6998.5
34,sample_i_calib,37855,568355,12827,B6,2,6485.0,11,6909.0
34,sample_i_calib,37926,568426,12891,B6,2,3586.5,7,6914.5
34,sample_i_calib,38062,568562,13019,B4,1,2366.5,8,7019.5
34,sample_i_calib,38062,568562,13019,B6,2,2600.5,8,6963.5
34,sample_i_calib,38062,568562,13019,B8,3,5331.0,7,6909.0
