run,group,event_index,eventno,evt,stave,stave_idx,amplitude_adc,peak_sample,baseline_adc,pileup_label,secondary_fraction,delay_samples,true_amplitude_adc,true_t50
34,sample_i_calib,20673,551170,13217,B2,0,5175.0,6,6739.0,0,0.0,0,5175.0,4.286660671234131
34,sample_i_calib,20842,551339,13376,B2,0,5752.5,6,6760.5,0,0.0,0,5752.5,4.621462345123291
34,sample_i_calib,20863,551360,13394,B6,2,2305.0,5,7217.0,0,0.0,0,2305.0,2.719264030456543
34,sample_i_calib,20863,551360,13394,B8,3,4207.5,4,7485.5,0,0.0,0,4207.5,2.5180673599243164
34,sample_i_calib,21021,551518,13544,B6,2,3706.0,5,6946.0,0,0.0,0,3706.0,3.575784683227539
34,sample_i_calib,21109,551606,13629,B8,3,1645.0,8,6927.0,0,0.0,0,1645.0,5.10223388671875
34,sample_i_calib,21237,551734,13748,B4,1,2911.0,9,7011.0,0,0.0,0,2911.0,4.848296165466309
34,sample_i_calib,21583,552080,14075,B4,1,3074.0,8,7002.0,0,0.0,0,3074.0,6.036387920379639
34,sample_i_calib,21796,552293,14267,B4,1,2542.5,7,7006.5,0,0.0,0,2542.5,4.505373954772949
34,sample_i_calib,21803,552300,14274,B4,1,2806.0,11,7005.0,0,0.0,0,2806.0,9.052852630615234
34,sample_i_calib,21803,552300,14274,B6,2,3217.0,11,6924.0,0,0.0,0,3217.0,9.361838340759277
34,sample_i_calib,21849,552346,14318,B2,0,6750.0,5,6763.0,0,0.0,0,6750.0,4.044991493225098
34,sample_i_calib,21905,552402,14370,B4,1,2476.0,5,7240.0,0,0.0,0,2476.0,2.892010450363159
34,sample_i_calib,21985,552482,14446,B6,2,2914.5,11,6950.5,0,0.0,0,2914.5,9.114126205444336
34,sample_i_calib,22000,552497,14460,B2,0,6920.5,6,6785.5,0,0.0,0,6920.5,4.646668910980225
34,sample_i_calib,22044,552541,14501,B6,2,3852.5,7,6955.5,0,0.0,0,3852.5,5.7524213790893555
34,sample_i_calib,22112,552609,14561,B2,0,1726.5,8,6738.5,0,0.0,0,1726.5,5.441239356994629
34,sample_i_calib,22138,552635,14586,B8,3,1537.0,8,6901.0,0,0.0,0,1537.0,5.740887641906738
34,sample_i_calib,22236,552733,14672,B6,2,2875.5,10,6912.5,0,0.0,0,2875.5,7.900786876678467
34,sample_i_calib,22236,552733,14672,B8,3,2223.0,10,6886.0,0,0.0,0,2223.0,8.15816879272461
34,sample_i_calib,22339,552836,14764,B2,0,6786.0,6,6737.0,0,0.0,0,6786.0,4.589349269866943
34,sample_i_calib,22565,553062,14977,B4,1,3001.5,9,7030.5,0,0.0,0,3001.5,4.867265224456787
34,sample_i_calib,22649,553146,15054,B2,0,6713.5,6,6746.5,0,0.0,0,6713.5,4.467822074890137
34,sample_i_calib,22701,553198,15101,B4,1,2908.5,5,7058.5,0,0.0,0,2908.5,3.287466526031494
34,sample_i_calib,22852,553349,15234,B2,0,3171.0,7,6728.0,0,0.0,0,3171.0,5.129424095153809
34,sample_i_calib,22906,553403,15286,B4,1,3306.0,6,6993.0,0,0.0,0,3306.0,4.909090995788574
34,sample_i_calib,22980,553477,15355,B6,2,4340.0,6,6909.0,0,0.0,0,4340.0,4.747605323791504
34,sample_i_calib,23008,553505,15380,B4,1,2385.5,10,7061.5,0,0.0,0,2385.5,7.437174320220947
34,sample_i_calib,23008,553505,15380,B6,2,2560.5,10,6922.5,0,0.0,0,2560.5,7.904614448547363
34,sample_i_calib,23116,553613,15476,B4,1,6699.0,5,7061.0,0,0.0,0,6699.0,3.522545576095581
34,sample_i_calib,23333,553830,15682,B6,2,3589.0,6,6928.0,0,0.0,0,3589.0,4.833802223205566
34,sample_i_calib,23637,554134,15965,B6,2,4422.5,7,6923.5,0,0.0,0,4422.5,5.2439866065979
34,sample_i_calib,23789,554286,16110,B8,3,3471.0,6,6902.0,0,0.0,0,3471.0,4.2680134773254395
34,sample_i_calib,23942,554439,16251,B4,1,3212.0,6,6991.0,0,0.0,0,3212.0,4.685318946838379
34,sample_i_calib,24183,554680,92,B2,0,5240.0,6,6747.0,0,0.0,0,5240.0,4.635458946228027
34,sample_i_calib,24208,554705,114,B4,1,2958.5,7,6988.5,0,0.0,0,2958.5,5.221498966217041
34,sample_i_calib,24208,554705,114,B6,2,3094.5,10,6899.5,0,0.0,0,3094.5,5.679051876068115
34,sample_i_calib,24228,554725,133,B8,3,1379.5,6,6915.5,0,0.0,0,1379.5,3.7445054054260254
34,sample_i_calib,24535,555032,415,B2,0,3272.0,7,6772.0,0,0.0,0,3272.0,4.878116607666016
34,sample_i_calib,24543,555040,423,B6,2,4048.0,7,6923.0,0,0.0,0,4048.0,5.282121658325195
34,sample_i_calib,24567,555064,443,B2,0,5954.5,6,6747.5,0,0.0,0,5954.5,4.507063865661621
34,sample_i_calib,24572,555069,448,B4,1,3390.5,4,7172.5,0,0.0,0,3390.5,2.89691162109375
34,sample_i_calib,24722,555219,590,B2,0,5699.5,6,6746.5,0,0.0,0,5699.5,4.370882034301758
34,sample_i_calib,24807,555304,672,B4,1,3163.0,10,6986.0,0,0.0,0,3163.0,5.3227219581604
34,sample_i_calib,24836,555333,696,B4,1,2809.5,11,7018.5,0,0.0,0,2809.5,8.927973747253418
34,sample_i_calib,24836,555333,696,B6,2,3281.0,11,6913.0,0,0.0,0,3281.0,9.342647552490234
34,sample_i_calib,24871,555368,728,B6,2,2800.0,6,6910.0,0,0.0,0,2800.0,3.872633457183838
34,sample_i_calib,24938,555435,789,B4,1,3993.5,6,7024.5,0,0.0,0,3993.5,4.724517822265625
34,sample_i_calib,24979,555476,826,B6,2,2727.0,7,6936.0,0,0.0,0,2727.0,5.370355606079102
34,sample_i_calib,25037,555534,879,B2,0,6950.0,6,6751.0,0,0.0,0,6950.0,4.471887588500977
34,sample_i_calib,25041,555538,883,B2,0,6049.0,6,6733.0,0,0.0,0,6049.0,4.69670295715332
34,sample_i_calib,25196,555693,1028,B2,0,6009.5,6,6733.5,0,0.0,0,6009.5,4.4130730628967285
34,sample_i_calib,25263,555760,1087,B6,2,2224.5,7,6921.5,0,0.0,0,2224.5,5.254796981811523
34,sample_i_calib,25555,556052,1354,B2,0,6970.0,5,6769.0,0,0.0,0,6970.0,3.960212230682373
34,sample_i_calib,25622,556119,1414,B4,1,1564.5,5,7322.5,0,0.0,0,1564.5,2.760507106781006
34,sample_i_calib,25699,556196,1484,B2,0,4092.0,10,6742.0,0,0.0,0,4092.0,8.674579620361328
34,sample_i_calib,25738,556235,1522,B6,2,2947.0,7,6907.0,0,0.0,0,2947.0,5.625782012939453
34,sample_i_calib,25878,556375,1655,B2,0,6126.0,6,6743.0,0,0.0,0,6126.0,4.166162490844727
34,sample_i_calib,26093,556590,1857,B2,0,6328.0,5,6761.0,0,0.0,0,6328.0,3.9610347747802734
34,sample_i_calib,26094,556591,1858,B4,1,6382.0,8,6987.0,0,0.0,0,6382.0,6.567757606506348
34,sample_i_calib,26170,556667,1929,B6,2,3803.0,6,6919.0,0,0.0,0,3803.0,4.653056621551514
34,sample_i_calib,26198,556695,1955,B6,2,2691.0,6,6974.0,0,0.0,0,2691.0,4.010803699493408
34,sample_i_calib,26224,556721,1977,B2,0,6379.0,5,6762.0,0,0.0,0,6379.0,4.177539825439453
34,sample_i_calib,26279,556776,2031,B6,2,3789.0,8,6918.0,0,0.0,0,3789.0,6.712249755859375
34,sample_i_calib,26316,556813,2063,B8,3,4183.0,6,6893.0,0,0.0,0,4183.0,4.467341423034668
34,sample_i_calib,26355,556852,2099,B6,2,3217.5,7,6967.5,0,0.0,0,3217.5,5.222614288330078
34,sample_i_calib,26385,556882,2127,B8,3,1726.5,8,6909.5,0,0.0,0,1726.5,5.597622394561768
34,sample_i_calib,26531,557028,2264,B2,0,6316.5,6,6730.5,0,0.0,0,6316.5,4.075067043304443
34,sample_i_calib,26653,557150,2376,B6,2,4211.0,6,6919.0,0,0.0,0,4211.0,5.004961967468262
34,sample_i_calib,27264,557761,2945,B6,2,3681.5,7,6903.5,0,0.0,0,3681.5,5.480234146118164
34,sample_i_calib,27339,557836,3016,B2,0,6740.5,6,6735.5,0,0.0,0,6740.5,4.86265230178833
34,sample_i_calib,27423,557920,3093,B4,1,2985.5,7,7012.5,0,0.0,0,2985.5,4.971376895904541
34,sample_i_calib,27423,557920,3093,B6,2,2428.5,7,6934.5,0,0.0,0,2428.5,5.354875564575195
34,sample_i_calib,27681,558178,3332,B4,1,3997.5,6,7058.5,0,0.0,0,3997.5,4.834104061126709
34,sample_i_calib,28026,558523,3660,B4,1,3459.0,5,7033.0,0,0.0,0,3459.0,3.342716932296753
34,sample_i_calib,28026,558523,3660,B6,2,5227.0,5,6908.0,0,0.0,0,5227.0,3.586252212524414
34,sample_i_calib,28077,558574,3706,B4,1,2459.0,6,7023.0,0,0.0,0,2459.0,3.7584054470062256
34,sample_i_calib,28077,558574,3706,B6,2,2410.0,6,6932.0,0,0.0,0,2410.0,4.291542053222656
34,sample_i_calib,28077,558574,3706,B8,3,6525.5,5,6906.5,0,0.0,0,6525.5,3.830200672149658
34,sample_i_calib,28098,558595,3726,B6,2,2198.5,8,6926.5,0,0.0,0,2198.5,5.551861763000488
34,sample_i_calib,28160,558657,3780,B4,1,2398.5,11,7008.5,0,0.0,0,2398.5,8.866406440734863
34,sample_i_calib,28306,558803,3918,B2,0,6805.5,6,6746.5,0,0.0,0,6805.5,4.642285346984863
34,sample_i_calib,28332,558829,3942,B2,0,3696.0,6,6745.0,0,0.0,0,3696.0,4.846662998199463
34,sample_i_calib,28377,558874,3984,B2,0,6963.0,6,6722.0,0,0.0,0,6963.0,4.776498794555664
34,sample_i_calib,28607,559104,4199,B2,0,3571.5,6,6727.5,0,0.0,0,3571.5,4.748147010803223
34,sample_i_calib,28673,559170,4262,B4,1,4028.5,6,7006.5,0,0.0,0,4028.5,4.1782379150390625
34,sample_i_calib,28827,559324,4400,B2,0,5993.0,6,6737.0,0,0.0,0,5993.0,4.395733833312988
34,sample_i_calib,28841,559338,4414,B2,0,6390.0,6,6725.0,0,0.0,0,6390.0,4.5536789894104
34,sample_i_calib,29159,559656,4705,B4,1,4129.5,10,7001.5,0,0.0,0,4129.5,8.682692527770996
34,sample_i_calib,29300,559797,4834,B4,1,2137.5,7,7010.5,0,0.0,0,2137.5,4.713407516479492
34,sample_i_calib,29386,559883,4913,B2,0,4100.0,6,6762.0,0,0.0,0,4100.0,4.790925979614258
34,sample_i_calib,29427,559924,4953,B4,1,3344.5,7,7009.5,0,0.0,0,3344.5,5.3939528465271
34,sample_i_calib,29460,559957,4983,B2,0,6812.0,6,6790.0,0,0.0,0,6812.0,4.367744445800781
34,sample_i_calib,29513,560010,5031,B4,1,3162.0,8,7049.0,0,0.0,0,3162.0,6.528426170349121
34,sample_i_calib,29513,560010,5031,B8,3,3170.5,9,6903.5,0,0.0,0,3170.5,7.221304416656494
34,sample_i_calib,29785,560283,5287,B4,1,1952.0,7,7035.0,0,0.0,0,1952.0,4.956343650817871
34,sample_i_calib,30081,560579,5570,B6,2,2400.0,10,6930.0,0,0.0,0,2400.0,8.144942283630371
34,sample_i_calib,30287,560785,5759,B2,0,5894.5,6,6752.5,0,0.0,0,5894.5,4.263120651245117
34,sample_i_calib,30291,560789,5762,B2,0,4898.0,6,6748.0,0,0.0,0,4898.0,4.842441082000732
34,sample_i_calib,30352,560850,5819,B6,2,3613.0,6,6924.0,0,0.0,0,3613.0,4.614206790924072
34,sample_i_calib,30763,561261,6199,B6,2,3999.0,6,6939.0,0,0.0,0,3999.0,4.730339527130127
34,sample_i_calib,30863,561361,6296,B6,2,4627.5,7,6925.5,0,0.0,0,4627.5,5.4132585525512695
34,sample_i_calib,30909,561407,6337,B4,1,2442.0,5,7238.0,0,0.0,0,2442.0,3.0351219177246094
34,sample_i_calib,30909,561407,6337,B6,2,3345.0,5,6967.0,0,0.0,0,3345.0,3.3143229484558105
34,sample_i_calib,31043,561541,6460,B6,2,3033.0,7,6971.0,0,0.0,0,3033.0,5.073060989379883
34,sample_i_calib,31212,561710,6618,B4,1,4811.0,6,7021.0,0,0.0,0,4811.0,4.362157821655273
34,sample_i_calib,31243,561741,6647,B4,1,3102.0,11,7018.0,0,0.0,0,3102.0,6.62784481048584
34,sample_i_calib,31329,561827,6728,B2,0,6373.5,6,6755.5,0,0.0,0,6373.5,4.833693504333496
34,sample_i_calib,31624,562122,7003,B4,1,1959.0,4,7822.0,0,0.0,0,1959.0,2.3988516330718994
34,sample_i_calib,31624,562122,7003,B6,2,2452.0,5,7292.0,0,0.0,0,2452.0,2.6315412521362305
34,sample_i_calib,31624,562122,7003,B8,3,2790.0,4,7342.0,0,0.0,0,2790.0,2.5224688053131104
34,sample_i_calib,31653,562151,7030,B6,2,2268.5,7,6905.5,0,0.0,0,2268.5,5.3090386390686035
34,sample_i_calib,31653,562151,7030,B8,3,1586.5,8,6922.5,0,0.0,0,1586.5,5.288843154907227
34,sample_i_calib,31902,562400,7261,B4,1,1663.5,7,6994.5,0,0.0,0,1663.5,4.4252166748046875
34,sample_i_calib,31927,562425,7282,B2,0,6710.5,6,6731.5,0,0.0,0,6710.5,4.501178741455078
34,sample_i_calib,32192,562690,7519,B2,0,5267.5,6,6746.5,0,0.0,0,5267.5,4.285831928253174
34,sample_i_calib,32302,562800,7627,B2,0,3389.0,6,6765.0,0,0.0,0,3389.0,4.430491924285889
34,sample_i_calib,32478,562976,7790,B6,2,1839.5,9,6954.5,0,0.0,0,1839.5,6.671515464782715
34,sample_i_calib,32863,563361,8152,B8,3,3385.0,7,6895.0,0,0.0,0,3385.0,5.397455215454102
34,sample_i_calib,32987,563485,8267,B4,1,2565.5,7,7033.5,0,0.0,0,2565.5,4.521601676940918
34,sample_i_calib,32987,563485,8267,B6,2,3476.5,6,6931.5,0,0.0,0,3476.5,4.728930950164795
34,sample_i_calib,33019,563517,8294,B6,2,2149.5,7,6922.5,0,0.0,0,2149.5,4.848111152648926
34,sample_i_calib,33036,563534,8311,B4,1,3820.5,10,6991.5,0,0.0,0,3820.5,8.152575492858887
34,sample_i_calib,33143,563641,8411,B2,0,6988.5,6,6744.5,0,0.0,0,6988.5,4.341341972351074
34,sample_i_calib,33212,563710,8476,B6,2,1780.5,8,6904.5,0,0.0,0,1780.5,5.9153571128845215
34,sample_i_calib,33273,563771,8531,B8,3,2481.5,7,6927.5,0,0.0,0,2481.5,5.184903144836426
34,sample_i_calib,33401,563899,8653,B4,1,2054.0,4,7808.0,0,0.0,0,2054.0,2.412329912185669
34,sample_i_calib,33401,563899,8653,B6,2,3202.5,4,7667.5,0,0.0,0,3202.5,2.387086868286133
34,sample_i_calib,33409,563907,8661,B2,0,6713.5,6,6766.5,0,0.0,0,6713.5,4.2744598388671875
34,sample_i_calib,33426,563924,8677,B2,0,6048.0,6,6723.0,0,0.0,0,6048.0,4.802018165588379
34,sample_i_calib,33435,563933,8686,B4,1,1404.5,6,7027.5,0,0.0,0,1404.5,3.700413227081299
34,sample_i_calib,33547,564045,8790,B6,2,2172.5,11,6914.5,0,0.0,0,2172.5,8.606927871704102
34,sample_i_calib,33657,564155,8897,B2,0,6994.5,6,6742.5,0,0.0,0,6994.5,4.1253557205200195
34,sample_i_calib,33716,564214,8952,B6,2,1946.0,4,8102.0,0,0.0,0,1946.0,2.178662061691284
34,sample_i_calib,33783,564281,9015,B6,2,3469.0,6,6905.0,0,0.0,0,3469.0,4.323863506317139
34,sample_i_calib,33800,564298,9032,B2,0,6578.0,6,6761.0,0,0.0,0,6578.0,4.349038600921631
34,sample_i_calib,33838,564336,9064,B6,2,1861.0,4,7552.0,0,0.0,0,1861.0,2.452908515930176
34,sample_i_calib,33953,564451,9170,B4,1,3505.0,7,7743.0,0,0.0,0,3505.0,5.221516132354736
34,sample_i_calib,33964,564462,9179,B6,2,1646.0,7,6973.0,0,0.0,0,1646.0,4.637681007385254
34,sample_i_calib,33964,564462,9179,B8,3,2695.0,7,6918.0,0,0.0,0,2695.0,4.778781890869141
34,sample_i_calib,34037,564535,9247,B4,1,1796.0,9,7001.0,0,0.0,0,1796.0,6.34273624420166
34,sample_i_calib,34084,564582,9290,B8,3,2042.0,8,6901.0,0,0.0,0,2042.0,5.812182903289795
34,sample_i_calib,34101,564599,9305,B6,2,1442.5,8,6923.5,0,0.0,0,1442.5,5.378278732299805
34,sample_i_calib,34318,564816,9537,B4,1,3925.0,11,7019.0,0,0.0,0,3925.0,9.956557273864746
34,sample_i_calib,34324,564822,9543,B6,2,2986.5,7,6917.5,0,0.0,0,2986.5,5.280698776245117
34,sample_i_calib,34324,564822,9543,B8,3,2616.5,8,6879.5,0,0.0,0,2616.5,5.447617053985596
34,sample_i_calib,34343,564841,9557,B6,2,3069.0,7,6951.0,0,0.0,0,3069.0,5.480062484741211
34,sample_i_calib,34360,564858,9572,B2,0,5313.0,7,6742.0,0,0.0,0,5313.0,5.057493686676025
34,sample_i_calib,34478,564976,9682,B4,1,3506.0,6,7058.0,0,0.0,0,3506.0,5.037870407104492
34,sample_i_calib,34478,564976,9682,B6,2,1529.5,8,6977.5,0,0.0,0,1529.5,5.916412353515625
34,sample_i_calib,34741,565239,9928,B2,0,5771.0,6,6762.0,0,0.0,0,5771.0,4.630634307861328
34,sample_i_calib,34745,565243,9932,B2,0,6270.5,6,6744.5,0,0.0,0,6270.5,4.355984210968018
34,sample_i_calib,34801,565299,9983,B2,0,5748.0,6,6824.0,0,0.0,0,5748.0,4.522658348083496
34,sample_i_calib,34968,565466,10136,B2,0,5325.5,6,6742.5,0,0.0,0,5325.5,4.3461594581604
34,sample_i_calib,35037,565535,10200,B6,2,3953.0,7,6967.0,0,0.0,0,3953.0,5.473383903503418
34,sample_i_calib,35060,565558,10222,B4,1,3435.5,6,7054.5,0,0.0,0,3435.5,4.099000453948975
34,sample_i_calib,35320,565819,10468,B2,0,5644.0,5,6783.0,0,0.0,0,5644.0,4.137267112731934
34,sample_i_calib,35409,565909,10549,B6,2,1963.0,8,6959.0,0,0.0,0,1963.0,5.766494274139404
34,sample_i_calib,35481,565981,10614,B2,0,6448.5,6,6759.5,0,0.0,0,6448.5,4.9034624099731445
34,sample_i_calib,35673,566173,10797,B4,1,4099.0,7,7033.0,0,0.0,0,4099.0,5.834591865539551
34,sample_i_calib,35706,566206,10829,B4,1,3401.0,6,7029.0,0,0.0,0,3401.0,4.65028715133667
34,sample_i_calib,35823,566323,10937,B2,0,5553.0,6,6761.0,0,0.0,0,5553.0,4.649150848388672
34,sample_i_calib,35844,566344,10955,B4,1,5805.5,6,7029.5,0,0.0,0,5805.5,4.2534894943237305
34,sample_i_calib,35919,566419,11025,B6,2,2906.0,11,6947.0,0,0.0,0,2906.0,9.623315811157227
34,sample_i_calib,35919,566419,11025,B8,3,4512.5,11,6896.5,0,0.0,0,4512.5,9.464447021484375
34,sample_i_calib,36056,566556,11149,B6,2,5363.5,6,6967.5,0,0.0,0,5363.5,5.020544052124023
34,sample_i_calib,36120,566620,11208,B2,0,5378.5,6,6729.5,0,0.0,0,5378.5,4.779255390167236
34,sample_i_calib,36308,566808,11385,B2,0,6340.5,6,6744.5,0,0.0,0,6340.5,4.162576198577881
34,sample_i_calib,36365,566865,11437,B4,1,2850.0,9,6992.0,0,0.0,0,2850.0,6.489181041717529
34,sample_i_calib,36436,566936,11505,B2,0,3297.5,7,6732.5,0,0.0,0,3297.5,5.105287075042725
34,sample_i_calib,36672,567172,11723,B2,0,3512.0,5,6764.0,0,0.0,0,3512.0,4.033571720123291
34,sample_i_calib,36683,567183,11734,B2,0,6657.5,6,6741.5,0,0.0,0,6657.5,4.550137996673584
34,sample_i_calib,36744,567244,11793,B6,2,2504.5,7,6940.5,0,0.0,0,2504.5,5.082742691040039
34,sample_i_calib,36965,567465,11996,B4,1,3648.0,5,7060.0,0,0.0,0,3648.0,3.267108201980591
34,sample_i_calib,37015,567515,12040,B4,1,2388.0,7,6998.0,0,0.0,0,2388.0,4.911110877990723
34,sample_i_calib,37206,567706,12222,B2,0,6879.5,6,6735.5,0,0.0,0,6879.5,4.214750289916992
34,sample_i_calib,37617,568117,12603,B2,0,6782.5,6,6764.5,0,0.0,0,6782.5,4.488991737365723
34,sample_i_calib,37623,568123,12608,B4,1,2088.0,11,6996.0,0,0.0,0,2088.0,8.202479362487793
34,sample_i_calib,37632,568132,12617,B2,0,6830.5,6,6762.5,0,0.0,0,6830.5,4.07554817199707
34,sample_i_calib,37690,568190,12672,B6,2,4413.5,6,6928.5,0,0.0,0,4413.5,4.965373516082764
34,sample_i_calib,37855,568355,12827,B4,1,4660.5,11,6998.5,0,0.0,0,4660.5,9.560338973999023
34,sample_i_calib,37855,568355,12827,B6,2,6485.0,11,6909.0,0,0.0,0,6485.0,9.927931785583496
34,sample_i_calib,37926,568426,12891,B6,2,3586.5,7,6914.5,0,0.0,0,3586.5,5.449798583984375
34,sample_i_calib,38062,568562,13019,B4,1,2366.5,8,7019.5,0,0.0,0,2366.5,5.987186908721924
34,sample_i_calib,38062,568562,13019,B6,2,2600.5,8,6963.5,0,0.0,0,2600.5,6.2695746421813965
34,sample_i_calib,38062,568562,13019,B8,3,5331.0,7,6909.0,0,0.0,0,5331.0,5.813394546508789
34,sample_i_calib,38069,568569,13026,B2,0,5512.5,6,6754.5,0,0.0,0,5512.5,4.391083240509033
34,sample_i_calib,38085,568585,13039,B2,0,5739.0,6,10360.0,0,0.0,0,5739.0,4.797727108001709
34,sample_i_calib,38230,568730,13178,B8,3,3138.5,11,6922.5,0,0.0,0,3138.5,9.759766578674316
34,sample_i_calib,38378,568878,13321,B8,3,2011.0,8,6914.0,0,0.0,0,2011.0,5.68825101852417
34,sample_i_calib,38389,568889,13332,B4,1,3018.0,10,7029.0,0,0.0,0,3018.0,5.91595983505249
34,sample_i_calib,38442,568942,13382,B6,2,2066.0,8,6956.0,0,0.0,0,2066.0,5.995744705200195
34,sample_i_calib,38469,568969,13409,B2,0,6158.5,6,6761.5,0,0.0,0,6158.5,4.407275676727295
34,sample_i_calib,38678,569178,13599,B6,2,2568.5,7,6923.5,0,0.0,0,2568.5,4.86394739151001
34,sample_i_calib,38913,569413,13825,B2,0,5501.0,7,6749.0,0,0.0,0,5501.0,5.040151119232178
34,sample_i_calib,39010,569510,13917,B4,1,2298.5,8,7046.5,0,0.0,0,2298.5,5.760284900665283
34,sample_i_calib,39010,569510,13917,B6,2,2615.0,8,6945.0,0,0.0,0,2615.0,6.23714542388916
34,sample_i_calib,39010,569510,13917,B8,3,2670.0,8,6885.0,0,0.0,0,2670.0,6.388254642486572
34,sample_i_calib,39136,569636,14034,B4,1,3079.5,4,7436.5,0,0.0,0,3079.5,2.5391666889190674
34,sample_i_calib,39362,569862,14242,B4,1,3827.5,5,7037.5,0,0.0,0,3827.5,3.565708637237549
34,sample_i_calib,39448,569948,14322,B4,1,2558.0,6,7007.0,0,0.0,0,2558.0,3.6909091472625732
34,sample_i_calib,39448,569948,14322,B6,2,2472.0,6,6900.0,0,0.0,0,2472.0,4.377005577087402
34,sample_i_calib,39448,569948,14322,B8,3,3251.0,6,6901.0,0,0.0,0,3251.0,4.199328422546387
34,sample_i_calib,39537,570037,14405,B8,3,3044.0,11,6921.0,0,0.0,0,3044.0,6.868045806884766
34,sample_i_calib,39626,570126,14484,B6,2,1772.5,11,6929.5,0,0.0,0,1772.5,8.799429893493652
34,sample_i_calib,39626,570126,14484,B8,3,3299.0,10,6885.0,0,0.0,0,3299.0,8.618034362792969
34,sample_i_calib,39678,570178,14531,B8,3,1607.5,8,6914.5,0,0.0,0,1607.5,6.122600555419922
34,sample_i_calib,39683,570183,14536,B4,1,3101.0,10,6990.0,0,0.0,0,3101.0,8.661911010742188
35,sample_i_calib,75,570340,14689,B6,2,2952.5,11,6926.5,0,0.0,0,2952.5,8.931504249572754
35,sample_i_calib,178,570443,14789,B2,0,1773.5,8,6761.5,0,0.0,0,1773.5,5.523127555847168
35,sample_i_calib,201,570466,14809,B4,1,2548.5,8,7060.5,0,0.0,0,2548.5,5.725277423858643
35,sample_i_calib,260,570525,14863,B4,1,2768.5,5,7022.5,0,0.0,0,2768.5,3.4086782932281494
35,sample_i_calib,260,570525,14863,B6,2,2805.0,6,6910.0,0,0.0,0,2805.0,4.139754295349121
35,sample_i_calib,260,570525,14863,B8,3,2639.0,6,6907.0,0,0.0,0,2639.0,4.110475540161133
35,sample_i_calib,309,570574,14908,B4,1,5153.5,6,6991.5,0,0.0,0,5153.5,4.328710556030273
35,sample_i_calib,312,570577,14911,B4,1,3423.0,10,7019.0,0,0.0,0,3423.0,8.458393096923828
35,sample_i_calib,312,570577,14911,B6,2,4167.5,10,6947.5,0,0.0,0,4167.5,8.851797103881836
35,sample_i_calib,341,570606,14937,B4,1,3917.5,6,7007.5,0,0.0,0,3917.5,4.79534387588501
35,sample_i_calib,495,570760,15078,B4,1,2875.0,9,7008.0,0,0.0,0,2875.0,7.3372673988342285
35,sample_i_calib,656,570921,15231,B2,0,5197.5,6,6737.5,0,0.0,0,5197.5,4.331240653991699
35,sample_i_calib,925,571190,15480,B6,2,3242.5,4,7013.5,0,0.0,0,3242.5,2.990000009536743
35,sample_i_calib,1013,571278,15563,B4,1,6700.0,5,7037.0,0,0.0,0,6700.0,3.488222122192383
35,sample_i_calib,1117,571382,15657,B2,0,4889.0,6,6755.0,0,0.0,0,4889.0,4.599829196929932
35,sample_i_calib,1140,571405,15674,B6,2,1343.0,9,6929.0,0,0.0,0,1343.0,5.495777130126953
35,sample_i_calib,1353,571618,15865,B2,0,2831.0,7,6745.0,0,0.0,0,2831.0,4.359348773956299
35,sample_i_calib,1513,571778,16012,B6,2,4831.0,8,6919.0,0,0.0,0,4831.0,6.54838228225708
35,sample_i_calib,1551,571816,16048,B2,0,3990.5,6,6758.5,0,0.0,0,3990.5,4.752045154571533
35,sample_i_calib,1668,571933,16160,B4,1,1521.5,8,7027.5,0,0.0,0,1521.5,5.094270706176758
35,sample_i_calib,1721,571986,16207,B6,2,3045.0,8,6925.0,0,0.0,0,3045.0,4.156226634979248
35,sample_i_calib,1773,572038,16255,B2,0,4608.0,6,6725.0,0,0.0,0,4608.0,4.763977527618408
35,sample_i_calib,1926,572191,17,B4,1,4128.5,4,7831.5,0,0.0,0,4128.5,2.4127650260925293
35,sample_i_calib,1952,572217,42,B4,1,2368.0,8,6994.0,0,0.0,0,2368.0,6.14484977722168
35,sample_i_calib,1952,572217,42,B6,2,2155.0,9,6920.0,0,0.0,0,2155.0,6.714994430541992
35,sample_i_calib,1958,572223,47,B6,2,3031.5,4,7234.5,0,0.0,0,3031.5,2.628406047821045
35,sample_i_calib,2019,572284,103,B4,1,1733.0,4,7518.0,0,0.0,0,1733.0,2.518458127975464
35,sample_i_calib,2033,572298,116,B2,0,6234.0,6,6740.0,0,0.0,0,6234.0,4.806273460388184
35,sample_i_calib,2043,572308,126,B6,2,2530.5,6,6927.5,0,0.0,0,2530.5,4.19809103012085
35,sample_i_calib,2043,572308,126,B8,3,2289.0,7,6941.0,0,0.0,0,2289.0,4.2960309982299805
35,sample_i_calib,2045,572310,127,B2,0,4281.0,6,6748.0,0,0.0,0,4281.0,4.283229827880859
35,sample_i_calib,2220,572485,292,B4,1,6292.5,9,7037.5,0,0.0,0,6292.5,7.657502174377441
35,sample_i_calib,2313,572578,383,B4,1,2814.0,7,7011.0,0,0.0,0,2814.0,5.22570276260376
35,sample_i_calib,2313,572578,383,B6,2,2317.0,8,6930.0,0,0.0,0,2317.0,5.704004287719727
35,sample_i_calib,2313,572578,383,B8,3,2660.5,8,6912.5,0,0.0,0,2660.5,5.82473087310791
35,sample_i_calib,2324,572589,393,B4,1,3201.0,10,7018.0,0,0.0,0,3201.0,5.106720447540283
