rep,traditional_res68,ml_res68,ml_minus_traditional_res68,traditional_depth_violation_rate,ml_depth_violation_rate
0,0.021322754030651765,0.0258183012098806,0.004495547179228836,0.0,0.0
1,0.020112629039742348,0.02411311273198427,0.004000483692241923,0.0,0.0
2,0.021370140873153375,0.024962611522911248,0.003592470649757873,0.0,0.0
3,0.021920493478310727,0.025719824971028874,0.003799331492718147,0.0,0.0
4,0.020144456514580116,0.024496758624484766,0.00435230210990465,0.0,0.0
5,0.02198106951245669,0.026706714695542765,0.004725645183086075,0.0,0.0
6,0.02037440411534803,0.023605949421514803,0.003231545306166775,0.0,0.0
7,0.021174298067832047,0.0219652909758551,0.0007909929080230534,0.0,0.0
8,0.021390026789079242,0.02650414957845386,0.0051141227893746165,0.0,0.0
9,0.020857778332670787,0.02412197959724854,0.0032642012645777534,0.0,0.0
10,0.022041638799109517,0.023765172031858486,0.0017235332327489687,0.0,0.0
11,0.021814904494798032,0.024915050746293316,0.0031001462514952845,0.0,0.0
12,0.021549314263543777,0.024310514253196674,0.0027611999896528967,0.0,0.0
13,0.02080507949828257,0.024143173758343173,0.0033380942600606048,0.0,0.0
14,0.020755833015164198,0.02519959666841854,0.004443763653254343,0.0,0.0
15,0.021325797413991484,0.023300653450169344,0.00197485603617786,0.0,0.0
16,0.02097454397488942,0.02578379188629293,0.004809247911403507,0.0,0.0
17,0.021828715372785332,0.024876537175412133,0.003047821802626801,0.0,0.0
18,0.020482104818092005,0.02390529233957254,0.0034231875214805335,0.0,0.0
19,0.022238186100026966,0.02576668412635872,0.003528498026331754,0.0,0.0
20,0.021807497359275625,0.025225496498225763,0.0034179991389501375,0.0,0.0
21,0.02150230909076608,0.024843454934590708,0.0033411458438246285,0.0,0.0
22,0.02107133057838902,0.023852181841850287,0.0027808512634612675,0.0,0.0
23,0.02192003260700465,0.025241005895862218,0.0033209732888575677,0.0,0.0
24,0.021113396878395745,0.02572540729058206,0.004612010412186316,0.0,0.0
25,0.021958969041980903,0.023854595412760003,0.0018956263707790993,0.0,0.0
26,0.02062954798055413,0.025272275779773545,0.004642727799219416,0.0,0.0
27,0.02273285157186232,0.02790488529124094,0.005172033719378619,0.0,0.0
28,0.022123997822307378,0.025922222094778544,0.0037982242724711665,0.0,0.0
29,0.022680566260977322,0.027957736944947898,0.005277170683970576,0.0,0.0
30,0.021153340705385278,0.0259093677219737,0.004756027016588421,0.0,0.0
31,0.019871529651577964,0.02362222610197254,0.003750696450394577,0.0,0.0
32,0.021383102678012626,0.025791575440615503,0.004408472762602877,0.0,0.0
33,0.022035935385956894,0.026073441888103982,0.0040375065021470875,0.0,0.0
34,0.019981924014524508,0.023255532009304077,0.003273607994779569,0.0,0.0
35,0.021882701499233756,0.026817861669659073,0.004935160170425317,0.0,0.0
36,0.020829273437783513,0.02401879435896373,0.0031895209211802167,0.0,0.0
37,0.02143955962084798,0.025766148106261086,0.004326588485413105,0.0,0.0
38,0.02152243102609775,0.025080012197872516,0.003557581171774765,0.0,0.0
39,0.021011376746106238,0.023984880855036455,0.0029735041089302174,0.0,0.0
40,0.021036677428996616,0.025726304199035332,0.004689626770038716,0.0,0.0
41,0.02276871396902896,0.02804162744570981,0.005272913476680848,0.0,0.0
42,0.02254280199949951,0.029260822674748232,0.006718020675248723,0.0,0.0
43,0.021025685242078766,0.02543022462025917,0.004404539378180406,0.0,0.0
44,0.02067119279564038,0.023523660054254016,0.002852467258613635,0.0,0.0
