geometry,method,n,bias_median_frac,res68_abs_frac,depth_order_violation_rate,run
center_4cm,pstar_depth_only,1911,0.1627066641481117,0.3178137065806091,0.0,44
center_4cm,traditional_depth_charge_lookup,1911,-0.015433967745462136,0.0218948095448274,0.0,44
center_4cm,ml_monotonic_hgb,1911,0.004009807447575349,0.02670852904472349,0.0,44
center_4cm,pstar_depth_only,22999,0.13319781723913265,0.2895387562223882,0.0,45
center_4cm,traditional_depth_charge_lookup,22999,-0.014461017037723931,0.022134961009279443,0.0,45
center_4cm,ml_monotonic_hgb,22999,0.0030550677904635486,0.02799905081345323,0.0,45
center_4cm,pstar_depth_only,676,0.1591375018889011,0.29113507713661574,0.0,46
center_4cm,traditional_depth_charge_lookup,676,-0.013669376303430422,0.02132800741924309,0.0,46
center_4cm,ml_monotonic_hgb,676,0.007149730317721542,0.023496005449392062,0.0,46
center_4cm,pstar_depth_only,5160,0.12877210937202893,0.28318041974630237,0.0,47
center_4cm,traditional_depth_charge_lookup,5160,-0.012359291753657548,0.020720954834102957,0.0,47
center_4cm,ml_monotonic_hgb,5160,0.004954986219607464,0.02448178168345636,0.0,47
center_4cm,pstar_depth_only,13175,0.20183483929623136,0.3426767565683926,0.0,48
center_4cm,traditional_depth_charge_lookup,13175,-0.015964868711945402,0.02203456645134238,0.0,48
center_4cm,ml_monotonic_hgb,13175,0.005748762737124166,0.02602051204300357,0.0,48
center_4cm,pstar_depth_only,13921,0.1912359149766055,0.34166991982615247,0.0,49
center_4cm,traditional_depth_charge_lookup,13921,-0.015832609453766428,0.022044721348488443,0.0,49
center_4cm,ml_monotonic_hgb,13921,0.005362445595476594,0.026288866357239978,0.0,49
center_4cm,pstar_depth_only,34254,-0.16367948999847737,0.24821900684313036,0.0,50
center_4cm,traditional_depth_charge_lookup,34254,-0.004868664149030565,0.018200286233590976,0.0,50
center_4cm,ml_monotonic_hgb,34254,-0.009777417749304764,0.024635109565873684,0.0,50
center_4cm,pstar_depth_only,14294,-0.13485656519331302,0.24942343421707516,0.0,51
center_4cm,traditional_depth_charge_lookup,14294,-0.005985323176320435,0.019399894837769428,0.0,51
center_4cm,ml_monotonic_hgb,14294,-0.007679608528375228,0.024516315449467564,0.0,51
center_4cm,pstar_depth_only,6933,-0.13959556512060975,0.2485375653986753,0.0,52
center_4cm,traditional_depth_charge_lookup,6933,-0.005923258625997412,0.01960080143707291,0.0,52
center_4cm,ml_monotonic_hgb,6933,-0.007825131055662467,0.02501307821877151,0.0,52
center_4cm,pstar_depth_only,31382,-0.1151196712973785,0.21230910819247392,0.0,53
center_4cm,traditional_depth_charge_lookup,31382,-0.009397120240586372,0.017217707943873964,0.0,53
center_4cm,ml_monotonic_hgb,31382,-0.008270907985727275,0.01933719240210413,0.0,53
center_4cm,pstar_depth_only,29664,-0.11520724528634907,0.21208363985061376,0.0,54
center_4cm,traditional_depth_charge_lookup,29664,-0.009273669749158936,0.017033077616684104,0.0,54
center_4cm,ml_monotonic_hgb,29664,-0.008220265069614941,0.01938376258748504,0.0,54
center_4cm,pstar_depth_only,16836,-0.12957362745303225,0.24398707864604585,0.0,55
center_4cm,traditional_depth_charge_lookup,16836,-0.00605272778444599,0.019048823374593175,0.0,55
center_4cm,ml_monotonic_hgb,16836,-0.007351652566753506,0.024432482648027543,0.0,55
center_4cm,pstar_depth_only,38925,-0.1563948176791651,0.24810358271473595,0.0,56
center_4cm,traditional_depth_charge_lookup,38925,-0.0038214145768530995,0.019348209442190876,0.0,56
center_4cm,ml_monotonic_hgb,38925,-0.008780148828153568,0.025416657971346564,0.0,56
center_4cm,pstar_depth_only,12928,0.19836196716076587,0.3451466945853611,0.0,57
center_4cm,traditional_depth_charge_lookup,12928,-0.016032312424409383,0.02173181430506322,0.0,57
center_4cm,ml_monotonic_hgb,12928,0.005494509506919859,0.02648240118277943,0.0,57
center_4cm,pstar_depth_only,15919,0.18389798128388815,0.29750547643283,0.0,58
center_4cm,traditional_depth_charge_lookup,15919,-0.018869135025732644,0.021322052059896693,0.0,58
center_4cm,ml_monotonic_hgb,15919,0.00021195233076369373,0.014936515711189582,0.0,58
center_4cm,pstar_depth_only,13861,0.18023549988953494,0.34395099248628247,0.0,59
center_4cm,traditional_depth_charge_lookup,13861,-0.017075993113355326,0.02466469146339729,0.0,59
center_4cm,ml_monotonic_hgb,13861,0.0024695478078866724,0.03861334073960206,0.0,59
center_4cm,pstar_depth_only,10133,0.13380754413539517,0.2919710615038038,0.0,60
center_4cm,traditional_depth_charge_lookup,10133,-0.016894750193157622,0.02413737185490334,0.0,60
center_4cm,ml_monotonic_hgb,10133,-0.0011807950276378845,0.04025795052046711,0.0,60
center_4cm,pstar_depth_only,11287,0.13244041587484345,0.2938596654554573,0.0,61
center_4cm,traditional_depth_charge_lookup,11287,-0.017268184843270164,0.024123160265634918,0.0,61
center_4cm,ml_monotonic_hgb,11287,-0.0014239827147287914,0.039460018001993474,0.0,61
center_4cm,pstar_depth_only,11911,0.15964971705649755,0.33860150512389353,0.0,62
center_4cm,traditional_depth_charge_lookup,11911,-0.01742002310967243,0.02414338849244591,0.0,62
center_4cm,ml_monotonic_hgb,11911,0.000831827119640734,0.035734336471917545,0.0,62
center_4cm,pstar_depth_only,14779,0.25254762693058197,0.3796783601259386,0.0,63
center_4cm,traditional_depth_charge_lookup,14779,-0.018714215040122533,0.023488632441707204,0.0,63
center_4cm,ml_monotonic_hgb,14779,0.0049101511302690175,0.02786532018776084,0.0,63
center_4cm,pstar_depth_only,11904,0.3489835751747563,0.4606994859782504,0.0,65
center_4cm,traditional_depth_charge_lookup,11904,-0.01995578674599224,0.023839332664601382,0.0,65
center_4cm,ml_monotonic_hgb,11904,0.009935418003942879,0.023946520609862073,0.0,65
center_2cm,pstar_depth_only,1911,0.14793360144403114,0.2841655779397953,0.0,44
center_2cm,traditional_depth_charge_lookup,1911,-0.014064159246193577,0.01975000670650594,0.0,44
center_2cm,ml_monotonic_hgb,1911,0.0037544793335484742,0.024442746299658494,0.0,44
center_2cm,pstar_depth_only,22999,0.12148407876892725,0.26604479099370404,0.0,45
center_2cm,traditional_depth_charge_lookup,22999,-0.01318156436971026,0.019831810337280986,0.0,45
center_2cm,ml_monotonic_hgb,22999,0.002853225901474475,0.025613606059470728,0.0,45
center_2cm,pstar_depth_only,676,0.1441263044912216,0.26604479099370404,0.0,46
center_2cm,traditional_depth_charge_lookup,676,-0.012403541228868857,0.018968799138199127,0.0,46
center_2cm,ml_monotonic_hgb,676,0.006562042187372745,0.021767387457549397,0.0,46
center_2cm,pstar_depth_only,5160,0.11729149087074443,0.2658855059566059,0.0,47
center_2cm,traditional_depth_charge_lookup,5160,-0.011272998719593894,0.018532169560222363,0.0,47
center_2cm,ml_monotonic_hgb,5160,0.004547373601231539,0.02212555530139643,0.0,47
center_2cm,pstar_depth_only,13175,0.18269614071253001,0.30578547444989257,0.0,48
center_2cm,traditional_depth_charge_lookup,13175,-0.014476572695967287,0.01969542079297599,0.0,48
center_2cm,ml_monotonic_hgb,13175,0.005171812996386973,0.023672321774494378,0.0,48
center_2cm,pstar_depth_only,13921,0.17315518411673964,0.30491164511526786,0.0,49
center_2cm,traditional_depth_charge_lookup,13921,-0.014362845197426111,0.01967456644454867,0.0,49
center_2cm,ml_monotonic_hgb,13921,0.004876581878159492,0.02390474769263848,0.0,49
center_2cm,pstar_depth_only,34254,-0.1522392580448819,0.23167777310907053,0.0,50
center_2cm,traditional_depth_charge_lookup,34254,-0.004531533618668822,0.016650204438728524,0.0,50
center_2cm,ml_monotonic_hgb,34254,-0.009126611822737178,0.02286880067626227,0.0,50
center_2cm,pstar_depth_only,14294,-0.12523998870239292,0.23269985078727154,0.0,51
center_2cm,traditional_depth_charge_lookup,14294,-0.00558681294766694,0.017660227149868053,0.0,51
center_2cm,ml_monotonic_hgb,14294,-0.007183949245943897,0.022733254348900164,0.0,51
center_2cm,pstar_depth_only,6933,-0.12961136182571636,0.23168036718704915,0.0,52
center_2cm,traditional_depth_charge_lookup,6933,-0.005486701221456116,0.01786938499646655,0.0,52
center_2cm,ml_monotonic_hgb,6933,-0.0073761027067855605,0.023251491949029535,0.0,52
center_2cm,pstar_depth_only,31382,-0.10686178781532527,0.19754821747949855,0.0,53
center_2cm,traditional_depth_charge_lookup,31382,-0.00871208295849483,0.0158037630452279,0.0,53
center_2cm,ml_monotonic_hgb,31382,-0.007725785358139297,0.017858379845555643,0.0,53
center_2cm,pstar_depth_only,29664,-0.10686997313017146,0.19757255364295376,0.0,54
center_2cm,traditional_depth_charge_lookup,29664,-0.008590994419552734,0.015649740524554378,0.0,54
center_2cm,ml_monotonic_hgb,29664,-0.007706777365995281,0.01789766538695932,0.0,54
center_2cm,pstar_depth_only,16836,-0.12028698394633465,0.22742547017915626,0.0,55
center_2cm,traditional_depth_charge_lookup,16836,-0.005637514934526068,0.017446462906870127,0.0,55
center_2cm,ml_monotonic_hgb,16836,-0.006877642546738937,0.022638802812846325,0.0,55
center_2cm,pstar_depth_only,38925,-0.14537523628196117,0.2317638081061323,0.0,56
center_2cm,traditional_depth_charge_lookup,38925,-0.003563583000410569,0.017708991808524158,0.0,56
center_2cm,ml_monotonic_hgb,38925,-0.008206287176917876,0.02360353850278257,0.0,56
center_2cm,pstar_depth_only,12928,0.1793552724468519,0.30792852577093804,0.0,57
center_2cm,traditional_depth_charge_lookup,12928,-0.014560118253270776,0.01946221543497807,0.0,57
center_2cm,ml_monotonic_hgb,12928,0.0049275406562370875,0.023846311591398058,0.0,57
center_2cm,pstar_depth_only,15919,0.1662163089340003,0.266442176035439,0.0,58
center_2cm,traditional_depth_charge_lookup,15919,-0.01701580071482345,0.019112682844801047,0.0,58
center_2cm,ml_monotonic_hgb,15919,0.0002102996089764669,0.013349288075575023,0.0,58
center_2cm,pstar_depth_only,13861,0.1645676358236898,0.3068911764334003,0.0,59
center_2cm,traditional_depth_charge_lookup,13861,-0.015500220984593957,0.02200762881620119,0.0,59
center_2cm,ml_monotonic_hgb,13861,0.002324880949607005,0.03711105055373233,0.0,59
center_2cm,pstar_depth_only,10133,0.1261043504732949,0.26376557116892296,0.0,60
center_2cm,traditional_depth_charge_lookup,10133,-0.01535037244859513,0.021511229016041546,0.0,60
center_2cm,ml_monotonic_hgb,10133,-0.0006453563472325486,0.0394013726488838,0.0,60
center_2cm,pstar_depth_only,11287,0.12427734814008451,0.26520539169034735,0.0,61
center_2cm,traditional_depth_charge_lookup,11287,-0.01568206748058961,0.02148501620547992,0.0,61
center_2cm,ml_monotonic_hgb,11287,-0.0010881017792851726,0.03837605985814554,0.0,61
center_2cm,pstar_depth_only,11911,0.1454238369970806,0.3022477101727695,0.0,62
center_2cm,traditional_depth_charge_lookup,11911,-0.015816491021917005,0.021518679361075373,0.0,62
center_2cm,ml_monotonic_hgb,11911,0.0008337421350494688,0.03446145390525526,0.0,62
center_2cm,pstar_depth_only,14779,0.22763770904985803,0.3378014365564781,0.0,63
center_2cm,traditional_depth_charge_lookup,14779,-0.016874145174662777,0.020950181944035473,0.0,63
center_2cm,ml_monotonic_hgb,14779,0.004433528708421545,0.025211902417021183,0.0,63
center_2cm,pstar_depth_only,11904,0.31125592816560216,0.4072484919881323,0.0,65
center_2cm,traditional_depth_charge_lookup,11904,-0.017905864029537297,0.02106024001157314,0.0,65
center_2cm,ml_monotonic_hgb,11904,0.008914914832718973,0.02109970945994996,0.0,65
zero_4cm,pstar_depth_only,1911,0.4538961478346722,1.2558153728252268,0.0,44
zero_4cm,traditional_depth_charge_lookup,1911,-0.040246751713636744,0.08619514244886002,0.0,44
zero_4cm,ml_monotonic_hgb,1911,0.014621285054342237,0.08287401429671588,0.0,44
zero_4cm,pstar_depth_only,22999,0.35616781078000553,1.0759538132958808,0.0,45
zero_4cm,traditional_depth_charge_lookup,22999,-0.036686686561496235,0.08533956896452961,0.0,45
zero_4cm,ml_monotonic_hgb,22999,0.011934090390374002,0.07526875484548032,0.0,45
zero_4cm,pstar_depth_only,676,0.45782205331203796,1.0855357418176903,0.0,46
zero_4cm,traditional_depth_charge_lookup,676,-0.03625987303066086,0.08859971422670843,0.0,46
zero_4cm,ml_monotonic_hgb,676,0.021814828154388944,0.0776031126757142,0.0,46
zero_4cm,pstar_depth_only,5160,0.34553461816814635,0.9906979279688675,0.0,47
zero_4cm,traditional_depth_charge_lookup,5160,-0.03189424374600668,0.08190718483128707,0.0,47
zero_4cm,ml_monotonic_hgb,5160,0.01818357811791607,0.06898738980578374,0.0,47
zero_4cm,pstar_depth_only,13175,0.6152790223053026,1.4339054950911911,0.0,48
zero_4cm,traditional_depth_charge_lookup,13175,-0.044230286418299125,0.09294230965359512,0.0,48
zero_4cm,ml_monotonic_hgb,13175,0.0214661988369993,0.08482116361114625,0.0,48
zero_4cm,pstar_depth_only,13921,0.5711217713036509,1.4262865783419219,0.0,49
zero_4cm,traditional_depth_charge_lookup,13921,-0.04358048686323086,0.09145035443140923,0.0,49
zero_4cm,ml_monotonic_hgb,13921,0.019681766872645824,0.08508007074262712,0.0,49
zero_4cm,pstar_depth_only,34254,-0.31118948747524644,0.44230912237155184,0.0,50
zero_4cm,traditional_depth_charge_lookup,34254,-0.008974292538577363,0.0430168553206712,0.0,50
zero_4cm,ml_monotonic_hgb,34254,-0.01985889913713172,0.0474227511070391,0.0,50
zero_4cm,pstar_depth_only,14294,-0.26438278338350696,0.4465155542706126,0.0,51
zero_4cm,traditional_depth_charge_lookup,14294,-0.0113389435739128,0.04972922116253431,0.0,51
zero_4cm,ml_monotonic_hgb,14294,-0.01629091882352436,0.04934471956606614,0.0,51
zero_4cm,pstar_depth_only,6933,-0.2724722053787049,0.4453466832471892,0.0,52
zero_4cm,traditional_depth_charge_lookup,6933,-0.011136089998393129,0.049667194858795526,0.0,52
zero_4cm,ml_monotonic_hgb,6933,-0.016824964933684256,0.04985838253382115,0.0,52
zero_4cm,pstar_depth_only,31382,-0.22991198066019602,0.39462398789660824,0.0,53
zero_4cm,traditional_depth_charge_lookup,31382,-0.018523137765997434,0.038631297119580056,0.0,53
zero_4cm,ml_monotonic_hgb,31382,-0.018033289686029935,0.03998479090633798,0.0,53
zero_4cm,pstar_depth_only,29664,-0.23014172301691876,0.39415870968435435,0.0,54
zero_4cm,traditional_depth_charge_lookup,29664,-0.018208240702247636,0.038383915454478355,0.0,54
zero_4cm,ml_monotonic_hgb,29664,-0.018096268601925244,0.039504551261093146,0.0,54
zero_4cm,pstar_depth_only,16836,-0.2547225390073049,0.44044427885728965,0.0,55
zero_4cm,traditional_depth_charge_lookup,16836,-0.01153649814861795,0.04881134124715761,0.0,55
zero_4cm,ml_monotonic_hgb,16836,-0.01588518114139048,0.04889251295967068,0.0,55
zero_4cm,pstar_depth_only,38925,-0.2996923348120072,0.4429181831059023,0.0,56
zero_4cm,traditional_depth_charge_lookup,38925,-0.007021588345013456,0.04876453261104452,0.0,56
zero_4cm,ml_monotonic_hgb,38925,-0.018273051949597736,0.049556254283711354,0.0,56
zero_4cm,pstar_depth_only,12928,0.6001076845888083,1.45275097683086,0.0,57
zero_4cm,traditional_depth_charge_lookup,12928,-0.04398189366899687,0.09138745663422881,0.0,57
zero_4cm,ml_monotonic_hgb,12928,0.020597188225252312,0.08487241903140454,0.0,57
zero_4cm,pstar_depth_only,15919,0.5475786518649755,1.1244267197721105,0.0,58
zero_4cm,traditional_depth_charge_lookup,15919,-0.055750076562885255,0.07547474784988376,0.0,58
zero_4cm,ml_monotonic_hgb,15919,0.003984926308223011,0.04566860500595122,0.0,58
zero_4cm,pstar_depth_only,13861,0.4482636300413773,1.443600119586081,0.0,59
zero_4cm,traditional_depth_charge_lookup,13861,-0.03931471529268487,0.10813732236258625,0.0,59
zero_4cm,ml_monotonic_hgb,13861,0.011470126120259593,0.08864042597472022,0.0,59
zero_4cm,pstar_depth_only,10133,0.2843697897663984,1.0905798253338475,0.0,60
zero_4cm,traditional_depth_charge_lookup,10133,-0.03679847433248054,0.0950960556686968,0.0,60
zero_4cm,ml_monotonic_hgb,10133,6.61099812489694e-05,0.08368770318517707,0.0,60
zero_4cm,pstar_depth_only,11287,0.2921339335298035,1.1020403531707683,0.0,61
zero_4cm,traditional_depth_charge_lookup,11287,-0.038412175630903024,0.09138056307455235,0.0,61
zero_4cm,ml_monotonic_hgb,11287,-0.0024873235833476753,0.08178725298495935,0.0,61
zero_4cm,pstar_depth_only,11911,0.3986644223519917,1.403289699161559,0.0,62
zero_4cm,traditional_depth_charge_lookup,11911,-0.04138575242921386,0.10154648752533549,0.0,62
zero_4cm,ml_monotonic_hgb,11911,0.005712458356788237,0.08462353367914521,0.0,62
zero_4cm,pstar_depth_only,14779,0.8378079916930818,1.7415703605112487,0.0,63
zero_4cm,traditional_depth_charge_lookup,14779,-0.05407056978946717,0.1088299456996609,0.0,63
zero_4cm,ml_monotonic_hgb,14779,0.021795800039786706,0.08416192491106451,0.0,63
zero_4cm,pstar_depth_only,11904,1.482470522017568,2.6771302406750697,0.0,65
zero_4cm,traditional_depth_charge_lookup,11904,-0.07027238172561082,0.13938731243432664,0.0,65
zero_4cm,ml_monotonic_hgb,11904,0.04825844493086524,0.11320953787326517,0.0,65
