split_name,endpoint,method,auc,ece,n,positives
particle_heldout,pedestal_noise_color,1d_cnn,0.5381100048963604,0.4077080033169359,1759,88
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.8315686034492138,0.01052842935493716,1759,88
particle_heldout,pedestal_noise_color,mlp,0.5427615472498776,0.4522046593727743,1759,88
particle_heldout,pedestal_noise_color,ridge,0.608291170230129,0.28796967629577486,1759,88
particle_heldout,pedestal_noise_color,spectral_transformer_new,0.5544108046352212,0.3148069733607105,1759,88
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.5965399053370327,0.28801058669531227,1759,88
particle_heldout,pid_separation,1d_cnn,0.800003054181174,0.21750285306350647,1759,535
particle_heldout,pid_separation,gradient_boosted_trees,0.9588006230529594,0.16633187560945722,1759,535
particle_heldout,pid_separation,mlp,0.8474451774479262,0.3099999458950963,1759,535
particle_heldout,pid_separation,ridge,0.9594801783641806,0.2430637061305242,1759,535
particle_heldout,pid_separation,spectral_transformer_new,0.8116914055341763,0.19604007847213722,1759,535
particle_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,0.9496197544438337,0.23444127432208708,1759,535
particle_heldout,pileup_sideband,1d_cnn,0.9819029703491279,0.29381467071031897,1759,764
particle_heldout,pileup_sideband,gradient_boosted_trees,0.9987963377094898,0.03988313719206596,1759,764
particle_heldout,pileup_sideband,mlp,0.964368307506117,0.35144030522703573,1759,764
particle_heldout,pileup_sideband,ridge,0.9987437185929648,0.2576211404467233,1759,764
particle_heldout,pileup_sideband,spectral_transformer_new,0.9930608540082613,0.19991447694222295,1759,764
particle_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,0.9987345102475729,0.25740113810912013,1759,764
particle_heldout,pulse_shape_harmonics,1d_cnn,0.8095585044984568,0.18307205195166312,1759,1081
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.9999147244302911,0.003643151773732215,1759,1081
particle_heldout,pulse_shape_harmonics,mlp,0.9065359289852344,0.26949832112213457,1759,1081
particle_heldout,pulse_shape_harmonics,ridge,0.8597182768058637,0.1715180695021296,1759,1081
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,0.8167516693545527,0.12242299035227178,1759,1081
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,0.862679044586161,0.15828230194264595,1759,1081
particle_heldout,saturation_clipping,1d_cnn,0.7403902482988599,0.43065394377560934,1759,52
particle_heldout,saturation_clipping,gradient_boosted_trees,0.9999267721148213,0.003190799640689154,1759,52
particle_heldout,saturation_clipping,mlp,0.7651300076607632,0.47595478129758967,1759,52
particle_heldout,saturation_clipping,ridge,0.9370803478887838,0.3891744869489871,1759,52
particle_heldout,saturation_clipping,spectral_transformer_new,0.6076787886981209,0.4032148052617644,1759,52
particle_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,0.9295097111441575,0.38447029082821943,1759,52
run_heldout,pedestal_noise_color,1d_cnn,0.6867487585662794,0.2766261250615491,3816,762
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.9484908136482939,0.01127967642359425,3816,762
run_heldout,pedestal_noise_color,mlp,0.8508913055809084,0.40344115049311247,3816,762
run_heldout,pedestal_noise_color,ridge,0.8990902168663103,0.2994488407898573,3816,762
run_heldout,pedestal_noise_color,spectral_transformer_new,0.7709647173278193,0.2293955234904366,3816,762
run_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.8995570973569366,0.3013731387813438,3816,762
run_heldout,pid_separation,1d_cnn,0.6825104614800622,0.12547354992223272,3816,2224
run_heldout,pid_separation,gradient_boosted_trees,0.9996184271176024,0.004950710253470578,3816,2224
run_heldout,pid_separation,mlp,0.9868915169372039,0.35231362260712495,3816,2224
run_heldout,pid_separation,ridge,0.9967977251364737,0.27557958206683003,3816,2224
run_heldout,pid_separation,spectral_transformer_new,0.7050633676475905,0.13367013880615525,3816,2224
run_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,0.99716319908897,0.2810110532059244,3816,2224
run_heldout,pileup_sideband,1d_cnn,0.9191375811688312,0.36189250266992223,3816,616
run_heldout,pileup_sideband,gradient_boosted_trees,0.9999604301948052,0.0014574318809469275,3816,616
run_heldout,pileup_sideband,mlp,0.9786749188311687,0.452582355093212,3816,616
run_heldout,pileup_sideband,ridge,0.9988047889610391,0.26929087211324393,3816,616
run_heldout,pileup_sideband,spectral_transformer_new,0.9844921874999999,0.3168156404911474,3816,616
run_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,0.9988545048701299,0.26919195864387674,3816,616
run_heldout,pulse_shape_harmonics,1d_cnn,0.7900359377251485,0.2973556917304466,3816,761
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.9999939781190654,0.0010990654105124712,3816,761
run_heldout,pulse_shape_harmonics,mlp,0.9763634721305199,0.4390449371701247,3816,761
run_heldout,pulse_shape_harmonics,ridge,0.9903800452071204,0.277993540172171,3816,761
run_heldout,pulse_shape_harmonics,spectral_transformer_new,0.8162134842818154,0.26021080186524737,3816,761
run_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,0.9904682227493757,0.27809419936462676,3816,761
run_heldout,saturation_clipping,1d_cnn,0.7841883921152735,0.4028957030207134,3816,253
run_heldout,saturation_clipping,gradient_boosted_trees,0.9985068318544017,0.007368098118972061,3816,253
run_heldout,saturation_clipping,mlp,0.7779544705742706,0.4604993311111162,3816,253
run_heldout,saturation_clipping,ridge,0.8989560025692254,0.32119978376026126,3816,253
run_heldout,saturation_clipping,spectral_transformer_new,0.7619051316838966,0.4090916968300019,3816,253
run_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,0.895604694272158,0.32089119992602594,3816,253
