split_name,endpoint,method,stratum_axis,stratum,n,metric,value
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_mid,687,sigma68,0.07042485594749451
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_quiet,589,sigma68,0.17132333725690835
particle_heldout,energy_scale,ridge,pulse_shape_bin,low_harmonic,834,sigma68,0.07085056781768799
particle_heldout,energy_scale,ridge,pulse_shape_bin,mid_harmonic,911,sigma68,0.0894330322742462
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_core,560,sigma68,0.11373371601104737
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_mid,488,sigma68,0.0980211094021797
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_tail,711,sigma68,0.054237604141235345
particle_heldout,energy_scale,ridge,pileup_flag,pileup_proxy,764,sigma68,0.057525587677955625
particle_heldout,energy_scale,ridge,pileup_flag,single_proxy,995,sigma68,0.10618724524974818
particle_heldout,energy_scale,ridge,saturation_flag,linear_proxy,1707,sigma68,0.08028798162937165
particle_heldout,energy_scale,ridge,saturation_flag,saturation_proxy,52,sigma68,0.18883230805397028
particle_heldout,energy_scale,ridge,energy_bin,energy_high,1647,sigma68,0.07969302058219908
particle_heldout,energy_scale,ridge,energy_bin,energy_low,23,sigma68,0.08026624232530594
particle_heldout,energy_scale,ridge,energy_bin,energy_mid,89,sigma68,0.13583092875778677
particle_heldout,energy_scale,spectral_transformer_new,tail_amplitude_bin,tail_high,1699,sigma68,0.3611250235303071
particle_heldout,energy_scale,spectral_transformer_new,tail_amplitude_bin,tail_mid,60,sigma68,0.23464327080341257
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_memory,483,sigma68,0.33720733187064844
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_mid,687,sigma68,0.3450024557777135
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,589,sigma68,0.40925059812212383
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,low_harmonic,834,sigma68,0.33239823837797444
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,mid_harmonic,911,sigma68,0.17530055429238828
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_core,560,sigma68,0.15378430372677393
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_mid,488,sigma68,0.2286190095628132
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_tail,711,sigma68,0.27566698110460347
particle_heldout,energy_scale,spectral_transformer_new,pileup_flag,pileup_proxy,764,sigma68,0.2968956025166716
particle_heldout,energy_scale,spectral_transformer_new,pileup_flag,single_proxy,995,sigma68,0.17623025727402902
particle_heldout,energy_scale,spectral_transformer_new,saturation_flag,linear_proxy,1707,sigma68,0.35778262815696593
particle_heldout,energy_scale,spectral_transformer_new,saturation_flag,saturation_proxy,52,sigma68,0.4378003270486553
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_high,1647,sigma68,0.34950202681534837
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_low,23,sigma68,0.06818483410369319
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_mid,89,sigma68,0.11427279950276889
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_high,1699,sigma68,0.11128674678950654
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_mid,60,sigma68,0.2352829218026163
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,483,sigma68,0.09625165042369348
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,687,sigma68,0.08824734704570528
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,589,sigma68,0.2083180010926622
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,834,sigma68,0.11358399661154976
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,911,sigma68,0.1103402972548888
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,560,sigma68,0.12991263573415227
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,488,sigma68,0.19770481527549724
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,711,sigma68,0.07419732562877246
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,764,sigma68,0.0766371243460067
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,995,sigma68,0.15522414531252715
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,1707,sigma68,0.1111448229447353
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,52,sigma68,0.20576259166476937
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1647,sigma68,0.10092345250414894
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_low,23,sigma68,0.07849650319390478
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,89,sigma68,0.10589053213797281
particle_heldout,pedestal_noise_color,1d_cnn,tail_amplitude_bin,tail_high,1699,auc,0.5321938906477283
particle_heldout,pedestal_noise_color,1d_cnn,tail_amplitude_bin,tail_mid,60,auc,0.4067796610169492
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_memory,483,auc,0.4675720620842572
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_mid,687,auc,0.6241995841995842
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_quiet,589,auc,0.37691597414589106
particle_heldout,pedestal_noise_color,1d_cnn,pulse_shape_bin,low_harmonic,834,auc,0.5269826960158265
particle_heldout,pedestal_noise_color,1d_cnn,pulse_shape_bin,mid_harmonic,911,auc,0.4744263714515431
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_core,560,auc,0.506598655979273
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_mid,488,auc,0.5310516590343054
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_tail,711,auc,0.5632282787205756
particle_heldout,pedestal_noise_color,1d_cnn,pileup_flag,pileup_proxy,764,auc,0.557973882073605
particle_heldout,pedestal_noise_color,1d_cnn,pileup_flag,single_proxy,995,auc,0.4883401291977826
particle_heldout,pedestal_noise_color,1d_cnn,saturation_flag,linear_proxy,1707,auc,0.5372597374338145
particle_heldout,pedestal_noise_color,1d_cnn,saturation_flag,saturation_proxy,52,auc,0.6190476190476191
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_high,1647,auc,0.5363911933631142
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_low,23,auc,0.8181818181818181
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_mid,89,auc,0.6550522648083623
particle_heldout,pedestal_noise_color,gradient_boosted_trees,tail_amplitude_bin,tail_high,1699,auc,0.8317931604917146
particle_heldout,pedestal_noise_color,gradient_boosted_trees,tail_amplitude_bin,tail_mid,60,auc,0.847457627118644
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,483,auc,0.9489329268292682
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,687,auc,0.7525155925155924
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,589,auc,0.7857802400738689
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pulse_shape_bin,low_harmonic,834,auc,0.8606540956101469
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,911,auc,0.8040385923681118
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_core,560,auc,0.8373411059833212
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_mid,488,auc,0.878685627058729
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_tail,711,auc,0.8092398529756784
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pileup_flag,pileup_proxy,764,auc,0.812260915446511
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pileup_flag,single_proxy,995,auc,0.8571150410042607
particle_heldout,pedestal_noise_color,gradient_boosted_trees,saturation_flag,linear_proxy,1707,auc,0.8277362733009357
particle_heldout,pedestal_noise_color,gradient_boosted_trees,saturation_flag,saturation_proxy,52,auc,0.8979591836734695
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_high,1647,auc,0.821330567964263
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_low,23,auc,1.0
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_mid,89,auc,0.926829268292683
particle_heldout,pedestal_noise_color,mlp,tail_amplitude_bin,tail_high,1699,auc,0.5431854482188186
particle_heldout,pedestal_noise_color,mlp,tail_amplitude_bin,tail_mid,60,auc,0.5
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_memory,483,auc,0.601614467849224
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_mid,687,auc,0.5135135135135135
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_quiet,589,auc,0.4982456140350877
particle_heldout,pedestal_noise_color,mlp,pulse_shape_bin,low_harmonic,834,auc,0.5647960333558711
particle_heldout,pedestal_noise_color,mlp,pulse_shape_bin,mid_harmonic,911,auc,0.5117972663739254
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_core,560,auc,0.5208080317383207
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_mid,488,auc,0.5359524383385554
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_tail,711,auc,0.5605888793305701
particle_heldout,pedestal_noise_color,mlp,pileup_flag,pileup_proxy,764,auc,0.5413863606384383
particle_heldout,pedestal_noise_color,mlp,pileup_flag,single_proxy,995,auc,0.5434782608695652
particle_heldout,pedestal_noise_color,mlp,saturation_flag,linear_proxy,1707,auc,0.5455175165010517
particle_heldout,pedestal_noise_color,mlp,saturation_flag,saturation_proxy,52,auc,0.45918367346938777
particle_heldout,pedestal_noise_color,mlp,energy_bin,energy_high,1647,auc,0.5221282705807275
particle_heldout,pedestal_noise_color,mlp,energy_bin,energy_low,23,auc,0.5
particle_heldout,pedestal_noise_color,mlp,energy_bin,energy_mid,89,auc,0.7857142857142857
particle_heldout,pedestal_noise_color,ridge,tail_amplitude_bin,tail_high,1699,auc,0.6125110521662246
particle_heldout,pedestal_noise_color,ridge,tail_amplitude_bin,tail_mid,60,auc,0.18644067796610164
particle_heldout,pedestal_noise_color,ridge,pedestal_history_bin,pedestal_memory,483,auc,0.6272865853658537
particle_heldout,pedestal_noise_color,ridge,pedestal_history_bin,pedestal_mid,687,auc,0.6091891891891891
particle_heldout,pedestal_noise_color,ridge,pedestal_history_bin,pedestal_quiet,589,auc,0.529455216989843
particle_heldout,pedestal_noise_color,ridge,pulse_shape_bin,low_harmonic,834,auc,0.6232689755340194
particle_heldout,pedestal_noise_color,ridge,pulse_shape_bin,mid_harmonic,911,auc,0.6016142000123693
particle_heldout,pedestal_noise_color,ridge,timing_residual_bin,timing_core,560,auc,0.5416565460286616
particle_heldout,pedestal_noise_color,ridge,timing_residual_bin,timing_mid,488,auc,0.5704989154013016
particle_heldout,pedestal_noise_color,ridge,timing_residual_bin,timing_tail,711,auc,0.6577774302025494
particle_heldout,pedestal_noise_color,ridge,pileup_flag,pileup_proxy,764,auc,0.6463527239150508
particle_heldout,pedestal_noise_color,ridge,pileup_flag,single_proxy,995,auc,0.5520914463737573
particle_heldout,pedestal_noise_color,ridge,saturation_flag,linear_proxy,1707,auc,0.6154710959599623
particle_heldout,pedestal_noise_color,ridge,saturation_flag,saturation_proxy,52,auc,0.43537414965986393
particle_heldout,pedestal_noise_color,ridge,energy_bin,energy_high,1647,auc,0.5877313337587748
particle_heldout,pedestal_noise_color,ridge,energy_bin,energy_low,23,auc,0.7272727272727273
particle_heldout,pedestal_noise_color,ridge,energy_bin,energy_mid,89,auc,0.8466898954703832
particle_heldout,pedestal_noise_color,spectral_transformer_new,tail_amplitude_bin,tail_high,1699,auc,0.5500770086420809
particle_heldout,pedestal_noise_color,spectral_transformer_new,tail_amplitude_bin,tail_mid,60,auc,0.5423728813559322
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,pedestal_memory,483,auc,0.4544068736141907
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,pedestal_mid,687,auc,0.612058212058212
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,589,auc,0.3940904893813481
particle_heldout,pedestal_noise_color,spectral_transformer_new,pulse_shape_bin,low_harmonic,834,auc,0.5476423008539303
particle_heldout,pedestal_noise_color,spectral_transformer_new,pulse_shape_bin,mid_harmonic,911,auc,0.48407446347949784
particle_heldout,pedestal_noise_color,spectral_transformer_new,timing_residual_bin,timing_core,560,auc,0.5075702372277549
particle_heldout,pedestal_noise_color,spectral_transformer_new,timing_residual_bin,timing_mid,488,auc,0.5647947296537318
particle_heldout,pedestal_noise_color,spectral_transformer_new,timing_residual_bin,timing_tail,711,auc,0.5613513724876829
particle_heldout,pedestal_noise_color,spectral_transformer_new,pileup_flag,pileup_proxy,764,auc,0.586927845930616
particle_heldout,pedestal_noise_color,spectral_transformer_new,pileup_flag,single_proxy,995,auc,0.5137444449534979
particle_heldout,pedestal_noise_color,spectral_transformer_new,saturation_flag,linear_proxy,1707,auc,0.5472546601871328
particle_heldout,pedestal_noise_color,spectral_transformer_new,saturation_flag,saturation_proxy,52,auc,0.7551020408163266
particle_heldout,pedestal_noise_color,spectral_transformer_new,energy_bin,energy_high,1647,auc,0.5491225271218889
particle_heldout,pedestal_noise_color,spectral_transformer_new,energy_bin,energy_low,23,auc,0.9090909090909091
particle_heldout,pedestal_noise_color,spectral_transformer_new,energy_bin,energy_mid,89,auc,0.6986062717770034
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_high,1699,auc,0.5988063660477453
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_mid,60,auc,0.27118644067796616
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,483,auc,0.6129434589800444
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,687,auc,0.6074012474012473
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,589,auc,0.5051708217913203
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,834,auc,0.61127388375529
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,911,auc,0.5847300389634487
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,560,auc,0.5499149866407578
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,488,auc,0.5511368201172973
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,711,auc,0.6449128020645968
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,764,auc,0.6335246009761245
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,995,auc,0.5474870573143353
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,1707,auc,0.6037644157539711
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,52,auc,0.4421768707482993
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1647,auc,0.5859365028717295
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_low,23,auc,0.5909090909090908
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,89,auc,0.7125435540069686
particle_heldout,pid_separation,1d_cnn,tail_amplitude_bin,tail_high,1699,auc,0.7995457581830326
particle_heldout,pid_separation,1d_cnn,tail_amplitude_bin,tail_mid,60,auc,0.7627314814814814
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,pedestal_memory,483,auc,0.8363948134924364
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,pedestal_mid,687,auc,0.8820276497695853
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,pedestal_quiet,589,auc,0.7299357842761021
particle_heldout,pid_separation,1d_cnn,pulse_shape_bin,low_harmonic,834,auc,0.13616625310173697
particle_heldout,pid_separation,1d_cnn,pulse_shape_bin,mid_harmonic,911,auc,0.7133651018566147
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,timing_core,560,auc,0.7156708695818802
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,timing_mid,488,auc,0.6470778117567109
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,timing_tail,711,auc,0.26631106120157216
particle_heldout,pid_separation,1d_cnn,pileup_flag,pileup_proxy,764,auc,0.5460615545122586
particle_heldout,pid_separation,1d_cnn,pileup_flag,single_proxy,995,auc,0.6940509800431979
particle_heldout,pid_separation,1d_cnn,saturation_flag,linear_proxy,1707,auc,0.8065877044557248
particle_heldout,pid_separation,1d_cnn,saturation_flag,saturation_proxy,52,auc,0.14523809523809525
particle_heldout,pid_separation,1d_cnn,energy_bin,energy_high,1647,auc,0.8265881297063803
particle_heldout,pid_separation,1d_cnn,energy_bin,energy_low,23,auc,0.7348484848484848
particle_heldout,pid_separation,1d_cnn,energy_bin,energy_mid,89,auc,0.8620689655172413
particle_heldout,pid_separation,gradient_boosted_trees,tail_amplitude_bin,tail_high,1699,auc,0.9567585170340682
particle_heldout,pid_separation,gradient_boosted_trees,tail_amplitude_bin,tail_mid,60,auc,1.0
particle_heldout,pid_separation,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,483,auc,0.9529502959691816
particle_heldout,pid_separation,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,687,auc,0.9659035199529366
particle_heldout,pid_separation,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,589,auc,0.9579527720213883
particle_heldout,pid_separation,gradient_boosted_trees,pulse_shape_bin,low_harmonic,834,auc,0.9543601559730591
particle_heldout,pid_separation,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,911,auc,0.9083872783563185
particle_heldout,pid_separation,gradient_boosted_trees,timing_residual_bin,timing_core,560,auc,0.9485621942027874
particle_heldout,pid_separation,gradient_boosted_trees,timing_residual_bin,timing_mid,488,auc,0.8935864763846416
particle_heldout,pid_separation,gradient_boosted_trees,timing_residual_bin,timing_tail,711,auc,0.9768669286917463
particle_heldout,pid_separation,gradient_boosted_trees,pileup_flag,pileup_proxy,764,auc,0.9833333333333334
particle_heldout,pid_separation,gradient_boosted_trees,pileup_flag,single_proxy,995,auc,0.9256150044087788
particle_heldout,pid_separation,gradient_boosted_trees,saturation_flag,linear_proxy,1707,auc,0.9613262428490855
particle_heldout,pid_separation,gradient_boosted_trees,saturation_flag,saturation_proxy,52,auc,0.888095238095238
particle_heldout,pid_separation,gradient_boosted_trees,energy_bin,energy_high,1647,auc,0.9605448456015411
particle_heldout,pid_separation,gradient_boosted_trees,energy_bin,energy_low,23,auc,1.0
particle_heldout,pid_separation,gradient_boosted_trees,energy_bin,energy_mid,89,auc,1.0
particle_heldout,pid_separation,mlp,tail_amplitude_bin,tail_high,1699,auc,0.8450592852371409
particle_heldout,pid_separation,mlp,tail_amplitude_bin,tail_mid,60,auc,0.9375
particle_heldout,pid_separation,mlp,pedestal_history_bin,pedestal_memory,483,auc,0.8510523348679883
particle_heldout,pid_separation,mlp,pedestal_history_bin,pedestal_mid,687,auc,0.8468085106382979
particle_heldout,pid_separation,mlp,pedestal_history_bin,pedestal_quiet,589,auc,0.8473405480082892
particle_heldout,pid_separation,mlp,pulse_shape_bin,low_harmonic,834,auc,0.7716678482807515
particle_heldout,pid_separation,mlp,pulse_shape_bin,mid_harmonic,911,auc,0.7134645806846085
particle_heldout,pid_separation,mlp,timing_residual_bin,timing_core,560,auc,0.703304845488573
particle_heldout,pid_separation,mlp,timing_residual_bin,timing_mid,488,auc,0.7163098878695209
particle_heldout,pid_separation,mlp,timing_residual_bin,timing_tail,711,auc,0.9294216732172937
particle_heldout,pid_separation,mlp,pileup_flag,pileup_proxy,764,auc,0.877829942618675
particle_heldout,pid_separation,mlp,pileup_flag,single_proxy,995,auc,0.7022011535630213
particle_heldout,pid_separation,mlp,saturation_flag,linear_proxy,1707,auc,0.8528958182257674
particle_heldout,pid_separation,mlp,saturation_flag,saturation_proxy,52,auc,0.4904761904761905
particle_heldout,pid_separation,mlp,energy_bin,energy_high,1647,auc,0.8430376583386842
particle_heldout,pid_separation,mlp,energy_bin,energy_low,23,auc,0.8636363636363636
particle_heldout,pid_separation,mlp,energy_bin,energy_mid,89,auc,0.9655172413793103
particle_heldout,pid_separation,ridge,tail_amplitude_bin,tail_high,1699,auc,0.9576786907147627
particle_heldout,pid_separation,ridge,tail_amplitude_bin,tail_mid,60,auc,1.0
particle_heldout,pid_separation,ridge,pedestal_history_bin,pedestal_memory,483,auc,0.9597857746875881
particle_heldout,pid_separation,ridge,pedestal_history_bin,pedestal_mid,687,auc,0.9677125208353761
