run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
31,0,6588,6588,19,0.5000820114061333,0.6085210433341777
31,1,94,94,2,0.4930681968639604,0.5746903676934098
31,2,34,34,0,,
31,3,18,18,0,,
32,0,6680,6680,28,0.5326724280436588,0.635777106353674
32,1,99,99,1,0.5483591501673909,0.5483591501673909
32,2,31,31,0,,
32,3,18,18,0,,
33,0,11789,11789,3,0.5297914130730705,0.5890663656031925
33,1,83,83,2,0.6167424466106916,0.617193277077434
33,2,37,37,1,0.5146625338038839,0.5146625338038839
33,3,24,24,0,,
34,0,8240,8240,3,0.32678303932994895,0.5290274444872959
34,1,58,58,3,0.49796555591755437,0.5294124957934867
34,2,29,29,0,,
34,3,18,18,1,0.4492853668806234,0.4492853668806234
35,0,2664,2664,25,0.44279028744691185,0.620638307364892
35,1,59,59,2,0.3853605012985911,0.527700502803921
35,2,22,22,0,,
35,3,12,12,0,,
36,0,2380,2380,14,0.4953276683698796,0.5886560575625313
36,1,49,49,1,0.5925713455980709,0.5925713455980709
36,2,23,23,0,,
37,0,5491,5491,31,0.4593828166901661,0.616781411768618
37,1,151,151,3,0.599986309613905,0.6056025784299958
37,2,62,62,0,,
37,3,30,30,0,,
39,0,3138,3138,19,0.4655838774719066,0.6066609196230808
39,1,97,97,2,0.5694367839624682,0.6125808197284206
39,2,37,37,0,,
39,3,19,19,0,,
40,0,3232,3232,29,0.4606416041723658,0.5668632589129039
40,1,100,100,1,0.6159507044865775,0.6159507044865775
40,2,42,42,0,,
40,3,20,20,0,,
41,0,3560,3560,21,0.5184310404280404,0.6140447868511434
41,1,116,116,2,0.49259311191147814,0.5020135721052925
41,2,42,42,0,,
41,3,22,22,0,,
42,0,4072,4072,19,0.4616397031842322,0.6461974070663962
42,1,106,106,1,0.5973952516968017,0.5973952516968017
42,2,43,43,1,0.5768422060276193,0.5768422060276193
42,3,22,22,0,,
44,0,449,449,8,0.5670106557855068,0.6226415127695363
44,1,13,13,0,,
45,0,5463,5463,25,0.5032450218796322,0.6104683239014983
45,1,148,148,0,,
45,2,53,53,0,,
45,3,30,30,0,,
46,0,167,167,0,,
47,0,1259,1259,4,0.5407039781399915,0.5733854619427678
47,1,12,12,0,,
48,0,3117,3117,32,0.45669311791654876,0.5954468194433697
48,1,91,91,0,,
48,2,36,36,0,,
48,3,17,17,0,,
49,0,3288,3288,30,0.44191991288954013,0.6006664899711006
49,1,94,94,1,0.5308977698522455,0.5308977698522455
49,2,41,41,0,,
49,3,19,19,0,,
50,0,8351,8351,30,0.536168014991959,0.615865235725884
50,1,101,101,0,,
50,2,45,45,0,,
50,3,26,26,2,0.5651223701095185,0.5777381640387503
51,0,3474,3474,18,0.5335398888650786,0.6326048985952863
51,1,44,44,0,,
51,2,21,21,0,,
51,3,12,12,0,,
52,0,1687,1687,8,0.5261910533911294,0.5990738591044041
52,1,22,22,0,,
53,0,7664,7664,16,0.5600994293641186,0.6286974280162757
53,1,84,84,2,0.5508730952894539,0.6254998048111884
53,2,37,37,0,,
53,3,22,22,0,,
54,0,7238,7238,16,0.5608068637561637,0.6095630250538464
54,1,79,79,1,0.4877018672252513,0.4877018672252513
54,2,38,38,1,0.5688414649987269,0.5688414649987269
54,3,20,20,0,,
55,0,4090,4090,24,0.5308236059977447,0.6293857392411882
55,1,55,55,1,0.5842115229134204,0.5842115229134204
55,2,24,24,0,,
55,3,16,16,0,,
56,0,9469,9469,30,0.5241315634679621,0.6135571704182394
56,1,125,125,1,0.43942875560522554,0.43942875560522554
56,2,53,53,0,,
56,3,35,35,0,,
57,0,3038,3038,25,0.5179670257062592,0.6092153976266851
57,1,96,96,1,0.17833165618884994,0.17833165618884994
57,2,38,38,0,,
57,3,20,20,1,0.37528991046488225,0.37528991046488225
58,0,3803,3803,3,0.6273878905454375,0.6450572550653882
58,1,89,89,0,,
58,2,35,35,0,,
58,3,22,22,0,,
59,0,2260,2260,21,0.45776524697671733,0.618159384119005
59,1,566,566,15,0.5201106802660471,0.609950789677367
59,2,359,359,9,0.5909719490095193,0.6115887401392085
59,3,208,208,9,0.5516223678673401,0.6351741444315084
60,0,1468,1468,22,0.46071983024481056,0.5674776171547014
60,1,484,484,26,0.5517911504453096,0.6081784836736712
60,2,307,307,13,0.5363580169960632,0.6307722039886553
60,3,209,209,10,0.5118965679833145,0.6044841192786059
61,0,1663,1663,20,0.40399012207276064,0.5904294928847582
61,1,500,500,22,0.5152892073376708,0.6139248285947508
61,2,350,350,7,0.5060982420143523,0.6173537055525399
61,3,243,243,12,0.573760164907127,0.6437166456539667
62,0,1871,1871,22,0.4181153210172208,0.6013016763485558
62,1,489,489,14,0.5259339571763793,0.5986508668333195
62,2,339,339,10,0.5108183318911925,0.5778146150355575
62,3,211,211,7,0.5617040744625751,0.6059020525607637
63,0,2994,2994,27,0.48002460424479865,0.6216597323505934
63,1,373,373,3,0.5862680589361113,0.6149923445652946
63,2,176,176,3,0.5430192410082002,0.6279236502341119
63,3,100,100,4,0.5915414100665504,0.6187242217679285
64,0,2560,2560,23,0.45174493732294685,0.6010690442826864
64,1,248,248,5,0.49426750692479643,0.5589574041374785
64,2,110,110,2,0.4134663985321596,0.5173413910606515
64,3,60,60,1,0.5845592085381036,0.5845592085381036
65,0,2742,2742,26,0.4318567122636191,0.5667644927436288
65,1,132,132,2,0.4043226477288916,0.48177431748153493
65,2,50,50,1,0.4929808916103328,0.4929808916103328
65,3,20,20,0,,
