run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
31,0,6588,6588,1,0.26582565580687634,0.26582565580687634
31,1,94,94,0,,
31,2,34,34,0,,
31,3,18,18,0,,
32,0,6680,6680,2,0.21185361293246652,0.2671825402236907
32,1,99,99,0,,
32,2,31,31,0,,
32,3,18,18,0,,
33,0,11789,11789,0,,
33,1,83,83,0,,
33,2,37,37,0,,
33,3,24,24,0,,
34,0,8240,8240,3,0.20463167329410242,0.24268492882114925
34,1,58,58,0,,
34,2,29,29,0,,
34,3,18,18,0,,
35,0,2664,2664,7,0.26969974248010187,0.2835438226809073
35,1,59,59,1,0.20743549941692885,0.20743549941692885
35,2,22,22,0,,
35,3,12,12,0,,
36,0,2380,2380,5,0.2517736608459183,0.2756813268427915
36,1,49,49,0,,
36,2,23,23,0,,
37,0,5491,5491,5,0.2836710265059244,0.29317517356851347
37,1,151,151,1,0.2281619302531737,0.2281619302531737
37,2,62,62,0,,
37,3,30,30,0,,
39,0,3138,3138,2,0.1813790238455841,0.1876495973524877
39,1,97,97,0,,
39,2,37,37,0,,
39,3,19,19,0,,
40,0,3232,3232,9,0.1831169497019339,0.242447194930432
40,1,100,100,0,,
40,2,42,42,0,,
40,3,20,20,0,,
41,0,3560,3560,4,0.2085778993795189,0.24578289277846563
41,1,116,116,0,,
41,2,42,42,0,,
41,3,22,22,0,,
42,0,4072,4072,1,0.24367265416282724,0.24367265416282724
42,1,106,106,0,,
42,2,43,43,0,,
42,3,22,22,0,,
44,0,449,449,1,0.27795946001617167,0.27795946001617167
44,1,13,13,0,,
45,0,5463,5463,4,0.23750282926432703,0.2526761260505287
45,1,148,148,0,,
45,2,53,53,0,,
45,3,30,30,0,,
46,0,167,167,0,,
47,0,1259,1259,0,,
47,1,12,12,0,,
48,0,3117,3117,4,0.2108794210380721,0.2791833790970345
48,1,91,91,0,,
48,2,36,36,0,,
48,3,17,17,0,,
49,0,3288,3288,3,0.28035912455859574,0.28554608613374266
49,1,94,94,0,,
49,2,41,41,0,,
49,3,19,19,0,,
50,0,8351,8351,8,0.2420183475442529,0.27492953487015825
50,1,101,101,0,,
50,2,45,45,0,,
50,3,26,26,0,,
51,0,3474,3474,0,,
51,1,44,44,0,,
51,2,21,21,0,,
51,3,12,12,0,,
52,0,1687,1687,0,,
52,1,22,22,0,,
53,0,7664,7664,3,0.17576301680298254,0.22816231651141844
53,1,84,84,0,,
53,2,37,37,0,,
53,3,22,22,0,,
54,0,7238,7238,5,0.22188257942701053,0.2592389980912501
54,1,79,79,0,,
54,2,38,38,0,,
54,3,20,20,0,,
55,0,4090,4090,6,0.20156090627515633,0.28422273009204124
55,1,55,55,0,,
55,2,24,24,0,,
55,3,16,16,0,,
56,0,9469,9469,7,0.1758808502409331,0.2808994991617579
56,1,125,125,0,,
56,2,53,53,0,,
56,3,35,35,0,,
57,0,3038,3038,7,0.26592123910399934,0.2954896778985142
57,1,96,96,1,0.17833165618884994,0.17833165618884994
57,2,38,38,0,,
57,3,20,20,0,,
58,0,3803,3803,0,,
58,1,89,89,0,,
58,2,35,35,0,,
58,3,22,22,0,,
59,0,2260,2260,5,0.22668457313290838,0.2712387352630033
59,1,566,566,2,0.19853496359306294,0.22270059232558487
59,2,359,359,1,0.2528925469274895,0.2528925469274895
59,3,208,208,2,0.1858536254144944,0.22342457979040334
60,0,1468,1468,7,0.25855368842389265,0.28462698893093535
60,1,484,484,6,0.26419681072531986,0.29366014073291036
60,2,307,307,1,0.18734909343521441,0.18734909343521441
60,3,209,209,1,0.2891440960650187,0.2891440960650187
61,0,1663,1663,2,0.26664748026215657,0.28757380507568714
61,1,500,500,4,0.17005001201356218,0.24832006937856638
61,2,350,350,1,0.13175853742041324,0.13175853742041324
61,3,243,243,1,0.14480278138584704,0.14480278138584704
62,0,1871,1871,8,0.21003586453442016,0.29414448638977103
62,1,489,489,1,0.13281928147845626,0.13281928147845626
62,2,339,339,1,0.27556559426576666,0.27556559426576666
62,3,211,211,1,0.15845409902039115,0.15845409902039115
63,0,2994,2994,10,0.23239022126385006,0.2553303019732097
63,1,373,373,0,,
63,2,176,176,0,,
63,3,100,100,0,,
64,0,2560,2560,8,0.2724618711315704,0.29606247792701984
64,1,248,248,0,,
64,2,110,110,0,,
64,3,60,60,0,,
65,0,2742,2742,8,0.23009777062152198,0.27602290746873503
65,1,132,132,0,,
65,2,50,50,0,,
65,3,20,20,0,,
