method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,ece_isotonic,ece_ci_low,ece_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid,calibration_slope,score_column
traditional PSD/calibrated-cut logistic,802,27,0.5,0.9857401384319749,0.9738750832409737,0.9950473641830732,0.9814287854711441,0.9655407773778906,0.9950669954290015,0.03137730365384894,0.017120550256092826,0.04804955833116485,0.012757397642526858,0.009997453354517268,0.033852504147946036,0.9786585365853658,0.9611931290622099,0.9967915609987423,220,0.07278079899614867,traditional_PSD_calibrated-cut_logistic
ridge logistic waveform+latent,802,27,0.5,0.9988992605767377,0.997051582048453,0.9998903623086315,0.999093660819117,0.9976509270813817,0.9998910469108926,0.0096061502645286,0.005275956577876167,0.01684453021441495,0.00882527941736737,0.004192738222326734,0.017253513784472894,1.0,1.0,1.0,220,0.05646241615049794,ridge_logistic_waveformpluslatent
gradient-boosted trees waveform+latent,802,27,0.5,0.9975870796823403,0.9946237198266469,0.9999685519793531,0.9982720999106578,0.9963921455864414,0.9999689207545754,0.012781572866374526,0.0034773715440428337,0.022940672394337003,0.011430995895288792,0.005486842188209737,0.022727248882269728,1.0,1.0,1.0,220,0.06079246440049735,gradient-boosted_trees_waveformpluslatent
MLP waveform+latent,802,27,0.5,0.9979353362230334,0.9956487978535332,0.9992591060150495,0.9978938802168437,0.9955091580034874,0.9992551034033493,0.017853314000365727,0.01009438406221208,0.027063006255435274,0.01677752696581806,0.011513400796353001,0.028571340689405048,1.0,1.0,1.0,220,0.05498109878990047,MLP_waveformpluslatent
1D-CNN waveform+handshape,802,27,0.5,0.59775125776581,0.5552490833622192,0.6572210018588927,0.5967074980044812,0.5580703150662145,0.6618164059833009,0.23653456252988114,0.2217442681989341,0.25291426460434896,0.12328231487966168,0.06946412008114176,0.17085901082427987,0.5449915110356537,0.5100305944055944,0.5946635777305419,220,0.05445847764829449,1D-CNN_waveformplushandshape
new residual-fusion ridge,802,27,0.5,0.9935883483311672,0.9851696813328173,0.9988780839036522,0.9934149452614907,0.9842369571850135,0.9988618405761236,0.01553121934054492,0.007174836257824827,0.02797550140608544,0.007977945365677254,0.0042698539466765155,0.021531089986365222,0.9938080495356038,0.9843418626094974,1.0,220,0.072302119577307,new_residual-fusion_ridge
leakage sentinel: matched nuisance-only logistic,802,27,0.5,0.9056038208717607,0.837045942201433,0.9507625728953705,0.8192399403246263,0.7170352018344445,0.8960170936212528,0.09331665387492784,0.06231409269335775,0.12754398004777717,0.011608582569241356,0.011075069186057716,0.059886690599114265,0.8492063492063492,0.791346204257104,0.9161793306954598,220,0.07809666898680692,leakage_sentinel_matched_nuisance-only_logistic
leakage sentinel: run-family/event logistic,802,27,0.5,0.4986287398710207,0.49503829738800315,0.5034746567412599,0.49765667621400467,0.4951921718201019,0.5053032472427079,0.2518148592948514,0.25015378094324914,0.2545095935963207,0.012210251416436509,0.002061169749476052,0.02772127056572184,0.5015625,0.496437920433446,0.5086443788041533,220,0.0006969909572826364,leakage_sentinel_run-family_event_logistic
leakage sentinel: shuffled-label GBT,802,27,0.5,0.5548908277933595,0.48394378733690213,0.6343638701264609,0.5352610884266515,0.48963839983236535,0.5881939571796284,0.25514750022044597,0.24555771930615505,0.2631588087583797,0.06537414359023888,0.04272932562560589,0.11431317501576282,0.5262295081967213,0.4910792008094036,0.5641631837776624,220,0.03826037205951121,leakage_sentinel_shuffled-label_GBT
