run,event_index,weak_label,depth_idx,group,topology_code,saturated_count,q_template_stratum,support_island,ridge_logistic_waveformpluslatent,traditional_PSD_calibrated-cut_logistic,leakage_sentinel_matched_nuisance-only_logistic,leakage_sentinel_shuffled-label_GBT
59,2092,0,3,sample_ii_analysis,7,0,q2_of_3,sample_ii_analysis|d3|topo7|sat0|q2_of_3,0.2615862636551048,0.9821230553240302,0.4775388198987891,0.5603191137669961
65,12951,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,2.3775425127141273e-06,0.0002232093751660112,0.02223120015072998,0.472152161455628
35,14824,0,0,sample_i_calib,0,0,q2_of_3,sample_i_calib|d0|topo0|sat0|q2_of_3,0.00012111578632544407,0.020810049369603484,0.4839845083530732,0.4041152988586179
61,5811,1,3,sample_ii_analysis,7,0,q3_of_3,sample_ii_analysis|d3|topo7|sat0|q3_of_3,0.9930260968258152,0.9362130818062357,0.9672952618913476,0.46353174987351636
40,24039,1,0,sample_i_calib,0,0,q3_of_3,sample_i_calib|d0|topo0|sat0|q3_of_3,0.9997108376762994,0.9947917161212655,0.9290537564981447,0.5954773216097999
55,22420,1,0,sample_i_analysis,0,1,q3_of_3,sample_i_analysis|d0|topo0|sat1|q3_of_3,0.9918354257318178,0.9447823048179266,0.569587025127889,0.48860117900289163
35,14740,1,0,sample_i_calib,0,0,q2_of_3,sample_i_calib|d0|topo0|sat0|q2_of_3,0.943988803535142,0.9276963766331493,0.6870763812153958,0.5200641735021211
63,24536,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.9995260429892608,0.9941047978850781,0.9093446280067222,0.5417960213386372
49,9210,1,0,sample_i_analysis,0,0,q2_of_3,sample_i_analysis|d0|topo0|sat0|q2_of_3,0.9894772811697528,0.9611130237750571,0.7096377005989872,0.5229574046204514
64,22061,1,2,sample_ii_calib,3,0,q3_of_3,sample_ii_calib|d2|topo3|sat0|q3_of_3,0.9992716331647602,0.9992178229400528,0.481431199370649,0.44403114151647044
64,14617,0,0,sample_ii_calib,0,0,q1_of_3,sample_ii_calib|d0|topo0|sat0|q1_of_3,0.00011561035595677855,0.001838596412034287,0.13323859665044072,0.513276668390272
59,5880,1,3,sample_ii_analysis,7,0,q2_of_3,sample_ii_analysis|d3|topo7|sat0|q2_of_3,0.9081318128479852,0.48346732035853085,0.4203663802873681,0.5006397629114699
63,36965,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.9997145466324482,0.9946096263102987,0.8067738979538535,0.5205614530860831
61,32838,0,1,sample_ii_analysis,1,0,q2_of_3,sample_ii_analysis|d1|topo1|sat0|q2_of_3,0.01889896553978902,0.1207988437889275,0.06277689438578223,0.5082905578498688
32,28202,1,0,sample_i_calib,0,1,q3_of_3,sample_i_calib|d0|topo0|sat1|q3_of_3,0.9889478798176689,0.9358337275141632,0.5812939559820238,0.47891360136027306
59,16147,0,1,sample_ii_analysis,1,0,q2_of_3,sample_ii_analysis|d1|topo1|sat0|q2_of_3,0.0011019122331211583,0.005602355968534607,0.029988455642833232,0.5526523353070928
60,21392,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.9994383953973396,0.9855074076431636,0.8381195009398741,0.5447124880953658
45,8400,1,0,sample_i_analysis,0,1,q3_of_3,sample_i_analysis|d0|topo0|sat1|q3_of_3,0.9947994687053231,0.9703502958867342,0.5826827109328097,0.5184267034505983
40,28183,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.0009853436101246247,0.00647128229377462,0.10330172097579789,0.49339463191524574
40,23147,1,0,sample_i_calib,0,0,q3_of_3,sample_i_calib|d0|topo0|sat0|q3_of_3,0.9997081580592065,0.990790584516329,0.9366521580771486,0.5091555494877787
35,23420,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.9749421401749323,0.8715220444593469,0.4085894090494969,0.552277389697941
61,31226,0,1,sample_ii_analysis,1,0,q2_of_3,sample_ii_analysis|d1|topo1|sat0|q2_of_3,0.0074706977904050766,0.07009281362829782,0.31518603988160104,0.4877596826522709
31,13870,1,0,sample_i_calib,0,1,q3_of_3,sample_i_calib|d0|topo0|sat1|q3_of_3,0.9951294131559013,0.9703073504632694,0.6150362924337947,0.5177329858225941
39,9178,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.0010620200311939009,0.004150003237184731,0.11161908622471656,0.6098593231416809
57,2573,0,0,sample_i_analysis,0,0,q1_of_3,sample_i_analysis|d0|topo0|sat0|q1_of_3,0.0003571777806409692,0.002628932848300423,0.23848678312206467,0.4936193819408318
60,20796,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.000684233883689144,0.011718036307763866,0.11592762697266219,0.5174516467765498
56,36882,0,0,sample_i_analysis,0,1,q1_of_3,sample_i_analysis|d0|topo0|sat1|q1_of_3,3.116079902885223e-06,6.014702912405645e-06,0.9998614080710403,0.5392924002432791
50,9357,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.9796974521670201,0.9465023891116258,0.5914064971202746,0.51832719142447
61,18940,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.999805288364567,0.9952746137745925,0.8684071546751564,0.46353174987351636
37,47377,0,0,sample_i_calib,0,0,q2_of_3,sample_i_calib|d0|topo0|sat0|q2_of_3,0.0075134929910663645,0.028253337438748163,0.2098111200216219,0.45135102799184756
35,11703,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.9612021450956038,0.8980052634123293,0.5076369859606099,0.5243656870121466
39,10833,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8360907086572813,0.7070320365137468,0.5024032726417551,0.44606180882026825
40,14091,0,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.003644123819707523,0.0598815556792205,0.5384766608613007,0.5266887296266297
59,17202,0,3,sample_ii_analysis,7,0,q1_of_3,sample_ii_analysis|d3|topo7|sat0|q1_of_3,0.0008940608768529069,0.0003889319768824612,0.09363227783819486,0.4928358821552835
61,32602,1,2,sample_ii_analysis,3,0,q3_of_3,sample_ii_analysis|d2|topo3|sat0|q3_of_3,0.9996917456894262,0.9957711526514867,0.9584757185177749,0.5218242149940022
63,2095,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.9994834972596619,0.9923944119783535,0.8005804148728936,0.5271318035409466
56,29444,0,0,sample_i_analysis,0,1,q1_of_3,sample_i_analysis|d0|topo0|sat1|q1_of_3,0.00015365807960812875,0.00027398087651410235,0.9524962648425946,0.5501832526367213
40,17135,0,0,sample_i_calib,0,0,q1_of_3,sample_i_calib|d0|topo0|sat0|q1_of_3,0.0016083176901972051,0.023208016848263378,0.21898185477970974,0.4934553986761215
65,24341,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.9994483965140887,0.984905217240117,0.5643064607307653,0.5298973706190215
36,15759,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.2604403128726053,0.008190446208300298,0.9142680069380172,0.4486504591290586
54,14609,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.993464810335438,0.9522217555075179,0.5698701168408861,0.4520005297225129
37,41380,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.004163061503830651,0.0220851098276325,0.13345767413691895,0.5217486268076159
59,19776,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.9997636336273261,0.9970375038755392,0.9079253763789557,0.42441246708899
40,8311,1,0,sample_i_calib,0,0,q3_of_3,sample_i_calib|d0|topo0|sat0|q3_of_3,0.9995980452504617,0.9926056154500322,0.9330520505807274,0.5479343575398959
