matching,caliper,matched_rows,matched_pairs,support_loss_fraction,max_abs_smd,nuisance_only_runheldout_auc
exact_cell,,944,472,0.9967406241152382,0.6711794642484447,0.7489327942084646
continuous_nn_propensity,0.3,320,160,0.9988951268187248,1.1738701378498648,0.8848306207014396
continuous_nn_propensity,0.45,816,408,0.9971825733877483,1.2438794737962362,0.9058401378100882
continuous_nn_propensity,0.65,1700,850,0.9941303612244757,1.2884070938028191,0.9290560553633219
