rep,abstention_fraction,action_band_flip_or_abstain_rate
0,0.5000387699328884,0.0
1,0.5000389676315895,0.0
2,0.4999682420334712,0.0
3,0.49997190294152116,0.0
4,0.49996331956444595,0.0
5,0.49992568661655085,0.0
6,0.5000343870645156,0.0
7,0.4999939793957721,0.0
8,0.49993514866215505,0.0
9,0.4999955271119635,0.0
10,0.49995824975552916,0.0
11,0.49987279231854065,0.0
12,0.4998935381801796,0.0
13,0.49997873960656675,0.0
14,0.5001718661349168,0.0
15,0.49984906353768815,0.0
16,0.49992216700175823,0.0
17,0.5000051364409942,0.0
18,0.5001618881267839,0.0
19,0.5000370552051976,0.0
20,0.5000654588490765,0.0
21,0.4999032295933421,0.0
22,0.49994878370120754,0.0
23,0.49997377466492776,0.0
24,0.5,0.0
25,0.5001263122705247,0.0
26,0.49997787512721803,0.0
27,0.49993974804353286,0.0
28,0.49989271480246583,0.0
29,0.500168308394838,0.0
30,0.500115630701236,0.0
31,0.5000026991281816,0.0
32,0.4999509920607139,0.0
33,0.49991405219474505,0.0
34,0.4999307560375409,0.0
35,0.4999221322964087,0.0
36,0.4999655745605838,0.0
37,0.5000180999219117,0.0
38,0.499904290838953,0.0
39,0.49997875691777033,0.0
40,0.5000223474074326,0.0
41,0.4999677724491022,0.0
42,0.49994943741974385,0.0
43,0.5001550097204012,0.0
44,0.49997356136030585,0.0
45,0.49993958062594474,0.0
46,0.4999373576975697,0.0
47,0.5000546076643081,0.0
48,0.49994609700879866,0.0
49,0.4998981657098487,0.0
50,0.49992622523638386,0.0
51,0.49996147114188527,0.0
52,0.4999961281129971,0.0
53,0.49993349699094414,0.0
54,0.4998978543357429,0.0
55,0.5000008242922215,0.0
56,0.5000308495979269,0.0
57,0.4999490377257742,0.0
58,0.49983080703463234,0.0
59,0.5000364098290356,0.0
60,0.49996799464279573,0.0
61,0.5000291652227022,0.0
62,0.5000385980530156,0.0
63,0.4999320030556652,0.0
64,0.5000631414115053,0.0
65,0.4999364806363663,0.0
66,0.4999617211502296,0.0
67,0.500118816398564,0.0
68,0.49989180489113433,0.0
69,0.49993638644471466,0.0
70,0.49988096867132914,0.0
71,0.5000042225378803,0.0
72,0.4999797721409478,0.0
73,0.5000573487289793,0.0
74,0.4998955806518981,0.0
75,0.5001053012425546,0.0
76,0.4999968982053016,0.0
77,0.49986684734231696,0.0
78,0.49989334470989766,0.0
79,0.5000549333170566,0.0
80,0.5000821001621978,0.0
81,0.4998607961210605,0.0
82,0.5001162745269487,0.0
83,0.5001086226839393,0.0
84,0.5001425948535374,0.0
85,0.4999363249555582,0.0
86,0.5000686512738801,0.0
87,0.500094215532208,0.0
88,0.5000237208905138,0.0
89,0.49992851258518917,0.0
90,0.49988970900144225,0.0
91,0.4999747790558323,0.0
92,0.500116456801805,0.0
93,0.5000736623585348,0.0
94,0.4999349939568456,0.0
95,0.49995760718317184,0.0
96,0.49991238670694876,0.0
97,0.4999767745162846,0.0
98,0.5001715412985676,0.0
99,0.4999024424854107,0.0
100,0.49988544630908005,0.0
101,0.49987195093033193,0.0
102,0.4998800603221093,0.0
103,0.4999006453230955,0.0
104,0.49996732794897936,0.0
105,0.4999467272791845,0.0
106,0.49997983747249575,0.0
107,0.499883362234486,0.0
108,0.5000095266039943,0.0
109,0.49998245970995364,0.0
110,0.500084788263861,0.0
111,0.49997270912606817,0.0
112,0.4999104059139124,0.0
113,0.49997340484855346,0.0
114,0.5000198597898835,0.0
115,0.4999826820406165,0.0
116,0.4999520497512276,0.0
117,0.4998927867513798,0.0
118,0.4999153668576615,0.0
119,0.49994324111540356,0.0
120,0.49989522724658786,0.0
121,0.49998959391679293,0.0
122,0.5000283373337481,0.0
123,0.5000413420714894,0.0
124,0.4999737317353472,0.0
125,0.5000937365446857,0.0
126,0.5000144454395747,0.0
127,0.5000169102548617,0.0
128,0.5000279908190114,0.0
129,0.4999672222620297,0.0
130,0.4999258246984557,0.0
131,0.5000136349009835,0.0
132,0.4999559026444189,0.0
133,0.5001067725428475,0.0
134,0.5001335886744384,0.0
135,0.4999569277694646,0.0
136,0.5000117263114976,0.0
137,0.4999806789706944,0.0
138,0.5000620071623042,0.0
139,0.5000937047448677,0.0
140,0.4999259502085873,0.0
141,0.5000581664510155,0.0
142,0.49997919569106886,0.0
143,0.500001764757787,0.0
144,0.49990993706294945,0.0
145,0.4999953809627921,0.0
146,0.5000067221015977,0.0
147,0.5001679759258333,0.0
148,0.5000811921505927,0.0
149,0.50009100697947,0.0
150,0.5000326679951652,0.0
151,0.49997018228562723,0.0
152,0.4998914992137866,0.0
153,0.49996087208301376,0.0
154,0.49999038800422935,0.0
155,0.5000056030067975,0.0
156,0.5000317219810937,0.0
157,0.50004085471872,0.0
158,0.5000213069345877,0.0
159,0.5000627077798165,0.0
160,0.5002386145369498,0.0
161,0.4999018542589843,0.0
