method,n,runs,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,ece,ece_ci_low,ece_ci_high,bootstrap_valid
NN_material_gated_residual_ensemble_new,23374,33,0.9960673925445446,0.9933606983424229,0.9982799336023684,0.9962393835772821,0.9935049229167333,0.9984823944807595,0.9997861191316437,0.9991450251148872,1.0,0.007021112460329429,0.006511159705322937,0.026243076625697796,300
ML_mlp,23374,33,0.9894993020842425,0.9824885137854414,0.9951080165489034,0.9903192791350588,0.9845202115397261,0.9959542692937569,0.9975458813486983,0.9923732478377572,0.9990382560376149,0.004945121892604853,0.005085721027194647,0.031046084272437803,300
ML_gradient_boosted_trees,23374,33,0.9883152456164805,0.9824558786108276,0.9945302695590439,0.9895534517669491,0.9839152538812677,0.995073228090517,0.998291510945008,0.9905163631559181,0.9998922033794945,0.006584121591161291,0.007721150455592971,0.03704891901244036,300
traditional_charge_depth_logistic,23374,33,0.9867346476855174,0.9784173256684355,0.9927992796078096,0.9851782454597817,0.9775722618653098,0.9918745006716373,0.9905700360245815,0.9828159086482275,0.9947864159388484,0.027752682515189284,0.020787100606965873,0.0459519677597492,300
ML_ridge_waveform,23374,33,0.9576615808904939,0.9428122605028008,0.9738376289954382,0.930619928804347,0.9165579138586011,0.9458784890374253,0.9710220191109264,0.927874869272707,0.9797365535278699,0.040509502400450585,0.02718948666969158,0.060981093353272925,300
NN_1d_cnn,23374,33,0.7846111228306327,0.7258958819067692,0.8482178691081815,0.7256588224755263,0.6387887767146947,0.8180650046517992,0.7211508793582228,0.5955006714501258,0.791937375312486,0.09028567331452307,0.06053273075145838,0.11885127735449012,300
control_shuffled_label_hgb,23374,33,0.5077803526070822,0.4675373645617227,0.5549413836570578,0.48659446368593917,0.4579696859301983,0.5149062024819975,0.5274142599277978,0.5104882515648567,0.5438407462377,0.008327235591318803,0.0005123251071817416,0.051793389530782344,300
