cluster,train_n,train_fraction,anomaly_index,median_pretrigger_absmax_adc,median_pretrigger_ptp_adc,median_pretrigger_slope_adc_per_sample,median_s16f_pretrigger_score,chosen_as_contamination
2,2528,0.014044444444444444,79.15466666666666,3794.25,5686.5,1875.9,8.9,True
1,5609,0.03116111111111111,50.28311111111111,2165.0,3332.0,1145.1,7.123571428571429,False
0,10569,0.05871666666666667,23.544444444444444,1280.5,1580.0,345.8,4.782857142857143,False
3,161294,0.8960777777777778,0.3,16.0,24.0,3.8,0.158,False
