method,delta_ap_vs_traditional,ci_low,ci_high
hist_gradient_boosted_trees,0.6819338960883761,0.544238786841794,0.7562651440391515
mlp,0.68168518640829,0.5406317522881701,0.7612487103765867
one_dimensional_cnn,0.6694395397173987,0.5377929356390979,0.7375876817368799
ridge_logistic,0.6659673025526438,0.5450533801928605,0.7316781646817899
score_residual_net,0.6612438738599893,0.5441495588749715,0.7281667228528034
