match_cell,run,group,amp_bin,charge_bin,event_bin,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
sample_i_calib|a0|q7|e4,31,sample_i_calib,0,7,4,0,1,0,,
sample_i_calib|a1|q0|e0,31,sample_i_calib,1,0,0,13,0,0,,
sample_i_calib|a1|q0|e1,31,sample_i_calib,1,0,1,14,1,0,,
sample_i_calib|a1|q0|e2,31,sample_i_calib,1,0,2,20,0,0,,
sample_i_calib|a1|q0|e3,31,sample_i_calib,1,0,3,14,0,0,,
sample_i_calib|a1|q0|e4,31,sample_i_calib,1,0,4,26,0,0,,
sample_i_calib|a1|q0|e5,31,sample_i_calib,1,0,5,19,0,0,,
sample_i_calib|a1|q1|e0,31,sample_i_calib,1,1,0,377,2,0,,
sample_i_calib|a1|q1|e1,31,sample_i_calib,1,1,1,320,1,0,,
sample_i_calib|a1|q1|e2,31,sample_i_calib,1,1,2,317,0,0,,
sample_i_calib|a1|q1|e3,31,sample_i_calib,1,1,3,344,0,0,,
sample_i_calib|a1|q1|e4,31,sample_i_calib,1,1,4,411,1,0,,
sample_i_calib|a1|q1|e5,31,sample_i_calib,1,1,5,311,0,0,,
sample_i_calib|a1|q2|e0,31,sample_i_calib,1,2,0,4,0,0,,
sample_i_calib|a1|q2|e1,31,sample_i_calib,1,2,1,3,2,0,,
sample_i_calib|a1|q2|e2,31,sample_i_calib,1,2,2,5,0,0,,
sample_i_calib|a1|q2|e3,31,sample_i_calib,1,2,3,3,1,0,,
sample_i_calib|a1|q2|e4,31,sample_i_calib,1,2,4,5,2,0,,
sample_i_calib|a1|q2|e5,31,sample_i_calib,1,2,5,4,0,0,,
sample_i_calib|a1|q3|e1,31,sample_i_calib,1,3,1,0,1,0,,
sample_i_calib|a1|q3|e2,31,sample_i_calib,1,3,2,0,2,0,,
sample_i_calib|a1|q3|e5,31,sample_i_calib,1,3,5,0,1,0,,
sample_i_calib|a1|q4|e1,31,sample_i_calib,1,4,1,0,1,0,,
sample_i_calib|a1|q4|e2,31,sample_i_calib,1,4,2,0,1,0,,
sample_i_calib|a1|q4|e3,31,sample_i_calib,1,4,3,0,1,0,,
sample_i_calib|a1|q5|e4,31,sample_i_calib,1,5,4,0,1,0,,
sample_i_calib|a1|q6|e0,31,sample_i_calib,1,6,0,0,1,0,,
sample_i_calib|a1|q6|e4,31,sample_i_calib,1,6,4,0,1,0,,
sample_i_calib|a1|q6|e5,31,sample_i_calib,1,6,5,0,1,0,,
sample_i_calib|a1|q7|e0,31,sample_i_calib,1,7,0,0,3,0,,
sample_i_calib|a1|q7|e1,31,sample_i_calib,1,7,1,0,1,0,,
sample_i_calib|a1|q7|e3,31,sample_i_calib,1,7,3,0,4,0,,
sample_i_calib|a1|q7|e4,31,sample_i_calib,1,7,4,0,3,0,,
sample_i_calib|a1|q7|e5,31,sample_i_calib,1,7,5,0,1,0,,
sample_i_calib|a2|q0|e0,31,sample_i_calib,2,0,0,10,0,0,,
sample_i_calib|a2|q0|e1,31,sample_i_calib,2,0,1,11,0,0,,
sample_i_calib|a2|q0|e2,31,sample_i_calib,2,0,2,11,0,0,,
sample_i_calib|a2|q0|e3,31,sample_i_calib,2,0,3,22,0,0,,
sample_i_calib|a2|q0|e4,31,sample_i_calib,2,0,4,11,0,0,,
sample_i_calib|a2|q0|e5,31,sample_i_calib,2,0,5,11,0,0,,
sample_i_calib|a2|q1|e0,31,sample_i_calib,2,1,0,46,0,0,,
sample_i_calib|a2|q1|e1,31,sample_i_calib,2,1,1,39,0,0,,
sample_i_calib|a2|q1|e2,31,sample_i_calib,2,1,2,29,0,0,,
sample_i_calib|a2|q1|e3,31,sample_i_calib,2,1,3,41,0,0,,
sample_i_calib|a2|q1|e4,31,sample_i_calib,2,1,4,47,0,0,,
sample_i_calib|a2|q1|e5,31,sample_i_calib,2,1,5,29,0,0,,
sample_i_calib|a2|q2|e0,31,sample_i_calib,2,2,0,418,0,0,,
sample_i_calib|a2|q2|e1,31,sample_i_calib,2,2,1,347,0,0,,
sample_i_calib|a2|q2|e2,31,sample_i_calib,2,2,2,340,0,0,,
sample_i_calib|a2|q2|e3,31,sample_i_calib,2,2,3,387,0,0,,
sample_i_calib|a2|q2|e4,31,sample_i_calib,2,2,4,412,0,0,,
sample_i_calib|a2|q2|e5,31,sample_i_calib,2,2,5,347,0,0,,
sample_i_calib|a2|q3|e0,31,sample_i_calib,2,3,0,17,0,0,,
sample_i_calib|a2|q3|e1,31,sample_i_calib,2,3,1,15,0,0,,
sample_i_calib|a2|q3|e2,31,sample_i_calib,2,3,2,18,0,0,,
sample_i_calib|a2|q3|e3,31,sample_i_calib,2,3,3,10,0,0,,
sample_i_calib|a2|q3|e4,31,sample_i_calib,2,3,4,15,0,0,,
sample_i_calib|a2|q3|e5,31,sample_i_calib,2,3,5,8,0,0,,
sample_i_calib|a2|q4|e4,31,sample_i_calib,2,4,4,1,0,0,,
sample_i_calib|a2|q6|e5,31,sample_i_calib,2,6,5,0,1,0,,
sample_i_calib|a2|q7|e0,31,sample_i_calib,2,7,0,0,1,0,,
sample_i_calib|a2|q7|e2,31,sample_i_calib,2,7,2,0,1,0,,
sample_i_calib|a2|q7|e3,31,sample_i_calib,2,7,3,0,1,0,,
sample_i_calib|a2|q7|e4,31,sample_i_calib,2,7,4,0,1,0,,
sample_i_calib|a2|q7|e5,31,sample_i_calib,2,7,5,0,1,0,,
sample_i_calib|a3|q0|e0,31,sample_i_calib,3,0,0,3,0,0,,
sample_i_calib|a3|q0|e1,31,sample_i_calib,3,0,1,3,0,0,,
sample_i_calib|a3|q0|e2,31,sample_i_calib,3,0,2,7,0,0,,
sample_i_calib|a3|q0|e3,31,sample_i_calib,3,0,3,1,0,0,,
sample_i_calib|a3|q0|e4,31,sample_i_calib,3,0,4,7,0,0,,
sample_i_calib|a3|q0|e5,31,sample_i_calib,3,0,5,2,0,0,,
sample_i_calib|a3|q1|e0,31,sample_i_calib,3,1,0,13,0,0,,
sample_i_calib|a3|q1|e1,31,sample_i_calib,3,1,1,5,0,0,,
sample_i_calib|a3|q1|e2,31,sample_i_calib,3,1,2,6,0,0,,
sample_i_calib|a3|q1|e3,31,sample_i_calib,3,1,3,11,0,0,,
sample_i_calib|a3|q1|e4,31,sample_i_calib,3,1,4,12,0,0,,
sample_i_calib|a3|q1|e5,31,sample_i_calib,3,1,5,11,0,0,,
sample_i_calib|a3|q2|e0,31,sample_i_calib,3,2,0,55,0,0,,
sample_i_calib|a3|q2|e1,31,sample_i_calib,3,2,1,63,0,0,,
sample_i_calib|a3|q2|e2,31,sample_i_calib,3,2,2,43,0,0,,
sample_i_calib|a3|q2|e3,31,sample_i_calib,3,2,3,53,0,0,,
sample_i_calib|a3|q2|e4,31,sample_i_calib,3,2,4,53,0,0,,
sample_i_calib|a3|q2|e5,31,sample_i_calib,3,2,5,48,0,0,,
sample_i_calib|a3|q3|e0,31,sample_i_calib,3,3,0,327,0,0,,
sample_i_calib|a3|q3|e1,31,sample_i_calib,3,3,1,365,0,0,,
sample_i_calib|a3|q3|e2,31,sample_i_calib,3,3,2,341,0,0,,
sample_i_calib|a3|q3|e3,31,sample_i_calib,3,3,3,386,0,0,,
sample_i_calib|a3|q3|e4,31,sample_i_calib,3,3,4,317,0,0,,
sample_i_calib|a3|q3|e5,31,sample_i_calib,3,3,5,341,0,0,,
sample_i_calib|a3|q4|e0,31,sample_i_calib,3,4,0,24,0,0,,
sample_i_calib|a3|q4|e1,31,sample_i_calib,3,4,1,20,0,0,,
sample_i_calib|a3|q4|e2,31,sample_i_calib,3,4,2,27,0,0,,
sample_i_calib|a3|q4|e3,31,sample_i_calib,3,4,3,34,0,0,,
sample_i_calib|a3|q4|e4,31,sample_i_calib,3,4,4,26,0,0,,
sample_i_calib|a3|q4|e5,31,sample_i_calib,3,4,5,25,0,0,,
sample_i_calib|a3|q6|e3,31,sample_i_calib,3,6,3,1,0,0,,
sample_i_calib|a3|q7|e1,31,sample_i_calib,3,7,1,0,4,0,,
sample_i_calib|a3|q7|e4,31,sample_i_calib,3,7,4,0,2,0,,
sample_i_calib|a3|q7|e5,31,sample_i_calib,3,7,5,0,2,0,,
sample_i_calib|a4|q0|e5,31,sample_i_calib,4,0,5,2,0,0,,
sample_i_calib|a4|q1|e1,31,sample_i_calib,4,1,1,3,0,0,,
sample_i_calib|a4|q1|e2,31,sample_i_calib,4,1,2,7,0,0,,
sample_i_calib|a4|q1|e3,31,sample_i_calib,4,1,3,2,0,0,,
sample_i_calib|a4|q1|e4,31,sample_i_calib,4,1,4,3,0,0,,
sample_i_calib|a4|q1|e5,31,sample_i_calib,4,1,5,5,0,0,,
sample_i_calib|a4|q2|e0,31,sample_i_calib,4,2,0,4,0,0,,
sample_i_calib|a4|q2|e1,31,sample_i_calib,4,2,1,4,0,0,,
sample_i_calib|a4|q2|e2,31,sample_i_calib,4,2,2,5,0,0,,
sample_i_calib|a4|q2|e3,31,sample_i_calib,4,2,3,3,0,0,,
sample_i_calib|a4|q2|e4,31,sample_i_calib,4,2,4,6,0,0,,
sample_i_calib|a4|q2|e5,31,sample_i_calib,4,2,5,7,0,0,,
sample_i_calib|a4|q3|e0,31,sample_i_calib,4,3,0,85,0,0,,
sample_i_calib|a4|q3|e1,31,sample_i_calib,4,3,1,78,0,0,,
sample_i_calib|a4|q3|e2,31,sample_i_calib,4,3,2,89,0,0,,
sample_i_calib|a4|q3|e3,31,sample_i_calib,4,3,3,72,0,0,,
sample_i_calib|a4|q3|e4,31,sample_i_calib,4,3,4,74,0,0,,
sample_i_calib|a4|q3|e5,31,sample_i_calib,4,3,5,71,0,0,,
sample_i_calib|a4|q4|e0,31,sample_i_calib,4,4,0,289,0,0,,
sample_i_calib|a4|q4|e1,31,sample_i_calib,4,4,1,436,0,0,,
sample_i_calib|a4|q4|e2,31,sample_i_calib,4,4,2,434,0,0,,
sample_i_calib|a4|q4|e3,31,sample_i_calib,4,4,3,373,0,0,,
sample_i_calib|a4|q4|e4,31,sample_i_calib,4,4,4,284,0,0,,
sample_i_calib|a4|q4|e5,31,sample_i_calib,4,4,5,387,0,0,,
sample_i_calib|a4|q5|e0,31,sample_i_calib,4,5,0,59,0,0,,
sample_i_calib|a4|q5|e1,31,sample_i_calib,4,5,1,75,0,0,,
sample_i_calib|a4|q5|e2,31,sample_i_calib,4,5,2,86,0,0,,
sample_i_calib|a4|q5|e3,31,sample_i_calib,4,5,3,58,0,0,,
sample_i_calib|a4|q5|e4,31,sample_i_calib,4,5,4,44,0,0,,
sample_i_calib|a4|q5|e5,31,sample_i_calib,4,5,5,72,0,0,,
sample_i_calib|a4|q6|e0,31,sample_i_calib,4,6,0,3,0,0,,
sample_i_calib|a4|q6|e1,31,sample_i_calib,4,6,1,3,0,0,,
sample_i_calib|a4|q6|e2,31,sample_i_calib,4,6,2,1,0,0,,
sample_i_calib|a4|q6|e3,31,sample_i_calib,4,6,3,2,0,0,,
sample_i_calib|a4|q6|e4,31,sample_i_calib,4,6,4,3,0,0,,
sample_i_calib|a4|q7|e0,31,sample_i_calib,4,7,0,2,2,0,,
sample_i_calib|a4|q7|e1,31,sample_i_calib,4,7,1,0,1,0,,
sample_i_calib|a4|q7|e2,31,sample_i_calib,4,7,2,1,2,0,,
sample_i_calib|a4|q7|e3,31,sample_i_calib,4,7,3,0,1,0,,
sample_i_calib|a4|q7|e4,31,sample_i_calib,4,7,4,1,1,0,,
sample_i_calib|a4|q7|e5,31,sample_i_calib,4,7,5,0,2,0,,
sample_i_calib|a5|q0|e5,31,sample_i_calib,5,0,5,1,0,0,,
sample_i_calib|a5|q1|e3,31,sample_i_calib,5,1,3,1,0,0,,
sample_i_calib|a5|q2|e0,31,sample_i_calib,5,2,0,4,0,0,,
sample_i_calib|a5|q2|e1,31,sample_i_calib,5,2,1,2,0,0,,
sample_i_calib|a5|q2|e3,31,sample_i_calib,5,2,3,2,0,0,,
sample_i_calib|a5|q2|e4,31,sample_i_calib,5,2,4,1,0,0,,
sample_i_calib|a5|q2|e5,31,sample_i_calib,5,2,5,5,0,0,,
sample_i_calib|a5|q3|e0,31,sample_i_calib,5,3,0,1,0,0,,
sample_i_calib|a5|q3|e1,31,sample_i_calib,5,3,1,4,0,0,,
sample_i_calib|a5|q3|e2,31,sample_i_calib,5,3,2,11,0,0,,
sample_i_calib|a5|q3|e3,31,sample_i_calib,5,3,3,2,0,0,,
sample_i_calib|a5|q3|e4,31,sample_i_calib,5,3,4,1,0,0,,
sample_i_calib|a5|q3|e5,31,sample_i_calib,5,3,5,3,0,0,,
sample_i_calib|a5|q4|e0,31,sample_i_calib,5,4,0,107,0,0,,
sample_i_calib|a5|q4|e1,31,sample_i_calib,5,4,1,108,0,0,,
sample_i_calib|a5|q4|e2,31,sample_i_calib,5,4,2,130,0,0,,
sample_i_calib|a5|q4|e3,31,sample_i_calib,5,4,3,100,0,0,,
sample_i_calib|a5|q4|e4,31,sample_i_calib,5,4,4,111,0,0,,
sample_i_calib|a5|q4|e5,31,sample_i_calib,5,4,5,131,0,0,,
sample_i_calib|a5|q5|e0,31,sample_i_calib,5,5,0,333,0,0,,
sample_i_calib|a5|q5|e1,31,sample_i_calib,5,5,1,467,0,0,,
sample_i_calib|a5|q5|e2,31,sample_i_calib,5,5,2,510,0,0,,
sample_i_calib|a5|q5|e3,31,sample_i_calib,5,5,3,445,0,0,,
sample_i_calib|a5|q5|e4,31,sample_i_calib,5,5,4,280,0,0,,
sample_i_calib|a5|q5|e5,31,sample_i_calib,5,5,5,467,0,0,,
sample_i_calib|a5|q6|e0,31,sample_i_calib,5,6,0,86,0,0,,
sample_i_calib|a5|q6|e1,31,sample_i_calib,5,6,1,114,0,0,,
sample_i_calib|a5|q6|e2,31,sample_i_calib,5,6,2,143,0,0,,
sample_i_calib|a5|q6|e3,31,sample_i_calib,5,6,3,109,0,0,,
sample_i_calib|a5|q6|e4,31,sample_i_calib,5,6,4,63,0,0,,
sample_i_calib|a5|q6|e5,31,sample_i_calib,5,6,5,120,0,0,,
sample_i_calib|a5|q7|e0,31,sample_i_calib,5,7,0,1,1,0,,
sample_i_calib|a5|q7|e1,31,sample_i_calib,5,7,1,4,2,0,,
sample_i_calib|a5|q7|e2,31,sample_i_calib,5,7,2,2,5,0,,
sample_i_calib|a5|q7|e3,31,sample_i_calib,5,7,3,4,5,0,,
sample_i_calib|a5|q7|e4,31,sample_i_calib,5,7,4,0,1,0,,
sample_i_calib|a5|q7|e5,31,sample_i_calib,5,7,5,7,1,0,,
sample_i_calib|a6|q2|e1,31,sample_i_calib,6,2,1,1,0,0,,
sample_i_calib|a6|q2|e2,31,sample_i_calib,6,2,2,1,0,0,,
sample_i_calib|a6|q2|e3,31,sample_i_calib,6,2,3,2,0,0,,
sample_i_calib|a6|q3|e1,31,sample_i_calib,6,3,1,1,0,0,,
sample_i_calib|a6|q3|e2,31,sample_i_calib,6,3,2,2,0,0,,
sample_i_calib|a6|q3|e3,31,sample_i_calib,6,3,3,3,0,0,,
sample_i_calib|a6|q3|e5,31,sample_i_calib,6,3,5,3,0,0,,
sample_i_calib|a6|q4|e0,31,sample_i_calib,6,4,0,6,0,0,,
sample_i_calib|a6|q4|e1,31,sample_i_calib,6,4,1,5,0,0,,
sample_i_calib|a6|q4|e2,31,sample_i_calib,6,4,2,7,0,0,,
sample_i_calib|a6|q4|e3,31,sample_i_calib,6,4,3,6,0,0,,
sample_i_calib|a6|q4|e4,31,sample_i_calib,6,4,4,11,0,0,,
sample_i_calib|a6|q4|e5,31,sample_i_calib,6,4,5,8,0,0,,
sample_i_calib|a6|q5|e0,31,sample_i_calib,6,5,0,114,0,0,,
sample_i_calib|a6|q5|e1,31,sample_i_calib,6,5,1,166,0,0,,
sample_i_calib|a6|q5|e2,31,sample_i_calib,6,5,2,184,0,0,,
sample_i_calib|a6|q5|e3,31,sample_i_calib,6,5,3,142,0,0,,
sample_i_calib|a6|q5|e4,31,sample_i_calib,6,5,4,105,0,0,,
sample_i_calib|a6|q5|e5,31,sample_i_calib,6,5,5,175,0,0,,
sample_i_calib|a6|q6|e0,31,sample_i_calib,6,6,0,384,0,0,,
sample_i_calib|a6|q6|e1,31,sample_i_calib,6,6,1,504,0,0,,
sample_i_calib|a6|q6|e2,31,sample_i_calib,6,6,2,596,0,0,,
sample_i_calib|a6|q6|e3,31,sample_i_calib,6,6,3,441,0,0,,
sample_i_calib|a6|q6|e4,31,sample_i_calib,6,6,4,314,0,0,,
sample_i_calib|a6|q6|e5,31,sample_i_calib,6,6,5,490,0,0,,
sample_i_calib|a6|q7|e0,31,sample_i_calib,6,7,0,101,4,0,,
sample_i_calib|a6|q7|e1,31,sample_i_calib,6,7,1,108,0,0,,
sample_i_calib|a6|q7|e2,31,sample_i_calib,6,7,2,146,2,0,,
sample_i_calib|a6|q7|e3,31,sample_i_calib,6,7,3,105,3,0,,
sample_i_calib|a6|q7|e4,31,sample_i_calib,6,7,4,67,5,0,,
sample_i_calib|a6|q7|e5,31,sample_i_calib,6,7,5,133,3,0,,
sample_i_calib|a7|q3|e1,31,sample_i_calib,7,3,1,1,0,0,,
sample_i_calib|a7|q3|e2,31,sample_i_calib,7,3,2,1,0,0,,
sample_i_calib|a7|q3|e4,31,sample_i_calib,7,3,4,1,0,0,,
sample_i_calib|a7|q4|e0,31,sample_i_calib,7,4,0,3,0,0,,
sample_i_calib|a7|q4|e1,31,sample_i_calib,7,4,1,1,0,0,,
sample_i_calib|a7|q4|e3,31,sample_i_calib,7,4,3,3,0,0,,
sample_i_calib|a7|q4|e4,31,sample_i_calib,7,4,4,5,0,0,,
sample_i_calib|a7|q4|e5,31,sample_i_calib,7,4,5,7,0,0,,
sample_i_calib|a7|q5|e0,31,sample_i_calib,7,5,0,41,0,0,,
sample_i_calib|a7|q5|e1,31,sample_i_calib,7,5,1,58,0,0,,
sample_i_calib|a7|q5|e2,31,sample_i_calib,7,5,2,58,0,0,,
sample_i_calib|a7|q5|e3,31,sample_i_calib,7,5,3,54,0,0,,
sample_i_calib|a7|q5|e4,31,sample_i_calib,7,5,4,35,0,0,,
sample_i_calib|a7|q5|e5,31,sample_i_calib,7,5,5,77,0,0,,
sample_i_calib|a7|q6|e0,31,sample_i_calib,7,6,0,140,0,0,,
sample_i_calib|a7|q6|e1,31,sample_i_calib,7,6,1,196,0,0,,
sample_i_calib|a7|q6|e2,31,sample_i_calib,7,6,2,217,0,0,,
sample_i_calib|a7|q6|e3,31,sample_i_calib,7,6,3,194,0,0,,
sample_i_calib|a7|q6|e4,31,sample_i_calib,7,6,4,111,0,0,,
sample_i_calib|a7|q6|e5,31,sample_i_calib,7,6,5,209,0,0,,
sample_i_calib|a7|q7|e0,31,sample_i_calib,7,7,0,483,3,0,,
sample_i_calib|a7|q7|e1,31,sample_i_calib,7,7,1,639,7,0,,
sample_i_calib|a7|q7|e2,31,sample_i_calib,7,7,2,807,7,0,,
sample_i_calib|a7|q7|e3,31,sample_i_calib,7,7,3,623,10,0,,
sample_i_calib|a7|q7|e4,31,sample_i_calib,7,7,4,467,6,0,,
sample_i_calib|a7|q7|e5,31,sample_i_calib,7,7,5,716,7,0,,
sample_i_calib|a0|q0|e0,32,sample_i_calib,0,0,0,377,0,0,,
sample_i_calib|a0|q0|e1,32,sample_i_calib,0,0,1,230,0,0,,
sample_i_calib|a0|q0|e2,32,sample_i_calib,0,0,2,336,1,0,,
sample_i_calib|a0|q0|e3,32,sample_i_calib,0,0,3,341,0,0,,
sample_i_calib|a0|q0|e4,32,sample_i_calib,0,0,4,269,0,0,,
sample_i_calib|a0|q0|e5,32,sample_i_calib,0,0,5,498,1,1,0.20693039385641518,0.20693039385641518
sample_i_calib|a0|q1|e0,32,sample_i_calib,0,1,0,7,1,0,,
sample_i_calib|a0|q1|e1,32,sample_i_calib,0,1,1,4,0,0,,
sample_i_calib|a0|q1|e2,32,sample_i_calib,0,1,2,9,0,0,,
sample_i_calib|a0|q1|e3,32,sample_i_calib,0,1,3,11,1,0,,
sample_i_calib|a0|q1|e4,32,sample_i_calib,0,1,4,9,0,0,,
sample_i_calib|a0|q1|e5,32,sample_i_calib,0,1,5,11,1,0,,
sample_i_calib|a0|q2|e3,32,sample_i_calib,0,2,3,0,3,0,,
sample_i_calib|a0|q2|e4,32,sample_i_calib,0,2,4,0,1,0,,
sample_i_calib|a0|q2|e5,32,sample_i_calib,0,2,5,0,1,0,,
sample_i_calib|a0|q3|e0,32,sample_i_calib,0,3,0,0,1,0,,
sample_i_calib|a0|q3|e3,32,sample_i_calib,0,3,3,0,1,0,,
sample_i_calib|a0|q3|e5,32,sample_i_calib,0,3,5,0,1,0,,
sample_i_calib|a0|q4|e1,32,sample_i_calib,0,4,1,0,1,0,,
sample_i_calib|a0|q4|e3,32,sample_i_calib,0,4,3,0,1,0,,
sample_i_calib|a0|q4|e5,32,sample_i_calib,0,4,5,0,1,0,,
sample_i_calib|a0|q6|e5,32,sample_i_calib,0,6,5,0,1,0,,
sample_i_calib|a0|q7|e1,32,sample_i_calib,0,7,1,0,2,0,,
sample_i_calib|a0|q7|e2,32,sample_i_calib,0,7,2,0,1,0,,
sample_i_calib|a0|q7|e5,32,sample_i_calib,0,7,5,0,1,0,,
sample_i_calib|a1|q0|e0,32,sample_i_calib,1,0,0,21,0,0,,
sample_i_calib|a1|q0|e1,32,sample_i_calib,1,0,1,15,0,0,,
sample_i_calib|a1|q0|e2,32,sample_i_calib,1,0,2,21,0,0,,
sample_i_calib|a1|q0|e3,32,sample_i_calib,1,0,3,16,0,0,,
sample_i_calib|a1|q0|e4,32,sample_i_calib,1,0,4,21,0,0,,
sample_i_calib|a1|q0|e5,32,sample_i_calib,1,0,5,33,0,0,,
sample_i_calib|a1|q1|e0,32,sample_i_calib,1,1,0,361,0,0,,
sample_i_calib|a1|q1|e1,32,sample_i_calib,1,1,1,293,0,0,,
sample_i_calib|a1|q1|e2,32,sample_i_calib,1,1,2,324,1,0,,
sample_i_calib|a1|q1|e3,32,sample_i_calib,1,1,3,388,0,0,,
sample_i_calib|a1|q1|e4,32,sample_i_calib,1,1,4,320,1,1,0.199627528886418,0.199627528886418
sample_i_calib|a1|q1|e5,32,sample_i_calib,1,1,5,514,0,0,,
sample_i_calib|a1|q2|e0,32,sample_i_calib,1,2,0,5,0,0,,
sample_i_calib|a1|q2|e1,32,sample_i_calib,1,2,1,9,0,0,,
sample_i_calib|a1|q2|e2,32,sample_i_calib,1,2,2,5,0,0,,
sample_i_calib|a1|q2|e3,32,sample_i_calib,1,2,3,6,2,0,,
sample_i_calib|a1|q2|e4,32,sample_i_calib,1,2,4,6,1,0,,
sample_i_calib|a1|q2|e5,32,sample_i_calib,1,2,5,4,2,0,,
sample_i_calib|a1|q4|e0,32,sample_i_calib,1,4,0,0,1,0,,
sample_i_calib|a1|q4|e1,32,sample_i_calib,1,4,1,0,1,0,,
sample_i_calib|a1|q4|e4,32,sample_i_calib,1,4,4,0,1,0,,
sample_i_calib|a1|q5|e1,32,sample_i_calib,1,5,1,0,1,0,,
sample_i_calib|a1|q5|e5,32,sample_i_calib,1,5,5,0,1,0,,
sample_i_calib|a1|q6|e3,32,sample_i_calib,1,6,3,0,1,0,,
sample_i_calib|a1|q6|e4,32,sample_i_calib,1,6,4,0,2,0,,
sample_i_calib|a1|q7|e0,32,sample_i_calib,1,7,0,0,9,0,,
sample_i_calib|a1|q7|e1,32,sample_i_calib,1,7,1,0,1,0,,
sample_i_calib|a1|q7|e2,32,sample_i_calib,1,7,2,0,4,0,,
sample_i_calib|a1|q7|e3,32,sample_i_calib,1,7,3,0,2,0,,
sample_i_calib|a1|q7|e4,32,sample_i_calib,1,7,4,0,3,0,,
sample_i_calib|a1|q7|e5,32,sample_i_calib,1,7,5,0,4,0,,
sample_i_calib|a2|q0|e0,32,sample_i_calib,2,0,0,10,0,0,,
sample_i_calib|a2|q0|e1,32,sample_i_calib,2,0,1,10,0,0,,
sample_i_calib|a2|q0|e2,32,sample_i_calib,2,0,2,10,0,0,,
sample_i_calib|a2|q0|e3,32,sample_i_calib,2,0,3,12,0,0,,
sample_i_calib|a2|q0|e4,32,sample_i_calib,2,0,4,13,0,0,,
sample_i_calib|a2|q0|e5,32,sample_i_calib,2,0,5,14,0,0,,
sample_i_calib|a2|q1|e0,32,sample_i_calib,2,1,0,37,0,0,,
sample_i_calib|a2|q1|e1,32,sample_i_calib,2,1,1,32,0,0,,
sample_i_calib|a2|q1|e2,32,sample_i_calib,2,1,2,38,0,0,,
sample_i_calib|a2|q1|e3,32,sample_i_calib,2,1,3,39,0,0,,
sample_i_calib|a2|q1|e4,32,sample_i_calib,2,1,4,46,0,0,,
sample_i_calib|a2|q1|e5,32,sample_i_calib,2,1,5,51,0,0,,
sample_i_calib|a2|q2|e0,32,sample_i_calib,2,2,0,420,0,0,,
sample_i_calib|a2|q2|e1,32,sample_i_calib,2,2,1,374,0,0,,
sample_i_calib|a2|q2|e2,32,sample_i_calib,2,2,2,419,0,0,,
sample_i_calib|a2|q2|e3,32,sample_i_calib,2,2,3,437,0,0,,
sample_i_calib|a2|q2|e4,32,sample_i_calib,2,2,4,352,0,0,,
sample_i_calib|a2|q2|e5,32,sample_i_calib,2,2,5,484,0,0,,
sample_i_calib|a2|q3|e0,32,sample_i_calib,2,3,0,12,0,0,,
sample_i_calib|a2|q3|e1,32,sample_i_calib,2,3,1,11,0,0,,
sample_i_calib|a2|q3|e2,32,sample_i_calib,2,3,2,16,0,0,,
sample_i_calib|a2|q3|e3,32,sample_i_calib,2,3,3,12,0,0,,
