run,event_index,weak_label,weak_label_name,group,match_cell,b2_amplitude_adc,total_charge_adc_samples,event_fraction
49,5399,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e1,2311.5,8269.0,0.16687788
62,32046,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,1997.5,9969.0,0.85276353
57,8488,0,terminal_b2_like,sample_i_analysis,sample_i_analysis|a0|q0|e1,2188.5,13682.5,0.27134684
64,33915,0,terminal_b2_like,sample_ii_calib,sample_ii_calib|a1|q1|e5,3369.0,30531.0,0.9436036
61,29123,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e4,2698.5,20820.0,0.79723513
42,33530,1,penetrating_like,sample_i_calib,sample_i_calib|a0|q0|e5,2276.0,13113.5,0.98701835
63,35696,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,2137.0,15719.0,0.9640533
61,31617,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,1735.5,6668.0,0.8655078
60,35804,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e5,3261.5,26253.5,0.99276304
63,846,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e0,2866.5,20798.0,0.022848193
56,21058,1,penetrating_like,sample_i_analysis,sample_i_analysis|a0|q0|e2,2686.5,17752.0,0.40635252
32,12015,0,terminal_b2_like,sample_i_calib,sample_i_calib|a4|q4|e1,6273.0,52175.0,0.28663787
40,2201,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0,1495.5,7223.0,0.06749257
62,9409,1,penetrating_like,sample_ii_analysis,sample_ii_analysis|a1|q1|e1,3416.5,29203.0,0.2503792
42,28934,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e5,1610.5,8558.5,0.8517265
59,39801,0,terminal_b2_like,sample_ii_analysis,sample_ii_analysis|a0|q0|e5,2365.0,6678.0,0.9408775
