method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high,note,brier,brier_ci_low,brier_ci_high
traditional_q_template_only,0.7407974870183986,0.685843543096889,0.7706949142493407,0.08305520087514164,0.0595398531991909,0.126668594726926,q_template-only standardized score plus fold-local clean-retention cuts,,,
ml_q_template_rf,0.8425354901667487,0.7801626175807644,0.8775227490883064,0.30365751331005403,0.224493152067169,0.39363048192359396,random forest using q_template-only event summaries,0.10825605096989348,0.10544117994626273,0.11098862691493684
leaky_downstream_span_control,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,deliberate forbidden-feature control using downstream span,0.0196808755094201,0.018007484086634613,0.021257498931260416
shuffled_label_control,0.5089243612482282,0.40012277809117114,0.6080509145751295,0.03309688856814824,0.02203202173226731,0.049344847943647054,q_template RF trained on shuffled train labels,0.22299300772055528,0.21986330328295678,0.22637684307234698
