high_current,events,multi_stave_events,current_nA,fraction,sigma,fit_fraction,residual_fraction,f0,k_per_nA,chi2,ndf
0,5838,91,2.0,0.015587529976019185,0.0016212319681116524,0.015587529976019263,-7.806255641895632e-17,0.014341000422163182,0.0006232647769280403,2.756395110191273e-27,0
1,237295,6361,20.0,0.026806295960723994,0.0003315688749976254,0.026806295960723987,6.938893903907228e-18,0.014341000422163182,0.0006232647769280403,2.756395110191273e-27,0
