quantity,report_value,reproduced,delta,tolerance,pass
App. H low-current raw multi-stave fraction (%),1.56,1.5587529976019185,-0.0012470023980815093,0.015,True
App. H high-current raw multi-stave fraction (%),2.68,2.6806295960723996,0.0006295960723994298,0.015,True
S13b downstream-topology high/low ratio,1.4449743989548876,1.4449743989548876,0.0,1e-12,True
S13b events with selected B-stack pulse,243133.0,243133.0,0.0,0.0,True
S13b selected B-stack pulses,252266.0,252266.0,0.0,0.0,True
App. H weak current classifier run-transfer AUC,0.676,0.6621421561949512,-0.013857843805048842,0.015,True
