method,pid_boundary_energy_sigma68_frac,pid_boundary_pid_balanced_accuracy,pid_boundary_pileup_miss_rate,hardware_saturated_energy_sigma68_frac,hardware_saturated_pid_balanced_accuracy,hardware_saturated_pileup_miss_rate,high_pedestal_energy_sigma68_frac,high_pedestal_pid_balanced_accuracy,high_pedestal_pileup_miss_rate
deltaE_over_E_likelihood_template,0.09465424537367854,0.7653010706108051,0.6106870229007634,0.10962355469958171,0.8068576388888888,0.75,0.12605659366705108,0.7681223479490806,0.5196078431372549
gradient_boosted_trees,0.11215177682016714,0.8721146110526642,0.2900763358778626,0.07768748875495496,0.8861400462962963,0.29285714285714287,0.08321042443369321,0.8612093352192363,0.23529411764705882
template_residual_boosted_stack_new,0.11321829029562339,0.8816758462776162,0.2748091603053435,0.08146111969850192,0.8580729166666667,0.2785714285714286,0.09191088587312937,0.8719362745098039,0.21568627450980393
ridge,0.1078064114876667,0.6900179466551148,0.3053435114503817,0.07943556962623387,0.7287326388888888,0.29285714285714287,0.0853845914382409,0.7532708628005658,0.22549019607843138
mlp,0.16880930360744545,0.765796150751903,0.35877862595419846,0.1939994858312875,0.7709780092592593,0.37857142857142856,0.1332479195838211,0.8091849363507779,0.29411764705882354
1d_cnn,0.12527278017154328,0.6953710006807352,0.3282442748091603,0.12635978984580623,0.7660590277777778,0.4642857142857143,0.1181717172972723,0.733468882602546,0.23529411764705882
joint_sequence_transformer,0.1431055669276476,0.6217897147100686,0.3282442748091603,0.1327702429733882,0.5147569444444444,0.4142857142857143,0.13679768943289827,0.4831057422969187,0.22549019607843138
