sideband,value,method,n,timing_pull_sigma68,pileup_miss_rate,false_split_rate,energy_fractional_sigma68,pid_balanced_accuracy
curvature_band,high_curvature,1d_cnn,213,8.266479232988832,0.22602739726027396,0.373134328358209,0.11880940743644537,0.7571605374823196
curvature_band,high_curvature,deltaE_over_E_likelihood_template,213,8.378197661920094,0.4520547945205479,0.3283582089552239,0.1098988694928113,0.8018033946251768
curvature_band,high_curvature,gradient_boosted_trees,213,5.29363894074103,0.2054794520547945,0.5074626865671642,0.10557078643826694,0.8424681753889676
curvature_band,high_curvature,joint_sequence_transformer,213,9.07700071868976,0.2328767123287671,0.40298507462686567,0.14003248503160454,0.5022542432814711
curvature_band,high_curvature,mlp,213,11.005590225221471,0.19863013698630136,0.4626865671641791,0.15008767722377714,0.7720120226308345
curvature_band,high_curvature,ridge,213,7.103671766997781,0.17123287671232876,0.5223880597014925,0.09872008590306823,0.7189268033946252
curvature_band,high_curvature,template_residual_boosted_stack_new,213,4.797834230136727,0.19863013698630136,0.43283582089552236,0.0867959391307654,0.8603253182461104
curvature_band,low_curvature,1d_cnn,214,9.795966779179196,0.8035714285714286,0.05063291139240506,0.15444674200382008,0.7843874391862008
curvature_band,low_curvature,deltaE_over_E_likelihood_template,214,9.66486317936927,0.9642857142857143,0.02531645569620253,0.18245663091125056,0.7759398496240602
curvature_band,low_curvature,gradient_boosted_trees,214,4.928105738616616,0.5714285714285714,0.10126582278481013,0.08951381283290025,0.877045555064131
curvature_band,low_curvature,joint_sequence_transformer,214,13.727814588651205,0.6071428571428571,0.10126582278481013,0.24665898820532486,0.4906678460858028
curvature_band,low_curvature,mlp,214,9.874465959564699,0.75,0.0949367088607595,0.18269444424161285,0.7770013268465281
curvature_band,low_curvature,ridge,214,6.079855172245557,0.7142857142857143,0.0949367088607595,0.13390338667930582,0.782264484741265
curvature_band,low_curvature,template_residual_boosted_stack_new,214,4.962504143076888,0.6607142857142857,0.08227848101265822,0.10020575933270251,0.8601946041574524
curvature_band,mid_curvature,1d_cnn,213,8.64746197360418,0.3474576271186441,0.2,0.12552923943546554,0.7884070796460176
curvature_band,mid_curvature,deltaE_over_E_likelihood_template,213,7.501615919999102,0.6949152542372882,0.14736842105263157,0.1570047960468835,0.7934070796460178
curvature_band,mid_curvature,gradient_boosted_trees,213,6.727655781249805,0.2627118644067797,0.3368421052631579,0.11135975122796768,0.8447787610619468
curvature_band,mid_curvature,joint_sequence_transformer,213,12.942310041443186,0.2288135593220339,0.35789473684210527,0.1751027277690966,0.5666814159292035
curvature_band,mid_curvature,mlp,213,12.740410652010228,0.2457627118644068,0.2736842105263158,0.14629236167077145,0.7807079646017698
curvature_band,mid_curvature,ridge,213,7.244201144179506,0.288135593220339,0.3368421052631579,0.12724128043474103,0.7807079646017698
curvature_band,mid_curvature,template_residual_boosted_stack_new,213,6.70962405387434,0.2711864406779661,0.25263157894736843,0.10080634114521068,0.8713274336283185
energy_residual_band,high_abs_energy_resid,1d_cnn,215,10.94176047034456,0.7272727272727273,0.09375,0.41429364876178343,0.7721463585434174
energy_residual_band,high_abs_energy_resid,deltaE_over_E_likelihood_template,51,9.3251234136211,0.36,0.5769230769230769,0.3294191933279341,0.7653846153846153
energy_residual_band,high_abs_energy_resid,gradient_boosted_trees,189,4.650697780462074,0.5714285714285714,0.14285714285714285,0.29444481970307895,0.8195416572589749
energy_residual_band,high_abs_energy_resid,joint_sequence_transformer,266,13.115833989891996,0.4567901234567901,0.14594594594594595,0.39566966486594585,0.5523338450167719
energy_residual_band,high_abs_energy_resid,mlp,230,12.685500598805593,0.5428571428571428,0.11875,0.36125878672360695,0.7714784456587735
energy_residual_band,high_abs_energy_resid,ridge,213,8.29988588919138,0.8,0.12138728323699421,0.07722898749823924,0.7176574977817214
energy_residual_band,high_abs_energy_resid,template_residual_boosted_stack_new,187,6.729415144409648,0.5882352941176471,0.12418300653594772,0.3138815687208958,0.836489898989899
energy_residual_band,low_abs_energy_resid,1d_cnn,192,8.130620956414315,0.2446043165467626,0.2830188679245283,0.04417445420712796,0.8005865102639296
energy_residual_band,low_abs_energy_resid,deltaE_over_E_likelihood_template,87,9.028223730282466,0.12857142857142856,0.4117647058823529,0.030691624925302897,0.8507936507936508
energy_residual_band,low_abs_energy_resid,gradient_boosted_trees,244,5.787577927943263,0.17543859649122806,0.3287671232876712,0.03741723290242318,0.8727071155009071
energy_residual_band,low_abs_energy_resid,joint_sequence_transformer,159,10.017570982395046,0.2564102564102564,0.40476190476190477,0.041774962498191695,0.5259194673430565
energy_residual_band,low_abs_energy_resid,mlp,175,9.551010548788192,0.17094017094017094,0.29310344827586204,0.038559939649869666,0.7918300653594772
energy_residual_band,low_abs_energy_resid,ridge,229,6.7156585112381055,0.2085889570552147,0.4090909090909091,0.039247066691474694,0.8100579975579976
energy_residual_band,low_abs_energy_resid,template_residual_boosted_stack_new,265,5.706404332798474,0.26063829787234044,0.2857142857142857,0.041904063830206575,0.8825338954084538
energy_residual_band,mid_abs_energy_resid,1d_cnn,233,9.006107945844008,0.35714285714285715,0.205607476635514,0.1317710785344909,0.7618245771591079
energy_residual_band,mid_abs_energy_resid,deltaE_over_E_likelihood_template,75,8.140985990939962,0.1276595744680851,0.6428571428571429,0.14318716238646317,0.8538406827880511
energy_residual_band,mid_abs_energy_resid,gradient_boosted_trees,207,6.591729744578672,0.37719298245614036,0.3870967741935484,0.1341786420014895,0.8619087837837838
energy_residual_band,mid_abs_energy_resid,joint_sequence_transformer,215,9.97793208818919,0.22950819672131148,0.3548387096774194,0.1486162419792348,0.5132447455271842
energy_residual_band,mid_abs_energy_resid,mlp,235,11.070428595957324,0.3157894736842105,0.35294117647058826,0.14288889414939207,0.7730752405949257
energy_residual_band,mid_abs_energy_resid,ridge,198,7.181102320779937,0.28205128205128205,0.41975308641975306,0.11562960371758185,0.7400921658986175
energy_residual_band,mid_abs_energy_resid,template_residual_boosted_stack_new,188,6.410412693345675,0.29591836734693877,0.2777777777777778,0.13819887877726486,0.8642857142857143
pedestal_drift_band,high_pedestal,1d_cnn,213,7.457066340409414,0.34959349593495936,0.2111111111111111,0.09557049904324,0.831410825199645
pedestal_drift_band,high_pedestal,deltaE_over_E_likelihood_template,213,8.465181956471127,0.5528455284552846,0.17777777777777778,0.10008498720075515,0.8168589174800356
pedestal_drift_band,high_pedestal,gradient_boosted_trees,213,4.486994282082808,0.24390243902439024,0.32222222222222224,0.10640968688425251,0.8402839396628217
pedestal_drift_band,high_pedestal,joint_sequence_transformer,213,9.134673208545653,0.3252032520325203,0.32222222222222224,0.14804805481262318,0.4966725820763088
pedestal_drift_band,high_pedestal,mlp,213,7.882249278862226,0.3008130081300813,0.3,0.15001016819081944,0.8145962732919254
pedestal_drift_band,high_pedestal,ridge,213,6.629836707845989,0.2601626016260163,0.34444444444444444,0.08903418259850354,0.7941881100266194
pedestal_drift_band,high_pedestal,template_residual_boosted_stack_new,213,4.110855975122352,0.2601626016260163,0.25555555555555554,0.1005984780248638,0.8650399290150843
pedestal_drift_band,low_pedestal,1d_cnn,214,10.53215107199797,0.42990654205607476,0.1588785046728972,0.15503151238037588,0.7407504591970611
pedestal_drift_band,low_pedestal,deltaE_over_E_likelihood_template,214,7.5452054062092175,0.7009345794392523,0.1588785046728972,0.17755182058564198,0.7812909997376016
pedestal_drift_band,low_pedestal,gradient_boosted_trees,214,8.11244313257667,0.37383177570093457,0.29906542056074764,0.11551112956899995,0.830490684859617
pedestal_drift_band,low_pedestal,joint_sequence_transformer,214,9.099405931495848,0.3364485981308411,0.24299065420560748,0.2141426631686644,0.5476690282515525
