g4_entry,primary_pdg,primary_ekin_mev,primary_time_ns,truth_stave,truth_layer,pid_label,pid_name,dominant_pdg,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_track_length_sum_mm
4310,2212,156.58414078804435,0.0,B6,4,0,proton,2212,65.10681687752961,17.995749783099356,7.091582029309872,7.635553125275309,7,4,462.9974156007689
21025,2212,67.36227221841219,0.0,B2,0,0,proton,2212,73.58856745359887,48.144641079819856,10.707432892586814,11.603320297389077,5,1,222.06031465803028
11348,2212,49.99746458119102,0.0,B2,0,1,deuteron,1000010020,1.1190586812586831,1.1190586812586831,10.204463408413698,10.204463408413698,1,1,111.5654101226884
25931,2212,154.3781656256316,0.0,B8,6,0,proton,2212,89.01867593481265,44.08364570026992,7.144010894763946,7.783678125522698,4,4,464.47479005125314
4460,2212,98.73370755523919,0.0,B2,0,1,deuteron,1000010020,111.01198596743501,57.742413317724676,8.730625496805814,10.740405192537324,3,2,335.0052589327951
25194,2212,163.764648601483,0.0,B8,6,0,proton,2212,56.83838106289405,18.33091891585405,7.043456934023708,7.514824009937169,4,4,471.2363512293815
19510,2212,90.32024131427747,0.0,B2,0,1,deuteron,1000010020,87.76852066631874,30.101920638375855,9.313761135460977,11.12939374729677,4,1,218.8804769578936
15501,2212,158.13102735977637,0.0,B8,6,0,proton,2212,74.89310605693612,31.555327022478544,7.067017712064697,7.640804273760494,4,4,464.22593094691166
15950,2212,64.37788037355952,0.0,B4,2,1,deuteron,1000010020,69.60141041633267,46.413067133451776,10.572200229349232,10.856564683673062,2,2,224.81414825322247
21728,2212,157.334977766103,0.0,B8,6,0,proton,2212,75.15416797640142,33.523092216367075,7.124931854276072,7.7192308774072975,5,4,466.73041172341857
16114,2212,133.5066438824976,0.0,B6,4,0,proton,2212,67.71548593812844,21.591162827842616,7.606670262554214,8.147885697912455,4,4,467.449917912473
6531,2212,155.0953665128566,0.0,B8,6,0,proton,2212,89.08433103458933,45.37944462339126,7.14890021471875,7.794116533734175,4,4,464.6635402970412
18363,2212,134.90547498465875,0.0,B6,4,0,proton,2212,71.14515114282275,21.3130916901318,7.530283724203235,8.095081403208555,5,4,464.5941509096067
12794,2212,170.17606106591012,0.0,B2,0,0,proton,2212,10.941629726978785,10.941629726978785,6.989016897549095,6.989016897549095,1,1,113.41571004020884
3651,2212,53.33104725378379,0.0,B4,2,1,deuteron,1000010020,59.70847812274714,36.932012315864654,10.370778474487201,10.62550736023633,2,2,228.65780237144583
17490,2212,162.05548571353415,0.0,B8,6,0,proton,2212,56.947703771560654,18.894748694252197,7.036330774212332,7.5196842045066035,4,4,467.5402802450959
8351,2212,169.44738490159943,0.0,B4,2,0,proton,2212,21.85528928284809,11.79160349342298,7.023503277385287,7.1642978196368725,2,2,231.00065880175998
