method,accepted_secondary_high_minus_low,accepted_secondary_high_minus_low_ci_low,accepted_secondary_high_minus_low_ci_high,coverage_high_minus_low,coverage_high_minus_low_ci_low,coverage_high_minus_low_ci_high,bad_proxy_rate_high_minus_low,bad_proxy_rate_high_minus_low_ci_low,bad_proxy_rate_high_minus_low_ci_high,n_bootstrap
cnn_1d_dual_head,0.005783933870205904,0.0011195065907157978,0.011348889099769128,0.016599691414398328,0.0040622568009398155,0.03213370141402415,0.00037091955100522077,0.0,0.0007673714194555659,500
consensus_abstention_ensemble,0.0015908987495486602,-0.003953732306839724,0.007615347431409644,-0.02600378381029886,-0.08422830123005208,0.03686421892419936,0.0025148556063659773,0.0012897472957851548,0.0038877478190413803,500
gradient_boosted_trees,0.01562686734050125,0.0021383167418586846,0.031496662630244095,0.0,0.0,0.0,0.018877556140067052,0.013305723658740347,0.025166029035312586,500
mlp,0.015358370949752842,-0.007513852163010058,0.04371971814701072,-0.026573525514128924,-0.043465809192962716,-0.011504928893404098,0.01880701372449567,0.013569629772383079,0.025300175309107588,500
ridge_linear,0.008458288390081073,0.003885456491560574,0.012587081128544654,0.01676169197800302,0.006965605937275299,0.0259288806922664,0.00065688693291691,-0.0015504015702164783,0.003440733511519792,500
traditional_template_fit,-0.05983838450063014,-0.1009507744958735,-0.027803556976096853,-0.10212929309669094,-0.17825264133526803,-0.04376613225999958,0.003081858038785658,0.001956053679264214,0.004315828332378835,500
