method,coverage,coverage_ci_low,coverage_ci_high,abstention_rate,abstention_rate_ci_low,abstention_rate_ci_high,accepted_candidate_secondary_fraction,accepted_candidate_secondary_fraction_ci_low,accepted_candidate_secondary_fraction_ci_high,accepted_time_residual_proxy_rms_ns,accepted_time_residual_proxy_rms_ns_ci_low,accepted_time_residual_proxy_rms_ns_ci_high,bad_recovery_proxy_rate,bad_recovery_proxy_rate_ci_low,bad_recovery_proxy_rate_ci_high,risk_coverage_score,risk_coverage_score_ci_low,risk_coverage_score_ci_high,charge_bias_proxy_high_minus_low,charge_bias_proxy_high_minus_low_ci_low,charge_bias_proxy_high_minus_low_ci_high,ml_minus_traditional_risk_coverage_delta,ml_minus_traditional_risk_coverage_delta_ci_low,ml_minus_traditional_risk_coverage_delta_ci_high,n_bootstrap
cnn_1d_dual_head,0.015565548253199585,0.004202493577399037,0.03198457796790719,0.9844344517468004,0.9680154220320928,0.9957975064226009,0.34941741308128393,0.2795569758902382,0.3938687170137953,16.708729878775657,8.642100794126822,19.270636905272216,0.022222222222222223,0.0,0.04446334503950833,0.01521964718090626,0.004146306757580982,0.031320981799344026,0.005918675900693137,0.0013878351977959038,0.012089840114953324,-0.41978099395999313,-0.43480424328894524,-0.40315543137813215,500
consensus_abstention_ensemble,0.06283869479995388,0.05375952861363093,0.07150070946181106,0.9371613052000461,0.9284992905381889,0.9462404713863691,0.15564542336037893,0.14054312782775083,0.17404122714515738,8.476213522577124,6.985689014860958,9.600387941631226,0.03669724770642202,0.01784275557890882,0.056296214788732396,0.06053268765133172,0.051080789607113535,0.06902633616414204,0.0012018516699976653,-0.003949899083122974,0.007512981979269183,-0.37421121424344905,-0.39092103635267533,-0.3577842355878466,500
gradient_boosted_trees,1.0,1.0,1.0,0.0,0.0,0.0,0.08921305374638334,0.08629021951340274,0.0914485790186211,6.791237536117046,6.560237020083681,7.049524728225829,0.021561166839617202,0.01865120819635041,0.024164648664048348,0.9784388331603828,0.9758353513359517,0.9813487918036496,0.015007669842303086,0.001821477080600992,0.031518438195389575,0.5436993329920514,0.5321026441301067,0.5554961551834473,500
mlp,0.9652945924132365,0.9524790479386523,0.9783696103647456,0.03470540758676355,0.02163038963525442,0.047520952061347606,0.09750643802986785,0.08724803000236592,0.10816030636802693,6.021848014736364,5.613052729153952,6.459532275663815,0.022216913521261348,0.019099821113697624,0.02502235486197814,0.9438487259310504,0.9313850580164267,0.9569179862780707,0.014241379432087278,-0.008503493270751806,0.04270174269976792,0.5090450561052597,0.4961500594636577,0.5215254574279498,500
ridge_linear,0.03770321687997233,0.02973516917927337,0.046065291826924246,0.9622967831200276,0.9539347081730757,0.9702648308207266,0.4836373980963596,0.44084433441961773,0.5290682749948267,11.224215946144266,9.118798313383973,13.344687832467326,0.045871559633027525,0.007179602888086643,0.07976758409785932,0.03597371151850571,0.028874032745134056,0.04361505340972626,0.008707807489439971,0.004963769211608434,0.012536676377125315,-0.3986275720259106,-0.41204896877350006,-0.3835540000646998,500
traditional_template_fit,0.4376801568084861,0.4257683832381673,0.4490561541369983,0.562319843191514,0.5509438458630017,0.5742316167618327,0.5275521190178571,0.5229570184611667,0.5320173896258734,2.0841830430676636,2.0677669529924367,2.101438607495038,0.006322444678609062,0.0042380322030491965,0.008900663953718137,0.4349129482301395,0.4232673033246258,0.44646834347560566,-0.0608406447707365,-0.10233425232191379,-0.028058992277790133,0.0,0.0,0.0,500
