method,n_events,n_accepted,coverage,abstention_rate,accepted_candidate_secondary_fraction,accepted_time_residual_proxy_rms_ns,bad_recovery_proxy_rate,accepted_mean_model_probability,support_subset_n,high_amp_large_lowering_broad_late_retention
cnn_1d_dual_head,8673,135,0.015565548253199585,0.9844344517468004,0.34941741308128393,16.708729878775657,0.022222222222222223,0.9244873408918027,1013,0.005923000987166831
consensus_abstention_ensemble,8673,545,0.06283869479995388,0.9371613052000461,0.15564542336037893,8.476213522577124,0.03669724770642202,0.6261130605302967,1013,0.11549851924975321
gradient_boosted_trees,8673,8673,1.0,0.0,0.08921305374638334,6.791237536117046,0.021561166839617202,0.25380153533771593,1013,1.0
mlp,8673,8372,0.9652945924132365,0.03470540758676352,0.09750643802986785,6.021848014736364,0.022216913521261348,0.1488382145704134,1013,0.9911154985192497
ridge_linear,8673,327,0.03770321687997233,0.9622967831200276,0.4836373980963596,11.224215946144266,0.045871559633027525,0.9934161678605149,1013,0.09378084896347483
traditional_template_fit,8673,3796,0.4376801568084861,0.5623198431915138,0.5275521190178571,2.0841830430676636,0.006322444678609062,0.9724132256903486,1013,0.25765054294175715
