method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
traditional fold-selected timing/template,0.6059536273904444,0.5986668448661832,0.6180183362854392,0.5706808660114394,0.561904359669355,0.5819977996183272,0.23950757656764776,0.23708096942238685,0.2416985093294424,"Fold-local best signed timing, curvature, shape-summary, or matched-template score."
direct D_t/curvature cross-check,0.5305223552231033,0.5177804070895331,0.5372696118810082,0.5814487265220658,0.5654802064903532,0.5977140326083236,0.2442204433738515,0.24093463383263958,0.24779876867977876,Not label-defining here; target is injected two-pulse truth.
all-three shape-only RF,0.8221175214248854,0.8014882279350519,0.8442362568625221,0.8358897593182552,0.8153741977114233,0.8615364356982936,0.17724225037541674,0.1649285641412804,0.19090591128692697,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 8}; excludes timing, run/event ids, injection params, amplitudes, and topology flags."
