row_index,rf_fold,rf_probability
0,0,0.11842105263157894
1,0,0.9506172839506173
2,0,0.02
3,0,0.40540540540540543
4,0,0.1956521739130435
5,0,0.972972972972973
6,0,0.4805194805194805
7,0,0.4805194805194805
8,0,0.4827586206896552
9,0,0.6382978723404256
10,0,0.7291666666666666
11,0,0.85
12,0,0.02
13,0,0.018994506784397836
14,0,0.1956521739130435
15,0,0.9506172839506173
16,0,0.2777777777777778
17,0,0.5892857142857143
18,1,0.037037037037037035
19,1,0.42424242424242425
20,1,0.2619047619047619
21,1,0.42424242424242425
22,1,0.18
23,1,0.42424242424242425
24,1,0.12121212121212122
25,1,0.8490566037735849
26,1,0.020400541512625027
27,1,0.42424242424242425
28,1,0.42424242424242425
29,1,0.8490566037735849
30,1,0.42424242424242425
31,1,0.967741935483871
32,1,0.037037037037037035
33,1,0.12121212121212122
34,1,0.175
35,1,0.42424242424242425
36,1,0.18
37,1,0.9230769230769231
38,1,0.42424242424242425
39,1,0.725
40,1,0.175
41,1,0.576923076923077
42,1,0.18
43,1,0.7121212121212122
44,1,0.7121212121212122
45,1,0.7121212121212122
46,1,0.9565217391304348
47,1,1.0
48,1,0.12121212121212122
49,1,0.9565217391304348
50,1,0.2619047619047619
51,1,0.576923076923077
52,1,0.7121212121212122
53,1,0.9565217391304348
54,1,0.725
55,1,0.8490566037735849
56,1,0.037037037037037035
57,1,0.2619047619047619
58,1,0.037037037037037035
59,1,0.18
60,1,0.037037037037037035
61,1,0.2564102564102564
62,1,0.2619047619047619
63,1,0.42424242424242425
64,1,0.2619047619047619
65,1,0.9230769230769231
66,1,0.08333333333333333
67,1,0.2564102564102564
68,1,0.037037037037037035
69,1,1.0
70,1,0.4
71,1,0.42424242424242425
72,1,0.18
73,1,0.9565217391304348
74,1,0.2564102564102564
75,1,0.9565217391304348
76,1,0.037037037037037035
77,1,0.42424242424242425
78,1,0.576923076923077
79,1,0.725
80,1,0.13333333333333333
81,1,0.9565217391304348
82,1,0.175
83,1,0.7121212121212122
84,1,0.42424242424242425
85,1,0.8490566037735849
86,1,0.175
87,1,0.175
88,1,0.08185505046960131
89,1,0.9565217391304348
90,1,0.725
91,1,0.725
92,1,0.12121212121212122
93,1,0.9565217391304348
94,1,0.2619047619047619
95,1,0.7121212121212122
96,1,0.42424242424242425
97,1,0.42424242424242425
98,1,0.13333333333333333
99,1,0.967741935483871
100,1,0.037037037037037035
101,1,0.175
102,1,0.13333333333333333
103,1,0.967741935483871
104,1,0.42424242424242425
105,1,0.6
106,1,0.08333333333333333
107,1,0.967741935483871
108,1,0.037037037037037035
109,1,0.9565217391304348
110,1,0.175
111,1,0.42424242424242425
112,1,0.037037037037037035
113,1,1.0
114,1,0.12121212121212122
115,1,0.42424242424242425
116,1,0.13333333333333333
117,1,0.2619047619047619
118,1,0.7121212121212122
119,1,0.9342064878509336
120,1,0.175
121,1,0.18
122,1,0.576923076923077
123,1,0.7121212121212122
124,1,0.037037037037037035
125,1,0.576923076923077
126,1,0.13333333333333333
127,1,0.9565217391304348
128,1,0.42424242424242425
129,1,0.725
130,1,0.42424242424242425
131,1,0.9230769230769231
132,1,0.2619047619047619
133,1,1.0
134,1,0.037037037037037035
135,1,0.9565217391304348
136,1,0.037037037037037035
137,1,0.2619047619047619
138,1,0.037037037037037035
139,1,0.42424242424242425
140,1,0.42424242424242425
141,1,0.42424242424242425
142,1,0.08333333333333333
143,1,0.42424242424242425
144,1,0.13333333333333333
145,1,0.725
146,1,0.42424242424242425
147,1,0.967741935483871
148,1,0.037037037037037035
149,1,0.2564102564102564
150,1,0.13333333333333333
151,1,1.0
152,1,0.42424242424242425
153,1,0.725
154,1,0.42424242424242425
155,1,0.967741935483871
156,1,0.42424242424242425
157,1,0.6333333333333333
158,1,0.037037037037037035
159,1,0.8490566037735849
160,1,0.2564102564102564
161,1,0.42424242424242425
162,1,0.2564102564102564
163,1,0.42424242424242425
164,1,0.037037037037037035
165,1,0.42424242424242425
166,1,0.42424242424242425
167,1,1.0
168,1,0.2619047619047619
169,1,0.42424242424242425
170,1,0.18
171,1,0.42424242424242425
172,1,0.42424242424242425
173,1,0.9565217391304348
174,1,0.2619047619047619
175,1,1.0
176,1,0.18
177,1,0.7121212121212122
178,1,0.2619047619047619
179,1,0.967741935483871
180,1,0.18
181,1,0.9565217391304348
182,1,0.037037037037037035
183,1,0.42424242424242425
184,1,0.13333333333333333
185,1,0.6
186,1,0.037037037037037035
187,1,0.175
188,1,0.037037037037037035
189,1,0.7121212121212122
190,1,0.9230769230769231
191,1,0.8490566037735849
192,1,0.175
193,1,0.576923076923077
194,1,0.4
195,1,0.7121212121212122
196,1,0.725
197,1,0.9230769230769231
198,1,0.42424242424242425
199,1,0.576923076923077
200,1,0.037037037037037035
201,1,0.576923076923077
202,1,0.13333333333333333
203,1,0.576923076923077
204,2,0.1111111111111111
205,2,0.625
206,2,0.6666666666666666
207,2,0.8444444444444444
208,2,0.4925373134328358
209,2,1.0
210,2,0.22727272727272727
211,2,0.7126436781609196
212,2,0.023529411764705882
213,2,0.8444444444444444
214,2,0.4166666666666667
215,2,0.9347826086956522
216,2,0.0
217,2,0.7126436781609196
218,2,0.023529411764705882
219,2,0.9791666666666666
220,2,0.18333333333333332
221,2,0.42857142857142855
222,2,0.4166666666666667
223,2,0.6666666666666666
224,2,0.023529411764705882
225,2,0.7126436781609196
226,2,0.32142857142857145
227,2,0.6666666666666666
228,2,0.023529411764705882
229,2,0.7126436781609196
230,2,0.2
231,2,0.9032258064516129
232,2,0.0
233,2,0.023529411764705882
234,2,0.6666666666666666
235,2,0.9347826086956522
236,2,0.7135222525691912
237,2,0.9791666666666666
238,2,0.6666666666666666
239,2,1.0
240,2,0.18333333333333332
241,2,0.9347826086956522
242,2,0.8444444444444444
243,2,0.9791666666666666
244,2,0.625
245,2,0.8384477988687784
246,2,0.4166666666666667
247,2,0.6666666666666666
248,2,0.18333333333333332
249,2,0.18333333333333332
250,2,0.1111111111111111
251,2,0.625
252,2,0.7109932909383933
253,2,0.8444444444444444
254,2,0.023529411764705882
255,2,0.625
256,2,0.2857142857142857
257,2,0.9032258064516129
258,2,0.5
259,2,0.9347826086956522
260,2,0.625
261,2,0.7126436781609196
262,2,0.625
263,2,0.625
264,2,0.4166666666666667
265,2,0.9032258064516129
266,2,0.6666666666666666
267,2,0.9032258064516129
268,2,0.22727272727272727
269,2,1.0
270,2,0.6666666666666666
271,2,0.7142857142857143
272,2,0.5
273,2,0.6666666666666666
274,2,0.9791666666666666
275,2,0.9667546770053363
276,2,0.22727272727272727
277,2,0.9032258064516129
278,2,0.1111111111111111
279,2,0.9032258064516129
280,2,0.7126436781609196
281,2,0.9791666666666666
282,2,0.1111111111111111
283,2,0.4166666666666667
284,2,0.6666666666666666
285,2,0.9032258064516129
286,2,0.625
287,2,0.625
288,2,0.4925373134328358
289,2,0.6666666666666666
290,2,0.023529411764705882
291,2,0.9791666666666666
292,2,0.4166666666666667
293,2,0.9791666666666666
294,2,0.32142857142857145
295,2,0.7141103873259561
296,2,0.4925373134328358
297,2,0.9347826086956522
298,2,0.22727272727272727
299,2,0.7126436781609196
300,2,0.7126436781609196
301,2,0.9791666666666666
302,2,0.4925373134328358
303,2,0.4925373134328358
304,2,0.023529411764705882
305,2,1.0
306,2,0.1111111111111111
307,2,0.18333333333333332
308,2,0.4166666666666667
309,2,0.42857142857142855
310,2,0.33514213039091467
311,2,0.6666666666666666
312,2,0.2857142857142857
313,2,0.7126436781609196
314,2,0.42857142857142855
315,2,0.9032258064516129
316,2,0.6666666666666666
317,2,1.0
318,2,0.4925373134328358
319,2,0.9347826086956522
320,2,0.18333333333333332
321,2,0.4166666666666667
322,2,0.7126436781609196
323,2,0.8444444444444444
324,2,0.4925373134328358
325,2,0.9347826086956522
326,2,0.22727272727272727
327,2,0.9347826086956522
328,2,0.07142857142857142
329,2,0.9791666666666666
330,2,0.7126436781609196
331,2,0.8444444444444444
332,2,0.42857142857142855
333,2,0.8444444444444444
334,2,0.6666666666666666
335,2,0.9032258064516129
336,2,0.1111111111111111
337,2,0.2857142857142857
338,2,0.32142857142857145
339,2,0.9347826086956522
340,2,0.023529411764705882
341,2,0.4925373134328358
342,2,0.32142857142857145
343,2,0.6666666666666666
344,2,0.22727272727272727
345,2,0.4925373134328358
346,2,0.4925373134328358
347,2,0.7126436781609196
348,2,0.4925373134328358
349,2,0.8444444444444444
350,2,0.32142857142857145
351,2,0.4925373134328358
352,2,0.625
353,2,0.8444444444444444
354,2,0.6666666666666666
355,2,0.9347826086956522
356,2,0.18333333333333332
357,2,0.6666666666666666
358,2,0.4925373134328358
359,2,0.6666666666666666
360,2,0.1111111111111111
361,2,0.18333333333333332
362,2,0.1111111111111111
363,2,0.8444444444444444
364,2,0.625
365,2,0.7126436781609196
366,2,0.6666666666666666
367,2,0.6666666666666666
368,2,0.6666666666666666
369,2,0.9032258064516129
370,2,0.1111111111111111
371,2,0.9893068543247953
372,2,0.023529411764705882
373,2,0.9347826086956522
374,2,0.4166666666666667
375,2,0.7126436781609196
376,2,0.18333333333333332
377,2,0.5
378,2,0.18333333333333332
379,2,0.9347826086956522
380,2,0.5
381,2,0.5
382,2,0.32142857142857145
383,2,0.9032258064516129
384,2,0.6666666666666666
385,2,0.7126436781609196
386,2,0.1111111111111111
387,2,0.8444444444444444
388,2,0.18333333333333332
389,2,0.6666666666666666
390,2,0.023529411764705882
391,2,0.6666666666666666
392,2,0.42857142857142855
393,2,0.4925373134328358
394,2,0.023529411764705882
395,2,0.18333333333333332
396,2,0.023529411764705882
397,2,0.8444444444444444
398,2,0.32142857142857145
399,2,0.4925373134328358
400,2,0.32142857142857145
401,2,0.625
402,2,0.7126436781609196
403,2,0.8444444444444444
404,2,0.023529411764705882
405,2,0.1111111111111111
406,2,0.32142857142857145
407,2,0.4166666666666667
408,2,0.625
409,2,1.0
410,2,0.1111111111111111
411,2,0.2857142857142857
412,2,0.32142857142857145
413,2,0.8444444444444444
414,2,0.18333333333333332
415,2,0.4925373134328358
416,2,0.023529411764705882
417,2,0.6666666666666666
418,2,0.8444444444444444
419,2,0.7126436781609196
420,2,0.2857142857142857
421,2,0.9347826086956522
422,2,0.16347053646299553
423,2,0.9347826086956522
424,2,0.6666666666666666
425,2,0.7126436781609196
426,2,0.32142857142857145
427,2,0.6666666666666666
428,2,0.4925373134328358
429,2,0.625
430,2,0.18333333333333332
431,2,0.7126436781609196
432,2,0.023529411764705882
433,2,0.6834489037490493
434,2,0.4166666666666667
435,2,0.9347826086956522
436,2,0.5
437,2,0.6666666666666666
438,2,0.625
439,2,0.7126436781609196
440,2,0.023529411764705882
441,2,0.6666666666666666
442,2,0.18333333333333332
443,2,0.32142857142857145
444,2,0.3110084390273071
445,2,1.0
446,2,0.2857142857142857
447,2,0.625
448,2,0.023529411764705882
449,2,0.1111111111111111
450,2,0.4166666666666667
451,2,0.4166666666666667
452,2,0.2857142857142857
453,2,0.4166666666666667
454,2,0.6666666666666666
455,2,0.9347826086956522
456,2,0.7142857142857143
457,2,0.7126436781609196
458,2,0.32142857142857145
459,2,0.4166666666666667
460,2,0.32142857142857145
461,2,0.9347826086956522
462,3,0.37254901960784315
463,3,0.9259259259259259
464,3,0.17391304347826086
465,3,0.9619047619047619
466,3,0.1346153846153846
467,3,0.17142857142857143
468,3,0.7397260273972602
469,3,0.9619047619047619
470,3,0.04
471,3,0.0625
472,3,0.15384615384615385
473,3,0.6388888888888888
474,3,0.17142857142857143
475,3,0.5189873417721519
476,3,0.0625
477,3,0.37254901960784315
478,3,0.0625
479,3,0.9619047619047619
480,3,0.04
481,3,0.24615384615384617
482,3,0.9619047619047619
483,3,0.9619047619047619
484,3,0.1346153846153846
485,3,0.17391304347826086
486,3,0.7397260273972602
487,3,0.9619047619047619
488,3,0.1346153846153846
489,3,0.7397260273972602
490,3,0.5189873417721519
491,3,0.9259259259259259
492,3,0.9619047619047619
493,3,0.9619047619047619
494,3,0.6388888888888888
495,3,1.0
496,3,0.6388888888888888
497,3,0.9619047619047619
498,3,0.1346153846153846
499,3,0.9619047619047619
500,3,0.9259259259259259
501,3,0.9619047619047619
502,3,0.04
503,3,0.5189873417721519
504,3,0.5189873417721519
505,3,0.75
506,3,0.5189873417721519
507,3,0.9619047619047619
508,3,0.37254901960784315
509,3,0.9619047619047619
510,3,0.17391304347826086
511,3,0.9619047619047619
512,3,0.7777777777777778
513,3,0.9619047619047619
514,3,0.04
515,3,0.6388888888888888
516,3,0.6388888888888888
517,3,0.9259259259259259
518,3,0.5189873417721519
519,3,0.7272727272727273
520,3,0.7272727272727273
521,3,0.7397260273972602
522,3,0.37254901960784315
523,3,0.5235943314140596
524,3,0.7272727272727273
525,3,0.9619047619047619
526,3,0.04
527,3,0.24615384615384617
528,3,0.17142857142857143
