heldout_run,stave,n_heldout_template_pulses,heldout_weight,fit_cross_10pct_ns,fit_decay_tau_10pct_ns,fit_ok_10pct,fit_cross_20pct_ns,fit_decay_tau_20pct_ns,fit_ok_20pct,train_template_cross_10pct_ns
44,B2,1884,0.9244357212953876,119.57437118646587,52.507174400031985,True,98.28454404190268,52.507174400031985,True,121.05742042415474
44,B4,93,0.04563297350343474,122.632782056162,50.66051509602377,True,102.09171082593743,50.66051509602377,True,126.73948042409837
45,B2,10000,0.936423786627214,122.72798479369494,54.86581620444419,True,100.4818106949173,54.86581620444419,True,124.91491229809542
45,B4,969,0.03982246332141536,122.51678976443195,50.54396013165102,True,102.02297750543732,50.54396013165102,True,127.23218763159511
45,B6,401,0.01647967780380553,119.06026513922323,48.760482784585506,True,99.289590715565,48.760482784585506,True,123.17898547587906
45,B8,177,0.007274072247565035,126.88471771285904,52.786563676481585,True,105.48160796511594,52.786563676481585,True,125.3798102080204
46,B2,675,0.982532751091703,124.5257754243097,55.16566253331114,True,102.1580241013822,55.16566253331114,True,123.21823368503408
47,B2,5116,0.9696739954510993,126.20321153093361,56.48451100909675,True,103.3007131681934,56.48451100909675,True,126.13171320508329
47,B4,85,0.01611068991660349,116.92009010718719,44.947654466899905,True,98.69538452955722,44.947654466899905,True,126.31970724330674
48,B2,10000,0.9317142857142857,122.07863541104633,53.58806484836349,True,100.35054490399732,53.58806484836349,True,120.52835955223824
48,B4,599,0.04278571428571429,129.1828949638489,54.557749162691316,True,107.06163130146015,54.557749162691316,True,126.26783015324109
48,B6,245,0.0175,121.53606606695344,48.34412643777807,True,101.93420961446499,48.34412643777807,True,122.0807407381939
48,B8,112,0.008,128.76107830398848,54.00009922178606,True,106.86592223517542,54.00009922178606,True,124.58421382397502
49,B2,10000,0.9300708741140735,123.1628740894474,54.39825723222063,True,101.10627883988933,54.39825723222063,True,122.39954078771
49,B4,640,0.043199460006749915,124.60328009907626,51.71799276588884,True,103.63343857111788,51.71799276588884,True,126.84850727461632
49,B6,281,0.018967262909213634,121.23758042829691,48.24543616802542,True,101.67573943670294,48.24543616802542,True,122.4353999466612
49,B8,115,0.0077624029699628755,124.161555814227,51.506240771562695,True,103.2775723315402,51.506240771562695,True,125.993722174644
50,B2,10000,0.9679416191044098,126.97294855909442,59.5942362842897,True,102.8095651014614,59.5942362842897,True,129.09454500193192
50,B4,659,0.018712553596274526,122.0895123266933,50.21262900145285,True,101.73004328022407,50.21262900145285,True,126.99627530603127
50,B6,330,0.009370474486753556,125.1471959454006,52.14102084443364,True,104.00583129184226,52.14102084443364,True,122.2801496114642
50,B8,140,0.0039753528125621145,125.83768224634323,50.331300763326134,True,105.43009594111668,50.331300763326134,True,125.2212298605526
51,B2,10000,0.9633649932157394,124.1353140024511,57.51617317752334,True,100.81451262705869,57.51617317752334,True,122.21984179435081
51,B4,303,0.02055630936227951,123.63840705412606,51.26071223901386,True,102.8539768244328,51.26071223901386,True,126.93067317417645
51,B6,177,0.012008141112618725,122.52122278805655,50.69053238478251,True,101.96798059460032,50.69053238478251,True,122.48914299608276
52,B2,6893,0.9637863534675615,125.28833139314426,58.280920228534846,True,101.65745177203809,58.280920228534846,True,127.78043219302461
52,B4,148,0.02069351230425056,122.03031896914148,50.36919609756669,True,101.60736742812027,50.36919609756669,True,126.7240562706567
53,B2,10000,0.96972049689441,127.55903799639727,59.326385944432,True,103.50425850577147,59.326385944432,True,125.50160702026784
53,B4,559,0.01736024844720497,128.2625477434167,53.83277277582587,True,106.4352367101042,53.83277277582587,True,126.48385146829385
53,B6,296,0.009192546583850932,118.95975944328097,46.69489245461782,True,100.02660982607026,46.69489245461782,True,122.68808474595147
53,B8,120,0.0037267080745341614,112.47933068208143,44.497360414613205,True,94.43720363104234,44.497360414613205,True,125.93977683921602
54,B2,10000,0.9688896189224704,130.17800436184348,60.95621774420566,True,105.46238494432431,60.95621774420566,True,123.10337231206788
54,B4,536,0.017608409986859395,126.84007119099998,53.121716211528515,True,105.30106878440135,53.121716211528515,True,126.60019376708452
54,B6,298,0.009789750328515113,123.39529765276166,51.09057859770791,True,102.67985067833335,51.09057859770791,True,122.77928563812692
54,B8,113,0.003712220762155059,122.92520872816644,48.80008890921726,True,103.13847540290264,48.80008890921726,True,125.13131247429611
55,B2,10000,0.9625007189279347,123.12841055128526,56.79570314066431,True,100.09973463727658,56.79570314066431,True,123.79192032489148
55,B4,372,0.02139529533559556,129.7067336961943,54.89490883365906,True,107.44876355136691,54.89490883365906,True,126.52081889156719
55,B6,199,0.011445332719848163,121.0017548191134,49.95771641479239,True,100.74564393215259,49.95771641479239,True,122.60026080145614
55,B8,81,0.004658653016621614,116.63381685682523,46.95160092168596,True,97.59658091326246,46.95160092168596,True,125.92228028069019
56,B2,10000,0.9646806814785295,129.68876813394292,61.33063564608473,True,104.82133532136075,61.33063564608473,True,123.99598697618264
56,B4,825,0.02054896881538308,127.38445621681522,53.29957687809348,True,105.77333751581962,53.29957687809348,True,126.52273965476809
56,B6,421,0.010486201056092458,124.96179958156922,52.278469830132515,True,103.76470416016514,52.278469830132515,True,122.36620135996657
56,B8,172,0.0042841486499950185,130.77494303768424,55.027387637656005,True,108.46325736027218,55.027387637656005,True,124.83102776037212
57,B2,10000,0.9234439384081544,121.95012359240856,53.54384549250943,True,100.23996249126137,53.54384549250943,True,125.69697418963898
57,B4,656,0.04742282946577026,125.55806388556722,52.173035707476124,True,104.40371832210431,52.173035707476124,True,126.39793171746884
57,B6,273,0.01973541531121232,118.06716134605651,46.23456348778508,True,99.32065906314794,46.23456348778508,True,122.38856558757354
57,B8,130,0.009397816814863008,116.82633031049761,46.95994184798007,True,97.78571241235326,46.95994184798007,True,125.79454317208283
