method,n,balanced_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1_ci_low,macro_f1_ci_high,macro_precision_ci_low,macro_precision_ci_high,macro_recall_ci_low,macro_recall_ci_high
gradient_boosted_trees,3108,0.9091964285714286,0.8797824995269355,0.8563030236407841,0.9091964285714286,0.8864781987020629,0.93275408492104,0.8470272074941132,0.9175128718535469,0.8177388145060559,0.9049307716227463,0.8864781987020629,0.93275408492104
ridge,3108,0.9085178571428572,0.7819921405418255,0.71978120813711,0.9085178571428572,0.8922418456294665,0.9262671227772518,0.7648239632603231,0.8124248513968525,0.7019423078838305,0.7602471313444565,0.8922418456294665,0.9262671227772518
hybrid_cnn_tabular,3108,0.8511547619047619,0.7065222058890144,0.679738167318774,0.8511547619047619,0.8438865922480073,0.8601869299461582,0.6924924128515448,0.7200347784275194,0.6564850753038859,0.7076764359266269,0.8438865922480073,0.8601869299461582
traditional_bands,3108,0.8060952380952381,0.6809717231261032,0.6983136179433258,0.8060952380952381,0.7729591420411495,0.829444511911849,0.6658205840924922,0.693939154639187,0.6807653061224489,0.7206247033179178,0.7729591420411495,0.829444511911849
mlp,3108,0.7259166666666667,0.7449215319505622,0.8190145916142876,0.7259166666666667,0.6914335384220983,0.7670872771250093,0.7125528900597278,0.7771287145112109,0.8008600586899627,0.8710377627360172,0.6914335384220983,0.7670872771250093
cnn1d,3108,0.30147619047619045,0.2678363344032082,0.43240014931359816,0.30147619047619045,0.25343323992583405,0.40057417149460434,0.18715006494658296,0.36690093881865504,0.23717647809890044,0.44442443919716645,0.25343323992583405,0.40057417149460434
