method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
curvature-only traditional,0.49325580475455877,0.46543073481341246,0.522471445382229,0.5474713322614686,0.5098947453402012,0.5934910184095759,0.24740381584765314,0.24247428218508185,0.2513146143530824,Post-injection |C_t| comparator; target is injected truth.
fold-selected traditional timing/template,0.6411534353862585,0.6078083634131284,0.660997418189149,0.6975049570363239,0.6610415285985286,0.7279805407837843,0.22976945335790397,0.21770088002523835,0.24040021744306886,S07d conventional score selected inside each training fold.
direct D_t/curvature cross-check,0.5165539337842648,0.4905831256330657,0.5421428571428571,0.5620078470113532,0.5335567790819535,0.6009652045629842,0.24859269897084535,0.24396040616663273,0.2525923595029858,Diagnostic only; not the label definition.
high-amplitude all-three shape-only RF,0.7957557058660655,0.7603700590464656,0.8408161358335561,0.809299149616115,0.7746358038588619,0.8562591225473258,0.1925965874173396,0.1699241658538284,0.20924873488693224,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 8}; strict normalized shape features only."
