method,n,time_bias_ns,time_mae_ns,time_sigma68_ns,clean_brier,clean_auc,clean_ece10,median_pred_sigma_ns,sigma68_coverage,winner_score,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,time_mae_ns_ci_low,time_mae_ns_ci_high,clean_brier_ci_low,clean_brier_ci_high,clean_ece10_ci_low,clean_ece10_ci_high,winner_score_ci_low,winner_score_ci_high,sigma68_coverage_ci_low,sigma68_coverage_ci_high
graph_residual_message_passing_new,5271,0.017428216144949837,0.3549812205663445,0.27717706983355334,0.0005346360439269541,0.9999135832156062,0.0006075023612075528,0.25,0.681085183077215,0.27824634192140724,0.26350814829275704,0.33936433519571363,0.3232590276271673,0.49720707902868627,0.00013416632953542408,0.0017161947957881518,0.00019890550046062618,0.0017439450780841483,0.2639858733062344,0.3431851987905024,0.6174573775518208,0.6992427827733081
gradient_boosted_trees,5271,0.022486772296022667,0.39681454053763704,0.3063763831255221,0.0007165660347932232,0.9998722534491569,0.0009639431758082696,0.2817896001304062,0.6822234870043635,0.3078095151951086,0.29413050087953785,0.3770716203768938,0.36885351123712,0.5202665570005522,0.00036970813688756444,0.0018416442887698437,0.0006005707305722327,0.0024281038784908808,0.2950346511063722,0.3807549089544335,0.6024159663865546,0.6992778942464477
mlp,5271,0.21022786930697188,0.7207969813670618,0.7238052306766722,0.004783080225939466,0.9704379452343023,0.003898735433199915,0.6678896376109136,0.6581293872130526,0.7333713911285512,0.6994424757738935,0.8246371632458024,0.6810233637936765,0.8795199554173732,0.00367221375695351,0.008877561543657856,0.0022713329306473557,0.012045082148086736,0.7079058087498098,0.8423922863331181,0.6306188925081433,0.6666214091753608
ridge,5271,-0.024154032568129345,0.9931265053858878,0.9299893381257741,0.06951691571572428,0.9171976915446812,0.18469970587617035,0.9296802531222785,0.6907607664579776,1.0690231695572228,0.8792637030394758,1.001795270309318,0.9436566703448874,1.2159437958109067,0.05243293340199677,0.11178769436994307,0.168528719566443,0.2123152171708853,1.0285118217770852,1.1957431132150917,0.654071661237785,0.70943124550036
traditional_inverse_variance_s04,5271,3.4134026793009555,6.807006854998593,1.3627784595620631,0.9036987386706045,0.9998816465778954,0.9340040543810352,0.5955772362647838,0.07911212293682413,3.170175936903272,1.1966754296509023,4.447795102554787,6.296449034242636,9.732490357719296,0.823903308977949,0.921688763436244,0.8663148830391557,0.9493392613977911,3.0395198891016353,6.060136685301746,0.045155221072436504,0.18456032719836402
one_dimensional_cnn_filterbank,5271,-0.2161642652269367,4.3507117369950805,4.671735777130577,0.08083026937454597,0.9171413327722504,0.19846505898232494,4.65624877894861,0.7030923923354202,4.833396315879669,4.329936828009879,5.8935381265312685,4.010397869143734,5.480306337013842,0.06647121350351158,0.12065159007197644,0.18080763372268485,0.23107557437376228,4.491170909105087,6.134841306675221,0.6175869120654397,0.7312459689004697
