policy,heldout_run,training_runs,stave,raw_clean_count,effective_template_count,template_source_stave,fallback_reason,min_downstream_templates,template_peak_sample,template_cfd20_sample,template_area
min_downstream_1000,56,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,56,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,57,46 47,B2,5695,5695,B2,,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,57,46 47,B4,32,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,57,46 47,B6,24,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
min_downstream_1000,57,46 47,B8,15,5695,B2,below_min_1000,1000,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,44,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,44,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,44,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,44,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,45,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,45,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,45,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,45,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,46,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
ablate_B4_to_B2,46,47,B4,31,5033,B2,ablate_B4,1,5,2.4436731170520596,9.279246964274055
ablate_B4_to_B2,46,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
ablate_B4_to_B2,46,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
ablate_B4_to_B2,47,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
ablate_B4_to_B2,47,46,B4,1,662,B2,ablate_B4,1,5,2.5443686709392854,9.358264723578683
ablate_B4_to_B2,47,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
ablate_B4_to_B2,47,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
ablate_B4_to_B2,48,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,48,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,48,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,48,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,49,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,49,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,49,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,49,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,50,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,50,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,50,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,50,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,51,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,51,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,51,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,51,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,52,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,52,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,52,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,52,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,53,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,53,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,53,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,53,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,54,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,54,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,54,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,54,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,55,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,55,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,55,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,55,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,56,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,56,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,56,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,56,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B4_to_B2,57,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,57,46 47,B4,32,5695,B2,ablate_B4,1,5,2.4518511617726695,9.285341551822418
ablate_B4_to_B2,57,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B4_to_B2,57,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,44,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,44,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,44,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,44,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,45,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,45,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,45,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,45,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,46,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
ablate_B6_to_B2,46,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
ablate_B6_to_B2,46,47,B6,22,5033,B2,ablate_B6,1,5,2.4436731170520596,9.279246964274055
ablate_B6_to_B2,46,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
ablate_B6_to_B2,47,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
ablate_B6_to_B2,47,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
ablate_B6_to_B2,47,46,B6,2,662,B2,ablate_B6,1,5,2.5443686709392854,9.358264723578683
ablate_B6_to_B2,47,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
ablate_B6_to_B2,48,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,48,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,48,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,48,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,49,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,49,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,49,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,49,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,50,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,50,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,50,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,50,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,51,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,51,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,51,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,51,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,52,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,52,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,52,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,52,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,53,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,53,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,53,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,53,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,54,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,54,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,54,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,54,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,55,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,55,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,55,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,55,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,56,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,56,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,56,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,56,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B6_to_B2,57,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,57,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B6_to_B2,57,46 47,B6,24,5695,B2,ablate_B6,1,5,2.4518511617726695,9.285341551822418
ablate_B6_to_B2,57,46 47,B8,15,15,B8,,1,7,3.3090002608678986,7.650832525211052
ablate_B8_to_B2,44,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,44,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,44,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,44,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,45,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,45,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,45,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,45,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,46,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
ablate_B8_to_B2,46,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
ablate_B8_to_B2,46,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
ablate_B8_to_B2,46,47,B8,14,5033,B2,ablate_B8,1,5,2.4436731170520596,9.279246964274055
ablate_B8_to_B2,47,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
ablate_B8_to_B2,47,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
ablate_B8_to_B2,47,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
ablate_B8_to_B2,47,46,B8,1,662,B2,ablate_B8,1,5,2.5443686709392854,9.358264723578683
ablate_B8_to_B2,48,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,48,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,48,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,48,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,49,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,49,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,49,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,49,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,50,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,50,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,50,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,50,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,51,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,51,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,51,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,51,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,52,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,52,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,52,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,52,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,53,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,53,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,53,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,53,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,54,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,54,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,54,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,54,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,55,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,55,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,55,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,55,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,56,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,56,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,56,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,56,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,57,46 47,B2,5695,5695,B2,,1,5,2.4518511617726695,9.285341551822418
ablate_B8_to_B2,57,46 47,B4,32,32,B4,,1,7,1.508879028203003,9.279989243165659
ablate_B8_to_B2,57,46 47,B6,24,24,B6,,1,6,3.249143272022857,8.143315684830744
ablate_B8_to_B2,57,46 47,B8,15,5695,B2,ablate_B8,1,5,2.4518511617726695,9.285341551822418
high_only_run46_support,44,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,44,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,44,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,44,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,45,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,45,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,45,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,45,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,46,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run46_support,46,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run46_support,46,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run46_support,46,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run46_support,47,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,47,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,47,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,47,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,48,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,48,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,48,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,48,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,49,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,49,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,49,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,49,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,50,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,50,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,50,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,50,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,51,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,51,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,51,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,51,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,52,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,52,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,52,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,52,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,53,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,53,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,53,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,53,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,54,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,54,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,54,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,54,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,55,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,55,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,55,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,55,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,56,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,56,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,56,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,56,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run46_support,57,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run46_support,57,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run46_support,57,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run46_support,57,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run47_support,44,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,44,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,44,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,44,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,45,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,45,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,45,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,45,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,46,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,46,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,46,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,46,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,47,46,B2,662,662,B2,,1,5,2.5443686709392854,9.358264723578683
high_only_run47_support,47,46,B4,1,1,B4,,1,17,10.546048850574712,-10.85330877516116
high_only_run47_support,47,46,B6,2,2,B6,,1,6,3.0530240899681256,8.6615172994937
high_only_run47_support,47,46,B8,1,1,B8,,1,7,3.4019798955665754,7.801264011123693
high_only_run47_support,48,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,48,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,48,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,48,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,49,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,49,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,49,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,49,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,50,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,50,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,50,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,50,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,51,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,51,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,51,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,51,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,52,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,52,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,52,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,52,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,53,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,53,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,53,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,53,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,54,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,54,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,54,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,54,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,55,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,55,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,55,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,55,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,56,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
high_only_run47_support,56,47,B4,31,31,B4,,1,7,1.508879028203003,9.36422294787783
high_only_run47_support,56,47,B6,22,22,B6,,1,6,3.401329117911468,8.031917797091403
high_only_run47_support,56,47,B8,14,14,B8,,1,7,3.264065965728891,7.470484720377547
high_only_run47_support,57,47,B2,5033,5033,B2,,1,5,2.4436731170520596,9.279246964274055
