dropped_family,method,sigma68_ns,loss_when_dropped_ns,delta_vs_analytic_ns,delta_ci_low,delta_ci_high,interpretation
pretrigger,hgb_no_pretrigger,1.3693113854811092,0.006810059561993098,-0.1253551637701229,-0.21009847190173025,-0.06795479331143311,survives_ci
amplitude,hgb_no_amplitude,1.303947404824095,-0.058553921095021,-0.190719144427137,-0.24053000936359392,-0.13600294304749305,survives_ci
q_template,hgb_no_q_template,1.3829478405758946,0.02044651465677849,-0.11171870867533751,-0.2156697903407302,-0.04740217254994057,survives_ci
stave,hgb_no_stave,2.3209550885252006,0.9584537626060845,0.8262885392739685,0.45600898284371283,1.0171887957288381,does_not_clear_ci
run_family,hgb_no_run_family,1.3643506342945053,0.0018493083753892137,-0.13031591495672679,-0.22621864080073184,-0.07949537447071897,survives_ci
waveform,hgb_no_waveform,1.3864641367701638,0.023962810851047678,-0.10820241248106832,-0.17530688667471117,-0.05751473274589638,survives_ci
