heldout_run,fit_mode,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns
60,support_excluded,inv_sqrt_amp_1000_x_B8,19.64781793193008,5.311187675640517
60,support_included_diagnostic,stave_B4,-3.9449023187672205,-1.8596447871457695
60,support_included_diagnostic,stave_B6,1.4935735710078142,0.7040773335070425
60,support_included_diagnostic,stave_B8,2.4513287474737067,1.155567453504047
60,support_included_diagnostic,log_amp,-0.3801015576574813,-0.12541278067708023
60,support_included_diagnostic,inv_amp_1000,-0.4997914799966474,-0.07083690622237228
60,support_included_diagnostic,inv_sqrt_amp_1000,1.3216619124592668,0.1398660335033249
60,support_included_diagnostic,log_amp_x_B4,0.9416253341371386,3.4189927433734937
60,support_included_diagnostic,inv_amp_1000_x_B4,14.274672060992865,3.368181426638794
60,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-21.944891671284026,-7.140426786011189
60,support_included_diagnostic,log_amp_x_B6,0.048671163449773555,0.17788576919251942
60,support_included_diagnostic,inv_amp_1000_x_B6,-3.787987930947751,-0.8403816268860321
60,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,4.346434787630412,1.3747424124110592
60,support_included_diagnostic,log_amp_x_B8,-0.8993776800307951,-3.433217642009555
60,support_included_diagnostic,inv_amp_1000_x_B8,-21.821886295382882,-3.6733203499885048
60,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,25.9972572765307,7.034304087782541
61,support_excluded,stave_B4,-3.6269431028142263,-1.7097573753183803
61,support_excluded,stave_B6,1.2760834061438795,0.6015514865626087
61,support_excluded,stave_B8,2.350859696774217,1.1082058888047366
61,support_excluded,log_amp,-3.6386000312575715,-1.2163349184425498
61,support_excluded,inv_amp_1000,3.4920845112146095,0.4957985513431049
61,support_excluded,inv_sqrt_amp_1000,-14.335012477740321,-1.527419604565915
61,support_excluded,log_amp_x_B4,0.5771294309797084,2.1002445983179765
61,support_excluded,inv_amp_1000_x_B4,11.701389747592511,2.722459021276293
61,support_excluded,inv_sqrt_amp_1000_x_B4,-17.232650547270126,-5.562882082625797
61,support_excluded,log_amp_x_B6,0.08826355290481414,0.32291477983650907
61,support_excluded,inv_amp_1000_x_B6,-2.8277555187542722,-0.6226795512041979
61,support_excluded,inv_sqrt_amp_1000_x_B6,3.2766518607592747,1.032336698764068
61,support_excluded,log_amp_x_B8,-0.6316686376832445,-2.4147383509827987
61,support_excluded,inv_amp_1000_x_B8,-15.01602205511555,-2.528904717932776
61,support_excluded,inv_sqrt_amp_1000_x_B8,17.95456825606093,4.8456473314145585
61,support_included_diagnostic,stave_B4,-3.8775640526253548,-1.8279012240642702
61,support_included_diagnostic,stave_B6,1.5756872845794616,0.742786109303656
61,support_included_diagnostic,stave_B8,2.3018767677558336,1.0851151146238789
61,support_included_diagnostic,log_amp,-1.6363098963649383,-0.5414411051655379
61,support_included_diagnostic,inv_amp_1000,-0.9254153582171879,-0.1301628897961282
61,support_included_diagnostic,inv_sqrt_amp_1000,-1.8974777776400096,-0.20025424515060727
61,support_included_diagnostic,log_amp_x_B4,0.7307462479020305,2.6614533176914583
61,support_included_diagnostic,inv_amp_1000_x_B4,12.794077448609432,2.9574137836998173
61,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-19.26262594707655,-6.198639738458506
61,support_included_diagnostic,log_amp_x_B6,0.06701850450305386,0.24527708891010375
61,support_included_diagnostic,inv_amp_1000_x_B6,-3.293680003718944,-0.7242936779123281
61,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,3.487988377076155,1.097835108763304
61,support_included_diagnostic,log_amp_x_B8,-0.7380592642755496,-2.819394947993978
61,support_included_diagnostic,inv_amp_1000_x_B8,-19.104481584424242,-3.2198000808082092
61,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,22.278299788455136,6.022424843216253
62,support_excluded,stave_B4,-3.326372701103112,-1.5680671291357897
62,support_excluded,stave_B6,0.8547245024513246,0.4029209944863959
62,support_excluded,stave_B8,2.4716481981576095,1.165146134416436
62,support_excluded,log_amp,-8.4687139784399,-2.822098216462788
62,support_excluded,inv_amp_1000,11.411284458972396,1.6048532812232008
62,support_excluded,inv_sqrt_amp_1000,-39.950181846010544,-4.22989852824061
62,support_excluded,log_amp_x_B4,0.46996468480735937,1.7110646782962513
62,support_excluded,inv_amp_1000_x_B4,11.203646600466518,2.597819327152746
62,support_excluded,inv_sqrt_amp_1000_x_B4,-16.398635296648898,-5.284152284686445
62,support_excluded,log_amp_x_B6,0.10169453139865144,0.3729227170536181
62,support_excluded,inv_amp_1000_x_B6,-0.6516659123974992,-0.14080837885759157
62,support_excluded,inv_sqrt_amp_1000_x_B6,1.7321509567719797,0.5406445512428887
62,support_excluded,log_amp_x_B8,-0.5829919496569315,-2.2310081767945134
62,support_excluded,inv_amp_1000_x_B8,-12.423734691619737,-2.074015834958437
62,support_excluded,inv_sqrt_amp_1000_x_B8,15.04530892597683,4.042387292396191
62,support_included_diagnostic,stave_B4,-3.735134483315691,-1.7607592811973758
62,support_included_diagnostic,stave_B6,1.2281931134483772,0.5789757860839395
62,support_included_diagnostic,stave_B8,2.5069413695861233,1.1817834949808816
62,support_included_diagnostic,log_amp,-5.265933016370291,-1.7346763544822403
62,support_included_diagnostic,inv_amp_1000,7.072877700594617,0.9833446238103306
62,support_included_diagnostic,inv_sqrt_amp_1000,-24.12546261356808,-2.525712392445904
62,support_included_diagnostic,log_amp_x_B4,0.7309343473637372,2.6638920274008853
62,support_included_diagnostic,inv_amp_1000_x_B4,13.371081671343136,3.0762738673075116
62,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-19.90521023875652,-6.389428319882995
62,support_included_diagnostic,log_amp_x_B6,0.04697360997805711,0.17232777257423182
62,support_included_diagnostic,inv_amp_1000_x_B6,-2.373804548040344,-0.5119669811951426
62,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,3.325475259082367,1.036724127455619
62,support_included_diagnostic,log_amp_x_B8,-0.7461965616225857,-2.8535312017430123
62,support_included_diagnostic,inv_amp_1000_x_B8,-16.54172414527625,-2.7603448774868764
62,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,20.216859196692216,5.439131320464253
63,support_excluded,stave_B4,-3.9077277826527372,-1.8421205427630927
63,support_excluded,stave_B6,1.2263266924139384,0.5780959467706054
63,support_excluded,stave_B8,2.6814010907159216,1.2640245962174053
63,support_excluded,log_amp,-4.103362841315725,-1.355647229414386
63,support_excluded,inv_amp_1000,4.537480678207127,0.629842253364376
63,support_excluded,inv_sqrt_amp_1000,-17.02818883358275,-1.7829080539717133
63,support_excluded,log_amp_x_B4,0.7698371560601946,2.8049005653852084
63,support_excluded,inv_amp_1000_x_B4,13.47668922106988,3.104880846142043
63,support_excluded,inv_sqrt_amp_1000_x_B4,-19.907458756499977,-6.3945194124728655
63,support_excluded,log_amp_x_B6,0.0029835671996301673,0.010950531044751119
63,support_excluded,inv_amp_1000_x_B6,-3.957498945505188,-0.8462340885654903
63,support_excluded,inv_sqrt_amp_1000_x_B6,4.892271222499522,1.5203849005711536
63,support_excluded,log_amp_x_B8,-0.7307796536595915,-2.7973165157199853
63,support_excluded,inv_amp_1000_x_B8,-16.101554782462816,-2.6826521831260597
63,support_excluded,inv_sqrt_amp_1000_x_B8,19.365168158369116,5.1972168747429714
63,support_included_diagnostic,stave_B4,-4.112453116792405,-1.9386289907970422
63,support_included_diagnostic,stave_B6,1.4555075616661248,0.6861328446149191
63,support_included_diagnostic,stave_B8,2.6569455545384457,1.252496145905015
63,support_included_diagnostic,log_amp,-1.1808906398480246,-0.3853264738200551
63,support_included_diagnostic,inv_amp_1000,-0.5943899369810317,-0.08157377166242483
63,support_included_diagnostic,inv_sqrt_amp_1000,-0.8744567287103332,-0.0905020858221723
63,support_included_diagnostic,log_amp_x_B4,0.8904266131820353,3.2472417654459216
63,support_included_diagnostic,inv_amp_1000_x_B4,13.90089976053786,3.1781230070473625
63,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-21.037514325849372,-6.732924772051357
63,support_included_diagnostic,log_amp_x_B6,0.08071126525332094,0.2963227211673361
63,support_included_diagnostic,inv_amp_1000_x_B6,-3.235387466271157,-0.691352530069796
63,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,3.4040004706632,1.0571179206549413
63,support_included_diagnostic,log_amp_x_B8,-0.8923752695808383,-3.4133101657769025
63,support_included_diagnostic,inv_amp_1000_x_B8,-21.27212693296577,-3.5428831672567545
63,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,25.15835015870842,6.761442497999147
65,support_excluded,stave_B4,-4.042841838085751,-1.9058139193166623
65,support_excluded,stave_B6,1.2112611160185243,0.5709939659494971
65,support_excluded,stave_B8,2.831580722029319,1.334819953349295
65,support_excluded,log_amp,-4.796571583268651,-1.5903364987030006
65,support_excluded,inv_amp_1000,6.656802853281717,0.9294090605422806
65,support_excluded,inv_sqrt_amp_1000,-22.18658184006084,-2.3346298994382195
65,support_excluded,log_amp_x_B4,0.7908906348254536,2.8796834163720137
65,support_excluded,inv_amp_1000_x_B4,14.131383280534465,3.271257299722987
65,support_excluded,inv_sqrt_amp_1000_x_B4,-20.57395472091584,-6.625559675775207
65,support_excluded,log_amp_x_B6,-0.005470057490670972,-0.020055253368775443
65,support_excluded,inv_amp_1000_x_B6,-3.9073796414912327,-0.8433523136368786
65,support_excluded,inv_sqrt_amp_1000_x_B6,5.088504854066228,1.5884535987418944
65,support_excluded,log_amp_x_B8,-0.7468197762239188,-2.8582098381836127
65,support_excluded,inv_amp_1000_x_B8,-16.072688160338693,-2.675804224387913
65,support_excluded,inv_sqrt_amp_1000_x_B8,19.31869534803225,5.185982428891329
65,support_included_diagnostic,stave_B4,-4.292126549682778,-2.023327859327648
65,support_included_diagnostic,stave_B6,1.4898007806422242,0.7022988230727434
65,support_included_diagnostic,stave_B8,2.8023257686318783,1.3210290360622527
65,support_included_diagnostic,log_amp,-1.674309037401576,-0.5486611997847496
65,support_included_diagnostic,inv_amp_1000,1.2873367372277866,0.1778569115802829
65,support_included_diagnostic,inv_sqrt_amp_1000,-5.056432362334386,-0.5263178689285551
65,support_included_diagnostic,log_amp_x_B4,0.940500956400506,3.427170513713378
65,support_included_diagnostic,inv_amp_1000_x_B4,14.874844476456097,3.420767615646623
65,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-22.154254943613385,-7.112121194147437
65,support_included_diagnostic,log_amp_x_B6,0.053374294710515746,0.1957421462606146
65,support_included_diagnostic,inv_amp_1000_x_B6,-3.5800654215911045,-0.7722991378273865
65,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,4.031279608036277,1.2576596815510557
65,support_included_diagnostic,log_amp_x_B8,-0.9153020969006759,-3.5003455889509683
65,support_included_diagnostic,inv_amp_1000_x_B8,-21.49935709073665,-3.578107552627574
65,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,25.40446381449138,6.829617864838557
