heldout_run,fit_mode,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns
58,support_excluded,stave_B4,-4.1000253259990025,-1.9327704740335676
58,support_excluded,stave_B6,1.2199174613284611,0.5750746062621296
58,support_excluded,stave_B8,2.8801078646150193,1.3576958677452644
58,support_excluded,log_amp,-4.452399694600374,-1.4779538722141892
58,support_excluded,inv_amp_1000,6.122594536454958,0.8588204908558511
58,support_excluded,inv_sqrt_amp_1000,-20.325795253895162,-2.145009964984606
58,support_excluded,log_amp_x_B4,0.7889433241721344,2.871505533307481
58,support_excluded,inv_amp_1000_x_B4,13.830138452595891,3.212875397789414
58,support_excluded,inv_sqrt_amp_1000_x_B4,-20.175965500416197,-6.5079005667394005
58,support_excluded,log_amp_x_B6,0.014371280180958183,0.052679380323006966
58,support_excluded,inv_amp_1000_x_B6,-3.624436246865511,-0.7840529965082923
58,support_excluded,inv_sqrt_amp_1000_x_B6,4.65135976304055,1.4533917404870629
58,support_excluded,log_amp_x_B8,-0.7605927437007098,-2.9101992986242693
58,support_excluded,inv_amp_1000_x_B8,-16.402982842454822,-2.735830190191446
58,support_excluded,inv_sqrt_amp_1000_x_B8,19.649322835748407,5.279759965664531
58,support_included_diagnostic,stave_B4,-4.356707118727531,-2.0537714315306004
58,support_included_diagnostic,stave_B6,1.4971552441302562,0.7057657504089939
58,support_included_diagnostic,stave_B8,2.8595518748968516,1.3480056812628283
58,support_included_diagnostic,log_amp,-1.6923283385578405,-0.5553695227633875
58,support_included_diagnostic,inv_amp_1000,2.2363942884475523,0.3101623550417984
58,support_included_diagnostic,inv_sqrt_amp_1000,-6.38516487254027,-0.666358557136091
58,support_included_diagnostic,log_amp_x_B4,0.9842519077247274,3.585439091907748
58,support_included_diagnostic,inv_amp_1000_x_B4,15.705950768666533,3.621426872919352
58,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-23.01679036462578,-7.39845620351836
58,support_included_diagnostic,log_amp_x_B6,0.04299214758460537,0.15763835002059762
58,support_included_diagnostic,inv_amp_1000_x_B6,-3.804471487969109,-0.8222997685366372
58,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,4.309058160144217,1.3454568867485632
58,support_included_diagnostic,log_amp_x_B8,-0.9453902990774101,-3.6147677528270266
58,support_included_diagnostic,inv_amp_1000_x_B8,-22.08821314205259,-3.6834897953018095
58,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,26.086346302969783,7.018825917737126
59,support_excluded,stave_B4,-3.7451874616587286,-1.765498300635708
59,support_excluded,stave_B6,1.2899815874930431,0.608103152081376
59,support_excluded,stave_B8,2.4552058748420214,1.1573951488731598
59,support_excluded,log_amp,-3.6490604269533073,-1.2067236148106881
59,support_excluded,inv_amp_1000,5.533630707673609,0.7665852958936915
59,support_excluded,inv_sqrt_amp_1000,-17.25455239629496,-1.805320222779932
59,support_excluded,log_amp_x_B4,0.8283867655843176,3.020318700993237
59,support_excluded,inv_amp_1000_x_B4,14.369563145798223,3.2994414094230247
59,support_excluded,inv_sqrt_amp_1000_x_B4,-21.522041931654996,-6.8979256796741995
59,support_excluded,log_amp_x_B6,-0.018557736795526077,-0.0682041710134268
59,support_excluded,inv_amp_1000_x_B6,-4.304722669613888,-0.9096671785204256
59,support_excluded,inv_sqrt_amp_1000_x_B6,5.671206688608409,1.752495282580553
59,support_excluded,log_amp_x_B8,-0.7601198465355226,-2.912619627530419
59,support_excluded,inv_amp_1000_x_B8,-16.738181968626225,-2.772301969215923
59,support_excluded,inv_sqrt_amp_1000_x_B8,20.712745200330453,5.537399827588801
59,support_included_diagnostic,stave_B4,-3.8545634355633616,-1.8170586292002588
59,support_included_diagnostic,stave_B6,1.419251642023027,0.6690416401897056
59,support_included_diagnostic,stave_B8,2.4353117940911213,1.1480169892701966
59,support_included_diagnostic,log_amp,-1.2603443060134882,-0.4109284142271825
59,support_included_diagnostic,inv_amp_1000,1.342704995098358,0.18349936098395728
59,support_included_diagnostic,inv_sqrt_amp_1000,-4.188945168628297,-0.4323205577148225
59,support_included_diagnostic,log_amp_x_B4,0.8784241938601499,3.2056684644230344
59,support_included_diagnostic,inv_amp_1000_x_B4,14.137666551476963,3.219840152012066
59,support_included_diagnostic,inv_sqrt_amp_1000_x_B4,-21.573701255822836,-6.888386472134217
59,support_included_diagnostic,log_amp_x_B6,0.11144545570172949,0.4097559299956904
59,support_included_diagnostic,inv_amp_1000_x_B6,-2.601624559573663,-0.548856923544339
59,support_included_diagnostic,inv_sqrt_amp_1000_x_B6,3.014653889757052,0.9304615633215244
59,support_included_diagnostic,log_amp_x_B8,-0.9101592521186004,-3.484354192419975
59,support_included_diagnostic,inv_amp_1000_x_B8,-21.5661673967895,-3.574466852482446
59,support_included_diagnostic,inv_sqrt_amp_1000_x_B8,26.020870758469492,6.971180392613945
60,support_excluded,stave_B4,-3.9447118769618243,-1.8595550120177706
60,support_excluded,stave_B6,1.451974477498457,0.6844673327659285
60,support_excluded,stave_B8,2.4927373996321616,1.1750876793314124
60,support_excluded,log_amp,-3.4485894278283764,-1.1519925663260935
60,support_excluded,inv_amp_1000,4.693855182937909,0.6732009442315192
60,support_excluded,inv_sqrt_amp_1000,-15.305046948651345,-1.6390347208319658
60,support_excluded,log_amp_x_B4,0.915003549366879,3.3190490188883057
60,support_excluded,inv_amp_1000_x_B4,15.12299737120665,3.59527849121303
60,support_excluded,inv_sqrt_amp_1000_x_B4,-22.49943757500718,-7.3482029573200425
60,support_excluded,log_amp_x_B6,-0.1400009092037528,-0.5113657450401103
60,support_excluded,inv_amp_1000_x_B6,-6.04490244520566,-1.3451695699965942
60,support_excluded,inv_sqrt_amp_1000_x_B6,7.853196515905056,2.488647234929802
60,support_excluded,log_amp_x_B8,-0.7234576983095347,-2.763532397931455
60,support_excluded,inv_amp_1000_x_B8,-16.140926310012336,-2.721400376554272
