heldout_run,standardized_coefficient_l2_drift,max_abs_standardized_coefficient_drift,support_excluded_alpha
58,3.0468135245708305,1.739065952072595,1.0
59,2.639335911231912,1.4337805650251445,1.0
60,3.3424343280491393,1.7789007543352906,1.0
61,2.3375188066647814,1.3271653594153077,1.0
62,3.1833024070246254,1.7041861357947057,1.0
63,2.921443031857627,1.692405968149541,1.0
65,3.09823457168002,1.8083120305096645,1.0
