,log_amp,log_amp2,inv_sqrt_amp,inv_amp,area_over_amp,peak_sample,cfd10,cfd20,cfd30,cfd50,rise_10_50,rise_20_50,width_half,tail_mean_8_17,tail_area_10_17,late_over_total,peak_to_area
count,640737.0,640737.0,640737.0,640737.0,640737.0,640737.0,635088.0,635088.0,635088.0,635088.0,635088.0,635088.0,612789.0,640737.0,640737.0,640737.0,640737.0
mean,8.435898210488286,71.46796895460012,0.015341514819895997,0.00025786532836518793,7.1227731761639665,6.364168137629012,3.8607678390518756,4.169471835043901,4.39829739011447,4.787140151381499,0.9263723123296237,0.6176683163375973,7.878592088771822,0.4630223214626312,3.271709680557251,-378677.84375,30647.666505593235
std,0.5509907537334054,9.050512796098092,0.004743762906921573,0.00017820840914268592,4.620685475451016,1.9793594748289607,1.601407940953642,1.6302855718675566,1.648604566018765,1.681538045183636,0.37594471898373893,0.3019331197342089,1.862166692341375,0.37993958592414856,3.248603582382202,2509478.75,172360.92037003083
min,6.908255154023788,47.72398927309623,0.008305980174396523,6.89893066574681e-05,-64.41766682669227,0.0,0.0022107225377112627,0.00022099124907981604,0.003404820803552866,0.0051458147354424,-13.708853781223297,-13.759752333164215,0.2568345069885254,-4.921459674835205,-40.247718811035156,-40247720.0,0.08071883530482256
25%,8.079153237375895,65.2727170330014,0.01174480939070422,0.00013794054762397408,7.335470708248324,6.0,3.2060888409614563,3.46690571308136,3.730297327041626,4.17706835269928,0.7730485200881958,0.4924112558364868,7.0745320320129395,0.4701400697231293,3.3397045135498047,0.44421663880348206,0.11665716818642351
50%,8.587185563236273,73.73975589745348,0.013655774839978378,0.00018648018648018648,8.000757747973024,6.0,3.672271728515625,4.083474159240723,4.244474172592163,4.565208196640015,0.9423501491546631,0.6089440584182739,7.672826766967773,0.5276139378547668,3.8542144298553467,0.4804033935070038,0.12498816130926449
75%,8.88868777995325,79.00877044949023,0.017604924433994876,0.0003099333643266698,8.572126475776903,7.0,4.1565093994140625,4.419777750968933,4.688010931015015,5.175896048545837,1.0209535360336304,0.6968332529067993,8.933600425720215,0.5874288082122803,4.344820022583008,0.5167449712753296,0.13632390336935793
max,9.581559041355757,91.80627366298624,0.03161487387093396,0.0009995002498750624,12.388682222973735,17.0,16.601123809814453,16.645442962646484,16.68976402282715,16.77840232849121,15.074394464492798,14.89265525341034,15.093308866024017,0.9381064176559448,7.464005947113037,4387047.0,1000000.0
