empirical_mse,empirical_mse_ci,handle_binned_mse,handle_binned_mse_ci,ridge_handles_mse,ridge_handles_mse_ci,extra_trees_mse,extra_trees_mse_ci,shuffled_extra_trees_mse,shuffled_extra_trees_mse_ci,delta_handle_binned_mse_minus_empirical,delta_handle_binned_mse_minus_empirical_ci,delta_ridge_handles_mse_minus_empirical,delta_ridge_handles_mse_minus_empirical_ci,delta_extra_trees_mse_minus_empirical,delta_extra_trees_mse_minus_empirical_ci,delta_shuffled_extra_trees_mse_minus_empirical,delta_shuffled_extra_trees_mse_minus_empirical_ci,delta_extra_trees_minus_shuffled,delta_extra_trees_minus_shuffled_ci,fold,train_group,eval_group,train_runs,eval_runs,train_pulses,eval_pulses,ridge_meta,extra_trees_meta,shuffled_extra_trees_meta,feature_count,feature_families
0.047782082970732505,"[0.033584337471470806, 0.062277572305694986]",0.05979758630658844,"[0.04833782590216384, 0.07141078434909606]",0.02510437369101479,"[0.02070525229930668, 0.02965085941378238]",0.01620898172990261,"[0.012550372123577846, 0.02013874494622243]",0.08056855153038507,"[0.06316042095534488, 0.0984675035869474]",0.01201550333585595,"[0.008850744673613162, 0.015069300505205836]",-0.02267770927971771,"[-0.03293788284643852, -0.013080454354202468]",-0.0315731012408299,"[-0.042755484381146666, -0.021086876501398448]",0.032786468559652567,"[0.028649092994695285, 0.036896690155130564]",-0.06435956980048246,"[-0.07822450351543836, -0.05043508240270582]",holdout_sample_i,sample_ii_calib,sample_i_analysis,[64],"[44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",14630,252266,"{'alpha': 1000.0, 'train_pulses': 14630, 'target_nan_fill': [-7.073904271237552e-05, -0.00042176857823506, 0.013211183249950409, 0.20000000298023224, 0.6474338173866272, 0.9489568471908569, 0.9706180691719055, 0.9163837432861328, 0.8445971012115479, 0.7488343119621277, 0.6479401588439941, 0.5329892635345459, 0.406475305557251, 0.2867193818092346, 0.20521163940429688, 0.17493180930614471, 0.10302120447158813, -0.01931789517402649]}","{'train_pulses': 14630, 'n_estimators': 80, 'max_depth': 18, 'min_samples_leaf': 8, 'target_nan_fill': [-7.073904271237552e-05, -0.00042176857823506, 0.013211183249950409, 0.20000000298023224, 0.6474338173866272, 0.9489568471908569, 0.9706180691719055, 0.9163837432861328, 0.8445971012115479, 0.7488343119621277, 0.6479401588439941, 0.5329892635345459, 0.406475305557251, 0.2867193818092346, 0.20521163940429688, 0.17493180930614471, 0.10302120447158813, -0.01931789517402649]}","{'train_pulses': 14630, 'n_estimators': 80, 'max_depth': 18, 'min_samples_leaf': 8, 'target_nan_fill': [-7.073904271237552e-05, -0.00042176857823506, 0.013211183249950409, 0.20000000298023224, 0.6474338173866272, 0.9489568471908569, 0.9706180691719055, 0.9163837432861328, 0.8445971012115479, 0.7488343119621277, 0.6479401588439941, 0.5329892635345459, 0.406475305557251, 0.2867193818092346, 0.20521163940429688, 0.17493180930614471, 0.10302120447158813, -0.01931789517402649]}",94,"['same-pulse amplitude', 'train-centered CFD position', 'rise width', 'tail summaries', 'monotonic amplitude/timewalk handles', 'stave interactions']"
0.038992194449586605,"[0.028944669072985048, 0.045920379497486605]",0.0639938842950225,"[0.056928349692986636, 0.06937584279733153]",0.042942650698037856,"[0.03882555540282498, 0.04677982455125946]",0.031911232458160424,"[0.029364361710794925, 0.034277478039270705]",0.08680826498092657,"[0.0712305458034943, 0.09858195571434124]",0.02500168984543589,"[0.022543199767594915, 0.028234288043702847]",0.003950456248451244,"[-0.0009387069830647689, 0.010256196074022613]",-0.007080961991426181,"[-0.012741511336757994, 0.0011747366592150584]",0.04781607053133996,"[0.041611441451606855, 0.05298082408861363]",-0.05489703252276616,"[-0.06418246918795133, -0.04187601205369325]",holdout_sample_ii,sample_i_calib,sample_ii_analysis,"[31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42]","[58, 59, 60, 61, 62, 63, 65]",248745,125096,"{'alpha': 10.0, 'train_pulses': 160000, 'target_nan_fill': [-0.00011274721327936277, -0.00026226069894619286, 0.011130541563034058, 0.20000000298023224, 0.7093342542648315, 0.9819254875183105, 0.8883005976676941, 0.7177560925483704, 0.6827699542045593, 0.6626914739608765, 0.6186646819114685, 0.5357751846313477, 0.45924267172813416, 0.41143304109573364, 0.3948873281478882, 0.4157261848449707, 0.3882141411304474, -0.0036776696797460318]}","{'train_pulses': 90000, 'n_estimators': 80, 'max_depth': 18, 'min_samples_leaf': 8, 'target_nan_fill': [-0.00011365936370566487, -0.00026226340560242534, 0.011140810325741768, 0.20000000298023224, 0.7091825008392334, 0.9819491505622864, 0.888259768486023, 0.7180213332176208, 0.6835900545120239, 0.6634335517883301, 0.6189767122268677, 0.5358186960220337, 0.4590662717819214, 0.4111948013305664, 0.39470434188842773, 0.4156999886035919, 0.388532429933548, -0.00048311278806068003]}","{'train_pulses': 90000, 'n_estimators': 80, 'max_depth': 18, 'min_samples_leaf': 8, 'target_nan_fill': [-0.00011012458708137274, -0.0002576710539869964, 0.011141601949930191, 0.20000000298023224, 0.7092194557189941, 0.981966495513916, 0.8883121013641357, 0.7180928587913513, 0.6831895112991333, 0.663197934627533, 0.6191490888595581, 0.5362110733985901, 0.45938271284103394, 0.41136279702186584, 0.3945785164833069, 0.41512078046798706, 0.3879414200782776, -0.0026278907898813486]}",94,"['same-pulse amplitude', 'train-centered CFD position', 'rise width', 'tail summaries', 'monotonic amplitude/timewalk handles', 'stave interactions']"
