method,scope,score_high_over_low,score_high_over_low_ci_low,score_high_over_low_ci_high,heldout_current_auc,heldout_current_auc_ci_low,heldout_current_auc_ci_high,n_scored_pulses
traditional_single_shape,pooled_out_of_block_scores,1.0640923155210893,0.9822976351989685,1.0954476724211464,0.6332638004135114,0.34626047100731866,0.7480529062375605,43403
cwola_rf_shape,pooled_out_of_block_scores,1.2204526178846256,1.1928284145159302,1.256910226797835,0.6682428026218926,0.6560714075932303,0.6815370046936444,43403
shuffled_label_rf,pooled_out_of_block_scores,1.0195877179864683,1.0119889730317326,1.0316427274487472,0.5592748282073456,0.5382192140569904,0.5895789611305329,43403
traditional_downstream_topology,pooled_runs,1.4449743989548876,1.2201625836694374,2.5421848179955453,,,,243133
