method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_derivative,sample_i_analysis,1350,-0.34258623367328833,0.7843721184061405,0.8492593805664839,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,0.8614728115072707,3.259842631717554,8.042508153482395,0.2748148148148148,0.15333333333333332
mlp,sample_i_analysis,1350,0.44982688751233124,4.208878693733464,7.954105273775347,0.29259259259259257,0.1451851851851852
ridge,sample_i_analysis,1350,1.088976709908426,5.043111728760038,8.616188817072402,0.34,0.1474074074074074
compact_waveform_transformer,sample_i_analysis,1350,-0.4699892187448209,6.300169491475973,9.627234676088825,0.35703703703703704,0.18222222222222223
1d_cnn,sample_i_analysis,1350,2.4973863987214866,8.219512290901394,10.438301593978943,0.52,0.2822222222222222
derivative_gate_transformer_new,sample_i_analysis,1350,2.219487698654163,8.581296600830381,10.76485357328922,0.5718518518518518,0.2474074074074074
traditional_cfd_template_derivative,sample_i_calib,657,-0.23604515867405595,1.1560672101332772,1.0278465560429,0.0015220700152207,0.0
gradient_boosted_trees,sample_i_calib,657,1.4779834609034164,4.075887723224174,4.39294157711762,0.289193302891933,0.0547945205479452
ridge,sample_i_calib,657,2.6562056435622132,4.65127986410535,4.4209303710529255,0.3637747336377473,0.0593607305936073
mlp,sample_i_calib,657,1.7533300481005938,4.966541258156915,4.912001161907819,0.30441400304414,0.076103500761035
compact_waveform_transformer,sample_i_calib,657,1.1723567055668234,5.487159048101919,5.572454249455309,0.3363774733637747,0.1050228310502283
derivative_gate_transformer_new,sample_i_calib,657,4.3232472809005404,5.973997531705539,6.429891481630312,0.5205479452054794,0.1567732115677321
1d_cnn,sample_i_calib,657,4.096510032650402,7.331559642936295,7.97843239545828,0.5053272450532724,0.2785388127853881
traditional_cfd_template_derivative,sample_ii_analysis,2739,0.703080075229285,0.7581250717276509,0.7216517822820299,0.0,0.0
ridge,sample_ii_analysis,2739,-0.906737349854434,3.771475508748315,3.8199830996436157,0.20518437385907265,0.012413289521723256
gradient_boosted_trees,sample_ii_analysis,2739,-1.4620998059911052,4.101210219424322,3.981723173336084,0.2252646951442132,0.007667031763417305
mlp,sample_ii_analysis,2739,-1.8339656602507821,4.5593311434847354,4.4042716529034305,0.2782037239868565,0.009127418765972983
compact_waveform_transformer,sample_ii_analysis,2739,-0.8875361331544305,5.651923174620606,5.621878171233039,0.370938298649142,0.06681270536692223
derivative_gate_transformer_new,sample_ii_analysis,2739,1.7155978309306423,5.740739172509432,6.4146121552731525,0.4019715224534502,0.10186199342825848
1d_cnn,sample_ii_analysis,2739,1.3078307518529542,5.747933168206753,6.91293311230314,0.39868565169769987,0.08908360715589632
traditional_cfd_template_derivative,sample_ii_calib,720,0.04801869395343461,0.8676772621813091,0.9235774284261699,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-0.2624194778308082,2.13210449646422,2.8543584200035803,0.0375,0.004166666666666667
ridge,sample_ii_calib,720,-0.24684690251420438,2.6495938726549735,2.8976405696287952,0.07361111111111111,0.002777777777777778
mlp,sample_ii_calib,720,-0.79106950598293,2.885883454875776,3.0133420008105163,0.05555555555555555,0.004166666666666667
compact_waveform_transformer,sample_ii_calib,720,-0.033078022196691315,4.543567836069209,5.372075762958498,0.2875,0.03888888888888889
1d_cnn,sample_ii_calib,720,1.5094361545735229,4.834314474511501,6.167476879803215,0.33055555555555555,0.06666666666666667
derivative_gate_transformer_new,sample_ii_calib,720,2.2960581650925844,5.361162716795594,6.1577072918383315,0.37083333333333335,0.07361111111111111
