heldout_run,candidate,train_auc,train_ap,selected
58,any_early_peak,0.472488038277512,0.0356375832994538,
58,b2_early_peak,0.4954545454545454,0.03686544788239704,
58,early_peak_count,0.4687400318979267,0.03517128966769255,
58,downstream_early_count,0.459688995215311,0.035420536944927195,
58,early_low_area_count,0.4541866028708134,0.03689342751842752,
58,max_p02_score,0.644896331738437,0.07167289115632482,
58,ds_max_p02_score,0.670334928229665,0.06761150387441756,
58,__selected__,,,max_p02_score
59,any_early_peak,0.4333091261195836,0.03171860676547923,
59,b2_early_peak,0.47488501573468894,0.03289846974796104,
59,early_peak_count,0.4337327523602033,0.031923242699549256,
59,downstream_early_count,0.4446865165819414,0.03196011099180319,
59,early_low_area_count,0.45570079883805376,0.03390998546535911,
59,max_p02_score,0.6487533284918905,0.07474155436940554,
59,ds_max_p02_score,0.6861534737351731,0.10922687229626286,
59,__selected__,,,ds_max_p02_score
60,any_early_peak,0.4815277777777778,0.033305649554308356,
60,b2_early_peak,0.5202777777777778,0.036292918454935624,
60,early_peak_count,0.48,0.033147501781029,
60,downstream_early_count,0.45666666666666667,0.03267449740230404,
60,early_low_area_count,0.46979166666666666,0.03459268735556289,
60,max_p02_score,0.6369444444444444,0.1069600276142846,
60,ds_max_p02_score,0.6583333333333333,0.06795322456452703,
60,__selected__,,,max_p02_score
61,any_early_peak,0.5150655795817085,0.03466172322489138,
61,b2_early_peak,0.5218007798652959,0.03557969950570156,
61,early_peak_count,0.5085076214108472,0.03369217652770784,
61,downstream_early_count,0.4856433888691952,0.033075325453922576,
61,early_low_area_count,0.4641970932293513,0.03442181319879162,
61,max_p02_score,0.6586316908897554,0.08126565924452783,
61,ds_max_p02_score,0.6678482807515066,0.07055695447135026,
61,__selected__,,,max_p02_score
62,any_early_peak,0.4603174603174603,0.04081515640485883,
62,b2_early_peak,0.47252747252747257,0.041871612799370406,
62,early_peak_count,0.45436507936507936,0.04081515640485883,
62,downstream_early_count,0.45060032560032565,0.04094795067625918,
62,early_low_area_count,0.4337606837606838,0.04294478527607362,
62,max_p02_score,0.6373626373626373,0.05759828310064506,
62,ds_max_p02_score,0.6692104192104192,0.06263983288816306,
62,__selected__,,,ds_max_p02_score
63,any_early_peak,0.4850574712643678,0.03597190810617784,
63,b2_early_peak,0.49827586206896557,0.03678176067474961,
63,early_peak_count,0.4805076628352491,0.03533939703723413,
63,downstream_early_count,0.4692049808429119,0.03545622274404562,
63,early_low_area_count,0.4531609195402299,0.036722017220172196,
63,max_p02_score,0.6409961685823755,0.07329614342749956,
63,ds_max_p02_score,0.6625478927203066,0.0678378789816281,
63,__selected__,,,max_p02_score
65,any_early_peak,0.47177865612648223,0.03530871637361534,
65,b2_early_peak,0.49501976284584975,0.036531140551241056,
65,early_peak_count,0.4679841897233202,0.03484567200341429,
65,downstream_early_count,0.45889328063241097,0.0350985229176184,
65,early_low_area_count,0.4531225296442688,0.036596333942439475,
65,max_p02_score,0.6428458498023716,0.07101075897794165,
65,ds_max_p02_score,0.6679841897233202,0.06683327086757584,
65,__selected__,,,max_p02_score
