method,n,balanced_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1_ci_low,macro_f1_ci_high,macro_precision_ci_low,macro_precision_ci_high,macro_recall_ci_low,macro_recall_ci_high
gradient_boosted_trees,10000,0.9955,0.9954999923949872,0.9955033496026433,0.9955,0.9935963384754363,0.9970187845303867,0.9936197807149414,0.9970201181684354,0.9936748261483559,0.9970215305056934,0.9935963384754363,0.9970187845303867
hybrid_cnn_tabular,10000,0.9952,0.9951999767678876,0.9952095872576093,0.9952,0.9939420924574209,0.9964375690607734,0.9939584022735678,0.9964242333837663,0.9939819482745864,0.9964187623515447,0.9939420924574209,0.9964375690607734
ridge,10000,0.9946999999999999,0.9946999613627182,0.9947144258726585,0.9946999999999999,0.9924645690093733,0.9961588833362054,0.9924958240813506,0.9961513473238461,0.9925794163898962,0.9961458550443028,0.9924645690093733,0.9961588833362054
mlp,10000,0.9944999999999999,0.9944999401043477,0.9945215413583416,0.9944999999999999,0.992162851553374,0.9962429360694554,0.9921994430464471,0.9962255997906926,0.99230804001341,0.996221551936278,0.992162851553374,0.9962429360694554
traditional_bands,10000,0.9794,0.9793912544727481,0.9802151363810987,0.9794,0.977006774789571,0.9812549329123914,0.977035200947497,0.9811255559215051,0.9780658997855333,0.9817821408344346,0.977006774789571,0.9812549329123914
cnn1d,10000,0.8572,0.85440308916677,0.8869317757386757,0.8572,0.85431000385679,0.8600454638028096,0.8508163689323793,0.8569137200434354,0.8841608691850493,0.8893829648612257,0.85431000385679,0.8600454638028096
