axis,stratum,method,n_pair_residuals,n_events,n_runs,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,mae_ns,core_sigma_ns,core_mu_ns,core_chi2_ndf,pull_width_ml_tail_prob,sigma68_ci_low,sigma68_ci_high,full_rms_ci_low,full_rms_ci_high,tail_ci_low,tail_ci_high,mean_ml_tail_probability
s16_lowering_axis,large,raw_cfd20_pair_centered,727,279,17,2.786289722752816,2.006990444698273,13.576482638973781,0.05089408528198074,3.7463391898984884,1.6921966416900476,-0.47075137472467254,3.463268695169465,26.58724333589765,1.8042802321292295,2.1661220270043624,7.083781400079166,20.950901886859572,0.029318106587222774,0.08959020821773794,0.08189729098663576
s16_lowering_axis,large,traditional_ridge_pathology,727,279,17,0.6395655175404533,3.744269553117376,11.175275522092283,0.20907840440165062,4.713683188467956,3.034222257722543,-0.11479679800953597,1.6464978565504218,37.534056177264276,3.2924813158337756,4.199198622460354,6.090636003098798,18.115091848725132,0.14751827896512934,0.24413422396565765,0.08189729098663576
s16_lowering_axis,large,ml_rf_pathology,727,279,17,0.1575289929318311,0.7986744026135656,11.375037565313301,0.08665749656121045,2.867582211653157,0.6526538359313282,-0.03173581925315809,0.8965507533732553,19.054582337615948,0.682461809633451,0.8888260576369023,5.447287621142758,20.025387160402374,0.04640102353843431,0.12757226464171845,0.08189729098663576
s16_lowering_axis,medium,raw_cfd20_pair_centered,860,402,17,1.829591537791294,1.5372783965838517,9.424455350709698,0.03255813953488372,2.2363179575037453,1.260335088965364,-0.12212500009717804,2.9089937283497838,33.09036920009784,1.3441798424879112,1.7016862196856632,4.881737758533145,12.054325929470028,0.007350666612961695,0.051853678005649044,0.021246240333612325
s16_lowering_axis,medium,traditional_ridge_pathology,860,402,17,0.6965103000127714,2.6673332702230867,8.478127589985851,0.08372093023255814,3.08407807429611,2.4807942361087143,-0.24479755344757193,1.2258308496169006,50.43438989121724,2.476151014884011,2.904356674389001,4.080233202269436,11.741159891396398,0.057441063809909376,0.11632236227824465,0.021246240333612325
s16_lowering_axis,medium,ml_rf_pathology,860,402,17,0.12444900462458058,0.8341049047210227,7.008424945610199,0.03372093023255814,1.5884057080684142,0.7040834048293345,0.02244907545507182,1.7663850498378677,24.124447263872238,0.7222606561606981,0.9899644612492093,1.53239653035998,9.79369485334753,0.00933832425892317,0.05845904765104618,0.021246240333612325
s16_lowering_axis,none,raw_cfd20_pair_centered,10264,3752,21,-0.21167610137338677,1.4756336870834161,3.708542665051601,0.00857365549493375,1.375102634486324,1.4560819933402727,-0.00588938799285501,1.1234061516261689,34.3949824948034,1.4340691611923853,1.5294804835236295,1.8934541805327925,4.965090626475804,0.005122658250770893,0.012206952513981434,0.010264312460140725
s16_lowering_axis,none,traditional_ridge_pathology,10264,3752,21,0.09657052351279596,1.8160823971046778,3.618718169159073,0.018219017926734218,1.6530862386493925,1.7074576817654428,-0.021814326891724252,1.815758642865634,41.644942495009055,1.722896096328671,1.9199493589376824,2.240616851095785,4.812755473577489,0.013316569515256277,0.023737071297037768,0.010264312460140725
s16_lowering_axis,none,ml_rf_pathology,10264,3752,21,-0.0009898194157209744,1.2907766300773433,2.2049443040057706,0.007014809041309431,1.1381451887844538,1.28652172120304,-0.006278013729479937,0.8103868043384675,30.99583008793205,1.2273821710488235,1.342169064884294,1.6265607511464797,2.85075435129458,0.004225870640269801,0.010108297939952483,0.010264312460140725
s16_lowering_axis,small,raw_cfd20_pair_centered,1559,776,19,0.14357220353069167,1.8332149939880646,8.051925770580443,0.01860166773572803,2.1156624025502015,1.6454951424433022,0.014949756915395754,1.6709417367394486,37.06897490877525,1.6230581181287163,1.9191035168518842,4.617046101380808,11.668987279132436,0.008457599748371193,0.030909244098689847,0.016424270082189444
