axis,worst_stratum,worst_tail_frac,worst_sigma68_ns,best_stratum,best_tail_frac,tail_frac_range,sigma68_range_ns
s16_lowering_axis,large,0.05089408528198074,2.006990444698273,none,0.00857365549493375,0.04232042978704699,0.5313567576148568
p09_taxon_proxy,baseline_excursion,0.031161473087818695,1.9664518348501616,ordinary_shape,0.0023553162853297443,0.02880615680248895,0.5673423866275691
p07_saturation_axis,wide_plateau,0.03084223013048636,1.5659260751779498,shoulder_wide,0.00735165412217749,0.02349057600830887,0.11138728693378264
pretrigger_axis,large,0.031161473087818695,1.9664518348501616,quiet,0.008058683748321107,0.02310278933949759,0.4876342104033351
dropout_jagged_axis,negative_dropout,0.027724049000644745,1.7892910658794854,not_dropout,0.011974028164263429,0.015750020836381315,0.26741134586996806
s10_two_pulse_axis,high_broad_late,0.022230889235569422,1.5877466442689605,mid_broad_late,0.00841992117520602,0.013810968060363402,-0.003044835251364564
peak_phase_axis,nominal_peak,0.015497201894102454,1.7365530125855138,early_peak,0.0029455081001472753,0.012551693793955179,-0.21148048753288018
