mode,family,method,sigma68_ns,ci_low,ci_high,n_runs,n_pair_residuals
b2_heldout,all_six,base,3.2723517367772947,3.052287566789784,3.5007428867654324,7,22644
b2_heldout,all_six,cnn1d,2.946854219318283,2.7386047531181883,3.14621282347641,7,22644
b2_heldout,all_six,cnn1d_shuffled,3.246043576959742,3.0702111359464044,3.43647989855377,7,22644
b2_heldout,all_six,event_token_attention,2.9606912345352883,2.7146563877582994,3.198893681118238,7,22644
b2_heldout,all_six,event_token_attention_shuffled,3.4958145242318293,3.2218694707570474,3.739412073802708,7,22644
b2_heldout,all_six,gradient_boosted_trees,3.8743205251384576,3.587911563043146,4.243291653257293,7,22644
b2_heldout,all_six,gradient_boosted_trees_shuffled,3.9078204597680033,3.6145308773362586,4.214070285594823,7,22644
b2_heldout,all_six,mlp,3.74389100074794,3.5321955723308456,4.000370409705711,7,22644
b2_heldout,all_six,mlp_shuffled,4.148361634894541,3.897106718307512,4.41770565681086,7,22644
b2_heldout,all_six,ridge,3.6361628139544098,3.4207683722624584,3.8549698510981054,7,22644
b2_heldout,all_six,ridge_shuffled,3.3381196197894414,3.1390341931231087,3.5496224751761822,7,22644
b2_heldout,all_six,traditional,3.651263490311193,3.4300143782540853,3.853522605785602,7,22644
b2_heldout,b2_containing,base,4.328706212040591,3.166683863830458,5.608269008005122,7,11322
b2_heldout,b2_containing,cnn1d,3.7281848161141466,2.4607616262302945,5.123184946426648,7,11322
b2_heldout,b2_containing,cnn1d_shuffled,4.363428686489843,3.2879682433463246,5.570738110033754,7,11322
b2_heldout,b2_containing,event_token_attention,3.6172700727177607,2.3884464972298063,5.041852149701698,7,11322
b2_heldout,b2_containing,event_token_attention_shuffled,4.650381461114496,3.6883431309623833,5.752943578554688,7,11322
b2_heldout,b2_containing,gradient_boosted_trees,3.9740172762505495,2.836927168225075,5.234621708288879,7,11322
b2_heldout,b2_containing,gradient_boosted_trees_shuffled,4.69583229571416,3.6651669962622124,5.880833017521112,7,11322
b2_heldout,b2_containing,mlp,3.837764506389583,2.649118035948965,5.214303135542294,7,11322
b2_heldout,b2_containing,mlp_shuffled,5.260229489951447,4.175638067272937,6.40854896872158,7,11322
b2_heldout,b2_containing,ridge,4.040259275608582,2.848309414923884,5.4306624912070856,7,11322
b2_heldout,b2_containing,ridge_shuffled,4.5135321408406,3.2675163949511465,5.828761951811889,7,11322
b2_heldout,b2_containing,traditional,3.9465269858157055,2.735056578791494,5.291838980407924,7,11322
b2_heldout,downstream_only,base,2.7872431198615786,2.6925273849365565,2.8880732198770365,7,11322
b2_heldout,downstream_only,cnn1d,1.8248125041358922,1.669204818956783,1.9558978175786612,7,11322
b2_heldout,downstream_only,cnn1d_shuffled,2.8563741717570332,2.7879376536571616,2.931624866466137,7,11322
b2_heldout,downstream_only,event_token_attention,1.8349900900734883,1.70258777381996,1.9475149807983712,7,11322
b2_heldout,downstream_only,event_token_attention_shuffled,2.859734711291099,2.7483295581996035,2.984313637380416,7,11322
b2_heldout,downstream_only,gradient_boosted_trees,2.1296144048435943,2.051169681042807,2.2237622752008552,7,11322
b2_heldout,downstream_only,gradient_boosted_trees_shuffled,3.6744439184795783,3.557641798294433,3.8267822618113314,7,11322
b2_heldout,downstream_only,mlp,2.0009545988231223,1.904065138084198,2.118964202645282,7,11322
b2_heldout,downstream_only,mlp_shuffled,3.760170278730395,3.660086583716528,3.9160598033734773,7,11322
b2_heldout,downstream_only,ridge,1.967586849392849,1.8552004692565565,2.1068964752973858,7,11322
b2_heldout,downstream_only,ridge_shuffled,3.061538058151419,2.926550676077761,3.1831431037619082,7,11322
b2_heldout,downstream_only,traditional,2.0078547361049432,1.8526800175233908,2.2170379664324904,7,11322
b2_included,all_six,base,3.2723517367772947,3.052184918343421,3.500917689032757,7,22644
b2_included,all_six,cnn1d,2.4149995060687077,2.2235025505337878,2.6341995335514574,7,22644
b2_included,all_six,cnn1d_shuffled,3.2471065656499727,2.982095849069877,3.5072803864625497,7,22644
b2_included,all_six,event_token_attention,2.2794538847615207,2.0493992208072593,2.525428787304396,7,22644
b2_included,all_six,event_token_attention_shuffled,3.114270786485698,2.92648840197339,3.333553285017992,7,22644
b2_included,all_six,gradient_boosted_trees,2.795769449282606,2.6545195296997908,2.938408829596359,7,22644
b2_included,all_six,gradient_boosted_trees_shuffled,4.633927202061853,4.375136717148816,4.932088419885626,7,22644
b2_included,all_six,mlp,2.8775278950185394,2.698002558964162,3.0875202290808375,7,22644
b2_included,all_six,mlp_shuffled,4.278340708761388,3.8949929336667863,4.699123042329156,7,22644
b2_included,all_six,ridge,2.6059787997821737,2.41407353008955,2.8151243778159767,7,22644
b2_included,all_six,ridge_shuffled,3.84457151852319,3.576643000494198,4.121722317610469,7,22644
b2_included,all_six,traditional,2.3523852156111835,2.1741946282106137,2.5354433157551033,7,22644
b2_included,b2_containing,base,4.328706212040591,3.1889574364210516,5.636700631051509,7,11322
b2_included,b2_containing,cnn1d,3.439896974218982,2.3961400879669736,4.655167705807711,7,11322
b2_included,b2_containing,cnn1d_shuffled,4.270659218307871,3.1441367785664203,5.470501412882916,7,11322
b2_included,b2_containing,event_token_attention,3.3528436006360787,2.38207457998794,4.392115066467953,7,11322
b2_included,b2_containing,event_token_attention_shuffled,4.140425527976057,3.12693928826577,5.319971597193689,7,11322
b2_included,b2_containing,gradient_boosted_trees,3.2469011879096876,2.8089217479819553,3.694751995090881,7,11322
