max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,method,fold,cv_rmse_ns,n_train_rows,n_val_rows,alpha,note
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_all,1,2.135786870350231,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_all,2,1.986396533460392,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_all,-1,1.7024358984144012,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_all,0,0.986998791875475,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_all,1,2.141375306783197,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_all,2,1.9905402310997782,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_all,-1,1.70630477658615,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,0,2.790203685371612,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,1,3.407797623830257,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,2,3.3095906533975636,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,-1,3.1691973208664774,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,0,2.7969561449239597,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,1,3.412538750121768,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,2,3.3071776538346915,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,-1,3.1722241829601394,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,0,2.6743787820594878,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,1,3.28042611311557,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,2,3.200841723314947,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,-1,3.051882206163335,3780.0,0.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,0,2.686342196206421,2514.0,1266.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,1,3.2832967598274396,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,2,3.2046314336999235,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,-1,3.0580901299112617,3780.0,0.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,0,2.697279373488272,2514.0,1266.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,1,3.305163324394531,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,2,3.2123930227512894,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_stave,-1,3.0716119068780308,3780.0,0.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,0,2.691080074484705,2514.0,1266.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,1,3.31763128207548,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,2,3.2106212153679454,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_stave,-1,3.073110857309377,3780.0,0.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,0,2.4836504819468566,2514.0,1266.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,1,3.1248650796810358,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,2,3.0398605252732023,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_stave,-1,2.8827920289670317,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,0,2.4810873563137523,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,1,3.1234369031597358,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,2,3.035606179613257,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_stave,-1,2.8800434796955816,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,0,1.1363907418494776,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,1,2.2613802464041663,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,2,2.0825676026285893,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,-1,1.826779530294078,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,0,1.1322153777383643,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,1,2.261531595480906,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,2,2.080322461195846,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,-1,1.8246898114717058,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,0,1.074154540013787,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,1,2.214906509281927,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,2,2.0433874956392466,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,-1,1.7774828483116536,3780.0,0.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,0,1.0729243567471365,2514.0,1266.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,1,2.217939354146298,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,2,2.0508527569830903,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,-1,1.7805721559588417,3780.0,0.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,0,1.0251177428473741,2514.0,1266.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,1,2.163869198106837,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,2,2.019151195510999,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_peak_phase,-1,1.7360460454884035,3780.0,0.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,0,1.018529223388958,2514.0,1266.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,1,2.1587021375048323,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,2,2.012163972795576,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_peak_phase,-1,1.729798444563122,3780.0,0.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,0,1.0022450550416422,2514.0,1266.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,1,2.129627867801636,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,2,1.9952954990761071,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_peak_phase,-1,1.7090561406397953,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,0,1.0083231076996069,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,1,2.135070468224041,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,2,2.0075887062920796,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_peak_phase,-1,1.716994094071909,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,0,1.1391554147536644,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,1,2.2577211513904,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,2,2.0809968443687556,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,-1,1.8259578035042734,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,0,1.136007793567415,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,1,2.257888440534278,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,2,2.0826161702839183,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,-1,1.8255041347952037,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,0,1.0538972178753285,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,1,2.2204427969913967,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,2,2.045031458784032,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,-1,1.7731238245502523,3780.0,0.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,0,1.0668599430468442,2514.0,1266.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,1,2.2158101195953868,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,2,2.0450992541733726,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,-1,1.775923105605201,3780.0,0.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,0,1.0115879660315008,2514.0,1266.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,1,2.159301006684902,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,2,2.0213856766698215,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_pretrigger,-1,1.7307582164620747,3780.0,0.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,0,1.0209903785380832,2514.0,1266.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,1,2.1545666867900057,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,2,2.0220963724968013,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_pretrigger,-1,1.73255114594163,3780.0,0.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,0,0.9777628331960309,2514.0,1266.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,1,2.1336274202781405,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,2,1.9941550771428354,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_pretrigger,-1,1.7018484435390022,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,0,0.989502750874425,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,1,2.134280089998762,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,2,1.9973335831100851,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_pretrigger,-1,1.707038807994424,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,0,1.1788180484326078,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,1,2.2707630949661803,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,2,2.088351796815812,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,-1,1.8459776467382,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,0,1.191168049641801,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,1,2.271210457150618,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,2,2.0888788354288543,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,-1,1.8504191140737578,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,0,1.1085036055673774,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,1,2.2367210829886175,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,2,2.0379651469004068,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,-1,1.7943966118188006,3780.0,0.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,0,1.1027975461230508,2514.0,1266.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,1,2.235217812605567,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,2,2.04514533914235,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,-1,1.7943868992903227,3780.0,0.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,0,1.0727784577571737,2514.0,1266.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,1,2.1687656624832576,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,2,2.020769139268459,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_q_template,-1,1.7541044198362965,3780.0,0.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,0,1.0852987583842337,2514.0,1266.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,1,2.165688575424665,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,2,2.023689698906881,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_q_template,-1,1.7582256775719267,3780.0,0.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,0,1.026087865682785,2514.0,1266.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,1,2.146426987836807,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,2,1.985719466423527,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_q_template,-1,1.7194114399810398,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,0,1.0267108749590301,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,1,2.1519037649945787,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,2,1.987595347533321,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_q_template,-1,1.7220699958289767,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,0,1.1391554147536644,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,1,2.2577211513904,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,2,2.081038524553459,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,-1,1.8259716968991746,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,0,1.136007793567415,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,1,2.257888440534278,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,2,2.084011605724416,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,-1,1.8259692799420364,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,0,1.063254842360727,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,1,2.216460978959491,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,2,2.0405799474307154,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,-1,1.7734319229169777,3780.0,0.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,0,1.0635936017717291,2514.0,1266.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,1,2.217670919652745,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,2,2.0447449414113144,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,-1,1.7753364876119295,3780.0,0.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,0,1.0174101109005804,2514.0,1266.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,1,2.1594338538201114,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,2,2.018510708443426,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_saturation,-1,1.731784891054706,3780.0,0.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,0,1.0178797176893615,2514.0,1266.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,1,2.154215683110381,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,2,2.0227127172570043,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_saturation,-1,1.7316027060189156,3780.0,0.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,0,0.9851242914325807,2514.0,1266.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,1,2.135786870350231,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,2,1.985028183103438,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_saturation,-1,1.7019797816287499,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,0,0.9875687721822294,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,1,2.141375306783197,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,2,1.9933967173698424,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_saturation,-1,1.7074469321117565,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,0,1.1284567746997403,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,1,2.254919379443375,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,2,2.08035824654841,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,-1,1.8212448002305084,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,0,1.141883399785109,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,1,2.249539276021816,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,2,2.074907460117114,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,-1,1.822110045308013,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,0,1.0604334935608886,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,1,2.2108674567723354,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,2,2.040142504291132,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,-1,1.7704811515414518,3780.0,0.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,0,1.0631538119751747,2514.0,1266.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,1,2.2116398172092198,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,2,2.034192945336088,2523.0,1257.0,,
40.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,-1,1.7696621915068274,3780.0,0.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,0,1.0116640726359267,2514.0,1266.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,1,2.1509478514970444,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,2,2.004130867887596,2523.0,1257.0,,
80.0,0.05,7.0,0.05,64.0,20260628.0,hgb_no_anomaly,-1,1.7222475973401892,3780.0,0.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,0,1.0159283065768878,2514.0,1266.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,1,2.1463120022844686,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,2,2.0080934779753696,2523.0,1257.0,,
80.0,0.05,7.0,0.2,64.0,20260628.0,hgb_no_anomaly,-1,1.7234445956122422,3780.0,0.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,0,0.9863703271399028,2514.0,1266.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,1,2.1306454490990143,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,2,1.987383384052743,2523.0,1257.0,,
80.0,0.05,15.0,0.05,64.0,20260628.0,hgb_no_anomaly,-1,1.7014663867638866,3780.0,0.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,0,0.9816260196691523,2514.0,1266.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,1,2.1294414960411494,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,2,1.9782830094844177,2523.0,1257.0,,
80.0,0.05,15.0,0.2,64.0,20260628.0,hgb_no_anomaly,-1,1.6964501750649064,3780.0,0.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,0,2.8863824474712163,2514.0,1266.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,1,3.469744964504761,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,2,3.3819367455229163,2523.0,1257.0,,
40.0,0.05,7.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,-1,3.2460213858329645,3780.0,0.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_support_excluded_sentinel,0,2.886597159416584,2514.0,1266.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_support_excluded_sentinel,1,3.4721310745659486,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_support_excluded_sentinel,2,3.3800791447409253,2523.0,1257.0,,
40.0,0.05,7.0,0.2,64.0,20260628.0,hgb_support_excluded_sentinel,-1,3.2462691262411525,3780.0,0.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,0,2.8575111359673855,2514.0,1266.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,1,3.4475318417830128,2523.0,1257.0,,
40.0,0.05,15.0,0.05,64.0,20260628.0,hgb_support_excluded_sentinel,2,3.353587674151615,2523.0,1257.0,,
