family,feature,train_mean,heldout_mean,standardized_shift,train_p10,train_p90,heldout_p10,heldout_p90
amplitude,log_amp,7.850592136383057,7.864715576171875,0.04324175174412241,7.426459646224975,8.254099369049072,7.445417404174805,8.286432933807372
amplitude,inv_amp_1000,0.4113996922969818,0.40566831827163696,-0.04031628640587039,0.260257425904274,0.5956458747386932,0.2519748657941818,0.5844535231590271
amplitude,inv_sqrt_amp_1000,0.6326922178268433,0.6282944083213806,-0.04174188041522356,0.5101543307304383,0.7717809557914733,0.5019709944725037,0.7644956111907959
amplitude,area_over_amp,5.98052978515625,7.1051859855651855,0.4483014694923415,2.2198166370391847,8.407747554779052,5.3085253715515135,8.78414545059204
q_template,template_mse,0.1468183547258377,0.1233932301402092,-0.16616218351787115,0.044203363731503485,0.20482887625694274,0.038388180360198025,0.23413458317518238
q_template,template_corr,0.44301480054855347,0.6038950681686401,0.4310264541398162,-0.02968004997819661,0.9334713459014893,-0.0479095797985792,0.9534533977508545
q_template,template_tail_mse,0.1654881089925766,0.09409689158201218,-0.3225976058056693,0.02199208438396454,0.3278583616018295,0.019531075656414033,0.2338160470128061
pretrigger,pre0,-0.03517114371061325,-0.05013837665319443,-0.0945719122824977,-0.03356699682772157,0.004348027007654308,-0.12110432535409926,0.0038929706672206532
pretrigger,pre1,-0.02285025827586651,-0.03257821127772331,-0.1147688855070655,-0.03296726644039153,0.002126537123695016,-0.1126685231924057,0.0022235231241211303
pretrigger,pre2,0.022523565217852592,0.032164160162210464,0.11363777080132892,-0.002627948299050331,0.031104149296879734,-0.002559443190693855,0.11243461668491372
pretrigger,pre3,0.09139400720596313,0.1289004385471344,0.16045078962699588,-0.003708278900012373,0.4103694468736648,-0.003727727895602584,0.6257360994815827
pretrigger,pre_mean,0.013974041678011417,0.01958700269460678,0.15078617646803866,-0.0007132378115784376,0.07362255454063406,-0.0007486540707759559,0.09921122267842294
pretrigger,pre_std,0.054884836077690125,0.07513048499822617,0.13782032164752234,0.0009198839368764312,0.1891179531812667,0.001011445140466094,0.30741212069988255
pretrigger,pre_slope_per_ns,0.004218838177621365,0.0059679606929421425,0.14168743071422008,-0.00024639624753035604,0.015085769537836304,-0.0002312041178811341,0.025117528997361662
anomaly,negative_pretrigger_floor,-0.04013296589255333,-0.053967297077178955,-0.08966588768041904,-0.03804987110197543,-0.000844580348348245,-0.12357603088021268,-0.000924710085382685
anomaly,pretrigger_std,0.054884836077690125,0.07513048499822617,0.13782032164752234,0.0009198839368764312,0.1891179531812667,0.001011445140466094,0.30741212069988255
anomaly,late_over_early_charge,40872.6484375,24427.62109375,-0.035690912424071145,1.2157449007034302,2486.659277343747,0.7988262414932252,978.4445068359375
anomaly,max_abs_adjacent_sample_jump,0.4844641387462616,0.4863203763961792,0.015840037618205755,0.38360206186771395,0.6180874884128571,0.3824324578046799,0.6216624736785888
stave,stave_B4,0.3333333432674408,0.3333333432674408,0.0,0.0,1.0,0.0,1.0
stave,stave_B6,0.3333333432674408,0.3333333432674408,0.0,0.0,1.0,0.0,1.0
stave,stave_B8,0.3333333432674408,0.3333333432674408,0.0,0.0,1.0,0.0,1.0
