loss,alpha,loss_param,fold,sigma68_ns,n_pair_residuals,train_weight_mean,train_nonzero_weight_frac,heldout_run
huber,100.0,0.75,0,2.0498742344650522,2799,0.8189476665456236,1.0,60
huber,100.0,0.75,1,1.2946434058820793,2838,0.800297922188727,1.0,60
huber,100.0,0.75,2,1.2506301384696656,3399,0.8062726135731293,1.0,60
huber,100.0,0.75,-1,1.5317159262722655,0,,,60
huber,100.0,1.0,0,2.073737591871326,2799,0.8764271460861113,1.0,60
huber,100.0,1.0,1,1.3152647709339609,2838,0.8590370322102893,1.0,60
huber,100.0,1.0,2,1.2673260930794181,3399,0.8632441629985077,1.0,60
huber,100.0,1.0,-1,1.5521094852949016,0,,,60
huber,100.0,1.5,0,2.100673066596746,2799,0.9400704944103352,1.0,60
huber,100.0,1.5,1,1.3456337955096656,2838,0.9279050589826718,1.0,60
huber,100.0,1.5,2,1.2936424579255688,3399,0.9310763131506982,1.0,60
huber,100.0,1.5,-1,1.5799831066773269,0,,,60
huber,100.0,2.0,0,2.112837802019721,2799,0.9690194282851017,1.0,60
huber,100.0,2.0,1,1.3450986431371397,2838,0.961372691258062,1.0,60
huber,100.0,2.0,2,1.3067020506804097,3399,0.9637042103688715,1.0,60
huber,100.0,2.0,-1,1.588212831945757,0,,,60
trimmed,100.0,0.01,0,2.128003546434792,2799,0.98989898989899,0.98989898989899,60
trimmed,100.0,0.01,1,1.356340292254644,2838,0.9899967731526299,0.9899967731526299,60
trimmed,100.0,0.01,2,1.3211477828186333,3399,0.989888238424694,0.989888238424694,60
trimmed,100.0,0.01,-1,1.60183054050269,0,,,60
trimmed,100.0,0.03,0,2.112242186621035,2799,0.9698573031906366,0.9698573031906366,60
trimmed,100.0,0.03,1,1.3498146502618076,2838,0.9699903194578896,0.9699903194578896,60
trimmed,100.0,0.03,2,1.2987366399772977,3399,0.9698421145999645,0.9698421145999645,60
trimmed,100.0,0.03,-1,1.58693115895338,0,,,60
trimmed,100.0,0.05,0,2.0895566267168,2799,0.94997594997595,0.94997594997595,60
trimmed,100.0,0.05,1,1.3407525273313368,2838,0.9499838657631494,0.9499838657631494,60
trimmed,100.0,0.05,2,1.291145924094705,3399,0.9499733901011176,0.9499733901011176,60
trimmed,100.0,0.05,-1,1.5738183593809474,0,,,60
trimmed,100.0,0.1,0,2.054302025088089,2799,0.8999518999519,0.8999518999519,60
trimmed,100.0,0.1,1,1.297994915682268,2838,0.8999677315262988,0.8999677315262988,60
trimmed,100.0,0.1,2,1.2436279857406056,3399,0.8999467802022353,0.8999467802022353,60
trimmed,100.0,0.1,-1,1.531974975503654,0,,,60
huber,0.1,0.75,0,1.517985815878312,2622,0.8256461665874867,1.0,61
huber,0.1,0.75,1,1.6203383460540215,2640,0.8293014908940932,1.0,61
huber,0.1,0.75,2,1.5785791632680322,3399,0.831990348015658,1.0,61
huber,0.1,0.75,-1,1.572301108400122,0,,,61
huber,0.1,1.0,0,1.5041488941407366,2622,0.882577582033038,1.0,61
huber,0.1,1.0,1,1.6205930820858698,2640,0.8842698625366053,1.0,61
huber,0.1,1.0,2,1.5806019258316855,3399,0.8864546698608705,1.0,61
huber,0.1,1.0,-1,1.568447967352764,0,,,61
huber,0.1,1.5,0,1.4931325990235782,2622,0.9443181044683416,1.0,61
huber,0.1,1.5,1,1.5981784017694949,2640,0.9452022924483072,1.0,61
huber,0.1,1.5,2,1.5584235761010752,3399,0.9474295796544334,1.0,61
huber,0.1,1.5,-1,1.549911525631383,0,,,61
huber,0.1,2.0,0,1.5022786485084836,2622,0.9713157732989689,1.0,61
huber,0.1,2.0,1,1.592052654172883,2640,0.9716825816249628,1.0,61
huber,0.1,2.0,2,1.5634046323377435,3399,0.9736604230176605,1.0,61
huber,0.1,2.0,-1,1.5525786450063699,0,,,61
trimmed,0.1,0.01,0,1.5032392096483325,2622,0.98989898989899,0.98989898989899,61
trimmed,0.1,0.01,1,1.5893888533025093,2640,0.9898687925593755,0.9898687925593755,61
trimmed,0.1,0.01,2,1.5661465448345895,3399,0.9899277841125047,0.9899277841125047,61
trimmed,0.1,0.01,-1,1.5529248692618103,0,,,61
trimmed,0.1,0.03,0,1.5014379159054767,2622,0.9698625600264944,0.9698625600264944,61
trimmed,0.1,0.03,1,1.60106096032562,2640,0.9699385484138847,0.9699385484138847,61
trimmed,0.1,0.03,2,1.5592676604389277,3399,0.9699733941467122,0.9699733941467122,61
trimmed,0.1,0.03,-1,1.553922178890008,0,,,61
trimmed,0.1,0.05,0,1.4906780794995302,2622,0.9499917204835238,0.9499917204835238,61
trimmed,0.1,0.05,1,1.6070004774005326,2640,0.950008304268394,0.950008304268394,61
trimmed,0.1,0.05,2,1.5637195169103864,3399,0.9498289623717218,0.9498289623717218,61
trimmed,0.1,0.05,-1,1.5537993579368166,0,,,61
trimmed,0.1,0.1,0,1.4849879958885532,2622,0.8999834409670475,0.8999834409670475,61
trimmed,0.1,0.1,1,1.5976863816606313,2640,0.9000166085367879,0.9000166085367879,61
trimmed,0.1,0.1,2,1.5501707484473124,3399,0.8998479665526415,0.8998479665526415,61
trimmed,0.1,0.1,-1,1.5442817086654992,0,,,61
huber,1.0,0.75,0,1.52004419501413,2622,0.8254747305152276,1.0,61
huber,1.0,0.75,1,1.6063156821861266,2640,0.8285791840353162,1.0,61
huber,1.0,0.75,2,1.604400531036185,3399,0.8314129615445005,1.0,61
huber,1.0,0.75,-1,1.5769201360788137,0,,,61
huber,1.0,1.0,0,1.5120290118407667,2622,0.8819994967276921,1.0,61
huber,1.0,1.0,1,1.6027521452765237,2640,0.8829504444370264,1.0,61
huber,1.0,1.0,2,1.6104143040797267,3399,0.8851590410563189,1.0,61
huber,1.0,1.0,-1,1.5750651537323392,0,,,61
huber,1.0,1.5,0,1.520276047269485,2622,0.9436212356134674,1.0,61
huber,1.0,1.5,1,1.6166771151300017,2640,0.944043021351563,1.0,61
huber,1.0,1.5,2,1.6145429640014808,3399,0.9462234875693554,1.0,61
huber,1.0,1.5,-1,1.5838320421336558,0,,,61
huber,1.0,2.0,0,1.5271019959598395,2622,0.970998681820976,1.0,61
huber,1.0,2.0,1,1.6198562016618647,2640,0.9712130175261111,1.0,61
huber,1.0,2.0,2,1.6204287945490896,3399,0.9730952215352885,1.0,61
huber,1.0,2.0,-1,1.5891289973902645,0,,,61
trimmed,1.0,0.01,0,1.5302191756099701,2622,0.98989898989899,0.98989898989899,61
trimmed,1.0,0.01,1,1.6190693769445401,2640,0.9898687925593755,0.9898687925593755,61
trimmed,1.0,0.01,2,1.6252319545416016,3399,0.9899277841125047,0.9899277841125047,61
trimmed,1.0,0.01,-1,1.5915068356987039,0,,,61
trimmed,1.0,0.03,0,1.5324012383466967,2622,0.9698625600264944,0.9698625600264944,61
trimmed,1.0,0.03,1,1.631661878886023,2640,0.9699385484138847,0.9699385484138847,61
trimmed,1.0,0.03,2,1.6142616167717287,3399,0.9699733941467122,0.9699733941467122,61
trimmed,1.0,0.03,-1,1.5927749113348162,0,,,61
trimmed,1.0,0.05,0,1.5167485387093607,2622,0.9499917204835238,0.9499917204835238,61
trimmed,1.0,0.05,1,1.620504963459366,2640,0.950008304268394,0.950008304268394,61
trimmed,1.0,0.05,2,1.612736201357956,3399,0.9498289623717218,0.9498289623717218,61
trimmed,1.0,0.05,-1,1.5833299011755608,0,,,61
trimmed,1.0,0.1,0,1.4883674609825222,2622,0.8999834409670475,0.8999834409670475,61
trimmed,1.0,0.1,1,1.5845359461157833,2640,0.9000166085367879,0.9000166085367879,61
trimmed,1.0,0.1,2,1.591100157672463,3399,0.8998479665526415,0.8998479665526415,61
trimmed,1.0,0.1,-1,1.5546678549235893,0,,,61
huber,10.0,0.75,0,1.5127037585135408,2622,0.8249999607692731,1.0,61
huber,10.0,0.75,1,1.5914077812561276,2640,0.8278802883204576,1.0,61
huber,10.0,0.75,2,1.5946926522501093,3399,0.8308576385572032,1.0,61
huber,10.0,0.75,-1,1.5662680640065927,0,,,61
huber,10.0,1.0,0,1.509801109464396,2622,0.8813041909260947,1.0,61
huber,10.0,1.0,1,1.6017931719522749,2640,0.882083717124835,1.0,61
huber,10.0,1.0,2,1.611741322373058,3399,0.8842748002625083,1.0,61
huber,10.0,1.0,-1,1.5744452012632426,0,,,61
huber,10.0,1.5,0,1.5119693745322995,2622,0.9430394382670889,1.0,61
huber,10.0,1.5,1,1.6190707833788474,2640,0.9432535629148484,1.0,61
huber,10.0,1.5,2,1.6113109246360635,3399,0.9454404633481078,1.0,61
huber,10.0,1.5,-1,1.5807836941824034,0,,,61
huber,10.0,2.0,0,1.524310288049855,2622,0.9705508196861035,1.0,61
huber,10.0,2.0,1,1.6264862789640722,2640,0.970638811416888,1.0,61
huber,10.0,2.0,2,1.622092049005849,3399,0.9724812552896237,1.0,61
huber,10.0,2.0,-1,1.5909628720065918,0,,,61
trimmed,10.0,0.01,0,1.5307073872804873,2622,0.98989898989899,0.98989898989899,61
trimmed,10.0,0.01,1,1.6349509744758923,2640,0.9898687925593755,0.9898687925593755,61
trimmed,10.0,0.01,2,1.639517279920343,3399,0.9899277841125047,0.9899277841125047,61
trimmed,10.0,0.01,-1,1.6017252138922409,0,,,61
trimmed,10.0,0.03,0,1.5317244387212368,2622,0.9698625600264944,0.9698625600264944,61
trimmed,10.0,0.03,1,1.6350370784558215,2640,0.9699385484138847,0.9699385484138847,61
trimmed,10.0,0.03,2,1.6170429548878529,3399,0.9699733941467122,0.9699733941467122,61
trimmed,10.0,0.03,-1,1.594601490688304,0,,,61
trimmed,10.0,0.05,0,1.5145848391396983,2622,0.9499917204835238,0.9499917204835238,61
trimmed,10.0,0.05,1,1.6261533217327475,2640,0.950008304268394,0.950008304268394,61
trimmed,10.0,0.05,2,1.6045426601061783,3399,0.9498289623717218,0.9498289623717218,61
trimmed,10.0,0.05,-1,1.5817602736595413,0,,,61
trimmed,10.0,0.1,0,1.4817863526451416,2622,0.8999834409670475,0.8999834409670475,61
trimmed,10.0,0.1,1,1.5869197279662441,2640,0.9000166085367879,0.9000166085367879,61
trimmed,10.0,0.1,2,1.584949343064405,3399,0.8998479665526415,0.8998479665526415,61
trimmed,10.0,0.1,-1,1.551218474558597,0,,,61
huber,100.0,0.75,0,1.449751149316433,2622,0.8223190971344436,1.0,61
huber,100.0,0.75,1,1.5292843434041943,2640,0.8255549192759585,1.0,61
huber,100.0,0.75,2,1.4988629246688245,3399,0.8277501119227678,1.0,61
huber,100.0,0.75,-1,1.4926328057964842,0,,,61
huber,100.0,1.0,0,1.4547413311583854,2622,0.8789391671499976,1.0,61
huber,100.0,1.0,1,1.5415402248972954,2640,0.8802201503052761,1.0,61
huber,100.0,1.0,2,1.5165439561927663,3399,0.881881531662899,1.0,61
huber,100.0,1.0,-1,1.5042751707494826,0,,,61
huber,100.0,1.5,0,1.452817387323243,2622,0.9412571521038767,1.0,61
huber,100.0,1.5,1,1.5449679698776413,2640,0.9413512479465095,1.0,61
huber,100.0,1.5,2,1.5293416754335096,3399,0.9432965048137694,1.0,61
huber,100.0,1.5,-1,1.5090423442114647,0,,,61
huber,100.0,2.0,0,1.4601738673491376,2622,0.9695326047798419,1.0,61
huber,100.0,2.0,1,1.547331761356003,2640,0.969534109162095,1.0,61
huber,100.0,2.0,2,1.5426353838389537,3399,0.9712384750113894,1.0,61
huber,100.0,2.0,-1,1.5167136708480313,0,,,61
trimmed,100.0,0.01,0,1.4696071557914392,2622,0.98989898989899,0.98989898989899,61
trimmed,100.0,0.01,1,1.5570894323822462,2640,0.9898687925593755,0.9898687925593755,61
trimmed,100.0,0.01,2,1.5712334937397394,3399,0.9899277841125047,0.9899277841125047,61
trimmed,100.0,0.01,-1,1.532643360637808,0,,,61
trimmed,100.0,0.03,0,1.464435889291904,2622,0.9698625600264944,0.9698625600264944,61
trimmed,100.0,0.03,1,1.5591406313330267,2640,0.9699385484138847,0.9699385484138847,61
trimmed,100.0,0.03,2,1.5366418566962774,3399,0.9699733941467122,0.9699733941467122,61
trimmed,100.0,0.03,-1,1.5200727924404027,0,,,61
trimmed,100.0,0.05,0,1.445410427977301,2622,0.9499917204835238,0.9499917204835238,61
trimmed,100.0,0.05,1,1.5450333379165693,2640,0.950008304268394,0.950008304268394,61
trimmed,100.0,0.05,2,1.5178133883978135,3399,0.9498289623717218,0.9498289623717218,61
trimmed,100.0,0.05,-1,1.5027523847638946,0,,,61
trimmed,100.0,0.1,0,1.4358031554786272,2622,0.8999834409670475,0.8999834409670475,61
trimmed,100.0,0.1,1,1.524783154956622,2640,0.9000166085367879,0.9000166085367879,61
trimmed,100.0,0.1,2,1.4853742662576908,3399,0.8998479665526415,0.8998479665526415,61
trimmed,100.0,0.1,-1,1.4819868588976466,0,,,61
huber,0.1,0.75,0,2.1529079791530132,2799,0.8277790627200747,1.0,62
huber,0.1,0.75,1,1.3401698425703392,2841,0.8045473054552472,1.0,62
huber,0.1,0.75,2,1.3663108850523593,3399,0.8127197852881591,1.0,62
huber,0.1,0.75,-1,1.619796235591904,0,,,62
huber,0.1,1.0,0,2.1691488693450593,2799,0.8836352948106586,1.0,62
huber,0.1,1.0,1,1.3591743912898222,2841,0.8646092931248354,1.0,62
huber,0.1,1.0,2,1.3671217942843563,3399,0.870682857574226,1.0,62
huber,0.1,1.0,-1,1.6318150183064126,0,,,62
huber,0.1,1.5,0,2.1740369415313614,2799,0.9448315276287286,1.0,62
huber,0.1,1.5,1,1.3629890823221529,2841,0.9332377035258488,1.0,62
huber,0.1,1.5,2,1.3688452588882765,3399,0.9368697224625482,1.0,62
huber,0.1,1.5,-1,1.6352904275805968,0,,,62
huber,0.1,2.0,0,2.176956220702927,2799,0.971637205723478,1.0,62
huber,0.1,2.0,1,1.3644368596679797,2841,0.9647106229552673,1.0,62
huber,0.1,2.0,2,1.3755733266841488,3399,0.9670376142013598,1.0,62
huber,0.1,2.0,-1,1.638988802351685,0,,,62
trimmed,0.1,0.01,0,2.181240470712073,2799,0.9899038461538462,0.9899038461538462,62
trimmed,0.1,0.01,1,1.3538978021765486,2841,0.9899967731526299,0.9899967731526299,62
trimmed,0.1,0.01,2,1.359801858982559,3399,0.9898936170212767,0.9898936170212767,62
trimmed,0.1,0.01,-1,1.631646710623727,0,,,62
trimmed,0.1,0.03,0,2.188571083611656,2799,0.9698717948717949,0.9698717948717949,62
trimmed,0.1,0.03,1,1.3672157019310602,2841,0.9699903194578896,0.9699903194578896,62
trimmed,0.1,0.03,2,1.3789541578202908,3399,0.9698581560283688,0.9698581560283688,62
trimmed,0.1,0.03,-1,1.644913647787669,0,,,62
trimmed,0.1,0.05,0,2.1853697693068073,2799,0.95,0.95,62
trimmed,0.1,0.05,1,1.368826073202964,2841,0.9499838657631494,0.9499838657631494,62
trimmed,0.1,0.05,2,1.363820269408349,3399,0.95,0.95,62
trimmed,0.1,0.05,-1,1.639338703972707,0,,,62
trimmed,0.1,0.1,0,2.164520919437253,2799,0.9,0.9,62
trimmed,0.1,0.1,1,1.346436019703298,2841,0.8999677315262988,0.8999677315262988,62
trimmed,0.1,0.1,2,1.3717430444362193,3399,0.9,0.9,62
trimmed,0.1,0.1,-1,1.627566661192257,0,,,62
huber,1.0,0.75,0,2.1490753304894286,2799,0.8271249664091423,1.0,62
huber,1.0,0.75,1,1.3720450001527125,2841,0.8043802562517283,1.0,62
huber,1.0,0.75,2,1.4201318337124538,3399,0.8128402593061642,1.0,62
huber,1.0,0.75,-1,1.6470840547848649,0,,,62
huber,1.0,1.0,0,2.1610930755839215,2799,0.8824031815769898,1.0,62
huber,1.0,1.0,1,1.3836725439704485,2841,0.8637778902978829,1.0,62
huber,1.0,1.0,2,1.421058271286074,3399,0.8697715982021207,1.0,62
huber,1.0,1.0,-1,1.6552746302801478,0,,,62
huber,1.0,1.5,0,2.175678913480933,2799,0.9437177838220656,1.0,62
huber,1.0,1.5,1,1.3840651097147059,2841,0.9323119305991998,1.0,62
huber,1.0,1.5,2,1.4287489786045973,3399,0.9359524561378196,1.0,62
huber,1.0,1.5,-1,1.6628310006000788,0,,,62
huber,1.0,2.0,0,2.181615637494728,2799,0.9711892985921855,1.0,62
huber,1.0,2.0,1,1.3927021237729178,2841,0.9641957267590229,1.0,62
huber,1.0,2.0,2,1.4313904090232328,3399,0.9664604709411272,1.0,62
huber,1.0,2.0,-1,1.6685693900969596,0,,,62
trimmed,1.0,0.01,0,2.1804654657993523,2799,0.9899038461538462,0.9899038461538462,62
trimmed,1.0,0.01,1,1.390397649258367,2841,0.9899967731526299,0.9899967731526299,62
trimmed,1.0,0.01,2,1.4257632296222247,3399,0.9898936170212767,0.9898936170212767,62
trimmed,1.0,0.01,-1,1.6655421148933147,0,,,62
trimmed,1.0,0.03,0,2.1877946664714885,2799,0.9698717948717949,0.9698717948717949,62
trimmed,1.0,0.03,1,1.4039317442749826,2841,0.9699903194578896,0.9699903194578896,62
trimmed,1.0,0.03,2,1.442936801342985,3399,0.9698581560283688,0.9698581560283688,62
trimmed,1.0,0.03,-1,1.6782210706964855,0,,,62
trimmed,1.0,0.05,0,2.1789920813910486,2799,0.95,0.95,62
trimmed,1.0,0.05,1,1.3971202015119624,2841,0.9499838657631494,0.9499838657631494,62
trimmed,1.0,0.05,2,1.4206271133921229,3399,0.95,0.95,62
trimmed,1.0,0.05,-1,1.6655797987650445,0,,,62
trimmed,1.0,0.1,0,2.1569983396557295,2799,0.9,0.9,62
trimmed,1.0,0.1,1,1.3659311055290109,2841,0.8999677315262988,0.8999677315262988,62
trimmed,1.0,0.1,2,1.4162582169738265,3399,0.9,0.9,62
trimmed,1.0,0.1,-1,1.6463958873861888,0,,,62
huber,10.0,0.75,0,2.14331636767891,2799,0.8264305925595108,1.0,62
huber,10.0,0.75,1,1.3787803547704156,2841,0.8038716656859946,1.0,62
huber,10.0,0.75,2,1.4145809523611224,3399,0.8124549197983557,1.0,62
huber,10.0,0.75,-1,1.645559224936816,0,,,62
huber,10.0,1.0,0,2.159439953422015,2799,0.8815930481214528,1.0,62
huber,10.0,1.0,1,1.38364858409435,2841,0.863156474806411,1.0,62
huber,10.0,1.0,2,1.4124784007593805,3399,0.8690862828095818,1.0,62
huber,10.0,1.0,-1,1.6518556460919152,0,,,62
huber,10.0,1.5,0,2.1672884211421244,2799,0.943050079219642,1.0,62
huber,10.0,1.5,1,1.3767709303385478,2841,0.9316394914603724,1.0,62
huber,10.0,1.5,2,1.4197220276604674,3399,0.9351487694334808,1.0,62
huber,10.0,1.5,-1,1.6545937930470462,0,,,62
huber,10.0,2.0,0,2.1752483631567054,2799,0.9707001487200716,1.0,62
huber,10.0,2.0,1,1.3896102606459577,2841,0.963746113290647,1.0,62
huber,10.0,2.0,2,1.4232515104658454,3399,0.9659784947544512,1.0,62
huber,10.0,2.0,-1,1.6627033780895026,0,,,62
trimmed,10.0,0.01,0,2.1802464039222214,2799,0.9899038461538462,0.9899038461538462,62
trimmed,10.0,0.01,1,1.3971187919856822,2841,0.9899967731526299,0.9899967731526299,62
trimmed,10.0,0.01,2,1.422459212564087,3399,0.9898936170212767,0.9898936170212767,62
trimmed,10.0,0.01,-1,1.6666081361573302,0,,,62
trimmed,10.0,0.03,0,2.1852286620404104,2799,0.9698717948717949,0.9698717948717949,62
trimmed,10.0,0.03,1,1.4045994250575575,2841,0.9699903194578896,0.9699903194578896,62
trimmed,10.0,0.03,2,1.4405831508682878,3399,0.9698581560283688,0.9698581560283688,62
trimmed,10.0,0.03,-1,1.676803745988752,0,,,62
trimmed,10.0,0.05,0,2.1706196302834755,2799,0.95,0.95,62
trimmed,10.0,0.05,1,1.3888042095829078,2841,0.9499838657631494,0.9499838657631494,62
trimmed,10.0,0.05,2,1.4208701758564943,3399,0.95,0.95,62
trimmed,10.0,0.05,-1,1.6600980052409593,0,,,62
trimmed,10.0,0.1,0,2.1468124196385516,2799,0.9,0.9,62
trimmed,10.0,0.1,1,1.3612475965657167,2841,0.8999677315262988,0.8999677315262988,62
trimmed,10.0,0.1,2,1.4075039529271738,3399,0.9,0.9,62
trimmed,10.0,0.1,-1,1.638521323043814,0,,,62
huber,100.0,0.75,0,2.079470049270063,2799,0.824065998260778,1.0,62
huber,100.0,0.75,1,1.268875686536276,2841,0.8017019894054419,1.0,62
huber,100.0,0.75,2,1.309785594651026,3399,0.8111128094476449,1.0,62
huber,100.0,0.75,-1,1.5527104434857881,0,,,62
huber,100.0,1.0,0,2.099715770735049,2799,0.8794474920650233,1.0,62
huber,100.0,1.0,1,1.272609724127146,2841,0.8612464803635431,1.0,62
huber,100.0,1.0,2,1.3180887954800466,3399,0.8672112562484322,1.0,62
huber,100.0,1.0,-1,1.5634714301140804,0,,,62
huber,100.0,1.5,0,2.119223946777674,2799,0.9412561200804496,1.0,62
huber,100.0,1.5,1,1.2877770251253648,2841,0.9300984005358368,1.0,62
huber,100.0,1.5,2,1.341727680844292,3399,0.9332813441717273,1.0,62
huber,100.0,1.5,-1,1.582909550915777,0,,,62
huber,100.0,2.0,0,2.1337994732803804,2799,0.9695969764082123,1.0,62
huber,100.0,2.0,1,1.298970730257513,2841,0.9625796104084793,1.0,62
huber,100.0,2.0,2,1.350231445852083,3399,0.9648184490667366,1.0,62
huber,100.0,2.0,-1,1.5943338831299922,0,,,62
trimmed,100.0,0.01,0,2.144218541093879,2799,0.9899038461538462,0.9899038461538462,62
trimmed,100.0,0.01,1,1.3256397826225637,2841,0.9899967731526299,0.9899967731526299,62
trimmed,100.0,0.01,2,1.3448437129175197,3399,0.9898936170212767,0.9898936170212767,62
trimmed,100.0,0.01,-1,1.6049006788779874,0,,,62
trimmed,100.0,0.03,0,2.13524910021384,2799,0.9698717948717949,0.9698717948717949,62
trimmed,100.0,0.03,1,1.3100431716976182,2841,0.9699903194578896,0.9699903194578896,62
trimmed,100.0,0.03,2,1.3508596001923068,3399,0.9698581560283688,0.9698581560283688,62
trimmed,100.0,0.03,-1,1.598717290701255,0,,,62
trimmed,100.0,0.05,0,2.1141768154391603,2799,0.95,0.95,62
trimmed,100.0,0.05,1,1.2901204147193834,2841,0.9499838657631494,0.9499838657631494,62
trimmed,100.0,0.05,2,1.3368008262914024,3399,0.95,0.95,62
trimmed,100.0,0.05,-1,1.5803660188166486,0,,,62
trimmed,100.0,0.1,0,2.0881651282372147,2799,0.9,0.9,62
trimmed,100.0,0.1,1,1.2565457670312126,2841,0.8999677315262988,0.8999677315262988,62
trimmed,100.0,0.1,2,1.3131429917986,3399,0.9,0.9,62
trimmed,100.0,0.1,-1,1.5526179623556757,0,,,62
huber,0.1,0.75,0,2.1085108303953124,2799,0.8277932652334191,1.0,63
huber,0.1,0.75,1,1.3502785374700075,2841,0.8062382976004548,1.0,63
huber,0.1,0.75,2,1.3993800233843359,4710,0.8123907484070118,1.0,63
huber,0.1,0.75,-1,1.6193897970832187,0,,,63
huber,0.1,1.0,0,2.107157401460146,2799,0.8841748012809744,1.0,63
huber,0.1,1.0,1,1.3502015347944243,2841,0.866921420853009,1.0,63
huber,0.1,1.0,2,1.391150977646805,4710,0.8702172802995757,1.0,63
huber,0.1,1.0,-1,1.6161699713004583,0,,,63
huber,0.1,1.5,0,2.1141588641203652,2799,0.946383643597022,1.0,63
huber,0.1,1.5,1,1.3453833613609056,2841,0.9349816330610964,1.0,63
huber,0.1,1.5,2,1.394378396118773,4710,0.9354597522723788,1.0,63
huber,0.1,1.5,-1,1.617973540533348,0,,,63
huber,0.1,2.0,0,2.112601091544592,2799,0.9725811275965583,1.0,63
huber,0.1,2.0,1,1.3503068487809868,2841,0.9662552689982675,1.0,63
huber,0.1,2.0,2,1.394467125766933,4710,0.966563165307301,1.0,63
huber,0.1,2.0,-1,1.6191250220308373,0,,,63
trimmed,0.1,0.01,0,2.130787965976991,2799,0.9899351079327241,0.9899351079327241,63
trimmed,0.1,0.01,1,1.3479558872425392,2841,0.9898788120921561,0.9898788120921561,63
trimmed,0.1,0.01,2,1.376796129559449,4710,0.9898936170212767,0.9898936170212767,63
trimmed,0.1,0.01,-1,1.618513327592993,0,,,63
trimmed,0.1,0.03,0,2.12191656375265,2799,0.9699377565885313,0.9699377565885313,63
trimmed,0.1,0.03,1,1.356569130636099,2841,0.9699027833266747,0.9699027833266747,63
trimmed,0.1,0.03,2,1.3931163083498062,4710,0.9698581560283688,0.9698581560283688,63
trimmed,0.1,0.03,-1,1.6238673342461851,0,,,63
trimmed,0.1,0.05,0,2.1086958841003565,2799,0.9499404052443385,0.9499404052443385,63
trimmed,0.1,0.05,1,1.3496013682355927,2841,0.9499267545611932,0.9499267545611932,63
trimmed,0.1,0.05,2,1.4034378762378825,4710,0.95,0.95,63
trimmed,0.1,0.05,-1,1.6205783761912773,0,,,63
trimmed,0.1,0.1,0,2.1004263822762916,2799,0.9000132432790359,0.9000132432790359,63
trimmed,0.1,0.1,1,1.336635424587643,2841,0.8999866826474897,0.8999866826474897,63
trimmed,0.1,0.1,2,1.3902472754759991,4710,0.9,0.9,63
trimmed,0.1,0.1,-1,1.6091030274466445,0,,,63
huber,1.0,0.75,0,2.101492732224537,2799,0.8270090638525277,1.0,63
huber,1.0,0.75,1,1.3790686982100424,2841,0.8058905349041329,1.0,63
huber,1.0,0.75,2,1.4579529357384005,4710,0.8125123067270392,1.0,63
huber,1.0,0.75,-1,1.6461714553909932,0,,,63
huber,1.0,1.0,0,2.1118443109897216,2799,0.883179805262852,1.0,63
huber,1.0,1.0,1,1.3798575568642297,2841,0.8660323120001702,1.0,63
huber,1.0,1.0,2,1.4554706474733892,4710,0.869214361291067,1.0,63
huber,1.0,1.0,-1,1.6490575051091134,0,,,63
huber,1.0,1.5,0,2.1188953214127033,2799,0.9454356093495653,1.0,63
huber,1.0,1.5,1,1.380570974191423,2841,0.9343696722908283,1.0,63
huber,1.0,1.5,2,1.4602170584456338,4710,0.9346548212935332,1.0,63
huber,1.0,1.5,-1,1.6532277846832535,0,,,63
huber,1.0,2.0,0,2.120244127731956,2799,0.972255462263693,1.0,63
huber,1.0,2.0,1,1.3830463557366783,2841,0.9658927142005614,1.0,63
huber,1.0,2.0,2,1.4544983923123502,4710,0.9660653910545903,1.0,63
huber,1.0,2.0,-1,1.6525962919269948,0,,,63
trimmed,1.0,0.01,0,2.1243932199291597,2799,0.9899351079327241,0.9899351079327241,63
trimmed,1.0,0.01,1,1.3750897123553294,2841,0.9898788120921561,0.9898788120921561,63
trimmed,1.0,0.01,2,1.440509131949392,4710,0.9898936170212767,0.9898936170212767,63
trimmed,1.0,0.01,-1,1.6466640214112935,0,,,63
trimmed,1.0,0.03,0,2.123831716710415,2799,0.9699377565885313,0.9699377565885313,63
trimmed,1.0,0.03,1,1.3822390441228563,2841,0.9699027833266747,0.9699027833266747,63
trimmed,1.0,0.03,2,1.4592486002197225,4710,0.9698581560283688,0.9698581560283688,63
trimmed,1.0,0.03,-1,1.6551064536843312,0,,,63
trimmed,1.0,0.05,0,2.1155304234045342,2799,0.9499404052443385,0.9499404052443385,63
trimmed,1.0,0.05,1,1.3756464002750481,2841,0.9499267545611932,0.9499267545611932,63
trimmed,1.0,0.05,2,1.4617637301673627,4710,0.95,0.95,63
trimmed,1.0,0.05,-1,1.6509801846156484,0,,,63
trimmed,1.0,0.1,0,2.104515408495881,2799,0.9000132432790359,0.9000132432790359,63
trimmed,1.0,0.1,1,1.3592989497516355,2841,0.8999866826474897,0.8999866826474897,63
trimmed,1.0,0.1,2,1.4554390423888324,4710,0.9,0.9,63
trimmed,1.0,0.1,-1,1.6397511335454495,0,,,63
huber,10.0,0.75,0,2.1002378799568784,2799,0.8263463752022485,1.0,63
huber,10.0,0.75,1,1.3796539917398518,2841,0.805362234733938,1.0,63
huber,10.0,0.75,2,1.453516721407185,4710,0.8121291295442506,1.0,63
huber,10.0,0.75,-1,1.6444695310346384,0,,,63
