loss,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals,heldout_run
absolute_error,60,0.05,7,0.0,64,20260610,0,1.9472410299871967,2997,58
absolute_error,60,0.05,7,0.0,64,20260610,1,1.058113567321868,3534,58
absolute_error,60,0.05,7,0.0,64,20260610,2,1.1759368021411432,4710,58
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.393763799816736,0,58
absolute_error,60,0.05,7,0.1,64,20260610,0,1.9472410299871967,2997,58
absolute_error,60,0.05,7,0.1,64,20260610,1,1.058113567321868,3534,58
absolute_error,60,0.05,7,0.1,64,20260610,2,1.1759368021411432,4710,58
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.393763799816736,0,58
absolute_error,60,0.05,15,0.0,64,20260610,0,1.9323856055557298,2997,58
absolute_error,60,0.05,15,0.0,64,20260610,1,1.1365150953020329,3534,58
absolute_error,60,0.05,15,0.0,64,20260610,2,1.1465982515233997,4710,58
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.4051663174603874,0,58
absolute_error,60,0.05,15,0.1,64,20260610,0,1.9323856055557298,2997,58
absolute_error,60,0.05,15,0.1,64,20260610,1,1.1499257228952269,3534,58
absolute_error,60,0.05,15,0.1,64,20260610,2,1.143934102092957,4710,58
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.4087484768479712,0,58
absolute_error,100,0.05,7,0.0,64,20260610,0,2.1225482658410577,2997,58
absolute_error,100,0.05,7,0.0,64,20260610,1,1.2054475735571502,3534,58
absolute_error,100,0.05,7,0.0,64,20260610,2,1.2606928383803366,4710,58
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.5295628925928482,0,58
absolute_error,100,0.05,7,0.1,64,20260610,0,2.1225482658410577,2997,58
absolute_error,100,0.05,7,0.1,64,20260610,1,1.2054475735571502,3534,58
absolute_error,100,0.05,7,0.1,64,20260610,2,1.260337368716723,4710,58
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.529444402704977,0,58
absolute_error,100,0.05,15,0.0,64,20260610,0,2.066373864111167,2997,58
absolute_error,100,0.05,15,0.0,64,20260610,1,1.2343545786027534,3534,58
absolute_error,100,0.05,15,0.0,64,20260610,2,1.298981291647988,4710,58
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.5332365781206363,0,58
absolute_error,100,0.05,15,0.1,64,20260610,0,2.066373864111167,2997,58
absolute_error,100,0.05,15,0.1,64,20260610,1,1.2473782481630258,3534,58
absolute_error,100,0.05,15,0.1,64,20260610,2,1.2927457207190869,4710,58
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.5354992776644265,0,58
absolute_error,60,0.05,7,0.0,64,20260610,0,1.9672893494338441,2799,59
absolute_error,60,0.05,7,0.0,64,20260610,1,1.1517780846025552,2841,59
absolute_error,60,0.05,7,0.0,64,20260610,2,1.2360761685577124,3531,59
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.451714534198037,0,59
absolute_error,60,0.05,7,0.1,64,20260610,0,1.9672893494338441,2799,59
absolute_error,60,0.05,7,0.1,64,20260610,1,1.1517780846025552,2841,59
absolute_error,60,0.05,7,0.1,64,20260610,2,1.2360761685577124,3531,59
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.451714534198037,0,59
absolute_error,60,0.05,15,0.0,64,20260610,0,1.9550937981256984,2799,59
absolute_error,60,0.05,15,0.0,64,20260610,1,1.144170294853744,2841,59
absolute_error,60,0.05,15,0.0,64,20260610,2,1.170119218355618,3531,59
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.42312777044502,0,59
absolute_error,60,0.05,15,0.1,64,20260610,0,1.9550937981256984,2799,59
absolute_error,60,0.05,15,0.1,64,20260610,1,1.1513967708377784,2841,59
absolute_error,60,0.05,15,0.1,64,20260610,2,1.170119218355618,3531,59
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.4255365957730317,0,59
absolute_error,100,0.05,7,0.0,64,20260610,0,2.1044514578693825,2799,59
absolute_error,100,0.05,7,0.0,64,20260610,1,1.295693465768192,2841,59
absolute_error,100,0.05,7,0.0,64,20260610,2,1.393733691341258,3531,59
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.5979595383262775,0,59
absolute_error,100,0.05,7,0.1,64,20260610,0,2.1044514578693825,2799,59
absolute_error,100,0.05,7,0.1,64,20260610,1,1.295693465768192,2841,59
absolute_error,100,0.05,7,0.1,64,20260610,2,1.399409984805552,3531,59
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.5998516361477089,0,59
absolute_error,100,0.05,15,0.0,64,20260610,0,2.10246140625786,2799,59
absolute_error,100,0.05,15,0.0,64,20260610,1,1.293920875712248,2841,59
absolute_error,100,0.05,15,0.0,64,20260610,2,1.293839830477426,3531,59
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.5634073708158447,0,59
absolute_error,100,0.05,15,0.1,64,20260610,0,2.0915881897417097,2799,59
absolute_error,100,0.05,15,0.1,64,20260610,1,1.2925235377017252,2841,59
absolute_error,100,0.05,15,0.1,64,20260610,2,1.293839830477426,3531,59
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.5593171859736203,0,59
absolute_error,60,0.05,7,0.0,64,20260610,0,1.8779024258597374,2799,60
absolute_error,60,0.05,7,0.0,64,20260610,1,1.071933347001494,2838,60
absolute_error,60,0.05,7,0.0,64,20260610,2,1.2047291016685584,3399,60
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.3848549581765965,0,60
