loss,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals,heldout_run
absolute_error,60,0.05,7,0.1,64,20260610,0,1.8779024258597374,2799,60
absolute_error,60,0.05,7,0.1,64,20260610,1,1.0647628552527997,2838,60
absolute_error,60,0.05,7,0.1,64,20260610,2,1.2072364965574103,3399,60
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.3833005925566493,0,60
absolute_error,60,0.05,15,0.0,64,20260610,0,1.8632384890019835,2799,60
absolute_error,60,0.05,15,0.0,64,20260610,1,1.0752813546880287,2838,60
absolute_error,60,0.05,15,0.0,64,20260610,2,1.131139726821926,3399,60
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.3565531901706462,0,60
absolute_error,60,0.05,15,0.1,64,20260610,0,1.854506289659462,2799,60
absolute_error,60,0.05,15,0.1,64,20260610,1,1.0771620410484606,2838,60
absolute_error,60,0.05,15,0.1,64,20260610,2,1.131139726821926,3399,60
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.3542693525099496,0,60
absolute_error,100,0.05,7,0.0,64,20260610,0,2.0660302144931673,2799,60
absolute_error,100,0.05,7,0.0,64,20260610,1,1.158749854260158,2838,60
absolute_error,100,0.05,7,0.0,64,20260610,2,1.2911275341443218,3399,60
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.5053025342992157,0,60
absolute_error,100,0.05,7,0.1,64,20260610,0,2.0617003338866766,2799,60
absolute_error,100,0.05,7,0.1,64,20260610,1,1.164522263657659,2838,60
absolute_error,100,0.05,7,0.1,64,20260610,2,1.3035642069255564,3399,60
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.5099289348232974,0,60
absolute_error,100,0.05,15,0.0,64,20260610,0,1.9930842875060089,2799,60
absolute_error,100,0.05,15,0.0,64,20260610,1,1.1976795979028623,2838,60
absolute_error,100,0.05,15,0.0,64,20260610,2,1.2288915515097631,3399,60
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.4732184789728782,0,60
absolute_error,100,0.05,15,0.1,64,20260610,0,1.975971745897384,2799,60
absolute_error,100,0.05,15,0.1,64,20260610,1,1.1991252148425153,2838,60
absolute_error,100,0.05,15,0.1,64,20260610,2,1.2319179767297812,3399,60
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.4690049791565603,0,60
absolute_error,60,0.05,7,0.0,64,20260610,0,1.3294924211906658,2622,61
absolute_error,60,0.05,7,0.0,64,20260610,1,1.4147754775407644,2640,61
absolute_error,60,0.05,7,0.0,64,20260610,2,1.4609892449381212,3399,61
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.4017523812231838,0,61
absolute_error,60,0.05,7,0.1,64,20260610,0,1.3294924211906658,2622,61
absolute_error,60,0.05,7,0.1,64,20260610,1,1.4147754775407644,2640,61
absolute_error,60,0.05,7,0.1,64,20260610,2,1.4609892449381212,3399,61
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.4017523812231838,0,61
absolute_error,60,0.05,15,0.0,64,20260610,0,1.2837817219442287,2622,61
absolute_error,60,0.05,15,0.0,64,20260610,1,1.3138124228108465,2640,61
absolute_error,60,0.05,15,0.0,64,20260610,2,1.2970511671718192,3399,61
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.2982151039756316,0,61
absolute_error,60,0.05,15,0.1,64,20260610,0,1.2837817219442287,2622,61
absolute_error,60,0.05,15,0.1,64,20260610,1,1.320934675714545,2640,61
absolute_error,60,0.05,15,0.1,64,20260610,2,1.2983098772751267,3399,61
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.3010087583113001,0,61
absolute_error,100,0.05,7,0.0,64,20260610,0,1.491749903757535,2622,61
absolute_error,100,0.05,7,0.0,64,20260610,1,1.549220367022567,2640,61
absolute_error,100,0.05,7,0.0,64,20260610,2,1.5184351372002007,3399,61
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.519801802660101,0,61
absolute_error,100,0.05,7,0.1,64,20260610,0,1.491749903757535,2622,61
absolute_error,100,0.05,7,0.1,64,20260610,1,1.549220367022567,2640,61
absolute_error,100,0.05,7,0.1,64,20260610,2,1.5184351372002007,3399,61
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.519801802660101,0,61
absolute_error,100,0.05,15,0.0,64,20260610,0,1.426796327003734,2622,61
absolute_error,100,0.05,15,0.0,64,20260610,1,1.4428764558372005,2640,61
absolute_error,100,0.05,15,0.0,64,20260610,2,1.453744594995017,3399,61
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.4411391259453172,0,61
absolute_error,100,0.05,15,0.1,64,20260610,0,1.426796327003734,2622,61
absolute_error,100,0.05,15,0.1,64,20260610,1,1.4559335396872417,2640,61
absolute_error,100,0.05,15,0.1,64,20260610,2,1.4424868263569655,3399,61
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.441738897682647,0,61
absolute_error,60,0.05,7,0.0,64,20260610,0,1.952379977329393,2799,62
absolute_error,60,0.05,7,0.0,64,20260610,1,1.031792962875172,2841,62
absolute_error,60,0.05,7,0.0,64,20260610,2,1.22281374625328,3399,62
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.4023288954859483,0,62
absolute_error,60,0.05,7,0.1,64,20260610,0,1.952379977329393,2799,62
absolute_error,60,0.05,7,0.1,64,20260610,1,1.031792962875172,2841,62
absolute_error,60,0.05,7,0.1,64,20260610,2,1.22281374625328,3399,62
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.4023288954859483,0,62
absolute_error,60,0.05,15,0.0,64,20260610,0,1.9219264599129424,2799,62
absolute_error,60,0.05,15,0.0,64,20260610,1,1.1333861656974094,2841,62
absolute_error,60,0.05,15,0.0,64,20260610,2,1.1589367966011068,3399,62
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.4047498074038194,0,62
absolute_error,60,0.05,15,0.1,64,20260610,0,1.9057969626758726,2799,62
absolute_error,60,0.05,15,0.1,64,20260610,1,1.1299595096775406,2841,62
absolute_error,60,0.05,15,0.1,64,20260610,2,1.1623907948411973,3399,62
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.3993824223982037,0,62
absolute_error,100,0.05,7,0.0,64,20260610,0,2.120953956155551,2799,62
absolute_error,100,0.05,7,0.0,64,20260610,1,1.1820623084770532,2841,62
absolute_error,100,0.05,7,0.0,64,20260610,2,1.3357140640111211,3399,62
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.5462434428812417,0,62
absolute_error,100,0.05,7,0.1,64,20260610,0,2.120953956155551,2799,62
absolute_error,100,0.05,7,0.1,64,20260610,1,1.1820623084770532,2841,62
absolute_error,100,0.05,7,0.1,64,20260610,2,1.3357140640111211,3399,62
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.5462434428812417,0,62
absolute_error,100,0.05,15,0.0,64,20260610,0,2.0782547875844486,2799,62
absolute_error,100,0.05,15,0.0,64,20260610,1,1.2686162745996044,2841,62
absolute_error,100,0.05,15,0.0,64,20260610,2,1.2943771269445965,3399,62
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.54708272970955,0,62
absolute_error,100,0.05,15,0.1,64,20260610,0,2.05294031569617,2799,62
absolute_error,100,0.05,15,0.1,64,20260610,1,1.2595037845834043,2841,62
absolute_error,100,0.05,15,0.1,64,20260610,2,1.2965348077418217,3399,62
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.5363263026737985,0,62
absolute_error,60,0.05,7,0.0,64,20260610,0,1.9677878678006824,2799,63
absolute_error,60,0.05,7,0.0,64,20260610,1,1.04005559125752,2841,63
absolute_error,60,0.05,7,0.0,64,20260610,2,1.162045435371249,4710,63
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.3899629648098173,0,63
absolute_error,60,0.05,7,0.1,64,20260610,0,1.9677878678006824,2799,63
absolute_error,60,0.05,7,0.1,64,20260610,1,1.04005559125752,2841,63
absolute_error,60,0.05,7,0.1,64,20260610,2,1.162045435371249,4710,63
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.3899629648098173,0,63
absolute_error,60,0.05,15,0.0,64,20260610,0,1.9064929113944906,2799,63
absolute_error,60,0.05,15,0.0,64,20260610,1,1.107374402333832,2841,63
absolute_error,60,0.05,15,0.0,64,20260610,2,1.126725782161623,4710,63
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.380197698629982,0,63
absolute_error,60,0.05,15,0.1,64,20260610,0,1.8575921113949394,2799,63
absolute_error,60,0.05,15,0.1,64,20260610,1,1.1080954117820128,2841,63
absolute_error,60,0.05,15,0.1,64,20260610,2,1.125931377627428,4710,63
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.3638729669347935,0,63
absolute_error,100,0.05,7,0.0,64,20260610,0,2.1331418991793973,2799,63
absolute_error,100,0.05,7,0.0,64,20260610,1,1.1583223308039479,2841,63
absolute_error,100,0.05,7,0.0,64,20260610,2,1.2474488218518645,4710,63
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.5129710172784032,0,63
absolute_error,100,0.05,7,0.1,64,20260610,0,2.1331418991793973,2799,63
absolute_error,100,0.05,7,0.1,64,20260610,1,1.1594554729186015,2841,63
absolute_error,100,0.05,7,0.1,64,20260610,2,1.250602909003753,4710,63
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.5144000937005841,0,63
absolute_error,100,0.05,15,0.0,64,20260610,0,2.029204926888009,2799,63
absolute_error,100,0.05,15,0.0,64,20260610,1,1.224009317671266,2841,63
absolute_error,100,0.05,15,0.0,64,20260610,2,1.2448518883415216,4710,63
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.4993553776335988,0,63
absolute_error,100,0.05,15,0.1,64,20260610,0,1.951148560321924,2799,63
absolute_error,100,0.05,15,0.1,64,20260610,1,1.2228417372019806,2841,63
absolute_error,100,0.05,15,0.1,64,20260610,2,1.2502995736574656,4710,63
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.4747632903937902,0,63
absolute_error,60,0.05,7,0.0,64,20260610,0,1.9754808248117193,3018,65
absolute_error,60,0.05,7,0.0,64,20260610,1,1.1510448440185215,3534,65
absolute_error,60,0.05,7,0.0,64,20260610,2,1.1982639830967368,4710,65
absolute_error,60,0.05,7,0.0,64,20260610,-1,1.4415965506423258,0,65
absolute_error,60,0.05,7,0.1,64,20260610,0,1.9754808248117193,3018,65
absolute_error,60,0.05,7,0.1,64,20260610,1,1.1510448440185215,3534,65
absolute_error,60,0.05,7,0.1,64,20260610,2,1.1982639830967368,4710,65
absolute_error,60,0.05,7,0.1,64,20260610,-1,1.4415965506423258,0,65
absolute_error,60,0.05,15,0.0,64,20260610,0,1.8914786480913583,3018,65
absolute_error,60,0.05,15,0.0,64,20260610,1,1.1636217776966618,3534,65
absolute_error,60,0.05,15,0.0,64,20260610,2,1.1808112446619143,4710,65
absolute_error,60,0.05,15,0.0,64,20260610,-1,1.4119705568166447,0,65
absolute_error,60,0.05,15,0.1,64,20260610,0,1.8814941776789507,3018,65
absolute_error,60,0.05,15,0.1,64,20260610,1,1.1636217776966618,3534,65
absolute_error,60,0.05,15,0.1,64,20260610,2,1.1810222282625062,4710,65
absolute_error,60,0.05,15,0.1,64,20260610,-1,1.408712727879373,0,65
absolute_error,100,0.05,7,0.0,64,20260610,0,2.1124675064924294,3018,65
absolute_error,100,0.05,7,0.0,64,20260610,1,1.2972970472526841,3534,65
absolute_error,100,0.05,7,0.0,64,20260610,2,1.3080689720010652,4710,65
absolute_error,100,0.05,7,0.0,64,20260610,-1,1.5726111752487262,0,65
absolute_error,100,0.05,7,0.1,64,20260610,0,2.1124675064924294,3018,65
absolute_error,100,0.05,7,0.1,64,20260610,1,1.2972970472526841,3534,65
absolute_error,100,0.05,7,0.1,64,20260610,2,1.3080689720010652,4710,65
absolute_error,100,0.05,7,0.1,64,20260610,-1,1.5726111752487262,0,65
absolute_error,100,0.05,15,0.0,64,20260610,0,2.023234883007958,3018,65
absolute_error,100,0.05,15,0.0,64,20260610,1,1.3029768228029015,3534,65
absolute_error,100,0.05,15,0.0,64,20260610,2,1.3032072583245158,4710,65
absolute_error,100,0.05,15,0.0,64,20260610,-1,1.5431396547117917,0,65
absolute_error,100,0.05,15,0.1,64,20260610,0,2.00836009577835,3018,65
absolute_error,100,0.05,15,0.1,64,20260610,1,1.3025171550308168,3534,65
absolute_error,100,0.05,15,0.1,64,20260610,2,1.3010645691812255,4710,65
absolute_error,100,0.05,15,0.1,64,20260610,-1,1.5373139399967972,0,65
