method,heldout_run,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.7654543330132735,0.7721836419753086,0.02803404499404305,12.638056920134225,0.20833333333333334,0.3333333333333333,0.25,0.035786375021973044,0.07340212552228412,144,72
1d_cnn,60,0.7526844848367741,0.7278163580246915,1.9317187726995266,10.614835252590126,0.18085106382978725,0.3472222222222222,0.3055555555555556,0.006387987470224683,0.06751548776235528,144,72
1d_cnn,62,0.8042661304783334,0.8159722222222222,1.9713966335841926,10.779534162856866,0.2222222222222222,0.25,0.20833333333333334,0.004166600238772267,0.10783238648211471,144,72
1d_cnn,64,0.7894519381265492,0.7897376543209876,0.2478324602148474,11.082958218800577,0.20454545454545456,0.3888888888888889,0.16666666666666666,-0.006366412643083373,0.07675703673357243,144,72
1d_cnn,65,0.8530179818312353,0.8080632716049383,-0.3687740097222969,10.465866178816608,0.17045454545454544,0.3888888888888889,0.125,0.0011360109445680752,0.08637972332594077,144,72
gradient_boosted_trees,58,0.8652553857639653,0.8547453703703705,0.04444906194008613,8.863306771461657,0.10784313725490197,0.2916666666666667,0.16666666666666666,0.0027351977656701696,0.050098218199660996,144,72
gradient_boosted_trees,60,0.8006976756895474,0.7609953703703702,0.9940196512576449,6.236176302357498,0.09090909090909091,0.3888888888888889,0.20833333333333334,0.0016456224757447234,0.06400131086464496,144,72
gradient_boosted_trees,62,0.8944608066482005,0.873263888888889,-0.21964466073261857,8.897429489128564,0.14814814814814814,0.25,0.125,0.008472237223479694,0.08043881256735519,144,72
gradient_boosted_trees,64,0.8412141240920503,0.8065200617283951,0.8758333195631973,8.403558717417726,0.17073170731707318,0.4305555555555556,0.08333333333333333,-0.033774292609378136,0.08078545302428217,144,72
gradient_boosted_trees,65,0.8174102552648774,0.8015046296296297,0.5068958824190872,7.94091858019403,0.1,0.4444444444444444,0.125,0.011405447066972753,0.08706602313916917,144,72
masked_token_waveform_transformer,58,0.7206769576786485,0.7310956790123456,-10.929947253736557,15.995127513618854,0.4583333333333333,0.16666666666666666,0.5416666666666666,-0.026488708387129085,0.10498668446610515,144,72
masked_token_waveform_transformer,60,0.720255120751912,0.7023533950617284,-12.721759091078662,15.254413261452532,0.4642857142857143,0.2222222222222222,0.5138888888888888,-0.01453152255935576,0.08115921060793924,144,72
masked_token_waveform_transformer,62,0.8487474737787564,0.8130787037037037,-11.812426050933045,16.213456993764645,0.4672131147540984,0.1527777777777778,0.4305555555555556,-0.05913039433278716,0.14444159427492484,144,72
masked_token_waveform_transformer,64,0.7666657321826129,0.7708333333333334,-12.104806568243953,14.037322725186373,0.43548387096774194,0.1388888888888889,0.5138888888888888,-0.02124547832323062,0.10014547110858739,144,72
masked_token_waveform_transformer,65,0.7853053905007527,0.7465277777777777,-14.329183822903957,14.254970817311323,0.47115384615384615,0.2777777777777778,0.4583333333333333,-0.03383650831952725,0.1195534841917096,144,72
mlp,58,0.7333372752907598,0.7652391975308642,-4.51573748259702,12.083387776565132,0.2,0.375,0.2361111111111111,0.0015360209510607344,0.13256896430130244,144,72
mlp,60,0.784015424155031,0.7712191358024691,1.169061677879184,10.853489369636646,0.2,0.375,0.18055555555555555,-0.025475714954686365,0.16449038239132108,144,72
mlp,62,0.8030110499672837,0.8119212962962964,-0.7593278591945252,12.177559286527414,0.23469387755102042,0.3194444444444444,0.20833333333333334,-0.02216467389158873,0.14712085203012756,144,72
mlp,64,0.7754040156319222,0.7681327160493827,-0.7674639437729391,12.78676251863039,0.2926829268292683,0.4305555555555556,0.19444444444444445,-0.017867307696186788,0.16562880300932936,144,72
mlp,65,0.8332370484738764,0.8074845679012346,0.9327298939154494,10.48942543051826,0.15476190476190477,0.4166666666666667,0.16666666666666666,-0.014931185297038095,0.17922584864238167,144,72
ridge,58,0.8445849099756928,0.829861111111111,-1.2742350941766434,10.247147215521698,0.18,0.3055555555555556,0.20833333333333334,0.012285187099147846,0.04850882449697751,144,72
ridge,60,0.8478080895233128,0.8026620370370371,2.2361676783986617,9.695983597788253,0.13725490196078433,0.2916666666666667,0.2638888888888889,0.006238537630521292,0.06460514679190803,144,72
ridge,62,0.860701696555799,0.8543595679012346,1.7283564595445933,10.153076943494302,0.16964285714285715,0.2222222222222222,0.1527777777777778,0.01873374362775994,0.09144384610993395,144,72
ridge,64,0.8663004679258248,0.8393132716049382,0.3078037176678894,11.744958506757616,0.18888888888888888,0.375,0.125,-0.010326240498180777,0.07228992403863303,144,72
ridge,65,0.8535527170017074,0.826195987654321,0.3725299873211796,9.414915687496379,0.18181818181818182,0.3888888888888889,0.1388888888888889,-0.0013071441760535503,0.08860624572842368,144,72
template_residual_boosted_stack_new,58,0.8653378887994121,0.8580246913580247,-0.10266832616276034,8.192915202920542,0.12244897959183673,0.3194444444444444,0.16666666666666666,-0.002683226150458239,0.049277547776405355,144,72
