axis,scope,n,fraction,run
adaptive_lowering,run_49,1370,0.09247384407694904,49.0
adaptive_lowering,run_50,738,0.02095578839764886,50.0
adaptive_lowering,run_51,476,0.03229308005427409,51.0
adaptive_lowering,run_52,216,0.030201342281879196,52.0
adaptive_lowering,run_53,721,0.022391304347826088,53.0
adaptive_lowering,run_54,605,0.01987516425755585,54.0
adaptive_lowering,run_55,609,0.035026168976821766,55.0
adaptive_lowering,run_56,925,0.023039752914217396,56.0
adaptive_lowering,run_57,1212,0.08761656907395358,57.0
adaptive_lowering,run_58,281,0.01674512841904535,58.0
adaptive_lowering,run_59,2596,0.12143892969078916,59.0
adaptive_lowering,run_60,1905,0.11186798989958306,60.0
adaptive_lowering,run_61,2037,0.1074083838650145,61.0
adaptive_lowering,run_62,2120,0.11105872492011105,62.0
adaptive_lowering,run_63,1852,0.09842164000637721,63.0
adaptive_lowering,run_64,1317,0.0900205058099795,64.0
adaptive_lowering,run_65,951,0.07294063506672803,65.0
early_pretrigger_activity,all,82028,0.1280213254424202,
early_pretrigger_activity,run_31,3302,0.11847439991388899,31.0
early_pretrigger_activity,run_32,3545,0.12553116147308782,32.0
early_pretrigger_activity,run_33,1280,0.026263413833432506,33.0
early_pretrigger_activity,run_34,845,0.02476698516911894,34.0
early_pretrigger_activity,run_35,1936,0.16593811605382702,35.0
early_pretrigger_activity,run_36,1822,0.17534404773361562,36.0
early_pretrigger_activity,run_37,4743,0.19329991441496516,37.0
early_pretrigger_activity,run_39,2848,0.2003094668729779,39.0
early_pretrigger_activity,run_40,2915,0.19819146042969812,40.0
early_pretrigger_activity,run_41,3099,0.19193608324043107,41.0
early_pretrigger_activity,run_42,3247,0.17927340989399293,42.0
early_pretrigger_activity,run_44,398,0.19528949950932287,44.0
early_pretrigger_activity,run_45,4651,0.19113960465211852,45.0
early_pretrigger_activity,run_46,83,0.12081513828238719,46.0
early_pretrigger_activity,run_47,637,0.12073540561031085,47.0
early_pretrigger_activity,run_48,2703,0.19307142857142856,48.0
early_pretrigger_activity,run_49,2848,0.19223759703003712,49.0
early_pretrigger_activity,run_50,2507,0.07118721072209444,50.0
early_pretrigger_activity,run_51,1459,0.09898236092265943,51.0
early_pretrigger_activity,run_52,703,0.09829418344519016,52.0
early_pretrigger_activity,run_53,1558,0.04838509316770186,53.0
early_pretrigger_activity,run_54,1368,0.044940867279894874,54.0
early_pretrigger_activity,run_55,1711,0.09840685569678495,55.0
early_pretrigger_activity,run_56,3720,0.09265716847663645,56.0
early_pretrigger_activity,run_57,2633,0.19034193595026386,57.0
early_pretrigger_activity,run_58,569,0.033907395268458373,58.0
early_pretrigger_activity,run_59,5190,0.2427843008841278,59.0
early_pretrigger_activity,run_60,3757,0.22062364202243231,60.0
early_pretrigger_activity,run_61,3996,0.21070392828895335,61.0
early_pretrigger_activity,run_62,4152,0.21750746503221752,62.0
early_pretrigger_activity,run_63,3518,0.18695860126481373,63.0
early_pretrigger_activity,run_64,2473,0.16903622693096376,64.0
early_pretrigger_activity,run_65,1812,0.13897837091578463,65.0
delayed_peak,all,14713,0.02296261960835725,
delayed_peak,run_31,337,0.012091421190484734,31.0
delayed_peak,run_32,324,0.011473087818696884,32.0
delayed_peak,run_33,439,0.009007530213185054,33.0
delayed_peak,run_34,305,0.008939562694179025,34.0
delayed_peak,run_35,262,0.022456501242821635,35.0
delayed_peak,run_36,186,0.017900105860841113,36.0
delayed_peak,run_37,715,0.02913966662591189,37.0
delayed_peak,run_39,469,0.03298635532423688,39.0
delayed_peak,run_40,524,0.03562686973075877,40.0
delayed_peak,run_41,525,0.0325157933853586,41.0
delayed_peak,run_42,440,0.02429328621908127,42.0
delayed_peak,run_44,67,0.03287536800785083,44.0
delayed_peak,run_45,777,0.03193194427320922,45.0
delayed_peak,run_46,6,0.008733624454148471,46.0
delayed_peak,run_47,47,0.008908263836239575,47.0
delayed_peak,run_48,432,0.030857142857142857,48.0
delayed_peak,run_49,444,0.029969625379682754,49.0
delayed_peak,run_50,512,0.014538433143084306,50.0
delayed_peak,run_51,249,0.01689280868385346,51.0
delayed_peak,run_52,102,0.014261744966442953,52.0
delayed_peak,run_53,425,0.013198757763975156,53.0
delayed_peak,run_54,410,0.013469119579500657,54.0
delayed_peak,run_55,325,0.018692126301259562,55.0
delayed_peak,run_56,583,0.014521271296204044,56.0
delayed_peak,run_57,482,0.034844213113569,57.0
delayed_peak,run_58,485,0.028901734104046242,58.0
delayed_peak,run_59,744,0.034803761051597513,59.0
delayed_peak,run_60,811,0.04762464031945505,60.0
delayed_peak,run_61,856,0.04513577643026628,61.0
delayed_peak,run_62,803,0.042066111373042066,62.0
delayed_peak,run_63,601,0.03193920391135675,63.0
delayed_peak,run_64,529,0.036158578263841425,64.0
delayed_peak,run_65,497,0.03811934345758552,65.0
broad_template_mismatch,all,121,0.00018884503314152296,
broad_template_mismatch,run_31,4,0.00014351835240931435,31.0
broad_template_mismatch,run_32,3,0.00010623229461756374,32.0
broad_template_mismatch,run_33,8,0.00016414633645895317,33.0
broad_template_mismatch,run_34,9,0.0002637903745823319,34.0
broad_template_mismatch,run_35,0,0.0,35.0
broad_template_mismatch,run_36,0,0.0,36.0
broad_template_mismatch,run_37,5,0.00020377389248889431,37.0
broad_template_mismatch,run_39,2,0.00014066676044450696,39.0
broad_template_mismatch,run_40,1,6.799020940984498e-05,40.0
broad_template_mismatch,run_41,2,0.0001238696890870804,41.0
broad_template_mismatch,run_42,1,5.521201413427562e-05,42.0
broad_template_mismatch,run_44,1,0.0004906771344455348,44.0
broad_template_mismatch,run_45,5,0.00020548226688036822,45.0
broad_template_mismatch,run_46,0,0.0,46.0
broad_template_mismatch,run_47,0,0.0,47.0
broad_template_mismatch,run_48,2,0.00014285714285714287,48.0
broad_template_mismatch,run_49,2,0.00013499831252109347,49.0
broad_template_mismatch,run_50,6,0.0001703722633955192,50.0
broad_template_mismatch,run_51,6,0.00040705563093622793,51.0
broad_template_mismatch,run_52,6,0.0008389261744966443,52.0
broad_template_mismatch,run_53,3,9.316770186335404e-05,53.0
broad_template_mismatch,run_54,9,0.0002956636005256242,54.0
broad_template_mismatch,run_55,10,0.0005751423477310634,55.0
broad_template_mismatch,run_56,10,0.0002490784098834313,56.0
broad_template_mismatch,run_57,0,0.0,57.0
broad_template_mismatch,run_58,0,0.0,58.0
broad_template_mismatch,run_59,14,0.0006549094821537167,59.0
broad_template_mismatch,run_60,1,5.872335427799636e-05,60.0
broad_template_mismatch,run_61,0,0.0,61.0
broad_template_mismatch,run_62,3,0.00015715857300015716,62.0
broad_template_mismatch,run_63,4,0.00021257373651485358,63.0
broad_template_mismatch,run_64,4,0.0002734107997265892,64.0
broad_template_mismatch,run_65,0,0.0,65.0
pileup_score,all,359963,0.561795245162992,
pileup_score,run_31,12567,0.45089878368196334,31.0
pileup_score,run_32,12991,0.4600212464589235,32.0
pileup_score,run_33,29109,0.5972669634979584,33.0
pileup_score,run_34,16076,0.4711882290872853,34.0
pileup_score,run_35,7922,0.6790091711665381,35.0
pileup_score,run_36,6376,0.6136079299393706,36.0
pileup_score,run_37,14849,0.6051677059135183,37.0
pileup_score,run_39,9129,0.6420734280489521,39.0
pileup_score,run_40,9662,0.6569214033179223,40.0
pileup_score,run_41,10150,0.628638672116933,41.0
pileup_score,run_42,10199,0.563107332155477,42.0
pileup_score,run_44,1294,0.634936211972522,44.0
pileup_score,run_45,14462,0.5943369087247771,45.0
pileup_score,run_46,426,0.6200873362445415,46.0
pileup_score,run_47,3174,0.6015921152388173,47.0
pileup_score,run_48,9181,0.6557857142857143,48.0
pileup_score,run_49,9626,0.649746878164023,49.0
pileup_score,run_50,13097,0.37189425561518585,50.0
pileup_score,run_51,6047,0.41024423337856175,51.0
pileup_score,run_52,2887,0.40366331096196867,52.0
pileup_score,run_53,15320,0.47577639751552797,53.0
pileup_score,run_54,14536,0.47752956636005256,54.0
pileup_score,run_55,7359,0.4232472536952896,55.0
pileup_score,run_56,15350,0.38233535917106704,56.0
pileup_score,run_57,9104,0.658136340634714,57.0
pileup_score,run_58,12388,0.7382158393421131,58.0
pileup_score,run_59,14720,0.6885905412359078,59.0
pileup_score,run_60,12861,0.7552410593693112,60.0
pileup_score,run_61,14303,0.7541787503295544,61.0
pileup_score,run_62,13683,0.7168002514537168,62.0
pileup_score,run_63,12667,0.6731678801084126,63.0
pileup_score,run_64,9964,0.6810663021189337,64.0
pileup_score,run_65,8484,0.650713299585826,65.0
timing_tail,all,19757,0.030834804295678257,
timing_tail,run_31,224,0.008037027734921603,31.0
timing_tail,run_32,183,0.006480169971671388,32.0
timing_tail,run_33,306,0.006278597369554958,33.0
timing_tail,run_34,232,0.006799929655900112,34.0
timing_tail,run_35,163,0.013971029399160024,35.0
timing_tail,run_36,122,0.011740929650659225,36.0
timing_tail,run_37,379,0.01544606105065819,37.0
timing_tail,run_39,302,0.02124068082712055,39.0
timing_tail,run_40,317,0.02155289638292086,40.0
timing_tail,run_41,286,0.017713365539452495,41.0
timing_tail,run_42,343,0.018937720848056536,42.0
timing_tail,run_44,37,0.01815505397448479,44.0
timing_tail,run_45,389,0.015986520363292647,45.0
timing_tail,run_46,4,0.005822416302765648,46.0
timing_tail,run_47,33,0.0062547384382107656,47.0
timing_tail,run_48,213,0.015214285714285715,48.0
timing_tail,run_49,273,0.01842726965912926,49.0
timing_tail,run_50,298,0.008461822415310787,50.0
timing_tail,run_51,138,0.009362279511533242,51.0
timing_tail,run_52,70,0.009787472035794184,52.0
timing_tail,run_53,256,0.007950310559006211,53.0
timing_tail,run_54,228,0.007490144546649146,54.0
timing_tail,run_55,190,0.010927704606890205,55.0
timing_tail,run_56,358,0.00891700707382684,56.0
timing_tail,run_57,247,0.017855851948239715,57.0
timing_tail,run_58,274,0.016327989988677672,58.0
timing_tail,run_59,2984,0.13958927819619216,59.0
timing_tail,run_60,2690,0.1579658230078102,60.0
timing_tail,run_61,2378,0.12538887424202477,61.0
timing_tail,run_62,3027,0.15857300015715858,62.0
timing_tail,run_63,1622,0.08619865015677312,63.0
timing_tail,run_64,853,0.058304853041695144,64.0
timing_tail,run_65,338,0.025924221506366005,65.0
charge_transfer_error,all,32333,0.05046220212037076,
charge_transfer_error,run_31,1129,0.040508054967528975,31.0
charge_transfer_error,run_32,1230,0.04355524079320113,32.0
charge_transfer_error,run_33,613,0.012577713031167285,33.0
charge_transfer_error,run_34,410,0.012017117064306231,34.0
charge_transfer_error,run_35,877,0.0751692808776892,35.0
charge_transfer_error,run_36,701,0.0674622269271485,36.0
charge_transfer_error,run_37,2054,0.0837103150344378,37.0
charge_transfer_error,run_39,1223,0.08601772401181601,39.0
charge_transfer_error,run_40,1286,0.08743540930106064,40.0
charge_transfer_error,run_41,1355,0.08392171435649697,41.0
charge_transfer_error,run_42,1357,0.07492270318021202,42.0
charge_transfer_error,run_44,162,0.07948969578017664,44.0
charge_transfer_error,run_45,2070,0.08506965848847245,45.0
charge_transfer_error,run_46,34,0.049490538573508006,46.0
charge_transfer_error,run_47,230,0.04359363153904473,47.0
charge_transfer_error,run_48,1161,0.08292857142857143,48.0
charge_transfer_error,run_49,1301,0.08781640229497131,49.0
charge_transfer_error,run_50,857,0.024334838288326662,50.0
charge_transfer_error,run_51,487,0.0330393487109905,51.0
charge_transfer_error,run_52,219,0.030620805369127518,52.0
charge_transfer_error,run_53,721,0.022391304347826088,53.0
charge_transfer_error,run_54,663,0.02178055190538765,54.0
charge_transfer_error,run_55,592,0.034048426985678955,55.0
charge_transfer_error,run_56,1043,0.025978878150841885,56.0
charge_transfer_error,run_57,1198,0.08660449649389142,57.0
charge_transfer_error,run_58,309,0.01841368214051606,58.0
charge_transfer_error,run_59,1647,0.07704542265051223,59.0
charge_transfer_error,run_60,1481,0.0869692876857126,60.0
charge_transfer_error,run_61,1705,0.08990245188505142,61.0
charge_transfer_error,run_62,1452,0.07606474933207606,62.0
charge_transfer_error,run_63,1181,0.06276239570601053,63.0
charge_transfer_error,run_64,893,0.06103896103896104,64.0
charge_transfer_error,run_65,692,0.0530756250958736,65.0
