axis,metric,value,ci_low,ci_high
saturation_boundary,downstream_sigma68_delta_ns,-0.02334359438369704,-0.19008440961159198,0.32958363623876646
saturation_boundary,charge_abs_residual_median_delta,0.3746528951398922,0.31054699284947934,0.4288126038334465
high_amplitude,downstream_sigma68_delta_ns,-0.09766088270721252,-0.1879762875604265,0.002693151083935494
high_amplitude,charge_abs_residual_median_delta,0.16294689344554358,0.03949199779007343,0.25312875418566205
adaptive_lowering,downstream_sigma68_delta_ns,-0.5164501721845092,-0.6061331410560913,-0.41623496437151375
adaptive_lowering,charge_abs_residual_median_delta,2.4899604133059006,2.2550726169325466,2.731868726518128
early_pretrigger_activity,downstream_sigma68_delta_ns,0.25098419971026686,0.16505566795360702,0.3618465802003813
early_pretrigger_activity,charge_abs_residual_median_delta,1.4910492508509803,1.345114237495985,1.6447882045803794
delayed_peak,downstream_sigma68_delta_ns,-0.29245756746386675,-0.38877656256318716,-0.16998429025510556
delayed_peak,charge_abs_residual_median_delta,0.2363569369755676,0.17066860960332159,0.2904910840770904
broad_template_mismatch,downstream_sigma68_delta_ns,-0.4875986744186107,-0.7331317327916151,0.2307399182343633
broad_template_mismatch,charge_abs_residual_median_delta,-0.9015264377842871,-0.9865349081309119,1.4241094581898486
pileup_score,downstream_sigma68_delta_ns,-0.5746666753463301,-0.6353764714603508,-0.5237349716989546
pileup_score,charge_abs_residual_median_delta,-0.11056544149722125,-0.22164025244633176,0.03696185407863006
timing_tail,downstream_sigma68_delta_ns,-0.4261416410482184,-0.4674367834714511,-0.37791184733673483
timing_tail,charge_abs_residual_median_delta,-0.007396231672497144,-0.07517599494591606,0.04736592888068992
charge_transfer_error,downstream_sigma68_delta_ns,0.5847707832372149,0.5200785674738799,0.7032485515219047
charge_transfer_error,charge_abs_residual_median_delta,4.3737947014442975,4.273234892500948,4.491008321879309
