axis_a,axis_b,robust_covariance
saturation_boundary,saturation_boundary,0.02343414443903134
saturation_boundary,high_amplitude,0.002546637517798578
saturation_boundary,adaptive_lowering,-2.9008376195299332e-05
saturation_boundary,early_pretrigger_activity,-0.0011105177934927436
saturation_boundary,delayed_peak,4.504109526655414e-07
saturation_boundary,broad_template_mismatch,5.259823831769748e-08
saturation_boundary,pileup_score,5.476491409515702e-05
saturation_boundary,timing_tail,2.1217203029654812e-05
saturation_boundary,charge_transfer_error,5.453330480796598e-05
high_amplitude,saturation_boundary,0.002546637517798578
high_amplitude,high_amplitude,0.02535845282563179
high_amplitude,adaptive_lowering,0.00022490745295438292
high_amplitude,early_pretrigger_activity,0.0002962609078105453
high_amplitude,delayed_peak,9.759934281085435e-06
high_amplitude,broad_template_mismatch,3.3559648225345104e-09
high_amplitude,pileup_score,-0.014990675807951371
high_amplitude,timing_tail,-6.290131010037578e-05
high_amplitude,charge_transfer_error,0.00039049432817105133
adaptive_lowering,saturation_boundary,-2.9008376195299332e-05
adaptive_lowering,high_amplitude,0.00022490745295438292
adaptive_lowering,adaptive_lowering,0.04688116395234079
adaptive_lowering,early_pretrigger_activity,0.042072852166833534
adaptive_lowering,delayed_peak,-0.001774771429116306
adaptive_lowering,broad_template_mismatch,6.208563491710731e-08
adaptive_lowering,pileup_score,-0.013369275305349879
adaptive_lowering,timing_tail,-0.002311631861815307
adaptive_lowering,charge_transfer_error,0.017912914191070398
early_pretrigger_activity,saturation_boundary,-0.0011105177934927436
early_pretrigger_activity,high_amplitude,0.0002962609078105453
early_pretrigger_activity,adaptive_lowering,0.042072852166833534
early_pretrigger_activity,early_pretrigger_activity,0.1019436614944893
early_pretrigger_activity,delayed_peak,-0.0035969609537277046
early_pretrigger_activity,broad_template_mismatch,8.521717133852169e-08
early_pretrigger_activity,pileup_score,-0.01818177563388417
early_pretrigger_activity,timing_tail,-0.0036136784577436337
early_pretrigger_activity,charge_transfer_error,0.027121535960442707
delayed_peak,saturation_boundary,4.504109526655414e-07
delayed_peak,high_amplitude,9.759934281085435e-06
delayed_peak,adaptive_lowering,-0.001774771429116306
delayed_peak,early_pretrigger_activity,-0.0035969609537277046
delayed_peak,delayed_peak,0.01902307809024473
delayed_peak,broad_template_mismatch,-3.5248803426537926e-08
delayed_peak,pileup_score,0.0055510394478047375
delayed_peak,timing_tail,0.0009102286661444617
delayed_peak,charge_transfer_error,0.001109026943053083
broad_template_mismatch,saturation_boundary,5.259823831769748e-08
broad_template_mismatch,high_amplitude,3.3559648225345104e-09
broad_template_mismatch,adaptive_lowering,6.208563491710731e-08
broad_template_mismatch,early_pretrigger_activity,8.521717133852169e-08
broad_template_mismatch,delayed_peak,-3.5248803426537926e-08
broad_template_mismatch,broad_template_mismatch,7.543615570476743e-08
broad_template_mismatch,pileup_score,1.6163837861468035e-07
broad_template_mismatch,timing_tail,3.7034348870803356e-08
broad_template_mismatch,charge_transfer_error,1.071689203427512e-07
pileup_score,saturation_boundary,5.476491409515702e-05
pileup_score,high_amplitude,-0.014990675807951371
pileup_score,adaptive_lowering,-0.013369275305349879
pileup_score,early_pretrigger_activity,-0.01818177563388417
pileup_score,delayed_peak,0.0055510394478047375
pileup_score,broad_template_mismatch,1.6163837861468035e-07
pileup_score,pileup_score,0.09595264845446522
pileup_score,timing_tail,0.000748916492116606
pileup_score,charge_transfer_error,-0.006671708218492214
timing_tail,saturation_boundary,2.1217203029654812e-05
timing_tail,high_amplitude,-6.290131010037578e-05
timing_tail,adaptive_lowering,-0.002311631861815307
timing_tail,early_pretrigger_activity,-0.0036136784577436337
timing_tail,delayed_peak,0.0009102286661444617
timing_tail,broad_template_mismatch,3.7034348870803356e-08
timing_tail,pileup_score,0.000748916492116606
timing_tail,timing_tail,0.023051675835276654
timing_tail,charge_transfer_error,-0.00022901267633960572
charge_transfer_error,saturation_boundary,5.453330480796598e-05
charge_transfer_error,high_amplitude,0.00039049432817105133
charge_transfer_error,adaptive_lowering,0.017912914191070398
charge_transfer_error,early_pretrigger_activity,0.027121535960442707
charge_transfer_error,delayed_peak,0.001109026943053083
charge_transfer_error,broad_template_mismatch,1.071689203427512e-07
charge_transfer_error,pileup_score,-0.006671708218492214
charge_transfer_error,timing_tail,-0.00022901267633960572
charge_transfer_error,charge_transfer_error,0.04420938724285385
