axis_a,axis_b,odds_ratio,log_odds_ratio,phi,mutual_information_nats
saturation_boundary,high_amplitude,91145.80640565339,11.4202157714308,0.25768402651703576,0.0333089841639532
saturation_boundary,adaptive_lowering,0.08660326103364883,-2.446417807845027,-0.03612456961900151,0.0010523273509513572
saturation_boundary,early_pretrigger_activity,0.2132403598813731,-1.5453352993467036,-0.047362197734011145,0.0015386076452807197
saturation_boundary,delayed_peak,0.0964940245082204,-2.3382741947490624,-0.022515171449134796,0.0004112331986798345
saturation_boundary,broad_template_mismatch,0.15462533970905357,-1.866750251285295,-0.002241825775402537,4.959619929423556e-06
saturation_boundary,pileup_score,0.08554873273925104,-2.4586690918541634,-0.15072558729015625,0.012400529939372268
saturation_boundary,timing_tail,0.13275484060162165,-2.019251155482538,-0.02506157924545958,0.00048687526796829003
saturation_boundary,charge_transfer_error,0.22055612666801544,-1.5116030737736479,-0.02880912874219438,0.0005883762577466973
high_amplitude,adaptive_lowering,0.07203019309478934,-2.630669899329366,-0.1383054084895382,0.013440551839626756
high_amplitude,early_pretrigger_activity,0.4689790694682438,-0.7571971395311966,-0.09886166877114073,0.005344284618590668
high_amplitude,delayed_peak,0.06866166484834112,-2.678564243528224,-0.08770786914821851,0.005509949477952855
high_amplitude,broad_template_mismatch,3.1959926091740836,1.1618977153776007,0.008390336888703618,3.12552933877518e-05
high_amplitude,pileup_score,0.010707233280141342,-4.536835758414571,-0.6719177460182457,0.2594135119792131
high_amplitude,timing_tail,0.0800032950934786,-2.525687456488003,-0.10018717655445125,0.007061536487797327
high_amplitude,charge_transfer_error,0.1346519828249606,-2.005061734062729,-0.1183062709163582,0.00922841266113921
adaptive_lowering,early_pretrigger_activity,876441.6125751825,13.683625366835015,0.6372997747934933,0.1287901932335971
adaptive_lowering,delayed_peak,0.2354727644231073,-1.4461600222216793,-0.028076433764272213,0.0005516452351643174
adaptive_lowering,broad_template_mismatch,2.6234885364179643,0.9645049345593116,0.004529858518294287,7.584543347261258e-06
adaptive_lowering,pileup_score,0.2978995372491251,-1.2109989726406591,-0.1338689449424129,0.009009055208472267
adaptive_lowering,timing_tail,0.27953954889115823,-1.2746114976808527,-0.030589231497898703,0.0006321891324175867
adaptive_lowering,charge_transfer_error,27.30866214677174,3.307203946617123,0.4297236921560074,0.042506529189463446
early_pretrigger_activity,delayed_peak,0.19191048138433053,-1.6507262584692663,-0.04592382326438238,0.0014729678110986517
early_pretrigger_activity,broad_template_mismatch,3.385848815921401,1.219604632956701,0.008331963523524177,2.5810365564849915e-05
early_pretrigger_activity,pileup_score,0.4794339320715528,-0.7351491791955608,-0.12236946824740119,0.00742992318260248
early_pretrigger_activity,timing_tail,0.5961204047894647,-0.5173126108615409,-0.02486819135966332,0.00034765057840658946
early_pretrigger_activity,charge_transfer_error,29.493653888397123,3.3841751177764094,0.4327396584085956,0.057073705713238956
delayed_peak,broad_template_mismatch,0.17505926991546775,-1.742630677168275,-0.002106924243312652,4.3873586089228935e-06
delayed_peak,pileup_score,645.9300665298911,6.4706912417768025,0.13501762132131953,0.01324012506684784
delayed_peak,timing_tail,7.586177984713107,2.0263279052526255,0.12888685134865913,0.004174685293476016
delayed_peak,charge_transfer_error,3.0711712020484097,1.1220589878854201,0.05938441619025657,0.0012457060244636107
broad_template_mismatch,pileup_score,0.0032085271837203476,-5.741943268401819,-0.015561242879343217,0.0001558330478797024
broad_template_mismatch,timing_tail,4.577030083926802,1.5210503344982331,0.007404127075366017,1.586386899947739e-05
broad_template_mismatch,charge_transfer_error,4.491696567027252,1.5022304849568728,0.008766042594673784,2.328851605516994e-05
pileup_score,timing_tail,2.7203531042021933,1.0007616896037093,0.0757241905325708,0.0030743327996039073
pileup_score,charge_transfer_error,0.7535257464993156,-0.2829920922898977,-0.03104651270329464,0.00047826351788072445
timing_tail,charge_transfer_error,1.0860629240841673,0.0825591609788624,0.003217790732621039,5.0579364900391375e-06
