run,method,family,coverage,threshold,accepted_support,rejected_support,accepted_harm_rate,accepted_harm_count_mean,rejected_harm_capture,harmful_pulse_rejection,policy_loss
58,traditional_atom_action_rule,traditional,0.5,0.6733333333333333,0.6533579643644598,0.3466420356355402,0.8239693542502736,0.9694454578620941,0.600488629956775,0.3916907952326443,1.2234807242934986
59,traditional_atom_action_rule,traditional,0.5,0.7040000000000001,0.5006315198577911,0.4993684801422089,0.8069519715940946,1.2290226125957764,0.7636180651654296,0.5527937444979545,1.043333906428665
60,traditional_atom_action_rule,traditional,0.5,0.9213333333333332,0.6875917552410594,0.31240824475894063,0.8903407635152447,1.6746092749167307,0.5812135580188377,0.3378850428707526,1.3091272054964072
61,traditional_atom_action_rule,traditional,0.5,0.9213333333333332,0.7253361455312418,0.27466385446875824,0.8963361442279733,1.7094358825239895,0.5311534243844084,0.2969952676891499,1.3651827198435649
62,traditional_atom_action_rule,traditional,0.5,0.9213333333333332,0.7001938289067002,0.2998061710932998,0.866377375430196,1.5955409247344008,0.5756104356132217,0.3307518927353638,1.2907669398169743
63,traditional_atom_action_rule,traditional,0.5,0.6733333333333333,0.5433384705319658,0.45666152946803423,0.7849178403755869,0.9616588419405321,0.7659047619047619,0.5170899025153448,1.0190130784708251
65,traditional_atom_action_rule,traditional,0.5,0.6733333333333333,0.6316152784169351,0.3683847215830649,0.7170613236187007,0.8734669095324833,0.6992767256156194,0.4485431453119163,1.0177845980030813
58,traditional_atom_action_rule,traditional,0.6,0.6733333333333333,0.6533579643644598,0.3466420356355402,0.8239693542502736,0.9694454578620941,0.600488629956775,0.3916907952326443,1.2234807242934986
59,traditional_atom_action_rule,traditional,0.6,0.9213333333333332,0.7059924217617065,0.2940075782382935,0.8631062814736284,1.5736814206201961,0.5731718275434466,0.3254621718191704,1.2899344539301818
60,traditional_atom_action_rule,traditional,0.6,0.9213333333333332,0.6875917552410594,0.31240824475894063,0.8903407635152447,1.6746092749167307,0.5812135580188377,0.3378850428707526,1.3091272054964072
61,traditional_atom_action_rule,traditional,0.6,0.9213333333333332,0.7253361455312418,0.27466385446875824,0.8963361442279733,1.7094358825239895,0.5311534243844084,0.2969952676891499,1.3651827198435649
62,traditional_atom_action_rule,traditional,0.6,0.9213333333333332,0.7001938289067002,0.2998061710932998,0.866377375430196,1.5955409247344008,0.5756104356132217,0.3307518927353638,1.2907669398169743
