support_metric,sample_i_analysis,sample_ii_analysis,sample_ii_minus_sample_i,abs_delta
pulses_per_selected_event,1.0375638025278346,1.3929426436692018,0.3553788411413672,0.3553788411413672
B2_fraction,0.957013628471534,0.7051624352497282,-0.2518511932218058,0.2518511932218058
B4_fraction,0.025572213457223724,0.1697016691181173,0.14412945566089358,0.14412945566089358
B6_fraction,0.012264831566679617,0.08911555925049562,0.07685072768381601,0.07685072768381601
B8_fraction,0.005149326504562644,0.036020336381658885,0.03087100987709624,0.03087100987709624
