group,selected_pulses,events_with_selected,pulses_per_selected_event,B2_fraction,B4_fraction,B6_fraction,B8_fraction
sample_i_calib,248745,239559,1.03834545978235,0.9563287704275463,0.02712416329976482,0.011819333051920641,0.0047277332207682566
sample_i_analysis,252266,243133,1.0375638025278346,0.957013628471534,0.025572213457223724,0.012264831566679617,0.005149326504562644
sample_ii_calib,14630,12103,1.2087912087912087,0.8138755980861244,0.11544771018455229,0.05215311004784689,0.018523581681476418
sample_ii_analysis,125096,89807,1.3929426436692018,0.7051624352497282,0.1697016691181173,0.08911555925049562,0.036020336381658885
