method,method_label,metric,value,ci_low,ci_high,bootstrap_unit,n_bootstrap
traditional_template_fit,Traditional bounded two-pulse template fit,real_overlap_fraction_rank_discordance,0.031324578008826084,0.029516207593336823,0.03332367850282143,source_run_within_current_group,450
ridge,Ridge/logistic linear calibration,real_overlap_fraction_rank_discordance,0.1288496562929187,0.111729199610991,0.14963869123561147,source_run_within_current_group,450
gradient_boosted_trees,Histogram gradient-boosted trees,real_overlap_fraction_rank_discordance,0.11815189277897267,0.11193271518071944,0.12467095002854357,source_run_within_current_group,450
mlp,Multilayer perceptron,real_overlap_fraction_rank_discordance,0.2423573664251406,0.22695950374433163,0.25445376407421805,source_run_within_current_group,450
one_d_cnn,Compact 1D-CNN,real_overlap_fraction_rank_discordance,0.03098797813802644,0.028075252549145623,0.03368792117013232,source_run_within_current_group,450
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,real_overlap_fraction_rank_discordance,0.08578335775416737,0.08174186554552702,0.09085566341289016,source_run_within_current_group,450
