method_metric,stratum,amp_bin,baseline_bin,p02_topology,low_n_scored,high_n_scored,low_mean,high_mean,high_minus_low,match_weight,method,quantity
traditional_template_fit_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,200,1200,0.12518145902829614,0.17466091036606898,0.049479451337772845,0.5196027182435965,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,200,1200,0.3901923472180565,0.35581876667803247,-0.03437358054002404,0.29360515769297785,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,199,1200,0.5736522523425356,0.5859095572838872,0.012257304941351577,0.13573793343788115,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,121,1200,0.0,0.0025587653432841955,0.0025587653432841955,0.02300052273915316,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1091,0.010256203018280948,0.007389524989244112,-0.0028666780290368364,0.008886565603763722,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,937,0.14065209381228733,0.08635491152726898,-0.05429718228501834,0.007841087297438577,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,727,0.5174773382758971,0.5099023932320971,-0.007574945043800074,0.00662136260672591,traditional_template_fit,secondary_fraction
traditional_template_fit_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1086,0.04080467100193061,0.11577161443390382,0.07496694343197322,0.004704652378463147,traditional_template_fit,secondary_fraction
traditional_template_fit_overlap_score,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,200,1200,0.1177772641906068,0.16750134586139762,0.049724081670790815,0.5196027182435965,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,200,1200,0.45158688594094826,0.3984128851398193,-0.05317400080112894,0.29360515769297785,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,199,1200,0.6834697700567187,0.6741997658380763,-0.009270004218642436,0.13573793343788115,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,121,1200,0.0,0.0001480172796958761,0.0001480172796958761,0.02300052273915316,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1091,0.009213140701890901,0.007462685164093624,-0.001750455537797277,0.008886565603763722,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,937,0.10536787118133034,0.0515110563381315,-0.05385681484319884,0.007841087297438577,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,727,0.5981021084624812,0.5636658843600131,-0.03443622410246816,0.00662136260672591,traditional_template_fit,overlap_score
traditional_template_fit_overlap_score,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1086,0.01730598209281771,0.06775222303046935,0.05044624093765164,0.004704652378463147,traditional_template_fit,overlap_score
ridge_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,200,1200,0.06538842178790415,0.06693230679899263,0.001543885011088486,0.5196027182435965,ridge,secondary_fraction
ridge_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,200,1200,0.07300869329879428,0.10015733474583485,0.027148641447040572,0.29360515769297785,ridge,secondary_fraction
