heldout_run,heldout_group,method,method_label,n_calibration,synthetic_overlap_auc,synthetic_overlap_ap,synthetic_overlap_brier,synthetic_secondary_fraction_mae,synthetic_secondary_fraction_rmse,calibration_slope,calibration_intercept,accepted_recovery_rmse,accepted_efficiency,training_policy,training_runs,synthetic_train_source_runs
44,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,640,0.4354296875,0.5530220866429783,0.4660031595272933,0.29816928105197915,0.3725823975967838,-0.13535928469807107,0.20199458737444334,0.4994254512435466,0.3203125,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,ridge,Ridge/logistic linear calibration,640,0.8036816406249999,0.8106925380414173,0.1795143860237541,0.12376431959851952,0.18253217783934633,0.5396748115264867,0.06718004331817636,0.20552202156346547,0.4578125,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,640,0.9202294921875,0.9264471757560804,0.11576814377805471,0.07620933555995772,0.11455008867811939,0.9732367242422694,0.01081917974716346,0.11941439740418033,0.415625,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,mlp,Multilayer perceptron,640,0.8957617187500001,0.8773278641517908,0.12065786441997876,0.12138371922152894,0.20493935599268784,0.46328109978371884,0.06998941572153132,0.23112172496057026,0.465625,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,640,0.8976025390625,0.9080259646121125,0.13989512125759168,0.08766539105808295,0.12161068628497025,1.047637225038003,-0.0031008414478963017,0.10553411022494168,0.334375,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,one_d_cnn,Compact 1D-CNN,640,0.8561621093749999,0.8289102806141484,0.14725084888789275,0.08485367743723345,0.13942762337993375,0.8433785966078295,0.048805247023188704,0.13997327509786509,0.4046875,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,640,0.43150878906249995,0.535665895802656,0.47025993858216675,0.2767671620294812,0.35437527232065263,-0.11740438208703985,0.19404601508406977,0.5060846451394185,0.259375,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,ridge,Ridge/logistic linear calibration,640,0.7601953124999999,0.771674796758055,0.2090192538730009,0.14482059926899943,0.2126204861136976,0.39168832102594076,0.09304219412613667,0.27114367239138554,0.3828125,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,640,0.898974609375,0.9087631534980137,0.13385829627535922,0.08381778634336179,0.12173962012969614,0.9639000032112938,0.0063492918205239,0.12814198114831685,0.4265625,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,mlp,Multilayer perceptron,640,0.8559814453125,0.8537822082433071,0.15748315380005057,0.12253265089653742,0.21212874943677404,0.4269752207065551,0.0831609561160043,0.2333827013555918,0.4234375,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,640,0.8676904296875001,0.8858945034015777,0.1575466862250781,0.09731507537353493,0.12826120876986627,1.1233605134896578,-0.009301278837764534,0.11980531357215758,0.3296875,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,one_d_cnn,Compact 1D-CNN,640,0.7921972656249999,0.8213469640214398,0.1895836596537054,0.10336921657692386,0.15441284978316094,0.773929750693235,0.055262148180178834,0.15211674091814914,0.3859375,low_current_only_source_run_heldout,46 47,46 47
46,low_2nA,traditional_template_fit,Traditional bounded two-pulse template fit,640,0.42859375,0.6171135859788899,0.47249690492496155,0.3363082601118754,0.3986841318273174,-0.20847293692841204,0.22455804171569368,0.507577992115946,0.4078125,low_current_only_source_run_heldout,47,47
46,low_2nA,ridge,Ridge/logistic linear calibration,640,0.9062011718749999,0.9233394579006875,0.11258345148646223,0.09249740834161939,0.12564856837677577,0.9400894592337884,0.01559984685573572,0.14468751294049814,0.4078125,low_current_only_source_run_heldout,47,47
46,low_2nA,gradient_boosted_trees,Histogram gradient-boosted trees,640,0.98291015625,0.9802824936389785,0.048665202993112035,0.04083169298047677,0.07260878856267541,1.0052545580448724,0.004610436498237109,0.07314658029077759,0.45,low_current_only_source_run_heldout,47,47
46,low_2nA,mlp,Multilayer perceptron,640,0.96623046875,0.9708531927773357,0.06659917490220953,0.04575677549802416,0.07717119775653405,0.9592394264919861,0.006725488979907567,0.08525127826013498,0.4390625,low_current_only_source_run_heldout,47,47
46,low_2nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,640,0.9677343749999999,0.9704925739255659,0.08916782600171116,0.05138467775884954,0.08255821607413287,1.0741209420296385,-0.005242596066872602,0.07989724993179984,0.415625,low_current_only_source_run_heldout,47,47
